ACSSF,2012e1,co,000,0173,0000001,3370906,2775311,241441,130309,74897,61223,111132,562930,405674,332367,88929,157256,888185,721356,635020,123177,166829,1082755,996735,965086,52622,86020,595595,67884,66206,30088,64860,1678,161311,160548,104683,156124,763,168067,167844,119265,161815,223,198333,197452,141550,187881,881,5094766,4595217,4027447,3257334,1240760,567770,499549,198002,163581,129645,53543,34421,301547,152494,112298,47117,149053,5094766,4107296,3094153,3064898,2733085,2343727,701837,331813,29255,19599,10743,9959,9656,1013143,300592,264407,193732,132638,73315,70675,36185,23285,15372,9044,12900,712551,661898,528475,305464,259337,133423,50653,28901,20232,10058,21752,987470,714162,559297,480121,380577,212485,79176,154865,123239,109707,22968,31626,273308,213085,180817,42417,60223,489799,246708,97094,81210,15884,149614,94068,55546,243091,107582,92775,14807,135509,99609,35900,489799,246708,97094,77209,19885,149614,85225,64389,243091,107582,85087,22495,135509,76254,59255,5047369,1022696,321940,231452,90488,615767,191100,424667,84989,81249,3740,527274,156387,65092,91295,300701,54709,245992,70186,68625,1561,1523890,374954,61540,313414,956083,84768,871315,192853,186908,5945,1973509,359553,17733,341820,1366389,53036,1313353,247567,233898,13669
ACSSF,2012e1,co,000,0173,0000002,2876910,2390382,218675,118052,67862,55492,100623,473311,340732,277131,76686,132579,755872,614376,537688,108806,141496,942524,868858,841112,44887,73666,486528,56796,55280,24654,53934,1516,131119,130405,86655,127058,714,137564,137400,97515,132624,164,161049,160379,114083,153059,670,4405593,3938085,3459057,2791683,1056811,479028,467508,184004,151641,120016,48741,32363,283504,143705,105512,44426,139799,4405593,3516429,2592898,2566947,2289964,1964254,575009,276983,25951,17263,9421,8786,8688,923531,270064,236683,173087,119878,64165,63596,33381,21637,14442,8326,11744,653467,606296,486045,277599,240536,120251,47171,26495,18307,9436,20676,889164,636120,493992,426138,340922,184886,67854,142128,114246,102148,20220,27882,253044,199528,170240,38614,53516,448799,225767,91743,77048,14695,134024,84502,49522,223032,100632,86967,13665,122400,90331,32069,448799,225767,91743,73189,18554,134024,76693,57331,223032,100632,79668,20964,122400,69727,52673,4360318,902700,284122,207257,76865,548311,170239,378072,70267,67309,2958,458607,137769,58956,78813,261918,48548,213370,58920,57438,1482,1324518,329990,54862,275128,836790,73944,762846,157738,153054,4684,1674493,313262,14725,298537,1161628,44608,1117020,199603,188874,10729
ACSSF,2012e1,co,000,0173,0000003,493996,384929,22766,12257,7035,5731,10509,89619,64942,55236,12243,24677,132313,106980,97332,14371,25333,140231,127877,123974,7735,12354,109067,11088,10926,5434,10926,162,30192,30143,18028,29066,49,30503,30444,21750,29191,59,37284,37073,27467,34822,211,689173,657132,568390,465651,183949,88742,32041,13998,11940,9629,4802,2058,18043,8789,6786,2691,9254,689173,590867,501255,497951,443121,379473,126828,54830,3304,2336,1322,1173,968,89612,30528,27724,20645,12760,9150,7079,2804,1648,930,718,1156,59084,55602,42430,27865,18801,13172,3482,2406,1925,622,1076,98306,78042,65305,53983,39655,27599,11322,12737,8993,7559,2748,3744,20264,13557,10577,3803,6707,41000,20941,5351,4162,1189,15590,9566,6024,20059,6950,5808,1142,13109,9278,3831,41000,20941,5351,4020,1331,15590,8532,7058,20059,6950,5419,1531,13109,6527,6582,687051,119996,37818,24195,13623,67456,20861,46595,14722,13940,782,68667,18618,6136,12482,38783,6161,32622,11266,11187,79,199372,44964,6678,38286,119293,10824,108469,35115,33854,1261,299016,46291,3008,43283,204761,8428,196333,47964,45024,2940
ACSSF,2012e1,co,000,0173,0000004,3100707,2567994,222538,120330,69876,55335,102208,507941,370279,305005,79386,137662,816340,667277,589222,112049,149063,1021175,941987,912578,48936,79188,532713,59305,57883,27184,56557,1422,143946,143219,95578,139355,727,150359,150136,106465,144383,223,179103,178374,126913,169774,729,4699968,4224703,3722610,3032927,1113182,502093,475265,190386,157259,124902,51194,33127,284879,145612,107723,44353,139267,4699968,3790217,2846567,2819997,2527503,2184006,624395,292494,26570,17776,9418,9389,8794,943650,277683,243831,178787,124062,66466,65044,33852,22406,15088,8449,11446,665967,618131,495385,287665,240971,122746,47836,27645,19277,9757,20191,909751,655150,510740,439675,352013,189789,71065,144410,116649,104175,20681,27761,254601,199655,169848,38832,54946,457557,230181,91893,77569,14324,138288,88440,49848,227376,101979,88261,13718,125397,92128,33269,457557,230181,91893,73885,18008,138288,80195,58093,227376,101979,81113,20866,125397,71514,53883,4656218,924585,293453,210737,82716,558554,170799,387755,72578,69295,3283,475961,142663,59389,83274,271104,50679,220425,62194,60802,1392,1396469,345662,54965,290697,878205,76604,801601,172602,167290,5312,1859203,344329,15626,328703,1289535,49447,1240088,225339,212682,12657
ACSSF,2012e1,co,000,0173,0000005,2919516,2423225,210887,113154,65228,52183,97733,473102,346306,284418,75228,126796,767778,628672,554196,106451,139106,971458,897078,869323,46537,74380,496291,54899,53703,24956,52570,1196,134819,134191,89229,130619,628,139981,139817,100357,134385,164,166592,165876,117174,157550,716,4433600,3981155,3515147,2866915,1042883,466008,452445,182714,150696,119167,49387,32018,269731,137201,101083,42062,132530,4433600,3580126,2683138,2657955,2385489,2065941,580659,272466,25183,16815,8597,8907,8368,896988,262649,230914,169244,116737,63461,61670,31735,21153,14115,8169,10582,634339,588229,471633,274109,228698,116596,46110,26921,18652,9613,19189,853474,617643,482472,415519,332716,178715,66953,135171,110135,98301,19692,25036,235831,186135,157997,36418,49696,431375,216612,88468,75145,13323,128144,81841,46303,214763,96445,84481,11964,118318,86808,31510,431375,216612,88468,71606,16862,128144,74133,54011,214763,96445,78060,18385,118318,67388,50930,4392888,868504,276362,198090,78272,524714,161403,363311,67428,64727,2701,444413,133612,55408,78204,253652,47953,205699,57149,55946,1203,1311439,327411,52048,275363,823685,72308,751377,160343,155390,4953,1768532,329893,14908,314985,1227268,47691,1179577,211371,199061,12310
ACSSF,2012e1,co,000,0173,0000006,1302444,1082123,111903,58378,28746,31571,53525,204278,140955,106440,41292,63323,332106,265999,222998,58507,66107,433836,394937,379187,24089,38899,220321,29098,28493,11908,27778,605,59151,58764,38805,57528,387,59532,59368,41634,57125,164,72540,72071,51317,68467,469,2015736,1771940,1551397,1204110,523789,220543,243796,89964,72169,55384,24889,17795,153832,76549,49874,29789,77283,2015736,1517884,1056710,1045455,922873,760034,267658,122582,11255,7531,3542,4195,3724,461174,128875,114644,79469,53534,32856,35175,14231,9356,6280,3867,4875,332299,307032,247137,130716,132226,59895,25267,14216,8848,5746,11051,497852,343950,263707,227519,178611,99454,36188,80243,66337,58818,11522,13906,153902,125677,108985,20943,28225,246251,122215,54411,46283,8128,67804,43602,24202,124036,61873,54251,7622,62163,47464,14699,246251,122215,54411,44137,10274,67804,38369,29435,124036,61873,49783,12090,62163,35512,26651,1984999,503813,154593,115841,38752,311903,99956,211947,37317,36020,1297,225340,65026,28674,36352,132100,27025,105075,28214,27631,583,579991,128216,26628,101588,381956,37023,344933,69819,67660,2159,675855,115404,6114,109290,475480,22398,453082,84971,79587,5384
ACSSF,2012e1,co,000,0173,0000007,1617072,1341102,98984,54776,36482,20612,44208,268824,205351,177978,33936,63473,435672,362673,331198,47944,72999,537622,502141,490136,22448,35481,275970,25801,25210,13048,24792,591,75668,75427,50424,73091,241,80449,80449,58723,77260,0,94052,93805,65857,89083,247,2417864,2209215,1963750,1662805,519094,245465,208649,92750,78527,63783,24498,14223,115899,60652,51209,12273,55247,2417864,2062242,1626428,1612500,1462616,1305907,313001,149884,13928,9284,5055,4712,4644,435814,133774,116270,89775,63203,30605,26495,17504,11797,7835,4302,5707,302040,281197,224496,143393,96472,56701,20843,12705,9804,3867,8138,355622,273693,218765,188000,154105,79261,30765,54928,43798,39483,8170,11130,81929,60458,49012,15475,21471,185124,94397,34057,28862,5195,60340,38239,22101,90727,34572,30230,4342,56155,39344,16811,185124,94397,34057,27469,6588,60340,35764,24576,90727,34572,28277,6295,56155,31876,24279,2407889,364691,121769,82249,39520,212811,61447,151364,30111,28707,1404,219073,68586,26734,41852,121552,20928,100624,28935,28315,620,731448,199195,25420,173775,441729,35285,406444,90524,87730,2794,1092677,214489,8794,205695,751788,25293,726495,126400,119474,6926
ACSSF,2012e1,co,000,0173,0000008,181191,144769,11651,7176,4648,3152,4475,34839,23973,20587,4158,10866,48562,38605,35026,5598,9957,49717,44909,43255,2399,4808,36422,4406,4180,2228,3987,226,9127,9028,6349,8736,99,10378,10319,6108,9998,59,12511,12498,9739,12224,13,266368,243548,207463,166012,70299,36085,22820,7672,6563,5735,1807,1109,15148,8411,6640,2291,6737,266368,210091,163429,162042,142014,118065,43736,20028,1387,961,821,482,426,46662,15034,12917,9543,7325,3005,3374,2117,1253,973,280,864,31628,29902,23752,13556,12273,6150,1726,724,625,144,1002,56277,37507,28268,24156,19297,11074,4112,9239,6514,5874,989,2725,18770,13520,11851,2414,5250,26182,13569,3425,2424,1001,10144,6599,3545,12613,5534,3780,1754,7079,5320,1759,26182,13569,3425,2279,1146,10144,6062,4082,12613,5534,3053,2481,7079,4126,2953,263330,56081,17091,12647,4444,33840,9396,24444,5150,4568,582,31548,9051,3981,5070,17452,2726,14726,5045,4856,189,85030,18251,2917,15334,54520,4296,50224,12259,11900,359,90671,14436,718,13718,62267,1756,60511,13968,13621,347
ACSSF,2012e1,co,000,0173,0000009,56684,43833,3692,2192,1764,855,1500,10793,7565,6095,1883,3228,14900,11266,9717,2058,3634,14448,13602,13129,817,846,12851,1195,1195,612,1195,0,3099,3099,2238,2963,0,4369,4369,2492,4252,0,4188,4188,3652,4026,0,88696,81035,69406,53467,27005,11629,7661,2082,1639,1551,551,443,5579,3325,2869,597,2254,88696,68415,53174,52711,46898,38608,15793,5813,463,119,0,119,344,15241,3135,2201,1651,1500,384,550,934,396,396,0,538,12106,11121,9708,5009,5680,1413,985,280,181,99,705,20281,13392,10359,9163,7085,4569,1196,3033,1951,1736,437,1082,6889,4204,3372,1072,2685,11815,5820,2078,1548,530,3742,1685,2057,5995,3166,2351,815,2829,1857,972,11815,5820,2078,1523,555,3742,1468,2274,5995,3166,2158,1008,2829,1286,1543,86490,22204,6625,5545,1080,13498,3727,9771,2081,2048,33,10449,2793,1275,1518,5998,1108,4890,1658,1555,103,26964,5484,1566,3918,17208,1183,16025,4272,4126,146,26873,4893,130,4763,17140,587,16553,4840,4707,133
ACSSF,2012e1,co,000,0173,0000010,124507,100936,7959,4984,2884,2297,2975,24046,16408,14492,2275,7638,33662,27339,25309,3540,6323,35269,31307,30126,1582,3962,23571,3211,2985,1616,2792,226,6028,5929,4111,5773,99,6009,5950,3616,5746,59,8323,8310,6087,8198,13,177672,162513,138057,112545,43294,24456,15159,5590,4924,4184,1256,666,9569,5086,3771,1694,4483,177672,141676,110255,109331,95116,79457,27943,14215,924,842,821,363,82,31421,11899,10716,7892,5825,2621,2824,1183,857,577,280,326,19522,18781,14044,8547,6593,4737,741,444,444,45,297,35996,24115,17909,14993,12212,6505,2916,6206,4563,4138,552,1643,11881,9316,8479,1342,2565,14367,7749,1347,876,471,6402,4914,1488,6618,2368,1429,939,4250,3463,787,14367,7749,1347,756,591,6402,4594,1808,6618,2368,895,1473,4250,2840,1410,176840,33877,10466,7102,3364,20342,5669,14673,3069,2520,549,21099,6258,2706,3552,11454,1618,9836,3387,3301,86,58066,12767,1351,11416,37312,3113,34199,7987,7774,213,63798,9543,588,8955,45127,1169,43958,9128,8914,214
