ACSSF,2012m1,co,000,0018,0000067,2836,1540,986,713,432,404,1161,1161,189,1903,1782,825,1770,189,1089,1018,243,2784,2349,2218,529,1187,1216,1176,191,2252,1808,1510,575,411,677,468,258,349,303,620,5208,5074,2252,,,,2836,2333,1697,1886,2784,2583,1334,2252,1808,1510,575,1052,716
ACSSF,2012m1,co,000,0018,0000068,3230,2529,1889,454,1912,189,1655,1251,1183,2918,2623,1355,1685,1623,1569,1063,1099,3069,2656,2329,1254,1043,1573,1635,327,3274,2734,1642,390,1068,669,849,352,373,179,421,5977,5468,3274,,,,3230,2636,1895,2550,3069,2701,1642,3274,2734,1642,390,1497,603
ACSSF,2012m1,co,000,0018,0000069,3156,3091,1989,1106,1661,814,2414,1620,1307,2513,2360,1244,1857,1107,1818,1268,1279,2963,3039,2760,896,1350,1608,1182,1172,4131,3639,1336,492,772,356,457,278,252,295,499,5058,5974,4131,,,,3156,3760,2653,2819,2963,2800,1872,4131,3639,1336,492,991,551
ACSSF,2012m1,co,000,0018,0000070,2900,1109,805,372,698,227,778,766,124,1685,756,548,603,137,1387,1378,205,2647,2543,2133,1122,1224,1101,934,455,2590,1647,1746,917,875,770,482,471,222,179,768,5156,5212,2590,,,,2900,1945,1706,912,2647,2162,1643,2590,1647,1746,917,1426,805
ACSSF,2012m1,co,000,0018,0000071,3447,2072,1557,772,1264,429,1234,1154,515,2337,1764,953,1478,761,1537,1353,878,2194,1825,1556,813,682,1273,1006,841,3960,2801,2250,614,1181,706,755,530,445,201,460,6211,5102,3960,,,,3447,2828,2014,2408,2194,1714,1379,3960,2801,2250,614,2010,624
ACSSF,2012m1,co,000,0018,0000072,3001,2182,1416,457,1311,554,1765,1575,1323,2522,1958,1151,1505,296,1613,1097,1171,1739,1453,1039,1077,596,978,989,279,3700,3289,2017,726,671,762,730,568,607,290,391,5779,5297,3700,,,,3001,3084,2200,2571,1739,1429,1151,3700,3289,2017,726,1759,869
ACSSF,2012m1,co,000,0018,0000073,2676,765,241,153,189,209,727,727,189,1154,597,379,285,382,908,826,350,2586,2295,2129,918,546,1143,1090,469,2583,1549,1596,299,433,280,1187,328,217,176,472,4711,4076,2583,,,,2676,1265,1106,656,2586,2441,1051,2583,1549,1596,299,1438,515
ACSSF,2012m1,co,000,0018,0000074,4712,3216,1503,154,1505,537,2557,1821,1669,2883,1845,629,1488,903,2173,2128,676,2622,2068,1745,952,1265,1628,1520,279,4819,3932,2333,723,751,1109,690,500,434,560,626,10481,8555,4819,,,,4712,3897,2801,3217,2622,2182,1402,4819,3932,2333,723,1920,1062
ACSSF,2012m1,co,000,0018,0000075,3129,2396,1557,1244,608,372,2011,1805,820,1503,914,908,193,199,1090,983,371,1336,1120,970,472,371,816,665,541,2608,2425,974,517,368,330,334,251,226,186,442,7896,6872,2608,,,,3129,2853,2439,1216,1336,1104,795,2608,2425,974,517,562,560
ACSSF,2012m1,co,000,0018,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,1619,1214,1129,173,288,517,434,353,497,341,361,5822,5576,1619,,,,2151,631,631,189,2031,1910,721,1619,1214,1129,173,876,683
ACSSF,2012m1,co,000,0018,0000077,4326,3540,3011,435,2949,189,2189,1921,660,2680,1589,580,1172,799,1964,1987,408,2201,1910,1636,952,878,987,821,518,4911,4325,2403,1144,973,1215,791,497,354,479,495,8256,6647,4911,,,,4326,4117,2597,3203,2201,1826,1516,4911,4325,2403,1144,1747,777
ACSSF,2012m1,co,000,0018,0000078,4405,2915,2042,944,1686,829,2096,1589,1179,2844,2216,1416,1194,1227,2014,1316,1343,3371,2853,2307,1352,594,1921,1777,691,4325,4011,1951,360,841,1068,495,293,329,493,197,8815,7102,4325,,,,4405,3440,2602,2597,3371,2676,1664,4325,4011,1951,360,1516,641
ACSSF,2012m1,co,000,0018,0000079,,,,,,,,,,,,,,,,,,,,,,,,,,1421,1073,858,198,494,348,533,108,124,248,278,3395,3728,1421,,,,2095,1372,1321,702,1984,1921,650,1421,1073,858,198,724,333
ACSSF,2012m1,co,000,0018,0000080,2856,2299,903,569,469,583,2257,2267,494,2048,1057,856,254,505,1613,1625,376,1560,1282,1100,159,547,967,847,321,2195,1992,1010,410,398,162,259,307,189,416,311,5108,4601,2195,,,,2856,2728,2659,1270,1560,1355,598,2195,1992,1010,410,635,578
ACSSF,2012m1,co,000,0018,0000081,2804,1061,675,648,239,151,984,984,189,1485,1312,595,1155,189,900,867,348,2610,2598,2466,809,1433,1051,1042,103,1941,1821,879,330,550,258,159,334,208,114,477,5159,5209,1941,,,,2804,1891,1557,1355,2610,2600,1614,1941,1821,879,330,737,514
ACSSF,2012m1,co,000,0018,0000082,2602,1738,1141,889,246,703,1301,1059,777,1746,1654,1626,321,114,895,895,189,2016,1610,1591,292,638,1293,1298,350,1336,947,1034,293,324,326,460,289,337,231,314,3514,3619,1336,,,,2602,2105,1996,1079,2016,1948,796,1336,947,1034,293,796,534
ACSSF,2012m1,co,000,0018,0000083,,,,,,,,,,,,,,,,,,,,,,,,,,1756,1229,1081,523,375,452,411,143,359,270,393,5448,5516,1756,,,,2815,1439,1348,537,2829,2867,881,1756,1229,1081,523,726,560
ACSSF,2012m1,co,000,0018,0000084,,,,,,,,,,,,,,,,,,,,,,,,,,1606,1299,1088,356,337,310,258,451,398,142,397,4551,4801,1606,,,,2789,1381,1277,545,2871,2708,1201,1606,1299,1088,356,715,692
ACSSF,2012m1,co,000,0018,0000085,,,,,,,,,,,,,,,,,,,,,,,,,,1726,1419,728,437,99,218,292,305,75,9,86,4469,4802,1726,,,,2823,1522,1425,382,2823,2972,659,1726,1419,728,437,517,108
ACSSF,2012m1,co,000,0018,0000086,3165,1860,1309,682,1009,189,1311,893,949,2001,1190,899,706,233,1608,1562,405,2350,1982,1839,909,1016,1596,1625,185,2631,1600,1911,733,856,664,847,727,177,275,266,6487,5597,2631,,,,3165,2561,2188,1562,2350,2048,1220,2631,1600,1911,733,1404,440
