ACSSF,2012e1,co,000,0161,0000001,1996088,1278158,295025,235037,8420,18227,8003,6576,18762,503387,463318,6166,10105,2968,2926,17904,192776,180548,2038,2342,443,235,7170,175594,166665,1101,1191,366,190,6081,111376,103423,678,452,35,0,6788,717930,267585,58992,29764,74884,46924,51759,5262,196984,76348,21854,50942,23503,19146,5191,105418,47937,13352,25065,9712,5616,3736,77861,45285,8483,13509,5583,1602,3399,70082,43863,5515,10644,3235,1441,5384,1996088,1278158,144264,121979,3351,7498,2286,1541,7609,827571,754598,10669,17985,5692,4323,34304,306323,272414,4383,6834,3837,4063,14792,717930,301608,98409,35426,85954,43391,30671,7757,341259,152629,36295,77705,36016,25947,12667,75063,21387,7247,11385,9550,22946,2548,1996088,1278158,144264,4313,40631,20326,19560,21187,11168,11020,4778,11281,827571,7867,184265,171684,123031,143586,58607,60460,19993,58078,306323,1443,42820,45317,38483,66362,39301,35294,9451,27852,717930,301608,4193,52696,44206,49527,65399,28548,22181,8986,25872,341259,1969,52603,42785,55801,70145,37337,33963,12411,34245,75063,668,12578,9315,13409,14249,10071,6893,2700,5180
ACSSF,2012e1,co,000,0161,0000002,1718594,1053965,246559,193888,8090,17919,7944,6462,12256,396421,364440,5402,9795,2850,2926,11008,163575,154087,1832,2290,443,235,4688,150530,143560,846,1191,366,190,4377,96880,90618,590,452,35,0,5185,664629,250681,49180,27280,73276,46307,50829,3809,181621,66213,20724,49288,23054,19027,3315,97204,42576,12628,24359,9531,5616,2494,71859,40479,8013,13435,5583,1602,2747,63264,39019,5361,10515,3176,1227,3966,1718594,1053965,128979,109237,2877,7468,2286,1541,5570,679297,620107,9746,17589,5608,4209,22038,245689,217249,4137,6590,3744,4063,9906,664629,286471,89263,33792,84833,43054,29954,5575,308958,130164,33724,75122,35131,25839,8978,69200,18040,6490,10918,9466,22508,1778,1718594,1053965,128979,3238,36134,18065,17603,19120,10305,10428,4257,9829,679297,5578,147035,135783,103802,117897,50924,55666,16669,45943,245689,891,32077,34798,31888,53740,34026,31771,7463,19035,664629,286471,3760,50487,41939,47102,63012,27428,21346,8128,23269,308958,1596,48386,37771,52102,63313,34083,32056,11134,28517,69200,668,11753,8304,12825,12956,9651,6406,2565,4072
ACSSF,2012e1,co,000,0161,0000003,277494,224193,48466,41149,330,308,59,114,6506,106966,98878,764,310,118,0,6896,29201,26461,206,52,0,0,2482,25064,23105,255,0,0,0,1704,14496,12805,88,0,0,0,1603,53301,16904,9812,2484,1608,617,930,1453,15363,10135,1130,1654,449,119,1876,8214,5361,724,706,181,0,1242,6002,4806,470,74,0,0,652,6818,4844,154,129,59,214,1418,277494,224193,15285,12742,474,30,0,0,2039,148274,134491,923,396,84,114,12266,60634,55165,246,244,93,0,4886,53301,15137,9146,1634,1121,337,717,2182,32301,22465,2571,2583,885,108,3689,5863,3347,757,467,84,438,770,277494,224193,15285,1075,4497,2261,1957,2067,863,592,521,1452,148274,2289,37230,35901,19229,25689,7683,4794,3324,12135,60634,552,10743,10519,6595,12622,5275,3523,1988,8817,53301,15137,433,2209,2267,2425,2387,1120,835,858,2603,32301,373,4217,5014,3699,6832,3254,1907,1277,5728,5863,0,825,1011,584,1293,420,487,135,1108
ACSSF,2012e1,co,000,0161,0000004,1833802,1166506,266117,213545,7844,16100,7695,6314,14619,453581,420017,4879,9737,2864,2926,13158,178799,168298,1871,2316,443,235,5636,163626,156612,692,1191,366,190,4575,104383,97469,646,452,35,0,5781,667296,247936,51180,25208,71669,45029,51227,3623,182994,68270,20189,48733,23176,19090,3536,98766,44246,11899,24757,9617,5545,2702,73338,42749,7725,13069,5555,1602,2638,64262,40584,4942,9620,2941,1227,4948,1833802,1166506,135543,115704,2951,6904,2266,1541,6177,759663,697925,9065,16951,5561,4061,26100,271300,242312,3916,5941,3576,4063,11492,667296,284554,91420,31624,83140,42128,30019,6223,314235,137152,32694,74053,34975,25815,9546,68507,18457,5645,10655,9215,22857,1678,1833802,1166506,135543,4206,38349,19712,18124,19770,10746,10651,4156,9829,759663,7434,169860,159013,114243,132369,54033,56714,17782,48215,271300,1279,37468,39728,34476,60630,36106,32108,8009,21496,667296,284554,4113,50628,41669,46397,62609,27679,20568,7861,23030,314235,1780,49480,37810,52127,65477,35233,31987,10849,29492,68507,668,12105,8285,12281,12696,9556,6564,2417,3935
ACSSF,2012e1,co,000,0161,0000005,1728374,1093532,249651,200465,7467,15591,7283,6282,12563,420996,390610,4743,8807,2814,2926,11096,167443,159451,1556,2112,443,235,3646,156219,149978,692,1191,366,190,3802,99223,93307,646,452,35,0,4783,634842,236134,46453,23673,69153,43264,50624,2967,173910,63732,18858,46490,22907,18818,3105,93123,41678,11306,23556,9024,5524,2035,69597,40808,6829,12923,5521,1427,2089,62078,39855,4823,9237,2941,1227,3995,1728374,1093532,127992,110572,2655,6628,2080,1541,4516,713911,658188,8750,16045,5285,4061,21582,251629,225051,3699,5480,3576,4031,9792,634842,272356,87098,29729,79586,41256,29853,4834,298410,128496,31049,71741,33884,25275,7965,64076,16932,4711,10032,8517,22492,1392,1728374,1093532,127992,4006,36769,17961,17783,18384,9875,10057,3854,9303,713911,7096,160101,148528,106787,124496,51800,53203,16834,45066,251629,1279,34289,36093,32111,57127,34283,30472,7076,18899,634842,272356,3962,49135,38672,44235,60108,27018,20005,7452,21769,298410,1604,47534,35415,49226,62341,33500,30998,10156,27636,64076,668,11456,7170,11376,12021,9276,6372,2404,3333
ACSSF,2012e1,co,000,0161,0000006,812878,435001,115352,88997,3879,7513,5620,5560,3783,160216,145077,2832,4466,2289,2632,2920,68554,64953,1070,1185,187,207,952,54971,53058,400,460,0,190,863,35908,33372,549,261,0,0,1726,377877,150927,26672,15161,43252,28352,36688,802,102375,34419,11932,26820,14417,14067,720,55851,26245,6515,13970,4983,3724,414,36504,19619,4294,8155,2822,814,800,32220,21986,2804,4971,1091,524,844,812878,435001,57385,47339,1627,3669,1479,1364,1907,271144,245120,5077,8095,3898,3714,5240,106472,92998,2026,2121,2719,3511,3097,377877,172815,52355,19469,50710,26244,22801,1236,166187,67294,18135,40878,19986,17726,2168,38875,9292,3102,5580,5435,15290,176,812878,435001,57385,1587,14410,5980,8470,8079,3229,5753,2746,7131,271144,2682,53152,39553,40371,44076,21913,27381,10947,31069,106472,355,13936,11051,13010,22163,14331,16295,3970,11361,377877,172815,2932,28649,20160,26936,38419,18253,13916,5412,18138,166187,631,23080,14163,26346,34918,19187,20498,6671,20693,38875,293,6086,3769,6866,7028,6217,4042,1859,2715
ACSSF,2012e1,co,000,0161,0000007,915496,658531,134299,111468,3588,8078,1663,722,8780,260780,245533,1911,4341,525,294,8176,98889,94498,486,927,256,28,2694,101248,96920,292,731,366,0,2939,63315,59935,97,191,35,0,3057,256965,85207,19781,8512,25901,14912,13936,2165,71535,29313,6926,19670,8490,4751,2385,37272,15433,4791,9586,4041,1800,1621,33093,21189,2535,4768,2699,613,1289,29858,17869,2019,4266,1850,703,3151,915496,658531,70607,63233,1028,2959,601,177,2609,442767,413068,3673,7950,1387,347,16342,145157,132053,1673,3359,857,520,6695,256965,99541,34743,10260,28876,15012,7052,3598,132223,61202,12914,30863,13898,7549,5797,25201,7640,1609,4452,3082,7202,1216,915496,658531,70607,2419,22359,11981,9313,10305,6646,4304,1108,2172,442767,4414,106949,108975,66416,80420,29887,25822,5887,13997,145157,924,20353,25042,19101,34964,19952,14177,3106,7538,256965,99541,1030,20486,18512,17299,21689,8765,6089,2040,3631,132223,973,24454,21252,22880,27423,14313,10500,3485,6943,25201,375,5370,3401,4510,4993,3059,2330,545,618
ACSSF,2012e1,co,000,0161,0000008,105428,72974,16466,13080,377,509,412,32,2056,32585,29407,136,930,50,0,2062,11356,8847,315,204,0,0,1990,7407,6634,0,0,0,0,773,5160,4162,0,0,0,0,998,32454,11802,4727,1535,2516,1765,603,656,9084,4538,1331,2243,269,272,431,5643,2568,593,1201,593,21,667,3741,1941,896,146,34,175,549,2184,729,119,383,0,0,953,105428,72974,7551,5132,296,276,186,0,1661,45752,39737,315,906,276,0,4518,19671,17261,217,461,0,32,1700,32454,12198,4322,1895,3554,872,166,1389,15825,8656,1645,2312,1091,540,1581,4431,1525,934,623,698,365,286,105428,72974,7551,200,1580,1751,341,1386,871,594,302,526,45752,338,9759,10485,7456,7873,2233,3511,948,3149,19671,0,3179,3635,2365,3503,1823,1636,933,2597,32454,12198,151,1493,2997,2162,2501,661,563,409,1261,15825,176,1946,2395,2901,3136,1733,989,693,1856,4431,0,649,1115,905,675,280,192,13,602
ACSSF,2012e1,co,000,0161,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34930,21606,2513,1556,0,223,0,0,734,12492,11484,0,76,50,0,882,6601,6209,69,115,0,0,208,13324,5556,2072,1234,1441,376,107,326,5658,2755,845,1035,439,42,542,2110,398,531,332,532,317,0,34930,21606,2513,0,337,795,93,512,144,112,263,257,12492,169,3055,2564,740,1911,633,1626,259,1535,6601,0,1490,1111,526,639,863,942,446,584,13324,5556,125,949,1258,692,1194,194,213,223,708,5658,176,857,457,1092,803,694,720,439,420,2110,0,491,549,231,361,103,105,0,270
ACSSF,2012e1,co,000,0161,0000010,70498,51368,11879,8832,308,318,412,32,1977,23456,20726,136,858,0,0,1736,8130,6514,315,53,0,0,1248,4757,4167,0,0,0,0,590,3146,2642,0,0,0,0,504,19130,6030,2713,645,1193,742,205,532,6065,3153,656,1699,85,204,268,3907,1988,250,713,453,21,482,1830,968,194,0,34,175,459,1298,456,119,76,0,0,647,70498,51368,5038,3576,296,53,186,0,927,33260,28253,315,830,226,0,3636,13070,11052,148,346,0,32,1492,19130,6642,2250,661,2113,496,59,1063,10167,5901,800,1277,652,498,1039,2321,1127,403,291,166,48,286,70498,51368,5038,200,1243,956,248,874,727,482,39,269,33260,169,6704,7921,6716,5962,1600,1885,689,1614,13070,0,1689,2524,1839,2864,960,694,487,2013,19130,6642,26,544,1739,1470,1307,467,350,186,553,10167,0,1089,1938,1809,2333,1039,269,254,1436,2321,0,158,566,674,314,177,87,13,332
