ACSSF,2012m1,co,000,0170,0000001,2996,14674,11269,10729,3338,10538,2479,2019,1263,10057,10042,2828,10008,1706,1396,1081,15408,10707,9855,4040,9464,2737,2719,555,9931,9743,4140,9310,2502,2484,623,13314,7642,6583,4282,5374,3332,3240,800,9944,9699,6014,8437,2242,2415,1094,2656,22752,20237,10943,16492,10116,25518,20510,15697,14109,13332,25722,22851,20719,10104,9197,19834,18543,16929,7578,5909,26234,24023,23444,7120,7667,2996,14674,14487,4392,14168,3107,2348,1710,15408,14625,5892,14235,4080,4058,924,13314,11981,7579,10496,4312,4398,1448
ACSSF,2012m1,co,000,0170,0000002,9354,14774,10957,10439,3613,10370,2300,1928,1188,9376,9325,2715,9351,1743,1400,957,14039,9649,8986,3826,8728,2425,2438,454,9137,9039,3730,8595,2422,2421,493,12066,7015,6297,4246,5017,3304,3332,794,8930,8637,5602,7825,2996,3133,896,13777,21060,18455,10254,15053,9449,25482,20539,15247,14061,12835,25366,22401,20344,9737,9098,19715,18207,16801,7172,5785,24890,22418,21778,6834,6907,9354,14774,14713,4556,14579,2769,2214,1431,14039,13461,5502,13109,3588,3658,703,12066,11185,7223,9993,4925,5065,1304
ACSSF,2012m1,co,000,0170,0000003,9241,6909,4945,4846,1010,4622,1110,993,492,3705,3588,967,3692,822,617,480,5504,3571,3380,1274,2948,1163,1161,331,3884,3890,1311,3622,1238,1155,407,6437,3393,2323,1383,1884,2023,2038,379,4429,3515,1531,3032,2333,2235,627,13621,5912,4824,3385,3895,3021,8327,6553,5328,4559,4300,7774,6493,5875,3032,3393,6950,6418,6279,2623,1778,8868,8325,7545,2956,3258,9241,6909,6800,1395,6683,1585,1273,719,5504,5138,1792,4691,1590,1519,578,6437,4448,2076,3857,3639,3537,765
ACSSF,2012m1,co,000,0170,0000004,3936,14666,11309,10991,3319,10806,2338,1896,1325,9791,9797,2767,9824,1618,1313,1070,14559,10318,9469,4034,9167,2594,2562,521,9620,9525,4001,8831,2397,2412,536,12740,7133,6191,4108,5054,3175,3088,801,9148,8949,5351,7890,2311,2515,1048,4115,21753,19346,10855,15843,9281,24751,20002,14981,14048,12616,24650,21964,20506,9506,9048,19900,18891,17054,7871,5411,25217,22918,22366,6979,7834,3936,14666,14727,4375,14659,2912,2134,1749,14559,13813,5783,13650,3761,3784,809,12740,11308,7068,10035,4162,4311,1382
ACSSF,2012m1,co,000,0170,0000005,3592,14360,10634,10263,3283,9941,2293,1860,1313,9562,9521,2740,9389,1600,1287,1056,13966,9663,8865,4054,8954,2492,2455,520,9395,9293,3894,8770,2272,2316,518,11968,6857,6209,4050,5029,2926,2898,726,8678,8598,5134,7528,2304,2445,1030,3959,20685,18618,10340,15181,8841,24877,20161,14984,13613,12497,23670,21001,20008,8813,8948,19168,18337,16676,7517,5239,25110,22864,22422,6554,7746,3592,14360,14281,4335,13946,2858,2070,1699,13966,13363,5640,13510,3573,3619,745,11968,10932,6907,9377,3908,4086,1300
ACSSF,2012m1,co,000,0170,0000006,6427,9792,7552,7322,2942,6972,1564,1323,972,6006,6130,2194,6066,1144,858,813,9883,6977,6762,2743,6311,1662,1581,377,6482,6416,2917,5861,1652,1682,341,8147,5386,4525,3216,3913,2732,2788,491,5598,5199,3611,4668,2856,2962,508,3875,13984,13054,7665,11005,6199,17178,13040,8800,9725,9103,16872,13232,11734,6654,7361,14762,13323,12140,5242,3768,17815,15888,15133,4694,4133,6427,9792,9789,3737,9528,1966,1592,1168,9883,9754,4071,9024,2545,2587,465,8147,6761,5062,6207,4453,4575,720
ACSSF,2012m1,co,000,0170,0000007,6356,10638,7535,7544,2007,7486,1609,1394,864,7223,7170,1514,7127,1113,1065,683,8346,6415,6125,2618,6046,2034,1992,377,6799,6411,2608,6361,1893,1851,448,8974,4946,4503,2828,3539,2751,2741,554,6614,6395,3715,5585,2792,2677,887,3407,14848,11868,6409,9961,6055,17235,14616,11057,9064,8126,19052,17539,15267,7555,6484,16099,14550,13308,4897,4425,20358,19259,18526,5527,6148,6356,10638,10714,2465,10703,1922,1624,1193,8346,8191,3747,8251,3067,3044,642,8974,8076,4621,6865,4698,4547,1097
ACSSF,2012m1,co,000,0170,0000008,3322,4133,3393,3285,369,3299,611,600,171,2430,2397,604,2426,356,261,233,3921,2954,2866,1315,2667,720,716,153,2474,2287,1037,2145,664,650,131,3279,1870,1516,1176,1140,1095,996,346,2506,2234,1122,1813,1025,1038,266,3133,5246,4046,2481,3208,2665,5669,4860,3861,2972,2414,6445,5827,5262,2090,1994,5626,5041,4699,1799,1485,5901,5235,5283,1373,1975,3322,4133,4030,651,4040,676,647,297,3921,3706,1563,3560,975,965,198,3279,2649,1677,2125,1719,1622,534
ACSSF,2012m1,co,000,0170,0000009,4176,3313,2575,2582,304,2587,314,269,165,1494,1451,348,1458,248,211,125,2439,1775,1806,473,1766,295,299,55,1578,1603,673,1370,418,405,76,2173,1382,1096,610,943,804,812,117,1356,1112,458,1038,726,727,127,5766,2820,2024,1205,1831,1376,3863,3149,2085,2317,1481,3008,2772,2568,1062,1001,2974,2592,2317,1147,952,4435,3789,3761,786,1411,4176,3313,3301,437,3311,409,339,210,2439,2411,769,2195,541,529,93,2173,1719,789,1480,1266,1279,242
ACSSF,2012m1,co,000,0170,0000010,4971,3908,2873,2767,301,2753,521,523,39,2252,2279,538,2236,258,161,191,3262,2495,2430,1179,1946,711,714,146,2060,1935,691,1861,534,520,107,2782,1451,1185,962,677,939,844,331,2117,1861,955,1569,1001,995,231,6488,4293,3405,2193,2493,2105,4504,4024,3596,2476,1976,5422,4787,4421,1885,1865,4383,3994,3828,1351,1096,5073,5024,5098,1040,1422,4971,3908,3810,616,3766,572,550,196,3262,3201,1257,2912,877,880,178,2782,2281,1458,1730,1492,1382,478
ACSSF,2012m1,co,000,0170,0000011,2649,3621,3010,2899,919,2876,853,659,549,2232,2205,709,2097,483,445,212,3267,2283,2103,899,1900,926,921,190,2319,2194,1250,2015,880,879,330,3419,2596,2182,1380,1662,1194,1206,128,2508,2200,1505,1965,1129,1065,264,3110,5937,4835,3202,4102,2773,7017,5567,4085,4251,3613,6772,5409,4631,2333,2952,4762,4491,4140,2554,1403,5499,4745,4259,1692,1973,2649,3621,3522,1362,3562,1006,794,588,3267,2895,1557,2710,1416,1411,387,3419,2997,2048,2501,1727,1701,296
