ACSSF,2012e1,co,000,0109,0000001,3504290,1742583,116515,49618,1273,48345,34990,13355,66897,150688,121961,7540,114421,101597,12824,28727,940530,853735,14079,839656,792227,47429,86795,282603,211899,84,211815,196976,14839,70704,96815,40741,37732,3009,56074,155432,24185,23178,1007,131247,1761707,106272,45942,208,45734,36171,9563,60330,143661,109588,983,108605,98556,10049,34073,908148,717767,1683,716084,671242,44842,190381,294018,183527,0,183527,173466,10061,110491,105032,33435,30892,2543,71597,204576,17699,16622,1077,186877,4085464,2038064,142380,60803,1434,59369,42104,17265,81577,188179,152189,9063,143126,123926,19200,35990,757892,684238,15846,668392,629004,39388,73654,360929,319644,2180,317464,296785,20679,41285,314833,232802,84,232718,215806,16912,82031,171029,60223,56088,4135,110806,102822,10042,9572,470,92780,2047400,133109,56711,289,56422,42979,13443,76398,177142,134778,1534,133244,118875,14369,42364,707404,551575,1802,549773,511302,38471,155829,364738,287393,287,287106,270261,16845,77345,327919,202531,0,202531,190837,11694,125388,187127,47586,44129,3457,139541,149961,7822,7526,296,142139
ACSSF,2012e1,co,000,0109,0000002,2966048,1464938,97880,41422,861,40561,29249,11312,56458,135844,109740,6122,103618,93127,10491,26104,813109,740556,13213,727343,685202,42141,72553,220027,164804,84,164720,152924,11796,55223,74934,30960,28600,2360,43974,123144,19337,18649,688,103807,1501110,91607,39668,106,39562,31049,8513,51939,129810,98661,715,97946,89554,8392,31149,789143,625610,1120,624490,585181,39309,163533,233342,146161,0,146161,137953,8208,87181,85196,27600,25223,2377,57596,172012,14836,13940,896,157176,3509756,1738923,122430,52066,993,51073,35971,15102,70364,171464,138532,7483,131049,114432,16617,32932,675318,615276,14834,600442,564146,36296,60042,301797,266885,1865,265020,247098,17922,34912,249900,184672,84,184588,170879,13709,65228,133725,46717,43527,3190,87008,84289,8271,7878,393,76018,1770833,116735,49943,158,49785,37587,12198,66792,162225,123087,1152,121935,109424,12511,39138,636787,497147,1384,495763,461267,34496,139640,307585,243050,79,242971,228578,14393,64535,264749,163841,0,163841,154110,9731,100908,152910,39536,36335,3201,113374,129842,6835,6630,205,123007
ACSSF,2012e1,co,000,0109,0000003,538242,277645,18635,8196,412,7784,5741,2043,10439,14844,12221,1418,10803,8470,2333,2623,127421,113179,866,112313,107025,5288,14242,62576,47095,0,47095,44052,3043,15481,21881,9781,9132,649,12100,32288,4848,4529,319,27440,260597,14665,6274,102,6172,5122,1050,8391,13851,10927,268,10659,9002,1657,2924,119005,92157,563,91594,86061,5533,26848,60676,37366,0,37366,35513,1853,23310,19836,5835,5669,166,14001,32564,2863,2682,181,29701,575708,299141,19950,8737,441,8296,6133,2163,11213,16715,13657,1580,12077,9494,2583,3058,82574,68962,1012,67950,64858,3092,13612,59132,52759,315,52444,49687,2757,6373,64933,48130,0,48130,44927,3203,16803,37304,13506,12561,945,23798,18533,1771,1694,77,16762,276567,16374,6768,131,6637,5392,1245,9606,14917,11691,382,11309,9451,1858,3226,70617,54428,418,54010,50035,3975,16189,57153,44343,208,44135,41683,2452,12810,63170,38690,0,38690,36727,1963,24480,34217,8050,7794,256,26167,20119,987,896,91,19132
ACSSF,2012e1,co,000,0109,0000004,3206871,1589642,104192,44003,1273,42730,30650,12080,60189,142198,114909,7540,107369,95550,11819,27289,867563,791955,13861,778094,734293,43801,75608,253413,190959,84,190875,177013,13862,62454,84961,35655,33024,2631,49306,137315,21125,20128,997,116190,1617229,97334,42277,208,42069,33491,8578,55057,133696,101785,983,100802,91940,8862,31911,842988,668054,1644,666410,624738,41672,174934,265629,166543,0,166543,157411,9132,99086,93728,29878,27728,2150,63850,183854,15711,14694,1017,168143,3756852,1867072,128467,54633,1434,53199,37277,15922,73834,177177,142717,9063,133654,115872,17782,34460,702406,639667,15628,624039,587387,36652,62739,332271,295677,2180,293497,274750,18747,36594,283782,210901,84,210817,194979,15838,72881,151266,53270,49547,3723,97996,91703,8531,8061,470,83172,1889780,122840,52790,289,52501,40154,12347,70050,165558,125854,1534,124320,111303,13017,39704,664113,519087,1802,517285,481817,35468,145026,336341,265648,248,265400,249722,15678,70693,297732,184699,0,184699,173995,10704,113033,168283,42463,39473,2990,125820,134913,7197,6911,286,127716
ACSSF,2012e1,co,000,0109,0000005,3005435,1485055,98469,40907,1273,39634,28163,11471,57562,134140,108843,7540,101303,90378,10925,25297,812259,744850,13698,731152,688986,42166,67409,235229,177802,84,177718,164655,13063,57427,78660,32853,30639,2214,45807,126298,19193,18290,903,107105,1520380,91705,40045,208,39837,32024,7813,51660,125877,95655,983,94672,86211,8461,30222,796106,629870,1644,628226,588729,39497,166236,247532,155663,0,155663,147113,8550,91869,87079,28062,25979,2083,59017,172081,15243,14294,949,156838,3531614,1747739,122247,51301,1434,49867,34598,15269,70946,166880,134950,9063,125887,109928,15959,31930,657151,605031,15445,589586,554065,35521,52120,311912,278486,2126,276360,258415,17945,33426,264554,196965,84,196881,181842,15039,67589,139757,48785,45573,3212,90972,85238,8206,7736,470,77032,1783875,116291,50280,289,49991,38440,11551,66011,156427,118866,1534,117332,104763,12569,37561,630513,491992,1802,490190,456347,33843,138521,318081,251322,248,251074,236206,14868,66759,278564,173220,0,173220,163109,10111,105344,157150,39874,36974,2900,117276,126849,7089,6848,241,119760
ACSSF,2012e1,co,000,0109,0000006,1293388,634004,39193,15959,81,15878,11140,4738,23234,70040,55574,1849,53725,49377,4348,14466,352585,318968,6601,312367,293101,19266,33617,88757,64821,0,64821,59352,5469,23936,29522,11689,10799,890,17833,53907,8099,7909,190,45808,659384,42635,18953,0,18953,14332,4621,23682,68596,51192,203,50989,46523,4466,17404,336637,263202,444,262758,246894,15864,73435,96028,60286,0,60286,56800,3486,35742,35517,11467,10543,924,24050,79971,6812,6270,542,73159,1623440,799925,55222,23207,81,23126,15345,7781,32015,91094,72277,2405,69872,62186,7686,18817,321764,294376,7217,287159,267874,19285,27388,127380,108939,866,108073,99166,8907,18441,108303,76672,0,76672,69928,6744,31631,58017,18668,17438,1230,39349,38145,4263,4153,110,33882,823515,59500,26287,43,26244,18479,7765,33213,89853,67365,474,66891,59630,7261,22488,299755,233428,654,232774,216543,16231,66327,127504,97640,0,97640,91365,6275,29864,115309,71466,0,71466,67205,4261,43843,68346,17680,16309,1371,50666,63248,3309,3136,173,59939
ACSSF,2012e1,co,000,0109,0000007,1712047,851051,59276,24948,1192,23756,17023,6733,34328,64100,53269,5691,47578,41001,6577,10831,459674,425882,7097,418785,395885,22900,33792,146472,112981,84,112897,105303,7594,33491,49138,21164,19840,1324,27974,72391,11094,10381,713,61297,860996,49070,21092,208,20884,17692,3192,27978,57281,44463,780,43683,39688,3995,12818,459469,366668,1200,365468,341835,23633,92801,151504,95377,0,95377,90313,5064,56127,51562,16595,15436,1159,34967,92110,8431,8024,407,83679,1908174,947814,67025,28094,1353,26741,19253,7488,38931,75786,62673,6658,56015,47742,8273,13113,335387,310655,8228,302427,286191,16236,24732,184532,169547,1260,168287,159249,9038,14985,156251,120293,84,120209,111914,8295,35958,81740,30117,28135,1982,51623,47093,3943,3583,360,43150,960360,56791,23993,246,23747,19961,3786,32798,66574,51501,1060,50441,45133,5308,15073,330758,258564,1148,257416,239804,17612,72194,190577,153682,248,153434,144841,8593,36895,163255,101754,0,101754,95904,5850,61501,88804,22194,20665,1529,66610,63601,3780,3712,68,59821
ACSSF,2012e1,co,000,0109,0000008,201436,104587,5723,3096,0,3096,2487,609,2627,8058,6066,0,6066,5172,894,1992,55304,47105,163,46942,45307,1635,8199,18184,13157,0,13157,12358,799,5027,6301,2802,2385,417,3499,11017,1932,1838,94,9085,96849,5629,2232,0,2232,1467,765,3397,7819,6130,0,6130,5729,401,1689,46882,38184,0,38184,36009,2175,8698,18097,10880,0,10880,10298,582,7217,6649,1816,1749,67,4833,11773,468,400,68,11305,225238,119333,6220,3332,0,3332,2679,653,2888,10297,7767,0,7767,5944,1823,2530,45255,34636,183,34453,33322,1131,10619,20359,17191,54,17137,16335,802,3168,19228,13936,0,13936,13137,799,5292,11509,4485,3974,511,7024,6465,325,325,0,6140,105905,6549,2510,0,2510,1714,796,4039,9131,6988,0,6988,6540,448,2143,33600,27095,0,27095,25470,1625,6505,18260,14326,0,14326,13516,810,3934,19168,11479,0,11479,10886,593,7689,11133,2589,2499,90,8544,8064,108,63,45,7956
ACSSF,2012e1,co,000,0109,0000009,66960,32893,2054,1116,0,1116,845,271,938,3388,1957,0,1957,1957,0,1431,17684,15225,36,15189,14594,595,2459,4019,2347,0,2347,2194,153,1672,1969,669,669,0,1300,3779,385,385,0,3394,34067,2198,899,0,899,577,322,1299,3999,2997,0,2997,2810,187,1002,15468,13079,0,13079,12231,848,2389,5264,3214,0,3214,3165,49,2050,2085,718,718,0,1367,5053,150,150,0,4903,73460,36440,2348,1265,0,1265,950,315,1083,4545,3005,0,3005,2240,765,1540,13759,11831,110,11721,11307,414,1928,5539,4209,0,4209,3902,307,1330,4318,2625,0,2625,2472,153,1693,3426,993,993,0,2433,2505,61,61,0,2444,37020,2675,1098,0,1098,776,322,1577,4407,3405,0,3405,3171,234,1002,11562,9430,0,9430,8654,776,2132,5237,4254,0,4254,4182,72,983,5768,3455,0,3455,3406,49,2313,3406,933,933,0,2473,3965,0,0,0,3965
ACSSF,2012e1,co,000,0109,0000010,134476,71694,3669,1980,0,1980,1642,338,1689,4670,4109,0,4109,3215,894,561,37620,31880,127,31753,30713,1040,5740,14165,10810,0,10810,10164,646,3355,4332,2133,1716,417,2199,7238,1547,1453,94,5691,62782,3431,1333,0,1333,890,443,2098,3820,3133,0,3133,2919,214,687,31414,25105,0,25105,23778,1327,6309,12833,7666,0,7666,7133,533,5167,4564,1098,1031,67,3466,6720,318,250,68,6402,151778,82893,3872,2067,0,2067,1729,338,1805,5752,4762,0,4762,3704,1058,990,31496,22805,73,22732,22015,717,8691,14820,12982,54,12928,12433,495,1838,14910,11311,0,11311,10665,646,3599,8083,3492,2981,511,4591,3960,264,264,0,3696,68885,3874,1412,0,1412,938,474,2462,4724,3583,0,3583,3369,214,1141,22038,17665,0,17665,16816,849,4373,13023,10072,0,10072,9334,738,2951,13400,8024,0,8024,7480,544,5376,7727,1656,1566,90,6071,4099,108,63,45,3991
ACSSF,2012e1,co,000,0109,0000011,297419,152941,12323,5615,0,5615,4340,1275,6708,8490,7052,0,7052,6047,1005,1438,72967,61780,218,61562,57934,3628,11187,29190,20940,0,20940,19963,977,8250,11854,5086,4708,378,6768,18117,3060,3050,10,15057,144478,8938,3665,0,3665,2680,985,5273,9965,7803,0,7803,6616,1187,2162,65160,49713,39,49674,46504,3170,15447,28389,16984,0,16984,16055,929,11405,11304,3557,3164,393,7747,20722,1988,1928,60,18734,328612,170992,13913,6170,0,6170,4827,1343,7743,11002,9472,0,9472,8054,1418,1530,55486,44571,218,44353,41617,2736,10915,28658,23967,0,23967,22035,1932,4691,31051,21901,0,21901,20827,1074,9150,19763,6953,6541,412,12810,11119,1511,1511,0,9608,157620,10269,3921,0,3921,2825,1096,6348,11584,8924,0,8924,7572,1352,2660,43291,32488,0,32488,29485,3003,10803,28397,21745,39,21706,20539,1167,6652,30187,17832,0,17832,16842,990,12355,18844,5123,4656,467,13721,15048,625,615,10,14423
ACSSF,2012e1,co,000,0109,0000012,498855,257528,18046,8711,0,8711,6827,1884,9335,16548,13118,0,13118,11219,1899,3430,128271,108885,381,108504,103241,5263,19386,47374,34097,0,34097,32321,1776,13277,18155,7888,7093,795,10267,29134,4992,4888,104,24142,241327,14567,5897,0,5897,4147,1750,8670,17784,13933,0,13933,12345,1588,3851,112042,87897,39,87858,82513,5345,24145,46486,27864,0,27864,26353,1511,18622,17953,5373,4913,460,12580,32495,2456,2328,128,30039,553850,290325,20133,9502,0,9502,7506,1996,10631,21299,17239,0,17239,13998,3241,4060,100741,79207,401,78806,74939,3867,21534,49017,41158,54,41104,38370,2734,7859,50279,35837,0,35837,33964,1873,14442,31272,11438,10515,923,19834,17584,1836,1836,0,15748,263525,16818,6431,0,6431,4539,1892,10387,20715,15912,0,15912,14112,1800,4803,76891,59583,0,59583,54955,4628,17308,46657,36071,39,36032,34055,1977,10586,49355,29311,0,29311,27728,1583,20044,29977,7712,7155,557,22265,23112,733,678,55,22379
ACSSF,2012e1,co,000,0109,0000013,288162,143607,9766,3511,0,3511,2245,1266,6255,12648,10175,0,10175,8721,1454,2473,85135,78747,202,78545,74750,3795,6388,20018,14122,0,14122,13162,960,5896,6328,2597,2337,260,3731,9712,1175,1090,85,8537,144555,9070,4240,0,4240,2900,1340,4830,12474,9976,0,9976,8702,1274,2498,81781,63543,39,63504,58492,5012,18238,20219,11849,0,11849,11256,593,8370,8016,2513,2190,323,5503,12995,1020,1020,0,11975,342537,171336,12083,4672,0,4672,2938,1734,7411,15842,13057,0,13057,11255,1802,2785,72431,67629,226,67403,63908,3495,4802,30284,27105,0,27105,25586,1519,3179,22708,16202,0,16202,14986,1216,6506,11262,4005,3540,465,7257,6726,290,249,41,6436,171201,11191,5026,0,5026,3353,1673,6165,15497,12227,0,12227,10240,1987,3270,68221,51875,39,51836,48077,3759,16346,29690,23078,31,23047,21421,1626,6612,23350,13669,0,13669,12709,960,9681,13363,3216,2893,323,10147,9889,566,566,0,9323
ACSSF,2012e1,co,000,0109,0000014,356344,171974,9832,3448,15,3433,2644,789,6384,13231,11009,363,10646,9075,1571,2222,95343,87335,539,86796,81073,5723,8008,28710,22253,0,22253,20455,1798,6457,9634,5051,4643,408,4583,15224,2579,2495,84,12645,184370,9950,4961,0,4961,4262,699,4989,13063,9631,75,9556,8706,850,3432,96908,77892,247,77645,73736,3909,19016,31661,19751,0,19751,18191,1560,11910,10984,4456,4033,423,6528,21804,1613,1367,246,20191,462741,224427,15188,6195,15,6180,4192,1988,8993,18163,15202,418,14784,12573,2211,2961,86699,80358,729,79629,73164,6465,6341,41175,37156,86,37070,34584,2486,4019,34572,26483,0,26483,24364,2119,8089,17785,7487,6964,523,10298,10845,1157,1117,40,9688,238314,14984,7053,0,7053,5384,1669,7931,17925,13212,191,13021,11529,1492,4713,86590,68715,247,68468,64632,3836,17875,43592,35251,0,35251,33267,1984,8341,37962,23985,0,23985,22115,1870,13977,20799,5901,5219,682,14898,16462,592,560,32,15870
ACSSF,2012e1,co,000,0109,0000015,224927,113041,9770,3630,0,3630,2720,910,6140,15297,10642,0,10642,9401,1241,4655,55927,52547,47,52500,50897,1603,3380,17655,14686,0,14686,13543,1143,2969,5440,2489,2417,72,2951,8952,1531,1531,0,7421,111886,9127,3793,0,3793,2565,1228,5334,13197,9061,0,9061,8486,575,4136,53575,42932,0,42932,40566,2366,10643,18213,12486,0,12486,11995,491,5727,6474,1959,1838,121,4515,11300,1190,1157,33,10110,250346,125502,10987,3926,0,3926,2809,1117,7061,17450,12254,0,12254,10715,1539,5196,42146,40125,47,40078,39068,1010,2021,20808,19296,0,19296,18585,711,1512,19160,15717,0,15717,14358,1359,3443,9519,3457,3385,72,6062,5432,563,563,0,4869,124844,10293,4385,0,4385,3060,1325,5908,15259,10750,0,10750,9840,910,4509,39550,31646,0,31646,29742,1904,7904,21819,17457,0,17457,16694,763,4362,19232,12902,0,12902,12411,491,6330,10065,2883,2729,154,7182,8626,566,566,0,8060
ACSSF,2012e1,co,000,0109,0000016,394462,197775,8793,3560,0,3560,2230,1330,5233,15602,12362,0,12362,11816,546,3240,124854,113141,0,113141,106520,6621,11713,26076,18247,0,18247,17168,1079,7829,7519,3501,3297,204,4018,14931,2325,2208,117,12606,196687,8178,3750,0,3750,2999,751,4428,16796,13779,34,13745,12834,911,3017,113565,91359,36,91323,85642,5681,22206,26702,16764,0,16764,16216,548,9938,10121,3362,3210,152,6759,21325,1969,1969,0,19356,508571,253141,12920,5353,0,5353,3413,1940,7567,21633,17308,0,17308,16390,918,4325,119361,109885,0,109885,103918,5967,9476,38669,31512,0,31512,28382,3130,7157,32472,22117,0,22117,20540,1577,10355,16490,5816,5343,473,10674,11596,1434,1397,37,10162,255430,13471,5759,0,5759,4177,1582,7712,22562,17760,34,17726,16657,1069,4802,111535,89755,163,89592,83417,6175,21780,35420,26472,0,26472,24379,2093,8948,33811,21169,0,21169,20209,960,12642,19999,5261,5076,185,14738,18632,1005,1005,0,17627
ACSSF,2012e1,co,000,0109,0000017,201882,98979,7544,3470,0,3470,2713,757,4074,4953,3848,0,3848,3425,423,1105,59308,56714,243,56471,53924,2547,2594,15471,12888,0,12888,12324,564,2583,4802,2129,1982,147,2673,6901,1425,1356,69,5476,102903,7328,3453,0,3453,3281,172,3875,5209,4328,0,4328,3844,484,881,61186,46464,40,46424,44226,2198,14722,16373,11291,0,11291,10849,442,5082,4434,1135,1135,0,3299,8373,754,718,36,7619,220452,107735,8074,3527,0,3527,2770,757,4547,6005,4583,0,4583,4160,423,1422,40768,39043,216,38827,37318,1509,1725,24451,23345,27,23318,22225,1093,1106,16380,13593,0,13593,13029,564,2787,8155,3158,2942,216,4997,3902,517,427,90,3385,112717,7841,3566,0,3566,3357,209,4275,5797,4890,0,4890,4352,538,907,43188,32192,0,32192,30838,1354,10996,24923,18811,40,18771,17663,1108,6112,17525,12046,0,12046,11488,558,5479,8660,1588,1588,0,7072,4783,443,407,36,4340
ACSSF,2012e1,co,000,0109,0000018,414698,205790,15229,6863,1258,5605,3978,1627,8366,22752,19739,6975,12764,11518,1246,3013,109609,99529,12201,87328,82012,5316,10080,31069,23909,84,23825,21847,1978,7160,11107,3827,3634,193,7280,16024,2642,2547,95,13382,208908,12797,4951,208,4743,3449,1294,7846,18204,12650,874,11776,9984,1792,5554,110327,83172,1115,82057,75832,6225,27155,33074,19732,0,19732,18899,833,13342,10214,2970,2695,275,7244,24292,2453,1985,468,21839,498511,248429,19701,8823,1419,7404,4882,2522,10878,29577,25001,8443,16558,13577,2981,4576,89674,83056,13781,69275,64346,4929,6618,44182,37692,1906,35786,33789,1997,6490,34776,25912,84,25828,23614,2214,8864,19333,6472,6184,288,12861,11186,1125,1125,0,10061,250082,16898,6725,289,6436,4284,2152,10173,23469,17260,1309,15951,13062,2889,6209,86667,65233,1265,63968,58938,5030,21434,46395,34524,98,34426,32030,2396,11871,38115,22605,0,22605,21572,1033,15510,21772,5378,4777,601,16394,16766,893,720,173,15873
ACSSF,2012e1,co,000,0109,0000019,405723,200414,12394,5817,0,5817,3982,1835,6577,15423,12263,0,12263,10561,1702,3160,104435,95208,0,95208,89998,5210,9227,36814,27977,0,27977,25911,2066,8837,12273,4656,4265,391,7617,19075,2839,2568,271,16236,205309,10729,5057,0,5057,4332,725,5672,13417,10962,0,10962,10255,707,2455,103217,86447,0,86447,81239,5208,16770,38198,25234,0,25234,23482,1752,12964,14226,5299,4977,322,8927,25522,2437,2397,40,23085,441996,217787,13821,6423,0,6423,4557,1866,7398,17763,14064,0,14064,11851,2213,3699,71891,64896,0,64896,61089,3807,6995,42574,38833,58,38775,36981,1794,3741,38948,29417,0,29417,27084,2333,9531,20121,6751,6219,532,13370,12669,1044,914,130,11625,224209,12359,5914,0,5914,5189,725,6445,15713,12503,0,12503,11549,954,3210,68852,56569,0,56569,53324,3245,12283,45021,38507,0,38507,36082,2425,6514,40960,26541,0,26541,24696,1845,14419,22722,6868,6506,362,15854,18582,1026,1026,0,17556
ACSSF,2012e1,co,000,0109,0000020,233755,114884,8509,3556,0,3556,2548,1008,4953,15444,13031,0,13031,12372,659,2413,55444,51854,182,51672,48128,3544,3590,18380,13884,0,13884,12981,903,4496,6495,2683,2683,0,3812,10612,1365,1365,0,9247,118871,8607,3937,0,3937,2858,1079,4670,14921,10665,0,10665,9854,811,4256,54275,43585,0,43585,41053,2532,10690,19663,12522,0,12522,11888,634,7141,7063,2570,2420,150,4493,14342,1168,1127,41,13174,254128,125091,8968,3748,0,3748,2667,1081,5220,16955,14010,0,14010,13159,851,2945,41576,38558,211,38347,35433,2914,3018,20563,18701,0,18701,17277,1424,1862,19633,14950,0,14950,13991,959,4683,10719,3400,3400,0,7319,6677,666,666,0,6011,129037,10250,5130,0,5130,3751,1379,5120,16395,11842,0,11842,10938,904,4553,38470,30094,0,30094,28051,2043,8376,20934,17258,0,17258,16226,1032,3676,20729,13040,0,13040,12406,634,7689,12025,3440,3249,191,8585,10234,516,516,0,9718
ACSSF,2012e1,co,000,0109,0000021,108728,53445,3906,1510,0,1510,1182,328,2396,4513,4159,0,4159,3600,559,354,26037,23484,0,23484,20845,2639,2553,9058,6872,0,6872,6313,559,2186,3414,1370,1291,79,2044,6517,792,792,0,5725,55283,3333,1445,0,1445,1274,171,1888,4465,3113,0,3113,2847,266,1352,25432,19830,0,19830,18297,1533,5602,9718,5491,0,5491,5343,148,4227,3540,887,804,83,2653,8795,770,770,0,8025,117733,59293,4641,1634,0,1634,1306,328,3007,5151,4452,0,4452,3893,559,699,19517,17473,0,17473,15860,1613,2044,9565,8512,0,8512,7486,1026,1053,10211,7608,0,7608,7049,559,2603,5900,1899,1769,130,4001,4308,314,314,0,3994,58440,3655,1623,0,1623,1312,311,2032,4986,3634,0,3634,3232,402,1352,16792,13252,0,13252,11665,1587,3540,10187,7959,0,7959,7903,56,2228,10054,5643,0,5643,5495,148,4411,6584,1156,1073,83,5428,6182,594,594,0,5588
ACSSF,2012e1,co,000,0109,0000022,104031,50090,3242,920,0,920,549,371,2322,4234,3532,125,3407,2955,452,702,23929,20266,0,20266,18395,1871,3663,8675,5258,0,5258,4914,344,3417,3485,947,857,90,2538,6525,748,715,33,5777,53941,3485,1394,0,1394,1114,280,2091,3963,3215,0,3215,2900,315,748,24219,18346,65,18281,16352,1929,5873,9469,4830,0,4830,4354,476,4639,4004,908,866,42,3096,8801,676,608,68,8125,126913,61577,4474,1633,0,1633,1047,586,2841,5549,4716,125,4591,4059,532,833,19229,15715,0,15715,14343,1372,3514,10493,9070,0,9070,8022,1048,1423,10507,6176,0,6176,5778,398,4331,6482,1406,1316,90,5076,4843,433,400,33,4410,65336,4415,1702,0,1702,1276,426,2713,5459,4122,0,4122,3502,620,1337,19087,14359,65,14294,12110,2184,4728,10989,7915,0,7915,7525,390,3074,11067,5238,0,5238,4733,505,5829,7228,1396,1286,110,5832,7091,318,318,0,6773
ACSSF,2012e1,co,000,0109,0000023,170890,83975,5770,2386,0,2386,2010,376,3384,7354,6057,17,6040,5400,640,1297,45754,41681,137,41544,39329,2215,4073,13076,10185,0,10185,9555,630,2891,4311,1927,1824,103,2384,7710,1366,1252,114,6344,86915,6112,1837,0,1837,1763,74,4275,7487,5909,0,5909,5678,231,1578,45486,35206,23,35183,33329,1854,10280,13668,9261,0,9261,8673,588,4407,4589,1119,975,144,3470,9573,548,548,0,9025,198211,98534,7365,3089,0,3089,2627,462,4276,9880,8145,17,8128,6630,1498,1735,36629,32688,137,32551,30552,1999,3941,17472,16171,0,16171,15135,1036,1301,14458,10972,0,10972,10276,696,3486,8039,2801,2670,131,5238,4691,536,450,86,4155,99677,7373,2169,0,2169,2069,100,5204,10050,7885,0,7885,7463,422,2165,35454,25852,23,25829,23944,1885,9602,17045,14007,0,14007,13221,786,3038,14773,9614,0,9614,9026,588,5159,8551,1599,1455,144,6952,6431,223,223,0,6208
ACSSF,2012e1,co,000,0109,0000024,80495,38874,1922,834,0,834,659,175,1088,1972,1476,0,1476,1255,221,496,19920,18430,0,18430,17309,1121,1490,7472,5595,0,5595,5073,522,1877,2284,803,774,29,1481,5304,923,788,135,4381,41621,2126,1261,0,1261,1082,179,865,2842,2120,0,2120,2014,106,722,20041,16589,39,16550,15484,1066,3452,7445,4692,0,4692,4399,293,2753,3147,1152,1073,79,1995,6020,481,441,40,5539,87434,42144,2013,925,0,925,750,175,1088,2340,1844,0,1844,1401,443,496,13348,12508,0,12508,11548,960,840,8742,8056,0,8056,7826,230,686,7829,5885,0,5885,5363,522,1944,4385,1491,1412,79,2894,3487,324,239,85,3163,45290,2385,1437,0,1437,1139,298,948,3662,2563,0,2563,2457,106,1099,13042,10370,39,10331,9767,564,2672,8783,7705,0,7705,7203,502,1078,7934,4845,0,4845,4552,293,3089,5303,1476,1357,119,3827,4181,195,195,0,3986
