ACSSF,2012e1,co,000,0096,0000001,2908000,1566155,90836,62296,56678,43724,73375,32236,50718,39395,73913,39183,87216,100015,80806,88029,63622,77491,102621,78774,131141,194086,1341845,112992,75267,71021,55668,88275,39945,56964,36546,65245,40029,87750,96166,84228,70985,53748,59761,73386,51730,62195,59944,31326,36589,26244,127864998200,81974226800,70523313100,11450913700,45890771400,36013809500,9876961900,36870,20886,28486,33248,47782,60889,42199,23011,31770,40523,57859,78096,31265,15650,23327,27933,39045,50506,4085464,2038064,1047840,200,1047640,2653,1884,7930,6127,25752,9981,23491,23213,42826,29034,63416,77727,67872,74439,57073,66870,94206,73524,121550,178072,990224,471709,518515,88183,60412,48748,37597,47623,22255,27227,16182,31087,10149,23800,22288,12934,13590,6549,10621,8415,5250,9591,16014,2047400,737285,81,737204,1877,1746,5186,8153,25387,13306,25434,19049,34737,25525,58052,73261,69801,59619,45809,50341,64097,45509,55825,54490,1310115,705474,604641,111115,73521,65835,47515,62888,26639,31530,17497,30508,14504,29698,22905,14427,11366,7939,9420,9289,6221,6370,5454
ACSSF,2012e1,co,000,0096,0000002,2515645,1348661,76156,54683,48979,39348,62495,28121,44088,34576,64731,32857,75649,86891,71067,75148,53991,67655,87869,67849,112893,163615,1166984,96598,65884,60997,47725,76025,35095,49623,30715,56561,35353,76398,82937,73813,62496,47015,53313,64075,45774,54856,51731,31343,36387,26438,110173487100,70084355700,60526029700,9558326000,40089131400,31598616400,8490514900,37042,20996,28280,33285,48358,61373,42203,23221,31555,40286,57681,80032,31537,15554,23558,28381,39760,50769,3509756,1738923,901652,122,901530,1843,1368,6156,4665,20796,8880,20266,20579,37338,24545,55590,67737,59593,63835,48667,59140,81177,63360,104813,151182,837271,390140,447131,74313,53315,42823,34683,41699,19241,23822,13997,27393,8312,20059,19154,11474,11313,5324,8515,6692,4489,8080,12433,1770833,645022,81,644941,1471,1306,4647,6870,21919,11496,22000,16249,29553,22774,50647,63313,61205,52784,40301,45308,56206,40372,49239,47281,1125811,603768,522043,95127,64578,56350,40855,54106,23599,27623,14466,27008,12579,25751,19624,12608,9712,6714,8005,7869,5402,5617,4450
ACSSF,2012e1,co,000,0096,0000003,392355,217494,14680,7613,7699,4376,10880,4115,6630,4819,9182,6326,11567,13124,9739,12881,9631,9836,14752,10925,18248,30471,174861,16394,9383,10024,7943,12250,4850,7341,5831,8684,4676,11352,13229,10415,8489,6733,6448,9311,5956,7339,8213,31220,38557,25017,17691511100,11889871100,9997283400,1892587700,5801640000,4415193100,1386446900,35713,20260,30023,33050,44484,55918,42177,21783,33121,41593,59341,72442,28811,16297,22222,25978,35810,46901,575708,299141,146188,78,146110,810,516,1774,1462,4956,1101,3225,2634,5488,4489,7826,9990,8279,10604,8406,7730,13029,10164,16737,26890,152953,81569,71384,13870,7097,5925,2914,5924,3014,3405,2185,3694,1837,3741,3134,1460,2277,1225,2106,1723,761,1511,3581,276567,92263,0,92263,406,440,539,1283,3468,1810,3434,2800,5184,2751,7405,9948,8596,6835,5508,5033,7891,5137,6586,7209,184304,101706,82598,15988,8943,9485,6660,8782,3040,3907,3031,3500,1925,3947,3281,1819,1654,1225,1415,1420,819,753,1004
ACSSF,2012e1,co,000,0096,0000004,2690906,1446048,80455,57157,51026,40727,66861,29082,45538,36262,67648,35488,78914,91489,74761,79829,58384,72161,95933,73788,123578,186967,1244858,102988,68570,64926,51305,81098,36023,52125,32767,59284,36935,81076,88755,78021,66207,49926,56717,69488,49788,60589,58270,31734,37198,26683,120686227200,77308647400,66643047100,10665600300,43377579800,34155680600,9221899100,37471,21134,29124,33904,49668,61672,43302,23294,32041,40760,60272,80354,31692,15905,23928,28473,40220,50941,3756852,1867072,971613,138,971475,1850,1536,6652,5470,23534,8996,20640,20921,39109,26218,57236,71203,63111,67278,52247,62609,88158,68789,114352,171566,895459,420886,474573,78605,55621,44374,35257,43327,20086,24898,15341,28539,9270,21678,20286,11650,12551,6137,9552,7775,4999,9226,15401,1889780,689303,81,689222,1509,1505,4965,7499,23332,11706,23309,16767,31399,23720,52910,67700,65204,55436,42541,47904,60660,43985,54322,52849,1200477,644841,555636,101479,67065,59961,43806,57766,24317,28816,16000,27885,13215,28166,21055,12817,10771,7385,8813,8828,5803,6267,5421
ACSSF,2012e1,co,000,0096,0000005,2535242,1359704,75643,53918,47784,38236,62602,27265,42010,34146,61037,33157,73521,85067,68568,74026,54865,68161,91613,69555,118594,179936,1175538,96730,65576,61337,47972,76036,33348,47746,31174,55158,34512,76235,83827,72679,61464,47794,53609,66674,48153,59179,56335,31918,37647,26873,114917580100,73548602000,63700412500,9848189500,41368978100,32673699400,8695278700,38018,21254,29255,34067,50268,62329,44526,23307,32251,40726,60935,81208,31888,16160,24086,28860,40357,51177,3531614,1747739,917470,138,917332,1594,1413,6160,4708,21869,8653,19108,19967,35395,24852,53470,66492,57741,62097,49306,59802,83971,64810,109771,166153,830269,387897,442372,74049,52505,41624,33528,40733,18612,22902,14179,25642,8305,20051,18575,10827,11929,5559,8359,7642,4745,8823,13783,1783875,652170,81,652089,1453,1325,4697,7002,21987,10631,20801,15844,29332,21918,49648,64322,60313,51168,40753,45546,58087,42670,53132,51460,1131705,608256,523449,95277,64251,56640,40970,54049,22717,26945,15330,25826,12594,26587,19505,12366,10296,7041,8063,8587,5483,6047,4875
ACSSF,2012e1,co,000,0096,0000006,1157158,617030,37088,30231,23655,19487,29755,14558,23775,19394,30508,16530,36366,40108,28752,34877,24384,30810,37129,28467,47589,63567,540128,50452,34269,28420,22451,34714,15915,25190,14413,25828,15348,36131,40098,31314,28956,20775,23241,30970,17908,21870,21865,29302,32338,25305,47554822800,29754648700,25190292800,4564356000,17800174100,14065594400,3734579700,35362,20670,26321,31341,45259,58385,40526,22022,28476,36894,52032,73457,31062,16284,22728,27239,37380,49917,1623440,799925,398026,45,397981,408,774,3001,2527,9965,4759,10977,12550,17121,12647,26826,31197,24394,29530,21787,26984,34055,26248,44024,58207,401899,182850,219049,36680,29457,20654,16960,19790,9799,12798,6844,13387,3883,9540,8911,4358,5347,2597,3826,3074,2219,3565,5360,823515,294552,0,294552,481,597,2811,3518,9757,5119,10984,7223,15755,10519,24562,31453,26955,23852,17844,20238,27441,15406,19864,20173,528963,283387,245576,49971,33672,25609,18933,24957,10796,14206,7190,10073,4829,11569,8645,4359,5104,2931,3003,3529,2502,2006,1692
ACSSF,2012e1,co,000,0096,0000007,1378084,742674,38555,23687,24129,18749,32847,12707,18235,14752,30529,16627,37155,44959,39816,39149,30481,37351,54484,41088,71005,116369,635410,46278,31307,32917,25521,41322,17433,22556,16761,29330,19164,40104,43729,41365,32508,27019,30368,35704,30245,37309,34470,35482,41543,29124,67362757300,43793953300,38510119700,5283833600,23568804000,18608105100,4960699000,40485,22014,31061,36227,52472,68107,49045,25142,36192,42223,67035,88800,32866,16014,24882,30180,42020,52115,1908174,947814,519444,93,519351,1186,639,3159,2181,11904,3894,8131,7417,18274,12205,26644,35295,33347,32567,27519,32818,49916,38562,65747,107946,428370,205047,223323,37369,23048,20970,16568,20943,8813,10104,7335,12255,4422,10511,9664,6469,6582,2962,4533,4568,2526,5258,8423,960360,357618,81,357537,972,728,1886,3484,12230,5512,9817,8621,13577,11399,25086,32869,33358,27316,22909,25308,30646,27264,33268,31287,602742,324869,277873,45306,30579,31031,22037,29092,11921,12739,8140,15753,7765,15018,10860,8007,5192,4110,5060,5058,2981,4041,3183
ACSSF,2012e1,co,000,0096,0000008,155664,86344,4812,3239,3242,2491,4259,1817,3528,2116,6611,2331,5393,6422,6193,5803,3519,4000,4320,4233,4984,7031,69320,6258,2994,3589,3333,5062,2675,4379,1593,4126,2423,4841,4928,5342,4743,2132,3108,2814,1635,1410,1935,27838,31923,23172,5768647000,3760045300,2942634600,817410700,2008601700,1481981200,526620500,32075,19063,27556,31446,39743,45424,36451,23039,30411,41091,40902,46029,27229,12341,21891,24896,36926,45230,225238,119333,54143,0,54143,256,123,492,762,1665,343,1532,954,3714,1366,3766,4711,5370,5181,2941,2807,4187,3979,4581,5413,65190,32989,32201,4556,3116,2750,1729,2594,1474,1996,1162,2897,965,1627,1711,823,622,578,1193,133,254,403,1618,105905,37133,0,37133,56,180,268,497,1345,1075,2508,923,2067,1802,3262,3378,4891,4268,1788,2358,2573,1315,1190,1389,68772,36585,32187,6202,2814,3321,2836,3717,1600,1871,670,2059,621,1579,1550,451,475,344,750,241,320,220,546
ACSSF,2012e1,co,000,0096,0000009,49715,25504,1711,1679,569,662,1229,892,1504,938,2294,448,1064,1899,1852,1737,600,816,1228,1280,742,2360,24211,1932,1078,1502,1181,2493,1013,1553,559,1606,762,1926,2053,1648,1742,434,915,514,504,90,706,23456,27860,21237,1672821400,1033163500,785194800,247968700,639657900,444336000,195321800,30893,13223,22352,28471,41868,42446,35539,21793,26103,40245,47140,52268,25975,11713,18426,22212,37091,40691,73460,36440,14790,0,14790,0,0,74,75,142,288,699,346,1619,387,825,1441,1680,1334,547,676,1206,1234,742,1475,21650,10936,10714,1711,1679,495,587,1087,604,805,592,675,61,239,458,172,403,53,140,22,46,0,885,37020,12013,0,12013,0,0,194,427,916,492,726,395,517,453,1128,1401,1463,1399,394,658,514,204,90,642,25007,12809,12198,1932,1078,1308,754,1577,521,827,164,1089,309,798,652,185,343,40,257,0,300,0,64
ACSSF,2012e1,co,000,0096,0000010,105949,60840,3101,1560,2673,1829,3030,925,2024,1178,4317,1883,4329,4523,4341,4066,2919,3184,3092,2953,4242,4671,45109,4326,1916,2087,2152,2569,1662,2826,1034,2520,1661,2915,2875,3694,3001,1698,2193,2300,1131,1320,1229,30193,32403,24701,4095825700,2726881800,2157439800,569442000,1368943800,1037645200,331298700,32445,20773,30031,32112,38348,45781,36878,23619,30874,41525,39661,41458,28353,16151,25015,25853,36854,46735,151778,82893,39353,0,39353,256,123,418,687,1523,55,833,608,2095,979,2941,3270,3690,3847,2394,2131,2981,2745,3839,3938,43540,22053,21487,2845,1437,2255,1142,1507,870,1191,570,2222,904,1388,1253,651,219,525,1053,111,208,403,733,68885,25120,0,25120,56,180,74,70,429,583,1782,528,1550,1349,2134,1977,3428,2869,1394,1700,2059,1111,1100,747,43765,23776,19989,4270,1736,2013,2082,2140,1079,1044,506,970,312,781,898,266,132,304,493,241,20,220,482
