ACSSF,2012e1,co,000,0084,0000001,5047369,332800,30355,252,76,176,30103,36622,425,161,362,36197,34669,694,478,490,33975,38909,285,0,285,38624,192245,2249,1951,1219,189996,880034,69035,5161,530,730,3598,665,777,63874,87958,4836,1188,1113,3145,475,749,83122,97115,5240,840,1256,3847,824,911,91875,83664,3541,911,324,2401,397,520,80123,542262,19464,2209,2018,14171,2869,3808,522798,3834535,210358,35657,7537,7402,17908,19014,6576,14099,174701,259909,58960,13837,10520,24759,35943,12550,26150,200949,298112,57649,16408,11918,20856,34348,11786,23105,240463,303264,48145,15391,10288,16297,26712,9031,18970,255119,2762892,267428,107521,40042,72124,130146,43991,80555,2495464,5094766,1229008,42651,40384,19805,23059,2267,1186357,1079929,746887,363491,106428,3270163,276771,229201,129073,129539,47570,2993392,2401958,2207926,254651,591434,595595,193116,192061,120133,189092,1055,402479,399989,275453,381588,2490,31364,21141,24600,16786,31777,37420,26711,5047369,309748,41070,268678,384489,64221,320268,429896,63583,366313,425837,51971,373866,3497399,289141,3208258
ACSSF,2012e1,co,000,0084,0000002,4360318,298581,28299,252,76,176,28047,32273,425,161,362,31848,31615,657,441,469,30958,35551,234,0,234,35317,170843,2095,1909,1107,168748,766562,62405,4749,487,629,3370,615,767,57656,75771,4205,1106,957,2724,460,734,71566,83933,4572,840,1187,3235,676,750,79361,72044,3113,892,278,2062,365,520,68931,472409,17605,1721,1971,13091,2743,3460,454804,3295175,188508,31121,6692,6694,15593,16664,5989,12595,157387,229272,51870,11556,9090,22268,31591,10197,22422,177402,259912,49492,13421,10768,18109,29428,10080,19964,210420,261724,40979,12941,9215,14247,23087,7803,16352,220745,2355759,221404,85299,32249,61971,109080,37196,68391,2134355,4405593,1079697,38363,36270,17541,20976,2093,1041334,948819,651213,324443,92515,2839368,236403,197071,108899,113633,39332,2602965,2088779,1916651,224251,514186,486528,160448,159565,100245,157246,883,326080,323899,222662,309429,2181,31365,21199,25090,16894,31762,37116,26904,4360318,279212,36122,243090,337316,56500,280816,375460,54721,320739,369319,44326,324993,2999011,241104,2757907
ACSSF,2012e1,co,000,0084,0000003,687051,34219,2056,0,0,0,2056,4349,0,0,0,4349,3054,37,37,21,3017,3358,51,0,51,3307,21402,154,42,112,21248,113472,6630,412,43,101,228,50,10,6218,12187,631,82,156,421,15,15,11556,13182,668,0,69,612,148,161,12514,11620,428,19,46,339,32,0,11192,69853,1859,488,47,1080,126,348,67994,539360,21850,4536,845,708,2315,2350,587,1504,17314,30637,7090,2281,1430,2491,4352,2353,3728,23547,38200,8157,2987,1150,2747,4920,1706,3141,30043,41540,7166,2450,1073,2050,3625,1228,2618,34374,407133,46024,22222,7793,10153,21066,6795,12164,361109,689173,149311,4288,4114,2264,2083,174,145023,131110,95674,39048,13913,430795,40368,32130,20174,15906,8238,390427,313179,291275,30400,77248,109067,32668,32496,19888,31846,172,76399,76090,52791,72159,309,31355,20901,22495,15635,31874,40426,25499,687051,30536,4948,25588,47173,7721,39452,54436,8862,45574,56518,7645,48873,498388,48037,450351
ACSSF,2012e1,co,000,0084,0000004,4656218,309622,27034,252,76,176,26782,32783,425,161,362,32358,31764,514,298,469,31250,36463,234,0,234,36229,181578,1935,1749,1107,179643,816485,63230,4861,487,629,3575,625,684,58369,80123,4448,1106,997,2927,475,749,75675,88343,4630,696,1100,3393,783,870,83713,76376,3088,911,290,2006,365,484,73288,508413,17880,2075,1888,12840,2697,3484,490533,3530111,191035,30941,6685,5999,15938,16179,5651,12208,160094,233049,51512,11609,8857,21564,30806,9950,22652,181537,265117,49968,14030,10301,18437,29145,9970,20285,215149,275229,42929,13577,9433,14666,24250,8537,17372,232300,2565681,243067,96402,35705,66299,117736,39840,73643,2322614,4699968,1141180,38723,36679,18666,20388,2044,1102457,1007347,704422,330264,95110,3026075,249055,207302,118708,115066,41753,2777020,2244541,2067616,232942,532479,532713,171201,170318,107660,167546,883,361512,359294,248480,342523,2218,31775,21592,25239,17657,32178,38450,27109,4656218,281299,36054,245245,345955,56385,289570,385224,55112,330112,388068,46251,341817,3255672,262882,2992790
ACSSF,2012e1,co,000,0084,0000005,4392888,292907,26283,252,76,176,26031,30757,425,161,362,30332,28998,514,298,469,28484,34295,234,0,234,34061,172574,1935,1749,1107,170639,774371,59653,4706,487,629,3420,625,595,54947,75382,3987,1020,911,2552,475,749,71395,83170,4361,696,1087,3124,783,788,78809,71436,2897,830,290,1896,365,484,68539,484730,17220,2036,1718,12434,2666,3355,467510,3325610,180836,28995,6129,5827,15147,15122,5295,11615,151841,219593,48399,10672,8323,20608,28796,9560,21569,171194,246396,46661,12896,9595,17586,26747,9079,18889,199735,256118,39992,12935,9081,14000,22403,8125,16252,216126,2422667,228896,89908,32132,63915,112243,38116,70151,2193771,4433600,1081143,36987,35050,18027,19366,1937,1044156,954036,668951,310136,90120,2856166,235381,196535,112842,109037,38846,2620785,2123836,1955629,220669,496949,496291,159137,158480,99935,155838,657,337154,335107,231781,319286,2047,31958,21815,25887,17656,32360,39117,27324,4392888,266772,33953,232819,325732,52811,272921,358564,51536,307028,361849,43123,318726,3079971,248051,2831920
ACSSF,2012e1,co,000,0084,0000006,1984999,138906,16508,121,76,45,16387,17451,98,98,98,17353,17444,345,253,345,17099,16943,0,0,0,16943,70560,872,829,496,69688,324333,32880,2370,487,101,1833,342,134,30510,43425,2279,823,682,1285,160,447,41146,41463,1436,246,302,1014,162,102,40027,33505,1267,413,108,761,62,115,32238,173060,6722,442,596,5290,769,1399,166338,1521760,112588,17233,3567,3911,9467,8574,2913,6820,95355,132391,30486,6599,5919,13723,17432,5341,14169,101905,133526,26624,7024,4984,10514,15506,5364,11106,106902,131029,20204,6546,5238,7681,11441,3753,8088,110825,1012226,98555,34719,14403,30341,50438,17276,31657,913671,2015736,468532,15695,15175,7077,9104,520,452837,413034,253304,171712,39803,1326883,118761,100808,52300,60655,17953,1208122,952402,853023,126098,255720,220321,75916,75501,46421,74441,415,144405,143195,97243,136457,1210,29047,18120,23148,14110,30049,32795,25770,1984999,161976,19724,142252,193267,32863,160404,192433,28405,164028,181477,21471,160006,1255846,106149,1149697
ACSSF,2012e1,co,000,0084,0000007,2407889,154001,9775,131,0,131,9644,13306,327,63,264,12979,11554,169,45,124,11385,17352,234,0,234,17118,102014,1063,920,611,100951,450038,26773,2336,0,528,1587,283,461,24437,31957,1708,197,229,1267,315,302,30249,41707,2925,450,785,2110,621,686,38782,37931,1630,417,182,1135,303,369,36301,311670,10498,1594,1122,7144,1897,1956,301172,1803850,68248,11762,2562,1916,5680,6548,2382,4795,56486,87202,17913,4073,2404,6885,11364,4219,7400,69289,112870,20037,5872,4611,7072,11241,3715,7783,92833,125089,19788,6389,3843,6319,10962,4372,8164,105301,1410441,130341,55189,17729,33574,61805,20840,38494,1280100,2417864,612611,21292,19875,10950,10262,1417,591319,541002,415647,138424,50317,1529283,116620,95727,60542,48382,20893,1412663,1171434,1102606,94571,241229,275970,83221,82979,53514,81397,242,192749,191912,134538,182829,837,35663,24767,28319,20403,36149,42455,29862,2407889,104796,14229,90567,132465,19948,112517,166131,23131,143000,180372,21652,158720,1824125,141902,1682223
ACSSF,2012e1,co,000,0084,0000008,263330,16715,751,0,0,0,751,2026,0,0,0,2026,2766,0,0,0,2766,2168,0,0,0,2168,9004,0,0,0,9004,42114,3577,155,0,0,155,0,89,3422,4741,461,86,86,375,0,0,4280,5173,269,0,13,269,0,82,4904,4940,191,81,0,110,0,0,4749,23683,660,39,170,406,31,129,23023,204501,10199,1946,556,172,791,1057,356,593,8253,13456,3113,937,534,956,2010,390,1083,10343,18721,3307,1134,706,851,2398,891,1396,15414,19111,2937,642,352,666,1847,412,1120,16174,143014,14171,6494,3573,2384,5493,1724,3492,128843,266368,60037,1736,1629,639,1022,107,58301,53311,35471,20128,4990,169909,13674,10767,5866,6029,2907,156235,120705,111987,12273,35530,36422,12064,11838,7725,11708,226,24358,24187,16699,23237,171,27896,17942,17949,17813,28803,33286,23400,263330,14527,2101,12426,20223,3574,16649,26660,3576,23084,26219,3128,23091,175701,14831,160870
ACSSF,2012e1,co,000,0084,0000009,86490,5068,280,0,0,0,280,1016,0,0,0,1016,732,0,0,0,732,612,0,0,0,612,2428,0,0,0,2428,14727,1161,0,0,0,0,0,0,1161,2218,277,0,0,277,0,0,1941,1631,128,0,0,128,0,69,1503,1768,160,62,0,98,0,0,1608,7949,228,31,159,0,31,100,7721,66695,3836,534,270,76,83,129,38,131,3302,5910,1771,536,323,677,1085,271,633,4139,7491,1396,484,362,471,1218,593,733,6095,5998,1226,151,98,361,824,323,843,4772,43460,3947,2052,1169,1071,1456,618,1143,39513,88696,20263,793,793,69,724,0,19470,18330,11264,8260,1140,55582,5156,4056,2200,2390,1100,50426,38340,35360,4343,12086,12851,3982,3982,2601,3852,0,8869,8869,6393,8584,0,23582,20231,20783,16315,24910,31194,21533,86490,5277,534,4743,9144,2048,7096,9854,1524,8330,8378,1386,6992,53837,4175,49662
ACSSF,2012e1,co,000,0084,0000010,176840,11647,471,0,0,0,471,1010,0,0,0,1010,2034,0,0,0,2034,1556,0,0,0,1556,6576,0,0,0,6576,27387,2416,155,0,0,155,0,89,2261,2523,184,86,86,98,0,0,2339,3542,141,0,13,141,0,13,3401,3172,31,19,0,12,0,0,3141,15734,432,8,11,406,0,29,15302,137806,6363,1412,286,96,708,928,318,462,4951,7546,1342,401,211,279,925,119,450,6204,11230,1911,650,344,380,1180,298,663,9319,13113,1711,491,254,305,1023,89,277,11402,99554,10224,4442,2404,1313,4037,1106,2349,89330,177672,39774,943,836,570,298,107,38831,34981,24207,11868,3850,114327,8518,6711,3666,3639,1807,105809,82365,76627,7930,23444,23571,8082,7856,5124,7856,226,15489,15318,10306,14653,171,30186,17210,16286,30694,30539,35121,24603,176840,9250,1567,7683,11079,1526,9553,16806,2052,14754,17841,1742,16099,121864,10656,111208
