ACSSF,2012e1,co,000,0128,0000001,2559194,67433,31252,36181,185028,181911,65492,278105,117919,95445,22474,71898,174049,115486,58563,346783,224953,1793,120037,527677,221491,306186,282732,73292,209440,131018,129149,1022761,28062,15668,12394,36876,75158,13361,32349,19069,10031,9038,40308,77536,56593,20943,205718,181477,1425,22816,345383,173380,172003,57086,27351,29735,33768,58087,449141,3421,2378,1043,956,2396,711,11798,3185,2798,387,1257,5623,696,4927,52753,2706,69,49978,105473,20167,85306,178930,34200,144730,45679,36959,618564,6045,2115,3930,11919,29839,35268,192735,31103,27753,3350,22451,83236,57322,25914,67535,35862,299,31374,64167,21037,43130,32722,8913,23809,15950,25594,243041,24034,10015,14019,127472,9260,3125,13509,10302,5547,4755,5939,4741,179,4562,7603,2518,0,5085,4328,1930,2398,4395,1901,2494,23006,5327,225687,5871,1076,4795,7805,65258,13027,27714,54260,49316,4944,1943,2913,696,2217,13174,2390,0,10784,8326,4977,3349,9599,927,8672,12615,3182
ACSSF,2012e1,co,000,0128,0000002,2217862,38782,12748,26034,152393,160003,58455,246370,97529,80416,17113,66263,154985,104039,50946,309328,198678,1735,108915,461060,192089,268971,250252,61277,188975,114066,108376,883986,14578,5250,9328,30015,66168,12392,28366,16070,8726,7344,37177,68636,50563,18073,182119,160251,1367,20501,300683,150142,150541,48684,22019,26665,29495,49603,396115,1335,795,540,711,2136,711,10134,2895,2551,344,1181,4671,582,4089,47756,2473,69,45214,93399,17926,75473,161248,29427,131821,40039,29899,545447,4158,839,3319,9768,26063,30848,171732,26371,23937,2434,21044,74469,52054,22415,60220,31758,299,28163,56551,18728,37823,28500,7618,20882,13783,21940,197196,14579,5428,9151,105618,7744,2221,12561,7876,4559,3317,5127,4394,144,4250,6926,2206,0,4720,3585,1533,2052,3003,1329,1674,19393,4169,195118,4132,436,3696,6281,57892,12283,23577,44317,40643,3674,1734,2815,696,2119,12307,1990,0,10317,6842,3760,3082,8817,884,7933,11356,2765
ACSSF,2012e1,co,000,0128,0000003,341332,28651,18504,10147,32635,21908,7037,31735,20390,15029,5361,5635,19064,11447,7617,37455,26275,58,11122,66617,29402,37215,32480,12015,20465,16952,20773,138775,13484,10418,3066,6861,8990,969,3983,2999,1305,1694,3131,8900,6030,2870,23599,21226,58,2315,44700,23238,21462,8402,5332,3070,4273,8484,53026,2086,1583,503,245,260,0,1664,290,247,43,76,952,114,838,4997,233,0,4764,12074,2241,9833,17682,4773,12909,5640,7060,73117,1887,1276,611,2151,3776,4420,21003,4732,3816,916,1407,8767,5268,3499,7315,4104,0,3211,7616,2309,5307,4222,1295,2927,2167,3654,45845,9455,4587,4868,21854,1516,904,948,2426,988,1438,812,347,35,312,677,312,0,365,743,397,346,1392,572,820,3613,1158,30569,1739,640,1099,1524,7366,744,4137,9943,8673,1270,209,98,0,98,867,400,0,467,1484,1217,267,782,43,739,1259,417
ACSSF,2012e1,co,000,0128,0000004,2371248,49220,19134,30086,165572,175821,62220,258528,106884,88159,18725,68819,164170,110427,53743,333749,217399,1746,114604,490522,206007,284515,257283,65567,191716,121479,116981,962589,20864,9709,11155,33600,73540,13141,31058,17720,9366,8354,39115,74145,54815,19330,199279,175729,1378,22172,324018,162016,162002,51577,24189,27388,30825,53707,412731,2635,1803,832,793,2396,711,10652,3059,2672,387,1044,4910,658,4252,50666,2675,69,47922,96723,18644,78079,163067,31170,131897,42798,33277,574715,4835,1460,3375,11099,29152,33271,178710,28870,25804,3066,21374,77640,54079,23561,64022,34346,299,29377,58572,19427,39145,30032,8111,21921,14902,22236,212153,16773,5629,11144,113132,8630,2858,12183,8411,5086,3325,5420,4593,179,4414,7112,2389,0,4723,3848,1604,2244,3416,1294,2122,20761,5016,209060,4113,533,3580,6948,62103,12239,25925,48824,45231,3593,1866,2882,696,2186,12670,2260,0,10410,7361,4316,3045,9191,803,8388,12193,2745
ACSSF,2012e1,co,000,0128,0000005,2234844,42221,14600,27621,155026,167165,60215,242581,101233,83952,17281,67316,156064,106433,49631,320438,209950,1568,108920,465087,196272,268815,233218,57755,175463,115358,108922,917381,17947,7206,10741,31974,71900,12872,29329,17328,9306,8022,38225,70478,52876,17602,192725,169886,1200,21639,307887,154413,153474,45320,21074,24246,29712,51684,382071,2371,1568,803,793,2009,711,10237,2894,2507,387,984,4586,632,3954,47092,2364,69,44659,91551,17607,73944,148974,28069,120905,40792,29077,544575,4546,1286,3260,10276,27891,32084,167313,27358,24548,2810,20974,74343,52179,22164,62159,33162,299,28698,55497,18832,36665,27319,6806,20513,13687,21128,194209,13759,4110,9649,105445,8101,2673,10892,7577,4788,2789,5381,4002,50,3952,6566,2389,0,4177,3177,1433,1744,2508,1068,1440,19453,4675,196608,3598,430,3168,6538,57264,11875,24810,46076,42803,3273,1752,2655,696,1959,11896,2149,0,9747,6975,3987,2988,9097,738,8359,11714,2358
ACSSF,2012e1,co,000,0128,0000006,1008757,14322,4406,9916,66543,63967,24142,110072,43490,36659,6831,29924,69115,44204,24911,145974,91360,369,54245,220477,92507,127970,120231,26273,93958,52239,48261,399774,4439,1551,2888,12029,25975,4541,13835,7400,4659,2741,15814,28119,19142,8977,82081,74111,188,7782,144208,72264,71944,21379,9830,11549,14184,25770,190676,255,255,0,527,960,373,5283,1320,1152,168,398,2556,399,2157,26333,1031,0,25302,45820,8050,37770,78875,12099,66776,17877,10099,248123,2256,628,1628,4105,9715,12512,75844,12090,10893,1197,10515,35066,24476,10590,29185,14402,181,14602,25918,10149,15769,14469,3406,11063,6747,9701,83468,5886,1687,4199,46963,3549,940,3916,3434,1899,1535,2272,1703,0,1703,2835,810,0,2025,1476,445,1031,1112,551,561,7298,2084,86716,1486,285,1201,2919,23768,5776,11194,19246,18056,1190,925,1671,187,1484,5540,1006,0,4534,3055,1599,1456,4396,387,4009,6133,607
ACSSF,2012e1,co,000,0128,0000007,1226087,27899,10194,17705,88483,103198,36073,132509,57743,47293,10450,37392,86949,62229,24720,174464,118590,1199,54675,244610,103765,140845,112987,31482,81505,63119,60661,517607,13508,5655,7853,19945,45925,8331,15494,9928,4647,5281,22411,42359,33734,8625,110644,95775,1012,13857,163679,82149,81530,23941,11244,12697,15528,25914,191395,2116,1313,803,266,1049,338,4954,1574,1355,219,586,2030,233,1797,20759,1333,69,19357,45731,9557,36174,70099,15970,54129,22915,18978,296452,2290,658,1632,6171,18176,19572,91469,15268,13655,1613,10459,39277,27703,11574,32974,18760,118,14096,29579,8683,20896,12850,3400,9450,6940,11427,110741,7873,2423,5450,58482,4552,1733,6976,4143,2889,1254,3109,2299,50,2249,3731,1579,0,2152,1701,988,713,1396,517,879,12155,2591,109892,2112,145,1967,3619,33496,6099,13616,26830,24747,2083,827,984,509,475,6356,1143,0,5213,3920,2388,1532,4701,351,4350,5581,1751
ACSSF,2012e1,co,000,0128,0000008,136404,6999,4534,2465,10546,8656,2005,15947,5651,4207,1444,1503,8106,3994,4112,13311,7449,178,5684,25435,9735,15700,24065,7812,16253,6121,8059,45208,2917,2503,414,1626,1640,269,1729,392,60,332,890,3667,1939,1728,6554,5843,178,533,16131,7603,8528,6257,3115,3142,1113,2023,30660,264,235,29,0,387,0,415,165,165,0,60,324,26,298,3574,311,0,3263,5172,1037,4135,14093,3101,10992,2006,4200,30140,289,174,115,823,1261,1187,11397,1512,1256,256,400,3297,1900,1397,1863,1184,0,679,3075,595,2480,2713,1305,1408,1215,1108,17944,3014,1519,1495,7687,529,185,1291,834,298,536,39,591,129,462,546,0,0,546,671,171,500,908,226,682,1308,341,12452,515,103,412,410,4839,364,1115,2748,2428,320,114,227,0,227,774,111,0,663,386,329,57,94,65,29,479,387
ACSSF,2012e1,co,000,0128,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,co,000,0128,0000010,93357,5363,3310,2053,8134,4926,1610,10713,4098,3057,1041,1027,5713,2667,3046,8873,4894,178,3801,16609,6397,10212,16982,5784,11198,4183,5126,31094,2430,2052,378,1420,1480,187,808,247,60,187,656,2387,1205,1182,4389,3880,178,331,10278,5066,5212,4758,2231,2527,828,1226,20951,218,189,29,0,261,0,374,39,39,0,60,324,26,298,2327,197,0,2130,3302,627,2675,9660,2583,7077,1668,2718,20662,289,174,115,759,743,1045,7735,1077,868,209,272,2261,1384,877,1083,706,0,377,2209,322,1887,1834,744,1090,710,645,12910,2176,792,1384,5545,313,185,974,495,130,365,39,514,52,462,415,0,0,415,577,139,438,701,226,475,685,291,7740,250,103,147,410,2129,193,822,2240,1960,280,0,227,0,227,659,111,0,548,243,243,0,29,0,29,292,246
