ACSSF,2012m1,co,000,0028,0000001,,,,,,,,,,,,1839,5109,5190,2696,2078,1589,1460,774,1139,4644,668,,,,,,,,,2939,21752,21296,14859,14462,2209,17434,10350,15100,10792,11855,3783,4808,6475,7299,4299,903,327,4250,,,,,,,,,,,,,,,,,,1839,5109,5190,2696,2078,1589,1460,4644,668,2939,21752,21296,14859,17434,10350,15100,10792,11855,4299,903,4257,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000002,,,,,,,,,,,,6652,5925,4392,1958,1392,1223,983,729,617,3866,578,,,,,,,,,14550,26291,20281,14669,14240,2209,15927,9402,14677,11285,11575,3445,4736,6378,6817,3945,903,327,3911,,,,,,,,,,,,,,,,,,6652,5925,4392,1958,1392,1223,983,3866,578,14550,26291,20281,14669,15927,9402,14677,11285,11575,3945,903,3926,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000003,,,,,,,,,,,,6462,6355,3647,1842,1457,1004,921,395,890,2790,405,,,,,,,,,13565,13062,6363,1955,1955,189,6169,4639,5001,3924,3292,994,1683,2157,2061,1715,189,189,1715,,,,,,,,,,,,,,,,,,6462,6355,3647,1842,1457,1004,921,2790,405,13565,13062,6363,1955,6169,4639,5001,3924,3292,1715,189,1715,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224,21439,20967,14651,14226,2209,17031,10170,14595,11062,11699,3825,4753,6552,6946,4213,903,327,4160,,,,,,,,,,,,,,,,,,,,,,,,,,,3224,21439,20967,14651,17031,10170,14595,11062,11699,4213,903,4167,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,21203,20637,14088,13670,2209,17085,9523,14646,10943,11521,3553,4503,6422,6818,4165,903,327,4118,,,,,,,,,,,,,,,,,,,,,,,,,,,2780,21203,20637,14088,17085,9523,14646,10943,11521,4165,903,4125,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099,16629,16875,11266,10981,2131,12089,4573,10936,7357,7161,2433,4037,4746,4031,2906,713,323,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,2099,16629,16875,11266,12089,4573,10936,7357,7161,2906,713,2917,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257,13649,13014,8689,8821,1583,13296,8037,11520,7771,8929,2843,2455,4082,6143,3184,527,84,3166,,,,,,,,,,,,,,,,,,,,,,,,,,,2257,13649,13014,8689,13296,8037,11520,7771,8929,3184,527,3162,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,4486,4969,2590,2590,189,4053,2722,3288,2124,2301,1352,1371,1043,913,572,189,189,572,,,,,,,,,,,,,,,,,,,,,,,,,,,1818,4486,4969,2590,4053,2722,3288,2124,2301,572,189,572,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5911,6055,2889,2389,2389,189,1831,1181,1609,1481,937,189,817,505,405,23,189,189,23,,,,,,,,,,,,,,,,,,,,,,,,,,,5911,6055,2889,2389,1831,1181,1609,1481,937,23,189,23,,,,,,,,,
ACSSF,2012m1,co,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6492,6104,4105,1074,1074,189,3966,2561,3049,1829,2025,1352,1115,915,863,571,189,189,571,,,,,,,,,,,,,,,,,,,,,,,,,,,6492,6104,4105,1074,3966,2561,3049,1829,2025,571,189,571,,,,,,,,,
