ACSSF,2012e1,co,000,0163,0000001,116424
ACSSF,2012e1,co,000,0163,0000002,98167
ACSSF,2012e1,co,000,0163,0000003,18257
ACSSF,2012e1,co,000,0163,0000004,100722
ACSSF,2012e1,co,000,0163,0000005,85792
ACSSF,2012e1,co,000,0163,0000006,53445
ACSSF,2012e1,co,000,0163,0000007,32347
ACSSF,2012e1,co,000,0163,0000008,14930
ACSSF,2012e1,co,000,0163,0000009,5119
ACSSF,2012e1,co,000,0163,0000010,9811
ACSSF,2012e1,co,000,0163,0000011,15702
ACSSF,2012e1,co,000,0163,0000012,30632
ACSSF,2012e1,co,000,0163,0000013,4131
ACSSF,2012e1,co,000,0163,0000014,4268
ACSSF,2012e1,co,000,0163,0000015,9793
ACSSF,2012e1,co,000,0163,0000016,15799
ACSSF,2012e1,co,000,0163,0000017,626
ACSSF,2012e1,co,000,0163,0000018,17128
ACSSF,2012e1,co,000,0163,0000019,8686
ACSSF,2012e1,co,000,0163,0000020,8914
ACSSF,2012e1,co,000,0163,0000021,3984
ACSSF,2012e1,co,000,0163,0000022,4069
ACSSF,2012e1,co,000,0163,0000023,7283
ACSSF,2012e1,co,000,0163,0000024,599
ACSSF,2012e1,co,000,0163,0000025,2130
ACSSF,2012e1,co,000,0163,0000026,8237
ACSSF,2012e1,co,000,0163,0000027,907
ACSSF,2012e1,co,000,0163,0000028,6184
ACSSF,2012e1,co,000,0163,0000029,15799
ACSSF,2012e1,co,000,0163,0000030,7576
ACSSF,2012e1,co,000,0163,0000031,5560
ACSSF,2012e1,co,000,0163,0000032,
ACSSF,2012e1,co,000,0163,0000033,3902
ACSSF,2012e1,co,000,0163,0000034,636
ACSSF,2012e1,co,000,0163,0000035,495
ACSSF,2012e1,co,000,0163,0000036,3848
ACSSF,2012e1,co,000,0163,0000037,
ACSSF,2012e1,co,000,0163,0000038,489
ACSSF,2012e1,co,000,0163,0000039,8237
ACSSF,2012e1,co,000,0163,0000040,6184
ACSSF,2012e1,co,000,0163,0000041,2130
ACSSF,2012e1,co,000,0163,0000042,15799
ACSSF,2012e1,co,000,0163,0000043,7576
ACSSF,2012e1,co,000,0163,0000044,495
ACSSF,2012e1,co,000,0163,0000045,5560
ACSSF,2012e1,co,000,0163,0000046,3848
ACSSF,2012e1,co,000,0163,0000047,16567
ACSSF,2012e1,co,000,0163,0000048,19555
ACSSF,2012e1,co,000,0163,0000049,17224
ACSSF,2012e1,co,000,0163,0000050,18413
ACSSF,2012e1,co,000,0163,0000051,28825
ACSSF,2012e1,co,000,0163,0000052,5679
ACSSF,2012e1,co,000,0163,0000053,10161
ACSSF,2012e1,co,000,0163,0000054,8053
ACSSF,2012e1,co,000,0163,0000055,1129
ACSSF,2012e1,co,000,0163,0000056,7785
ACSSF,2012e1,co,000,0163,0000057,1952
ACSSF,2012e1,co,000,0163,0000058,5671
ACSSF,2012e1,co,000,0163,0000059,797
ACSSF,2012e1,co,000,0163,0000060,11922
ACSSF,2012e1,co,000,0163,0000061,4069
ACSSF,2012e1,co,000,0163,0000062,3000
ACSSF,2012e1,co,000,0163,0000063,782
ACSSF,2012e1,co,000,0163,0000064,693
ACSSF,2012e1,co,000,0163,0000065,8706
ACSSF,2012e1,co,000,0163,0000066,702
ACSSF,2012e1,co,000,0163,0000067,622
ACSSF,2012e1,co,000,0163,0000068,
ACSSF,2012e1,co,000,0163,0000069,2774
ACSSF,2012e1,co,000,0163,0000070,
ACSSF,2012e1,co,000,0163,0000071,724
ACSSF,2012e1,co,000,0163,0000072,920
ACSSF,2012e1,co,000,0163,0000073,1113
ACSSF,2012e1,co,000,0163,0000074,7526
ACSSF,2012e1,co,000,0163,0000075,3058
ACSSF,2012e1,co,000,0163,0000076,2785
ACSSF,2012e1,co,000,0163,0000077,1514
ACSSF,2012e1,co,000,0163,0000078,1121
ACSSF,2012e1,co,000,0163,0000079,892
ACSSF,2012e1,co,000,0163,0000080,5143
ACSSF,2012e1,co,000,0163,0000081,2080
ACSSF,2012e1,co,000,0163,0000082,1014
ACSSF,2012e1,co,000,0163,0000083,
ACSSF,2012e1,co,000,0163,0000084,
ACSSF,2012e1,co,000,0163,0000085,
ACSSF,2012e1,co,000,0163,0000086,2153
ACSSF,2012e1,co,000,0163,0000087,3337
ACSSF,2012e1,co,000,0163,0000088,3638
ACSSF,2012e1,co,000,0163,0000089,2144
ACSSF,2012e1,co,000,0163,0000090,10445
ACSSF,2012e1,co,000,0163,0000091,890
ACSSF,2012e1,co,000,0163,0000092,4301
ACSSF,2012e1,co,000,0163,0000093,
ACSSF,2012e1,co,000,0163,0000094,1580
ACSSF,2012e1,co,000,0163,0000095,87
ACSSF,2012e1,co,000,0163,0000096,4478
ACSSF,2012e1,co,000,0163,0000097,1973
ACSSF,2012e1,co,000,0163,0000098,9390
ACSSF,2012e1,co,000,0163,0000099,1865
ACSSF,2012e1,co,000,0163,0000100,1269
ACSSF,2012e1,co,000,0163,0000101,5489
ACSSF,2012e1,co,000,0163,0000102,15799
