ACSSF,2012m1,co,000,0009,0000001,29481,2079,370,196,13622,4212,826,460,1007,1448,429,435,599,1848,2587,1408,105,1091,1977,986,1756,1105,3754,618,768,2734,189,575,1569,122,3157,1184,4644,5771,1837,14353,440,8288,2238,7570,2802,18192,570,2771,189,3263,437,1583,17290,775,11376,704,2139,311,157,58,464,2105,6730,658,8276,1768,1277,5345,2725,6043,7318,1062,1258,2034,936,189,6640,80,3533,1470,354,173,2086,239,506,3013,1039,549,371,133,4377,281,6722,2514,1830,2653,4168,3014,522,215,260,52,509,1003,557,2468,662,81,568,189,1836,22000,29481,13622,4212,3754,3157,4644,5771,14353,8288,7570,2802,18192,2771,3263,17290,11376,2139,6730,8276,1768,5345,6043,7318,2034,6640,6722,2514,2653,4168,3014,23410
ACSSF,2012m1,co,000,0009,0000002,34551,2047,370,74,12740,4098,769,460,1002,1384,429,435,614,1848,2562,1390,105,975,1920,951,1495,1102,3542,466,624,2583,189,481,1483,122,2854,1021,3986,5169,1842,13023,440,7953,2186,7331,2849,17450,564,2458,189,3166,416,1551,17002,775,11016,704,2049,251,132,57,273,2096,6288,573,7356,1653,1326,5135,2656,5853,6731,1025,1142,1988,892,189,6625,80,3499,1470,354,173,2086,238,506,3013,1039,549,371,133,4363,198,5805,2363,1793,2579,3674,2942,522,215,260,52,509,966,458,2457,635,81,568,189,1816,22523,34551,12740,4098,3542,2854,3986,5169,13023,7953,7331,2849,17450,2458,3166,17002,11016,2049,6288,7356,1653,5135,5853,6731,1988,6625,5805,2363,2579,3674,2942,23715
ACSSF,2012m1,co,000,0009,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19726,4962,729,990,1272,1759,2550,6304,2390,2686,1026,7359,991,936,5900,3463,444,2491,2826,580,1066,2439,2458,392,285,2391,1116,450,1749,417,10414
ACSSF,2012m1,co,000,0009,0000004,30235,2079,370,196,12871,4167,826,460,996,1318,429,435,587,1848,2587,1396,105,1039,2059,986,1609,1105,3655,617,718,2608,189,585,1516,122,3032,1164,4462,5349,1761,13278,440,8533,2205,7683,2641,18415,570,2791,189,3268,430,1564,16906,773,11354,691,2089,311,157,58,378,2053,6518,623,8288,1603,1277,5227,2606,5873,7221,1053,1196,2020,939,189,6633,80,3533,1470,354,173,2086,209,506,3013,1039,549,371,133,4397,198,6524,2477,1826,2599,3947,2991,522,215,260,52,509,966,557,2468,635,81,568,189,1833,21437,30235,12871,4167,3655,3032,4462,5349,13278,8533,7683,2641,18415,2791,3268,16906,11354,2089,6518,8288,1603,5227,5873,7221,2020,6633,6524,2477,2599,3947,2991,22609
ACSSF,2012m1,co,000,0009,0000005,29346,2079,370,196,12340,4061,826,460,996,1304,429,435,587,1634,2587,1391,105,1004,2114,896,1392,1105,3657,617,718,2684,189,536,1518,122,2965,1137,4094,5112,1686,12223,440,8311,2125,7297,2676,18330,557,2738,189,2797,430,1563,16105,773,11173,691,1919,309,132,58,378,2022,6537,609,8068,1579,1251,4988,2438,5453,6701,1062,1183,2033,897,189,6454,80,3393,1470,354,173,2086,201,506,2966,1039,549,371,133,4401,198,6545,2452,1713,2591,3566,2991,522,215,260,52,509,966,557,2468,635,81,568,189,1829,20674,29346,12340,4061,3657,2965,4094,5112,12223,8311,7297,2676,18330,2738,2797,16105,11173,1919,6537,8068,1579,4988,5453,6701,2033,6454,6545,2452,2591,3566,2991,22020
ACSSF,2012m1,co,000,0009,0000006,21841,2047,315,189,6639,3165,261,205,120,962,388,403,341,813,2492,958,189,745,1474,692,1031,861,2180,418,541,1635,189,416,784,189,1904,899,2741,3193,1040,7489,385,4693,1164,4765,1639,10577,480,1704,189,1959,341,1442,11104,440,6158,590,1224,164,189,57,174,1554,3484,360,4381,1216,855,3426,1770,4094,4966,673,736,1773,595,189,5798,80,3223,919,354,173,1361,199,506,2317,867,544,371,189,3876,89,4260,1198,1477,1974,2131,2578,513,189,151,189,487,121,325,2415,320,81,463,189,1349,16305,21841,6639,3165,2180,1904,2741,3193,7489,4693,4765,1639,10577,1704,1959,11104,6158,1224,3484,4381,1216,3426,4094,4966,1773,5798,4260,1198,1974,2131,2578,16853
ACSSF,2012m1,co,000,0009,0000007,23286,284,206,196,9971,2230,826,408,986,806,176,157,518,1352,864,865,105,647,1562,478,839,746,2894,619,476,2035,189,314,1097,122,2402,618,3249,4319,1244,9448,231,5697,1929,6218,2168,13504,190,2166,189,2015,236,712,9719,608,8490,453,1494,259,132,10,332,1384,5502,399,7016,1137,935,4173,1730,3652,4738,796,852,1010,694,189,3561,189,525,1121,189,189,1396,20,189,1259,579,86,189,133,2666,177,5594,2068,748,1422,2957,1759,86,215,215,52,129,961,418,976,539,189,330,189,1299,17855,23286,9971,2230,2894,2402,3249,4319,9448,5697,6218,2168,13504,2166,2015,9719,8490,1494,5502,7016,1137,4173,3652,4738,1010,3561,5594,2068,1422,2957,1759,18728
ACSSF,2012m1,co,000,0009,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8004,1933,921,685,1042,1207,1499,3260,2103,2240,597,4354,536,1271,4404,2330,642,1406,1229,268,1172,1294,1826,170,851,1313,546,124,1473,189,4186
ACSSF,2012m1,co,000,0009,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365,1155,78,355,397,605,780,1826,1469,966,487,2936,231,745,2632,1414,627,1026,715,170,1021,484,1304,103,766,539,309,51,327,189,3961
ACSSF,2012m1,co,000,0009,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9186,1591,917,624,968,954,1356,2743,1601,1814,323,3797,487,1021,3505,1884,96,1001,988,215,543,1217,1292,142,484,1214,508,112,1469,189,4790
