ACSSF,2012e1,co,000,0018,0000086,28921,4355,1583,735,848,0,2772,1531,1241,6284,3254,1924,1044,286,3030,2556,474,18282,14544,10620,2008,1916,3738,3577,161,12562,5434,7128,854,2248,1032,1056,986,263,307,382,104242,91680,12562,,,,28921,10639,6746,3893,18282,14197,4085,12562,5434,7128,854,5322,952
ACSSF,2012e1,co,000,0018,0000087,,,,,,,,,,,,,,,,,,,,,,,,,,3191,1638,1553,168,311,99,299,0,204,59,413,110515,107324,3191,,,,21894,8989,8734,255,12905,12286,619,3191,1638,1553,168,709,676
ACSSF,2012e1,co,000,0018,0000088,28223,5818,1395,891,504,0,4423,4285,138,8388,4002,2221,1781,0,4386,4386,0,14017,12176,11364,103,709,1841,1730,111,,,,,,,,,,,,129445,123400,6045,,,,28223,14206,11783,2423,14017,13094,923,6045,3921,2124,583,800,741
ACSSF,2012e1,co,000,0018,0000089,19540,4252,2605,1780,324,501,1647,1586,61,6070,4560,3004,606,950,1510,1510,0,9218,8074,7814,0,260,1144,1144,0,,,,,,,,,,,,100112,95338,4774,,,,19540,10322,7880,2442,9218,8958,260,4774,3154,1620,42,864,714
ACSSF,2012e1,co,000,0018,0000090,31056,3939,1798,1779,19,0,2141,2141,0,8684,5841,5456,385,0,2843,2843,0,18433,15294,14416,214,664,3139,3107,32,5663,2409,3254,133,1052,762,22,395,57,114,719,119346,113683,5663,,,,31056,12623,12219,404,18433,17523,910,5663,2409,3254,133,2231,890
ACSSF,2012e1,co,000,0018,0000091,25695,4821,1170,503,187,480,3651,3249,402,4535,3278,2262,79,937,1257,1257,0,16339,12227,10395,263,1569,4112,3869,243,9433,4258,5175,404,278,908,793,465,285,577,1465,124221,114788,9433,,,,25695,9356,7271,2085,16339,14264,2075,9433,4258,5175,404,2444,2327
ACSSF,2012e1,co,000,0018,0000092,,,,,,,,,,,,,,,,,,,,,,,,,,6079,2851,3228,379,299,527,357,141,24,294,1207,97697,91618,6079,,,,16676,8325,6893,1432,8351,7376,975,6079,2851,3228,379,1324,1525
ACSSF,2012e1,co,000,0018,0000093,29839,3741,1293,932,361,0,2448,2206,242,3716,1546,850,0,696,2170,2170,0,22382,18197,16280,667,1250,4185,4185,0,7785,3585,4200,533,1012,253,377,160,239,133,1493,106389,98604,7785,,,,29839,7457,6158,1299,22382,20465,1917,7785,3585,4200,533,1802,1865
ACSSF,2012e1,co,000,0018,0000094,27924,8950,2977,949,1864,164,5973,5059,914,8505,5027,4269,758,0,3478,2599,879,10469,7562,6438,602,522,2907,2520,387,14650,10351,4299,330,1054,357,316,420,173,345,1304,110959,96309,14650,,,,27924,17455,12876,4579,10469,8958,1511,14650,10351,4299,330,2147,1822
ACSSF,2012e1,co,000,0018,0000095,29219,1529,835,835,0,0,694,694,0,2924,2444,2150,294,0,480,451,29,24766,21318,18226,1165,1927,3448,3034,414,9223,2611,6612,783,1082,1039,344,575,1298,569,922,109741,100518,9223,,,,29219,4453,4130,323,24766,21260,3506,9223,2611,6612,783,3040,2789
ACSSF,2012e1,co,000,0018,0000096,25211,1258,758,758,0,0,500,500,0,3595,3104,2731,373,0,491,462,29,20358,17200,13543,1235,2422,3158,2607,551,8807,3096,5711,1017,1061,1163,312,489,419,691,559,101900,93093,8807,,,,25211,4853,4451,402,20358,16150,4208,8807,3096,5711,1017,3025,1669
ACSSF,2012e1,co,000,0018,0000097,55714,16593,7537,1438,5252,847,9056,4474,4582,19578,10020,3571,5664,785,9558,6173,3385,19543,13374,7740,3700,1934,6169,4884,1285,52567,36036,16531,2394,4744,3240,2279,1755,876,367,876,216839,164272,52567,,,,55714,36171,15656,20515,19543,12624,6919,52567,36036,16531,2394,12018,2119
ACSSF,2012e1,co,000,0018,0000098,38665,2862,974,252,632,90,1888,1237,651,5395,2556,1242,1127,187,2839,1538,1301,30408,26121,20331,3416,2374,4287,3742,545,20506,11135,9371,905,1673,1701,1775,504,850,498,1465,219264,198758,20506,,,,38665,8257,4269,3988,30408,24073,6335,20506,11135,9371,905,5653,2813
ACSSF,2012e1,co,000,0018,0000099,,,,,,,,,,,,,,,,,,,,,,,,,,9492,6907,2585,687,544,334,362,20,0,118,520,76362,66870,9492,,,,21968,3651,2253,1398,18317,15111,3206,9492,6907,2585,687,1260,638
ACSSF,2012e1,co,000,0018,0000100,70516,7031,3775,603,2846,326,3256,2440,816,9696,4607,1884,2329,394,5089,3937,1152,53789,43750,31726,7226,4798,10039,9038,1001,45263,20899,24364,3688,5905,4354,4159,2467,984,503,2304,285562,240299,45263,,,,70516,16727,8864,7863,53789,40764,13025,45263,20899,24364,3688,16885,3791
ACSSF,2012e1,co,000,0018,0000101,49381,11453,3258,1116,1592,550,8195,6454,1741,11871,6514,5289,241,984,5357,4784,573,26057,20036,18335,412,1289,6021,5915,106,17256,10564,6692,631,725,931,700,273,252,589,2591,233348,216092,17256,,,,49381,23324,17643,5681,26057,24250,1807,17256,10564,6692,631,2629,3432
ACSSF,2012e1,co,000,0018,0000102,132332,37498,14426,2913,9756,1757,23072,17251,5821,32785,16632,4083,8484,4065,16153,12672,3481,62049,47741,34882,6654,6205,14308,11956,2352,97763,65250,32513,4551,5960,6309,4672,2597,2170,2733,3521,634265,536502,97763,,,,132332,70283,36919,33364,62049,46838,15211,97763,65250,32513,4551,19538,8424
ACSSF,2012e1,co,000,0018,0000103,85224,3600,932,254,268,410,2668,2668,0,6880,5094,3704,726,664,1786,1786,0,74744,66298,59490,3043,3765,8446,8399,47,20508,9627,10881,1775,1421,1672,1780,1107,923,451,1752,300596,280088,20508,,,,85224,10480,8412,2068,74744,67889,6855,20508,9627,10881,1775,5980,3126
ACSSF,2012e1,co,000,0018,0000104,20994,1323,692,589,103,0,631,631,0,1098,637,637,0,0,461,461,0,18573,14459,12566,394,1499,4114,4114,0,5217,1892,3325,485,690,298,444,188,159,0,1061,72955,67738,5217,,,,20994,2421,2318,103,18573,16680,1893,5217,1892,3325,485,1620,1220
ACSSF,2012e1,co,000,0018,0000105,36473,4489,1561,1149,118,294,2928,2282,646,7350,4701,3436,665,600,2649,2486,163,24634,21744,19875,732,1137,2890,2748,142,10774,6405,4369,717,918,628,203,131,387,197,1188,192313,181539,10774,,,,36473,11839,9353,2486,24634,22623,2011,10774,6405,4369,717,1880,1772
ACSSF,2012e1,co,000,0018,0000106,31357,6345,1561,1057,504,0,4784,4646,138,9039,4653,2872,1781,0,4386,4386,0,15973,13939,13127,103,709,2034,1923,111,,,,,,,,,,,,144721,138430,6291,,,,31357,15384,12961,2423,15973,15050,923,6291,4075,2216,583,841,792
ACSSF,2012e1,co,000,0018,0000107,30905,8240,2443,1163,499,781,5797,4698,1099,11802,9181,4672,2761,1748,2621,2386,235,10863,9597,7045,634,1918,1266,1266,0,14378,9862,4516,513,1317,1265,543,199,162,262,255,123033,108655,14378,,,,30905,20042,12919,7123,10863,8311,2552,14378,9862,4516,513,3324,679
ACSSF,2012e1,co,000,0018,0000108,16703,5145,1132,245,887,0,4013,3304,709,4496,2268,876,574,818,2228,1993,235,7062,4431,3408,602,421,2631,2483,148,10545,7417,3128,154,787,461,147,343,38,284,914,72746,62201,10545,,,,16703,9641,6418,3223,7062,5891,1171,10545,7417,3128,154,1738,1236
ACSSF,2012e1,co,000,0018,0000109,110445,13567,3993,2837,570,586,9574,9166,408,17302,8522,5648,2144,730,8780,7515,1265,79576,64191,56821,2554,4816,15385,14471,914,34744,17721,17023,1447,3647,2226,1812,1584,1249,1202,3856,549160,514416,34744,,,,110445,30869,25166,5703,79576,71292,8284,34744,17721,17023,1447,9269,6307
ACSSF,2012e1,co,000,0018,0000110,,,,,,,,,,,,,,,,,,,,,,,,,,4793,1880,2913,253,493,334,310,182,435,322,584,94047,89254,4793,,,,19416,4736,3733,1003,14680,13298,1382,4793,1880,2913,253,1319,1341
ACSSF,2012e1,co,000,0018,0000111,39794,7137,3470,1222,2248,0,3667,2768,899,5662,4440,1978,1718,744,1222,937,285,26995,20631,17129,1677,1825,6364,5684,680,17970,12276,5694,195,2025,902,1075,485,179,232,601,156792,138822,17970,,,,39794,12799,6905,5894,26995,22813,4182,17970,12276,5694,195,4487,1012
ACSSF,2012e1,co,000,0018,0000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106924,103537,3387,,,,24536,6903,5986,917,17633,16660,973,3387,1589,1798,57,686,1055
ACSSF,2012e1,co,000,0018,0000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110027,106355,3672,,,,25119,16444,15490,954,8675,8228,447,3672,2255,1417,238,536,643
ACSSF,2012e1,co,000,0018,0000114,59526,8953,4801,1429,2631,741,4152,2927,1225,12779,7998,2665,3151,2182,4781,3267,1514,37794,31051,24890,3069,3092,6743,6475,268,26120,14910,11210,922,2755,2241,2063,942,503,311,1473,226448,200328,26120,,,,59526,21732,10288,11444,37794,31365,6429,26120,14910,11210,922,8001,2287
ACSSF,2012e1,co,000,0018,0000115,16126,4252,2018,1056,848,114,2234,1824,410,6137,3606,542,2893,171,2531,2037,494,5737,3857,3098,396,363,1880,1790,90,11812,7613,4199,715,1063,522,565,266,654,216,198,69944,58132,11812,,,,16126,10389,5459,4930,5737,4888,849,11812,7613,4199,715,2416,1068
