ACSSF,2012e1,co,000,0095,0000001,4152392,2073202,1047840,0,1047840,2089,1549,6605,5426,22131,9881,23057,21233,41036,28993,60791,75554,67087,74908,57119,64701,94913,73104,125980,191683,1025362,169341,856021,105770,57962,53903,64906,68251,41917,47558,35743,47348,27009,51219,45498,30819,30136,22189,20514,26648,18645,25047,34939,2079190,737285,0,737285,1547,1376,3808,7818,22551,13644,24003,18558,32862,24722,56834,70561,67599,59661,47769,50703,66336,48443,59309,59181,1341905,304188,1037717,123253,85344,97797,114903,102261,59649,62537,43575,52174,35004,55949,44845,30373,26922,19547,17695,20634,14704,16027,14524,29237,35268,51346,16856,23331,41378,12385
ACSSF,2012e1,co,000,0095,0000002,3568493,1769777,901652,0,901652,1511,1252,5145,4354,18436,8653,19988,18500,36396,24530,53533,66039,58555,63627,48673,57229,81786,62707,108352,162386,868125,145514,722611,87719,51499,47387,58648,59587,36090,41069,30130,40607,21395,42902,38746,25253,24309,17908,16424,21360,14954,20155,26469,1798716,645022,0,645022,1335,1097,3359,6567,19733,11887,20867,15656,27475,21941,49634,60736,59281,52777,42297,45648,58173,43007,52200,51352,1153694,264167,889527,105158,74883,82419,98964,87508,51109,53758,36426,46187,30314,49318,38769,25287,22579,16630,14769,17698,12980,13645,11126,29110,34850,51252,16240,23595,41565,12381
ACSSF,2012e1,co,000,0095,0000003,583899,303425,146188,0,146188,578,297,1460,1072,3695,1228,3069,2733,4640,4463,7258,9515,8532,11281,8446,7472,13127,10397,17628,29297,157237,23827,133410,18051,6463,6516,6258,8664,5827,6489,5613,6741,5614,8317,6752,5566,5827,4281,4090,5288,3691,4892,8470,280474,92263,0,92263,212,279,449,1251,2818,1757,3136,2902,5387,2781,7200,9825,8318,6884,5472,5055,8163,5436,7109,7829,188211,40021,148190,18095,10461,15378,15939,14753,8540,8779,7149,5987,4690,6631,6076,5086,4343,2917,2926,2936,1724,2382,3398,30045,37662,52036,21047,21831,39834,12410
ACSSF,2012e1,co,000,0095,0000004,3819522,1900056,971613,0,971613,1424,1370,5580,4790,20211,8864,20328,19311,37663,26003,55356,69189,61877,67580,52357,60637,88428,67988,118236,184421,928443,157692,770751,88320,52693,49077,59648,61423,37885,43150,32818,43092,24166,46038,41718,27953,27152,19729,18679,23920,17481,23064,32745,1919466,689303,0,689303,1286,1196,3605,7267,20943,12030,21993,16268,29762,22754,51627,65238,63225,55508,44024,48172,63039,47010,57061,57295,1230163,281189,948974,113439,77924,87463,104191,92450,54262,56578,39164,48312,32107,52672,41844,27905,24608,17951,16983,19079,13808,14942,13292,30065,35947,51846,17105,23913,41776,12473
ACSSF,2012e1,co,000,0095,0000005,3591613,1779327,917470,0,917470,1168,1260,5158,4320,19678,8568,18454,18226,34121,24598,51763,64560,56774,61803,49196,57779,84109,64251,113268,178416,861857,148449,713408,78151,49931,45904,56391,57240,34628,40745,30613,39014,21910,42837,38797,25738,25668,18516,16667,22831,16014,21866,29947,1812286,652170,0,652170,1230,1016,3337,6817,19695,11146,19452,15409,28027,21037,48504,61616,58396,51601,42225,45313,60178,45519,56112,55540,1160116,269003,891113,106231,74013,81427,98564,87185,50958,52780,37251,45099,29665,49829,39400,25129,23211,16927,16189,18011,12560,14497,12187,30249,36363,52241,17114,24078,42128,12447
ACSSF,2012e1,co,000,0095,0000006,1646255,812645,398026,0,398026,282,771,2471,2476,8725,4728,10668,11169,16527,12819,26553,30458,24503,29056,21431,25688,34238,26013,45724,63726,414619,68309,346310,38348,29537,23386,30828,30726,19530,21445,16281,18143,9144,18480,17675,10286,10076,8441,7895,10308,6016,7983,11782,833610,294552,0,294552,416,496,1819,3389,8839,5919,10594,7015,14703,10047,23836,30669,26192,23548,18748,20501,28056,16809,21250,21706,539058,118369,420689,51983,40185,38518,48694,40604,24343,26282,17147,19214,12304,23329,17626,10557,11103,7313,6674,7844,6009,6125,4835,26586,31451,48873,15093,22313,40504,11906
ACSSF,2012e1,co,000,0095,0000007,1945358,966682,519444,0,519444,886,489,2687,1844,10953,3840,7786,7057,17594,11779,25210,34102,32271,32747,27765,32091,49871,38238,67544,114690,447238,80140,367098,39803,20394,22518,25563,26514,15098,19300,14332,20871,12766,24357,21122,15452,15592,10075,8772,12523,9998,13883,18165,978676,357618,0,357618,814,520,1518,3428,10856,5227,8858,8394,13324,10990,24668,30947,32204,28053,23477,24812,32122,28710,34862,33834,621058,150634,470424,54248,33828,42909,49870,46581,26615,26498,20104,25885,17361,26500,21774,14572,12108,9614,9515,10167,6551,8372,7352,32267,40637,56973,20003,25479,44722,13230
ACSSF,2012e1,co,000,0095,0000008,227909,120729,54143,0,54143,256,110,422,470,533,296,1874,1085,3542,1405,3593,4629,5103,5777,3161,2858,4319,3737,4968,6005,66586,9243,57343,10169,2762,3173,3257,4183,3257,2405,2205,4078,2256,3201,2921,2215,1484,1213,2012,1089,1467,1198,2798,107180,37133,0,37133,56,180,268,450,1248,884,2541,859,1735,1717,3123,3622,4829,3907,1799,2859,2861,1491,949,1755,70047,12186,57861,7208,3911,6036,5627,5265,3304,3798,1913,3213,2442,2843,2444,2776,1397,1024,794,1068,1248,445,1105,25959,30631,42446,16944,21995,36528,13169
ACSSF,2012e1,co,000,0095,0000009,74357,37166,14790,0,14790,0,0,74,75,142,231,676,379,1619,387,825,1406,1439,1396,726,727,1202,973,986,1527,22376,2900,19476,3115,1289,755,1589,1933,1214,979,875,946,329,974,845,765,484,257,575,357,601,408,1186,37191,12013,0,12013,0,0,194,380,754,409,775,363,355,431,1020,1649,1486,1310,440,822,557,265,52,751,25178,3511,21667,2480,1253,2247,2047,2460,1169,1325,298,1775,1056,1142,1182,817,540,289,275,283,722,76,231,22392,26041,40604,14677,20805,33154,13241
ACSSF,2012e1,co,000,0095,0000010,153552,83563,39353,0,39353,256,110,348,395,391,65,1198,706,1923,1018,2768,3223,3664,4381,2435,2131,3117,2764,3982,4478,44210,6343,37867,7054,1473,2418,1668,2250,2043,1426,1330,3132,1927,2227,2076,1450,1000,956,1437,732,866,790,1612,69989,25120,0,25120,56,180,74,70,494,475,1766,496,1380,1286,2103,1973,3343,2597,1359,2037,2304,1226,897,1004,44869,8675,36194,4728,2658,3789,3580,2805,2135,2473,1615,1438,1386,1701,1262,1959,857,735,519,785,526,369,874,27755,31483,43301,18631,22916,37623,13129
