ACSSF,2012e1,co,000,0121,0000001,35110,52467,59578,62235,52181,72295,74513,75149,59861,36795,37360,63431,33216,32046,55607,61926,35895,17215,23033,41126,29826,52407,12659,17434,15142,30334,30684,30146,34863,22032,32290,40218,30183,31225,31704,22112,35110,40748,65924,67288,70792,61428,77584,80287,80179,65833,42558,38584,102431,40932,37946,75416,102518,38787,21060,26044,43897,31192,55006,14829,21046,19710,36268,40632,31206,34970,24524,32092,40214,31387,34376,32145,23046,30087,44886,50811,52435,47684,60691,62912,62897,53965,33472,36960,50390,30965,26349,51228,57225,34682,14889,22326,33581,23380,48262,11856,12417,13378,26879,21303,29642,31276,10579,44904,40406,23703,21553,30483,18069,1891455,1004912,437475,125549,179582,151119,111187,886543,419688,149569,281576,6830,28880,452217,255387,40331,57304,40346,69698,47708,196830,48470,69034,60873,3612,14841
ACSSF,2012e1,co,000,0121,0000002,35081,53059,60221,64044,52337,71857,73625,74788,57040,36936,37667,63444,32374,33897,56002,62212,36194,17077,23371,39793,29721,53633,12743,17289,15317,30443,30578,30370,34404,21828,32067,39865,30109,31499,31346,22118,35081,40550,66232,69823,73218,61214,76540,78676,77134,62393,42747,39385,102117,40471,39197,74197,102240,37168,20720,25909,42166,31112,55027,14707,20923,19792,35939,40279,31178,34348,23368,31893,39853,31068,34658,31411,22719,30224,45392,50953,52623,48448,60568,62535,64303,52258,34020,37013,51306,30526,27161,51763,57593,35602,14964,22535,31620,23858,50525,11976,12469,13573,27176,21447,30109,35692,10822,45473,40240,25259,22029,31179,18265,1593763,839264,370221,105823,157029,114407,91784,754499,359687,127020,239103,5037,23652,418888,237422,36875,53816,38486,64091,44154,181466,44478,63829,56552,2953,13654
ACSSF,2012e1,co,000,0121,0000003,35307,50787,55304,56852,50217,80610,85112,78750,69420,35368,34266,62483,37323,21587,50885,60548,34019,18933,21698,47376,30680,50558,12187,18441,13792,28235,31637,26851,36038,22451,35839,41267,30746,27499,36266,21983,35307,41780,62417,60747,60222,65766,87037,90102,85545,82392,42023,32569,135417,42450,27078,80357,118304,46533,25539,40885,49366,37542,54755,15532,21987,18554,41260,43666,31568,36438,27574,35372,41251,35998,31991,41080,27451,27774,41241,49435,51799,41200,62500,71932,42287,63901,31838,35996,29957,33570,18120,45530,52336,31712,14190,21352,41165,15320,42418,10777,11819,12293,25239,19841,26270,20604,10466,39891,65256,18617,18765,20111,14659,297692,165648,67254,19726,22553,36712,19403,132044,60001,22549,42473,1793,5228,33329,17965,3456,3488,1860,5607,3554,15364,3992,5205,4321,659,1187
ACSSF,2012e1,co,000,0121,0000004,35620,54246,60677,65376,52499,73014,74828,76131,60223,37147,38209,65703,32490,34016,55906,62108,35812,17365,23639,41574,30044,55103,12642,17609,15574,30580,30756,30484,35466,23392,32472,40381,30157,31402,31574,22131,35620,41218,66969,70116,74000,61670,80005,80467,80655,66370,43497,38822,102157,41031,40086,78050,107007,37265,21075,26191,44299,31485,56394,15016,20854,19939,36653,40930,31646,35475,25342,32282,40380,31325,35023,31854,23091,30438,45655,51417,54797,48485,61416,63113,65799,54849,33685,37537,51207,30497,27172,51418,57385,34851,15069,22732,33792,22516,50069,11811,13006,14086,27155,21415,30127,35209,11044,43668,40406,24463,21737,30873,18048,1743030,922526,410270,115269,167003,129366,100618,820504,392810,136378,258275,6250,26791,418261,236004,37940,53341,37666,62426,44631,182257,46245,61677,56566,3234,14535
ACSSF,2012e1,co,000,0121,0000005,35878,55163,61242,66449,53729,73429,75191,76262,60362,37429,38485,65977,32492,35484,55549,62007,35562,17116,23917,41855,30080,59212,12475,17228,15203,30685,30771,30639,35640,23368,32355,40870,30073,31249,31600,22237,35878,41572,67469,70936,75509,62145,80128,80644,80776,65644,44999,39516,102333,41228,41236,76979,105361,36397,20636,26166,45008,31596,60147,14517,20358,18915,36950,41179,31926,35603,25049,32133,40894,31319,35213,31823,23390,30595,46105,52042,56027,49542,61854,63635,65433,54948,33874,37451,51338,30416,26863,51399,57452,35038,15012,23063,31441,21000,51947,11753,12454,13955,27285,21290,30234,36979,11715,45037,37428,23624,20884,30931,17662,1636137,863580,391079,103664,157887,116685,94265,772557,372826,125743,242814,5886,25288,393458,221583,35769,50198,35332,58207,42077,171875,44187,57608,54432,2734,12914
ACSSF,2012e1,co,000,0121,0000006,32012,51225,55989,60344,51934,70401,72206,70776,51723,36482,36768,62321,31791,32697,52377,60625,34097,16492,23669,33174,27286,50701,12986,16370,14813,28212,26646,29332,31563,22885,30130,37295,27024,30292,28681,21404,32012,36847,61891,65035,67916,56766,74048,75932,74484,57071,42616,36415,98131,40749,39115,65788,91598,34474,19310,26090,35597,30093,51833,15305,18914,17980,31843,34369,29892,31639,23487,30012,37622,27891,31710,27258,21355,28585,43235,50304,51411,48588,55436,62108,54832,49763,32452,36954,52109,29920,25578,50649,56061,33898,14162,22388,26062,21083,41026,11738,11963,13695,26442,20185,29186,26703,14461,40518,28942,25582,21312,34211,21738,675598,352553,164370,45628,66422,40734,35399,323045,157892,52570,100532,2552,9499,207842,120189,16962,30241,18185,33187,21614,87653,20485,30905,28304,1284,6675
ACSSF,2012e1,co,000,0121,0000007,38703,59541,65118,71427,55734,76623,78122,81007,65835,38474,40694,71616,33802,37348,58488,66181,36387,18250,24208,52256,34061,62250,12207,18733,15690,31940,33750,31413,37722,23803,34624,42545,31582,32703,33621,23504,38703,46445,72587,75857,79407,66272,82066,82083,82442,69122,48049,42028,125575,41592,42024,91919,122384,37033,22308,26341,55566,42697,61987,13046,22794,19505,41217,46561,35469,37550,26467,33995,42431,35240,36649,35936,26443,31674,48255,54253,60797,50092,65104,64933,70887,61198,34838,38873,50256,30831,30093,52310,60497,35600,15639,23748,37912,17386,66944,11768,14973,14149,28353,22143,30757,39976,11246,46156,48166,22190,20278,30344,16092,960539,511027,226709,58036,91465,75951,58866,449512,214934,73173,142282,3334,15789,185616,101394,18807,19957,17147,25020,20463,84222,23702,26703,26128,1450,6239
ACSSF,2012e1,co,000,0121,0000008,31289,43045,45028,46112,43909,66232,58694,71683,56852,31703,35897,51300,32461,25851,61013,65008,41439,21472,14978,40835,29665,42178,15896,22916,21606,27857,30545,25761,32216,23725,39487,31876,31183,33622,31427,21332,31289,35424,51543,51515,52413,50013,70818,59066,75417,72969,30022,24452,77028,39113,20798,89639,111577,55875,26735,28423,40303,29024,42209,21053,26908,24914,32706,35357,26378,32575,30092,40058,31724,31415,33457,32110,21332,26415,40475,41007,40285,43143,56712,58555,66154,47429,32143,40288,50225,31184,30931,51722,56532,27188,16063,14690,41490,31364,42137,12459,17422,17914,24261,22851,25619,11139,7056,21028,43214,30779,34025,30707,21332,106893,58946,19191,11605,9116,12681,6353,47947,19984,10635,15461,364,1503,24803,14421,2171,3143,2334,4219,2554,10382,2058,4069,2134,500,1621
ACSSF,2012e1,co,000,0121,0000009,27328,41366,42427,50089,31780,52212,50288,100740,70625,32461,40228,51600,31335,26971,58644,66601,26893,18019,14010,37804,9789,39467,11842,18712,12351,23232,25835,21745,33862,22487,23750,37737,30366,32905,30522,23018,27328,33862,62455,61646,60480,95288,71916,20859,100740,71412,21260,18795,.,48883,20840,91176,110302,41125,24609,.,37966,9500,39522,12279,21398,36118,32847,33873,25342,33850,37336,23750,36893,30044,33315,30168,22696,23509,35877,30054,35790,26077,50999,.,.,.,34524,40402,51600,30996,33094,41817,52105,25322,12424,14010,37019,.,37442,11500,16191,9906,20977,20907,21106,35089,7089,.,.,30526,29050,30698,.,31700,15638,4892,3632,2446,2758,1910,16062,6751,3250,5375,119,567,10079,5697,1016,786,890,1823,1182,4382,1040,1684,638,334,686
ACSSF,2012e1,co,000,0121,0000010,32220,44599,45113,45635,44598,66373,59813,68553,56700,31202,26202,41923,34985,25227,61123,62144,55847,22573,17183,44543,30260,48031,17657,24778,22396,30209,33787,27774,31879,23800,41279,30207,31666,36360,32315,20539,32220,36093,50438,50582,52022,44088,69992,65923,70464,74805,32568,24768,77028,38912,20625,88434,132241,62212,27145,28423,47614,29314,48413,21652,29209,22334,32492,37490,27799,32184,27141,41451,30202,31746,34087,36115,20056,28472,41438,42703,40817,44826,57886,59424,66154,55068,30510,36458,11951,31297,26675,55893,57400,38521,18283,16131,41641,31721,42157,15077,18968,22558,26834,24410,27603,11097,7011,21028,30329,31315,37987,30728,21168,75193,43308,14299,7973,6670,9923,4443,31885,13233,7385,10086,245,936,14724,8724,1155,2357,1444,2396,1372,6000,1018,2385,1496,166,935
