ACSSF,2012m1,co,000,0007,0000001,0,2079,251,74,12135,4011,771,443,1002,1119,434,413,543,1689,2567,1259,105,865,1665,808,1258,837,2793,509,525,2481,189,471,1155,122,2372,1054,3183,3918,1740,12709,247,7915,2005,5039,2078,14195,551,2318,189,2676,398,1567,12480,730,8211,519,1270,202,77,58,416,1916,5434,539,6267,1415,1163,4837,1927,4824,5535,812,1107,1859,771,189,6342,80,3503,1419,354,173,2078,239,506,3015,1037,549,366,133,4083,273,5324,1565,1734,1757,2677,2501,206,215,151,189,509,163,502,2390,373,81,239,189,1121,17969,15184,0,12135,4011,2793,2372,3183,3918,12709,7915,5039,2078,14195,2318,2676,12480,8211,1270,5434,6267,1415,4837,4824,5535,1859,6342,5324,1565,1757,2677,2501,18873,15184
ACSSF,2012m1,co,000,0007,0000002,13863,2047,251,74,10975,3944,691,443,1002,1118,434,413,543,1689,2540,1259,105,775,1506,759,1203,829,2600,448,507,2269,189,461,1146,122,1876,923,2475,3514,1658,11294,247,7474,1937,4820,2028,13499,545,2108,189,2606,382,1545,11768,730,8306,519,1261,98,189,57,188,1912,5147,444,5539,1354,1185,4601,1846,4724,5084,793,1073,1821,754,189,6338,80,3469,1419,354,173,2078,238,506,3015,1037,549,366,133,4066,185,4558,1347,1730,1704,2388,2499,206,215,151,189,509,163,381,2376,373,81,239,189,1105,18979,15554,13863,10975,3944,2600,1876,2475,3514,11294,7474,4820,2028,13499,2108,2606,11768,8306,1261,5147,5539,1354,4601,4724,5084,1821,6338,4558,1347,1704,2388,2499,19519,15554
ACSSF,2012m1,co,000,0007,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13863,5068,392,979,1220,1452,1741,4769,2199,1845,903,6566,762,629,4161,2729,216,1869,2433,398,780,2082,1952,329,285,2008,675,408,1227,329,8744,7641
ACSSF,2012m1,co,000,0007,0000004,1672,2079,251,74,11281,4010,771,443,996,1119,434,413,543,1689,2567,1258,105,804,1594,808,1157,832,2741,508,529,2401,189,471,1149,122,2412,1049,2909,3916,1647,11589,247,8203,1931,4855,1938,13822,551,2303,189,2659,398,1554,11843,727,7922,505,1275,202,77,58,320,1911,5398,498,6170,1245,1157,4820,1843,4831,5342,797,1078,1829,778,189,6343,80,3503,1419,354,173,2078,209,506,3015,1037,549,366,133,4097,185,4994,1472,1730,1684,2655,2501,206,215,151,189,509,163,502,2390,373,81,239,189,1119,17858,16233,1672,11281,4010,2741,2412,2909,3916,11589,8203,4855,1938,13822,2303,2659,11843,7922,1275,5398,6170,1245,4820,4831,5342,1829,6343,4994,1472,1684,2655,2501,18677,16233
ACSSF,2012m1,co,000,0007,0000005,0,2079,251,74,10812,3866,771,443,996,1107,434,413,543,1455,2567,1258,105,767,1555,686,1030,832,2760,508,526,2486,189,391,1139,122,2263,1022,2672,3752,1557,11328,247,7867,1848,4761,2082,13695,543,2245,189,2328,398,1554,10981,727,7736,505,967,200,189,58,320,1867,5436,481,6080,1227,1133,4642,1686,4397,4999,795,1078,1830,774,189,6126,80,3362,1419,354,173,2078,201,506,2968,1037,549,366,133,4095,185,5137,1366,1620,1679,2673,2501,206,215,151,189,509,163,502,2390,373,81,239,189,1125,17317,15042,0,10812,3866,2760,2263,2672,3752,11328,7867,4761,2082,13695,2245,2328,10981,7736,967,5436,6080,1227,4642,4397,4999,1830,6126,5137,1366,1679,2673,2501,17916,15042
ACSSF,2012m1,co,000,0007,0000006,95,2047,168,189,5672,3066,205,205,120,900,394,403,304,807,2462,925,189,695,1001,494,821,474,1920,416,454,1520,189,363,609,189,1302,818,1566,2563,997,6241,150,4377,990,3177,1414,8647,464,1362,189,1841,295,1435,7476,432,4782,454,748,189,189,57,174,1329,2816,265,3047,926,724,3018,1019,3912,4044,444,752,1705,552,189,5583,80,3186,921,354,173,1361,199,506,2320,867,544,366,189,3542,89,3048,748,1474,1157,1360,2474,206,189,151,189,487,121,264,2386,320,81,166,189,604,13568,10874,95,5672,3066,1920,1302,1566,2563,6241,4377,3177,1414,8647,1362,1841,7476,4782,748,2816,3047,926,3018,3912,4044,1705,5583,3048,748,1157,1360,2474,13823,10874
ACSSF,2012m1,co,000,0007,0000007,95,284,191,74,8842,2105,755,398,986,639,176,84,452,1274,856,699,105,269,1045,400,640,686,1900,483,263,1794,189,147,856,122,1972,563,2099,2608,1103,8463,220,5475,1721,3729,1647,10825,188,1677,189,1516,228,667,7923,577,6101,328,606,200,189,10,266,1366,4360,317,5200,943,880,3788,1448,2660,3275,680,682,688,519,189,3353,189,520,1014,189,189,1385,20,189,1259,579,86,189,133,2672,162,4509,1116,525,1061,2466,694,189,215,189,189,129,105,404,305,207,189,166,189,980,16245,12190,95,8842,2105,1900,1972,2099,2608,8463,5475,3729,1647,10825,1677,1516,7923,6101,606,4360,5200,943,3788,2660,3275,688,3353,4509,1116,1061,2466,694,16570,12190
ACSSF,2012m1,co,000,0007,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,1963,923,539,605,722,1224,2389,2106,1139,554,3746,537,961,3328,1861,641,1087,927,252,649,1164,1491,142,771,1009,438,97,1033,189,4210,5227
ACSSF,2012m1,co,000,0007,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5941,1080,78,309,201,580,522,1344,1475,518,487,2529,231,154,2518,1210,626,851,557,150,626,404,955,189,766,353,138,189,152,189,3785,2466
ACSSF,2012m1,co,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6463,1533,918,499,567,352,1123,2011,1583,991,279,3157,484,933,2344,1431,96,728,761,215,197,1113,1117,142,107,916,420,97,1023,189,4432,4793
ACSSF,2012m1,co,000,0007,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,2800,64,483,686,936,1255,3285,1319,1074,973,4542,571,200,3006,2111,319,1027,1246,575,481,1093,1239,194,321,1208,511,420,615,189,3928,4740
ACSSF,2012m1,co,000,0007,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3436,924,761,846,1223,1795,4185,2384,1513,1203,6007,821,980,4968,2680,710,1362,1423,659,800,1519,2139,227,804,1539,673,430,1249,189,5809,6246
ACSSF,2012m1,co,000,0007,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5978,1044,591,432,624,1078,3350,1649,997,470,4136,737,267,3543,2541,106,1504,1291,318,993,820,1058,172,1788,876,250,418,1060,240,5412,4317
ACSSF,2012m1,co,000,0007,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3935,1806,1074,580,827,1305,3348,2748,1612,363,4567,1042,503,4237,2358,355,1634,1921,412,2533,1041,1357,302,4001,1544,430,782,947,247,7250,5558
ACSSF,2012m1,co,000,0007,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3348,338,743,1122,845,866,3082,1753,1463,654,3164,735,579,2059,2166,290,1192,1573,214,1040,821,1240,267,850,1185,361,407,489,378,5686,5136
