ACSSF,2012e1,co,000,0106,0000001,406624,40310,29298,1262,52253,7797,129646,6092,943,27819,1793,21149,54068,32694,1407,93,3424455,399644,15973,83912,157822,141937,3024811,307962,664890,909665,1142294,29971,40017,40549,36253,28060,34466,23631,3312817,1243806,45208,37309,33981,3328,7899,1198598,947815,853629,94186,250783,1426343,112961,97546,90638,6908,15415,1313382,1098741,1034642,64099,214641,642668,89197,60598,54319,6279,28599,553471,374651,352324,22327,178820,3834535,1192489,44742,4933,611,4322,39809,2648,37161,1147747,217101,16051,201050,930646,37330,893316,1407722,111659,7757,2334,5423,103902,10871,93031,1296063,134381,31736,102645,1161682,75784,1085898,638729,88199,6445,1922,4523,81754,15289,66465,550530,53052,20237,32815,497478,59910,437568,595595,156164,8350,3938,4412,147814,52168,95646,439431,38248,17788,20460,401183,119222,281961,406624,330003,76621,4186,23725,14142,11015,19080,4473,3312817,247366,195453,178938,16515,51913,3065451,2421207,2240595,180612,644244,3834535,3238940,244600,19135,4867,14268,225465,28808,196657,2994340,404534,68024,336510,2589806,173024,2416782,595595,156164,8350,3938,4412,147814,52168,95646,439431,38248,17788,20460,401183,119222,281961,406624,330003,76621
ACSSF,2012e1,co,000,0106,0000002,338293,36991,26229,1042,44752,6456,102430,5509,881,22760,1546,17999,44618,25697,1290,93,2918656,331948,12548,68535,133027,117838,2586708,274177,554891,769060,988580,29761,40207,40825,36150,27875,33610,23846,2870665,1132205,41113,33810,30743,3067,7303,1091092,867164,782185,84979,223928,1223895,96422,83123,77143,5980,13299,1127473,945380,889707,55673,182093,514565,71203,48542,43738,4804,22661,443362,299887,281251,18636,143475,3295175,1086511,40711,4568,611,3957,36143,2440,33703,1045800,202369,14910,187459,843431,33083,810348,1210921,95426,6572,2129,4443,88854,9150,79704,1115495,117688,28160,89528,997807,63842,933965,511215,70465,4840,1312,3528,65625,11508,54117,440750,43056,17044,26012,397694,50229,347465,486528,126671,6417,2994,3423,120254,41820,78434,359857,32270,15831,16439,327587,99803,227784,338293,273371,64922,3845,19938,11800,9003,16742,3594,2870665,208738,165475,151624,13851,43263,2661927,2112431,1953143,159288,549496,3295175,2808647,206602,15980,4052,11928,190622,23098,167524,2602045,363113,60114,302999,2238932,147154,2091778,486528,126671,6417,2994,3423,120254,41820,78434,359857,32270,15831,16439,327587,99803,227784,338293,273371,64922
ACSSF,2012e1,co,000,0106,0000003,68331,3319,3069,220,7501,1341,27216,583,62,5059,247,3150,9450,6997,117,0,505799,67696,3425,15377,24795,24099,438103,33785,109999,140605,153714,30646,38903,39024,37904,29426,38813,22251,442152,111601,4095,3499,3238,261,596,107506,80651,71444,9207,26855,202448,16539,14423,13495,928,2116,185909,153361,144935,8426,32548,128103,17994,12056,10581,1475,5938,110109,74764,71073,3691,35345,539360,105978,4031,365,0,365,3666,208,3458,101947,14732,1141,13591,87215,4247,82968,196801,16233,1185,205,980,15048,1721,13327,180568,16693,3576,13117,163875,11942,151933,127514,17734,1605,610,995,16129,3781,12348,109780,9996,3193,6803,99784,9681,90103,109067,29493,1933,944,989,27560,10348,17212,79574,5978,1957,4021,73596,19419,54177,68331,56632,11699,341,3787,2342,2012,2338,879,442152,38628,29978,27314,2664,8650,403524,308776,287452,21324,94748,539360,430293,37998,3155,815,2340,34843,5710,29133,392295,41421,7910,33511,350874,25870,325004,109067,29493,1933,944,989,27560,10348,17212,79574,5978,1957,4021,73596,19419,54177,68331,56632,11699
ACSSF,2012e1,co,000,0106,0000004,374693,39305,28161,1170,48247,7426,117578,5770,890,25194,1712,19475,49492,29172,1008,93,3142868,367713,14462,73729,146765,132757,2775155,277669,597056,830089,1070341,30439,40724,41277,36714,28944,35357,24198,3058957,1158535,43589,35806,32632,3174,7783,1114946,886259,799562,86697,228687,1318992,105574,91982,85681,6301,13592,1213418,1019084,960106,58978,194334,581430,80882,55784,49859,5925,25098,500548,339732,319115,20617,160816,3530111,1114045,43135,4765,611,4154,38370,2490,35880,1070910,198595,15273,183322,872315,34266,838049,1305279,104773,7025,1919,5106,97748,10171,87577,1200506,122473,27790,94683,1078033,68715,1009318,578074,80195,5687,1691,3996,74508,13004,61504,497879,45410,16738,28672,452469,54548,397921,532713,141872,7126,3145,3981,134746,47212,87534,390841,33003,15286,17717,357838,105558,252280,374693,303327,71366,4025,22028,13734,10389,17378,3812,3058957,230045,183572,168172,15400,46473,2828912,2245075,2078783,166292,583837,3530111,2997398,228103,17477,4221,13256,210626,25665,184961,2769295,366478,59801,306677,2402817,157529,2245288,532713,141872,7126,3145,3981,134746,47212,87534,390841,33003,15286,17717,357838,105558,252280,374693,303327,71366
ACSSF,2012e1,co,000,0106,0000005,354429,38044,27274,1170,46130,7204,109997,5670,806,23142,1514,18584,46972,26821,1008,93,2950064,347575,13181,69774,138573,126047,2602489,259230,551534,777072,1014653,30620,40978,41525,36674,29264,35765,24370,2877492,1092449,41828,34493,31368,3125,7335,1050621,838096,756207,81889,212525,1242009,101404,88773,82503,6270,12631,1140605,959756,903753,56003,180849,543034,76414,52973,47225,5748,23441,466620,317128,297726,19402,149492,3325610,1055710,41625,4209,509,3700,37416,2490,34926,1014085,188852,14517,174335,825233,32605,792628,1233476,100940,6791,1868,4923,94149,9579,84570,1132536,116121,26636,89485,1016415,64430,951985,540133,75839,5481,1631,3850,70358,12397,57961,464294,41832,15211,26621,422462,51933,370529,496291,132162,6223,2703,3520,125939,44347,81592,364129,30920,14319,16601,333209,97768,235441,354429,285954,68475,3767,21491,13150,10015,16599,3453,2877492,219646,176239,161096,15143,43407,2657846,2114980,1957686,157294,542866,3325610,2829319,218404,16481,4008,12473,201923,24466,177457,2610915,346805,56364,290441,2264110,148968,2115142,496291,132162,6223,2703,3520,125939,44347,81592,364129,30920,14319,16601,333209,97768,235441,354429,285954,68475
ACSSF,2012e1,co,000,0106,0000006,161639,19820,15421,350,20967,4164,44934,2796,424,10036,853,8724,21598,11100,412,40,1319034,157619,5879,31502,64291,55947,1161415,138578,239750,331206,451881,26773,39857,40534,35589,25646,30096,22349,1337924,591511,23267,18943,17522,1421,4324,568244,450282,404195,46087,117962,522801,46724,40026,36870,3156,6698,476077,390593,365133,25460,85484,223612,33795,22762,19838,2924,11033,189817,125376,117295,8081,64441,1521760,560835,23139,2281,446,1835,20858,1462,19396,537696,126106,9213,116893,411590,16474,395116,518687,46651,4174,1208,2966,42477,4581,37896,472036,65723,16543,49180,406313,28044,378269,221917,33532,2894,838,2056,30638,5720,24918,188385,22636,8903,13733,165749,23754,141995,220321,56392,2998,1257,1741,53394,19384,34010,163929,18167,9311,8856,145762,45964,99798,161639,127998,33641,1488,11537,6836,5140,7350,1290,1337924,103786,81731,74230,7501,22055,1234138,966251,886623,79628,267887,1521760,1301439,103322,9349,2492,6857,93973,11763,82210,1198117,214465,34659,179806,983652,68272,915380,220321,56392,2998,1257,1741,53394,19384,34010,163929,18167,9311,8856,145762,45964,99798,161639,127998,33641
ACSSF,2012e1,co,000,0106,0000007,192790,18224,11853,820,25163,3040,65063,2874,382,13106,661,9860,25374,15721,596,53,1631030,189956,7302,38272,74282,70100,1441074,120652,311784,445866,562772,33152,41985,42482,37787,32003,41113,25896,1539568,500938,18561,15550,13846,1704,3011,482377,387814,352012,35802,94563,719208,54680,48747,45633,3114,5933,664528,569163,538620,30543,95365,319422,42619,30211,27387,2824,12408,276803,191752,180431,11321,85051,1803850,494875,18486,1928,63,1865,16558,1028,15530,476389,62746,5304,57442,413643,16131,397512,714789,54289,2617,660,1957,51672,4998,46674,660500,50398,10093,40305,610102,36386,573716,318216,42307,2587,793,1794,39720,6677,33043,275909,19196,6308,12888,256713,28179,228534,275970,75770,3225,1446,1779,72545,24963,47582,200200,12753,5008,7745,187447,51804,135643,192790,157956,34834,2279,9954,6314,4875,9249,2163,1539568,115860,94508,86866,7642,21352,1423708,1148729,1071063,77666,274979,1803850,1527880,115082,7132,1516,5616,107950,12703,95247,1412798,132340,21705,110635,1280458,80696,1199762,275970,75770,3225,1446,1779,72545,24963,47582,200200,12753,5008,7745,187447,51804,135643,192790,157956,34834
ACSSF,2012e1,co,000,0106,0000008,20264,1261,887,0,2117,222,7581,100,84,2052,198,891,2520,2351,0,0,192804,20138,1281,3955,8192,6710,172666,18439,45522,53017,55688,26459,35501,35236,37060,25662,30646,22093,181465,66086,1761,1313,1264,49,448,64325,48163,43355,4808,16162,76983,4170,3209,3178,31,961,72813,59328,56353,2975,13485,38396,4468,2811,2634,177,1657,33928,22604,21389,1215,11324,204501,58335,1510,556,102,454,954,0,954,56825,9743,756,8987,47082,1661,45421,71803,3833,234,51,183,3599,592,3007,67970,6352,1154,5198,61618,4285,57333,37941,4356,206,60,146,4150,607,3543,33585,3578,1527,2051,30007,2615,27392,36422,9710,903,442,461,8807,2865,5942,26712,2083,967,1116,24629,7790,16839,20264,17373,2891,258,537,584,374,779,359,181465,10399,7333,7076,257,3066,171066,130095,121097,8998,40971,204501,168079,9699,996,213,783,8703,1199,7504,158380,19673,3437,16236,138707,8561,130146,36422,9710,903,442,461,8807,2865,5942,26712,2083,967,1116,24629,7790,16839,20264,17373,2891
ACSSF,2012e1,co,000,0106,0000009,6742,511,448,0,521,113,2269,32,84,640,57,415,697,955,0,0,59375,6690,509,1123,2532,2526,52685,5210,13873,17419,16183,22833,29993,29645,37075,22138,25418,20931,58096,25012,767,594,545,49,173,24245,18476,16498,1978,5769,22998,998,624,624,0,374,22000,18246,17158,1088,3754,10086,1163,575,575,0,588,8923,5505,5303,202,3418,66695,22319,696,556,102,454,140,0,140,21623,5350,280,5070,16273,937,15336,21584,818,0,0,0,818,194,624,20766,1638,776,862,19128,1279,17849,9941,1142,0,0,0,1142,129,1013,8799,1002,464,538,7797,731,7066,12851,3755,255,140,115,3500,1063,2437,9096,945,543,402,8151,2236,5915,,,,,,,,,,58096,2928,1793,1744,49,1135,55168,42227,38959,3268,12941,66695,53844,2656,556,102,454,2100,323,1777,51188,7990,1520,6470,43198,2947,40251,12851,3755,255,140,115,3500,1063,2437,9096,945,543,402,8151,2236,5915,6742,5805,937
ACSSF,2012e1,co,000,0106,0000010,13522,750,439,0,1596,109,5312,68,0,1412,141,476,1823,1396,0,0,133429,13448,772,2832,5660,4184,119981,13229,31649,35598,39505,28382,36550,36477,37052,27384,31354,23047,123369,41074,994,719,719,0,275,40080,29687,26857,2830,10393,53985,3172,2585,2554,31,587,50813,41082,39195,1887,9731,28310,3305,2236,2059,177,1069,25005,17099,16086,1013,7906,137806,36016,814,0,0,0,814,0,814,35202,4393,476,3917,30809,724,30085,50219,3015,234,51,183,2781,398,2383,47204,4714,378,4336,42490,3006,39484,28000,3214,206,60,146,3008,478,2530,24786,2576,1063,1513,22210,1884,20326,23571,5955,648,302,346,5307,1802,3505,17616,1138,424,714,16478,5554,10924,13522,11568,1954,163,420,482,115,444,330,123369,7471,5540,5332,208,1931,115898,87868,82138,5730,28030,137806,114235,7043,440,111,329,6603,876,5727,107192,11683,1917,9766,95509,5614,89895,23571,5955,648,302,346,5307,1802,3505,17616,1138,424,714,16478,5554,10924,13522,11568,1954
