ACSSF,2012m1,co,000,0023,0000001,2939,3235,2284,3163,3590,2973,2949,7206,6883,2373,2590,6470,6089,4502,4109,1558,21752,5071,9513,3691,7247,6752,5708,6601,7558,3618,3978,6470,5914,4680,4056,2383,16457,3210,6976,1970,5683,4747,3585,3478,2913,2466,2566,1946,1625,1157,1156,1172,10801,2276,4207,1778,4182,3468,2903,2936,2018,1729,2164,1604,1012,890,913,1125,11855,2631,3981,1861,2503,3626,2829,2460,2176,1627,1703,1436,1471,887,480,1122,4299,601,1716,716,1375,1142,1376,1053,640,569,528,450,357,313,346,274,2939,3235,2284,3719,4261,3501,3125,2184,1919,1558,21752,5071,9513,8097,8861,7566,5553,3954,2911,2383,16457,3210,6976,6231,6398,4636,3594,2397,1613,1172,10801,2276,4207,4670,4477,3660,2978,1971,1292,1125,11855,2631,3981,3300,4562,3623,2549,2279,1009,1122,4299,601,1716,1551,1927,1321,774,587,464,274
ACSSF,2012m1,co,000,0023,0000002,14550,3879,6144,3252,4438,3669,3305,7076,7104,3614,4018,5924,5696,4096,3700,2505,26291,5524,10189,3517,7050,6561,5397,6195,7264,4262,4793,5752,5657,4128,3612,3025,16596,3042,6448,1912,5631,4838,3333,3454,2799,2223,2266,1870,1647,1065,867,1191,11364,2295,4330,1691,4223,3459,2907,2780,1973,1688,2058,1490,974,845,832,1069,11575,2535,4008,1836,2495,3553,2854,2374,2212,1334,1655,1352,1458,781,423,1047,3945,498,1518,702,1326,1126,1360,1038,596,553,514,321,325,297,308,168,14550,3879,6144,4909,4941,5599,5298,3844,3449,2505,26291,5524,10189,7900,8874,7926,6043,4842,3598,3025,16596,3042,6448,6173,6381,4603,3353,2401,1389,1191,11364,2295,4330,4582,4482,3572,2844,1829,1216,1069,11575,2535,4008,3258,4416,3512,2315,2132,845,1047,3945,498,1518,1516,1879,1265,791,458,428,168
ACSSF,2012m1,co,000,0023,0000003,13565,2321,5502,2243,2925,2588,2845,3691,3509,2883,3503,3230,3285,2762,2056,2333,13062,1903,5218,1828,2272,2217,2418,3022,3123,2734,3554,3241,3160,2718,1900,2301,4914,844,1904,595,1014,1387,1203,1092,788,720,959,464,400,306,752,310,3924,596,1248,601,668,629,547,976,786,553,550,760,346,208,270,261,3292,579,911,642,792,733,1053,774,830,663,463,594,427,350,203,304,1715,326,775,126,386,218,206,110,204,178,89,296,148,67,115,201,13565,2321,5502,3494,3519,4624,4474,3657,3311,2333,13062,1903,5218,2938,3334,4256,4258,3913,3194,2301,4914,844,1904,1238,1886,1362,1160,662,851,310,3924,596,1248,902,825,1250,846,952,293,261,3292,579,911,979,1233,934,913,752,494,304,1715,326,775,396,392,259,199,335,133,201
ACSSF,2012m1,co,000,0023,0000004,3224,3003,2148,2450,2737,2382,2466,6626,6521,2060,2200,5771,5810,4187,3770,1388,21439,4684,9515,3287,6769,6613,5175,6396,7103,3378,4013,5944,5727,4350,3815,2261,16620,3269,7015,1873,5397,4746,3567,3461,2909,2336,2386,1889,1582,1032,1146,1132,11086,2253,4125,1737,4036,3544,2819,2846,1937,1698,2259,1473,964,866,919,1104,11699,2640,3914,1868,2409,3585,2849,2454,2206,1430,1692,1354,1511,843,423,1106,4213,601,1708,702,1124,1142,1380,1053,637,570,519,450,345,201,314,263,3224,3003,2148,2664,3399,3410,2704,2001,1878,1388,21439,4684,9515,7718,8655,7333,5467,3700,2785,2261,16620,3269,7015,5869,6554,4560,3335,2326,1563,1132,11086,2253,4125,4506,4482,3652,3076,1814,1285,1104,11699,2640,3914,3204,4487,3654,2386,2238,901,1106,4213,601,1708,1358,1932,1317,760,574,371,263
ACSSF,2012m1,co,000,0023,0000005,2780,2745,1761,2028,2411,1767,1633,6468,6724,1762,1992,5742,5611,4123,3849,1209,21203,4759,9235,3138,6517,6282,4694,6560,7101,3053,3750,5908,5571,4277,3869,2102,15716,3273,6767,1847,5070,4726,3341,3276,2805,2193,2334,1858,1549,1060,1120,1107,10991,2196,4044,1782,3778,3531,2760,2789,1983,1618,2232,1483,949,849,871,1032,11521,2631,3840,1819,2321,3463,2846,2422,2158,1375,1486,1370,1508,835,423,1031,4165,596,1671,702,993,1142,1383,1053,619,574,519,450,345,201,314,243,2780,2745,1761,2032,2158,2261,2248,1336,1481,1209,21203,4759,9235,7372,7901,6888,4952,3597,2506,2102,15716,3273,6767,5408,6269,4473,3148,2267,1544,1107,10991,2196,4044,4297,4525,3694,2952,1762,1225,1032,11521,2631,3840,3129,4207,3643,2158,2235,894,1031,4165,596,1671,1264,1941,1300,760,573,371,243
ACSSF,2012m1,co,000,0023,0000006,2099,3460,4798,2423,4205,4693,3507,5258,5183,3374,3782,4130,3496,3070,2361,2729,16629,3730,6037,2185,5243,4686,3909,4733,4739,3553,4155,4037,3507,2993,2341,3041,11181,2245,4475,1380,4060,3481,2676,2423,2138,1947,1486,1510,1193,905,650,742,7545,1695,2979,1566,3194,2569,1747,1752,1274,1292,1451,855,629,481,522,854,7161,1822,2205,1726,1792,2916,1924,1257,1310,896,1165,976,974,681,250,775,2906,457,1345,526,531,934,1202,835,404,500,428,260,237,116,267,147,2099,3460,4798,4716,6310,4561,4939,3908,3513,2729,16629,3730,6037,5748,6804,5400,5528,4711,3511,3041,11181,2245,4475,4432,4699,3527,2513,1854,1124,742,7545,1695,2979,3743,3207,2218,2053,1104,558,854,7161,1822,2205,2801,3431,1953,1484,1414,691,775,2906,457,1345,761,1611,883,671,397,322,147
ACSSF,2012m1,co,000,0023,0000007,2257,3130,4748,2170,3534,4498,3419,5061,4759,3430,3862,4834,4655,3439,3006,2768,13649,3854,6995,2579,4104,4773,4199,5496,4630,3001,4454,5304,4390,3594,3004,2613,11052,2555,4517,1040,2834,3007,2503,2289,1908,1950,1697,1091,880,725,915,900,7962,1583,2755,1006,2001,2249,2004,2154,1568,1150,1507,1143,742,709,592,604,8929,1740,3189,879,1701,1808,1874,2231,1462,986,1124,938,1038,545,316,553,3184,378,1131,554,830,841,792,685,456,282,221,391,240,194,169,192,2257,3130,4748,4265,5762,4808,4927,4178,3290,2768,13649,3854,6995,4859,6112,5770,5264,4989,3228,2613,11052,2555,4517,2916,3617,3114,2628,1505,1198,900,7962,1583,2755,2262,3048,2987,2025,1305,1047,604,8929,1740,3189,1973,2590,3039,1626,1533,647,553,3184,378,1131,1080,1304,885,346,450,261,192
ACSSF,2012m1,co,000,0023,0000008,1818,1234,1242,1363,1472,1522,2006,2487,2292,937,1350,1630,1546,1313,1097,699,4486,1235,1542,1194,1586,1442,2191,2136,2083,1187,1342,1641,1551,1346,1139,803,3449,909,1178,586,1268,1103,786,931,817,518,661,274,343,191,207,298,2124,453,582,328,977,747,681,579,262,470,274,355,317,143,242,352,2301,491,619,276,688,569,734,551,562,457,585,277,196,44,189,349,572,38,157,189,443,189,54,189,215,71,189,189,50,189,189,105,1818,1234,1242,1783,2863,2569,1435,1264,1144,699,4486,1235,1542,2065,2958,2646,1751,1325,1274,803,3449,909,1178,1449,1452,1140,817,507,310,298,2124,453,582,1035,978,636,550,513,274,352,2301,491,619,713,952,770,725,340,44,349,572,38,157,443,54,215,71,50,189,105
ACSSF,2012m1,co,000,0023,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5911,1001,2205,1747,2353,1907,1776,1363,1066,973,6055,842,2063,1241,2149,1756,1795,1316,1041,970,2621,559,745,1445,860,930,427,433,226,240,1481,214,306,840,598,113,277,282,266,335,937,329,109,460,557,168,165,283,189,205,23,189,189,23,189,189,189,189,189,189
ACSSF,2012m1,co,000,0023,0000010,6492,1284,2231,1100,1767,1313,2054,2126,2064,1291,1560,1430,1426,1191,1109,960,6104,1208,2159,1050,1461,1321,1984,1786,1873,1308,1393,1487,1480,1203,1119,889,2832,704,939,394,611,728,700,561,543,409,607,115,311,123,116,190,1829,393,562,189,646,686,361,579,278,467,271,273,272,48,66,118,2025,351,627,119,534,476,555,524,565,445,572,243,82,44,189,285,571,38,157,189,442,189,54,189,215,71,189,189,50,189,189,105,6492,1284,2231,2044,2625,2667,1691,1651,1366,960,6104,1208,2159,1874,2588,2277,1757,1716,1411,889,2832,704,939,759,1103,751,749,338,215,190,1829,393,562,647,765,638,539,403,78,118,2025,351,627,547,684,761,715,266,44,285,571,38,157,442,54,215,71,50,189,105
