ACSSF,2012e1,co,000,0108,0000001,4085464,2038064,142380,60803,1434,59369,42104,17265,81577,78578,60342,4418,55924,47547,8377,18236,109601,91847,4645,87202,76379,10823,17754,196863,178347,6593,171754,158870,12884,18516,197272,175247,4275,170972,160790,10182,22025,363757,330644,4978,325666,309344,16322,33113,360929,319644,2180,317464,296785,20679,41285,170039,138503,84,138419,127941,10478,31536,60829,43471,0,43471,40468,3003,17358,83965,50828,0,50828,47397,3431,33137,104804,44090,40812,3278,60714,66225,16133,15276,857,50092,102822,10042,9572,470,92780,2047400,133109,56711,289,56422,42979,13443,76398,70505,51581,901,50680,44363,6317,18924,106637,83197,633,82564,74512,8052,23440,181379,146333,663,145670,135248,10422,35046,181050,138580,528,138052,127164,10888,42470,344975,266662,611,266051,248890,17161,78313,364738,287393,287,287106,270261,16845,77345,181973,125220,0,125220,117845,7375,56753,61212,37881,0,37881,35629,2252,23331,84734,39430,0,39430,37363,2067,45304,114951,36541,33865,2676,78410,72176,11045,10264,781,61131,149961,7822,7526,296,142139
ACSSF,2012e1,co,000,0108,0000002,3509756,1738923,122430,52066,993,51073,35971,15102,70364,71186,54432,3272,51160,43849,7311,16754,100278,84100,4211,79889,70583,9306,16178,180652,164569,6222,158347,146286,12061,16083,177037,159463,4039,155424,145824,9600,17574,317629,291244,4573,286671,272036,14635,26385,301797,266885,1865,265020,247098,17922,34912,137250,111382,84,111298,102868,8430,25868,47083,33990,0,33990,31394,2596,13093,65567,39300,0,39300,36617,2683,26267,82244,33720,31145,2575,48524,51481,12997,12382,615,38484,84289,8271,7878,393,76018,1770833,116735,49943,158,49785,37587,12198,66792,64764,47078,639,46439,40848,5591,17686,97461,76009,513,75496,68576,6920,21452,167663,135453,354,135099,125279,9820,32210,165189,127319,496,126823,116850,9973,37870,303935,234375,534,233841,219138,14703,69560,307585,243050,79,242971,228578,14393,64535,146545,100806,0,100806,94640,6166,45739,49793,31312,0,31312,29487,1825,18481,68411,31723,0,31723,29983,1740,36688,94454,30416,27906,2510,64038,58456,9120,8429,691,49336,129842,6835,6630,205,123007
ACSSF,2012e1,co,000,0108,0000003,575708,299141,19950,8737,441,8296,6133,2163,11213,7392,5910,1146,4764,3698,1066,1482,9323,7747,434,7313,5796,1517,1576,16211,13778,371,13407,12584,823,2433,20235,15784,236,15548,14966,582,4451,46128,39400,405,38995,37308,1687,6728,59132,52759,315,52444,49687,2757,6373,32789,27121,0,27121,25073,2048,5668,13746,9481,0,9481,9074,407,4265,18398,11528,0,11528,10780,748,6870,22560,10370,9667,703,12190,14744,3136,2894,242,11608,18533,1771,1694,77,16762,276567,16374,6768,131,6637,5392,1245,9606,5741,4503,262,4241,3515,726,1238,9176,7188,120,7068,5936,1132,1988,13716,10880,309,10571,9969,602,2836,15861,11261,32,11229,10314,915,4600,41040,32287,77,32210,29752,2458,8753,57153,44343,208,44135,41683,2452,12810,35428,24414,0,24414,23205,1209,11014,11419,6569,0,6569,6142,427,4850,16323,7707,0,7707,7380,327,8616,20497,6125,5959,166,14372,13720,1925,1835,90,11795,20119,987,896,91,19132
ACSSF,2012e1,co,000,0108,0000004,3756852,1867072,128467,54633,1434,53199,37277,15922,73834,74538,57293,4418,52875,45020,7855,17245,102639,85424,4645,80779,70852,9927,17215,183968,167334,6593,160741,148887,11854,16634,182278,163876,4057,159819,150226,9593,18402,336160,308457,4978,303479,288274,15205,27703,332271,295677,2180,293497,274750,18747,36594,153739,126173,84,126089,116362,9727,27566,55090,39577,0,39577,36794,2783,15513,74953,45151,0,45151,41823,3328,29802,92383,38719,35843,2876,53664,58883,14551,13704,847,44332,91703,8531,8061,470,83172,1889780,122840,52790,289,52501,40154,12347,70050,65760,47501,901,46600,40895,5705,18259,99798,78353,633,77720,70408,7312,21445,171555,138709,663,138046,128225,9821,32846,170321,131077,528,130549,120551,9998,39244,322237,249301,611,248690,233041,15649,72936,336341,265648,248,265400,249722,15678,70693,164825,113591,0,113591,106767,6824,51234,55881,34587,0,34587,32601,1986,21294,77026,36521,0,36521,34627,1894,40505,103154,32831,30572,2259,70323,65129,9632,8901,731,55497,134913,7197,6911,286,127716
ACSSF,2012e1,co,000,0108,0000005,3531614,1747739,122247,51301,1434,49867,34598,15269,70946,70819,54193,4418,49775,42785,6990,16626,96061,80757,4645,76112,67143,8969,15304,172801,158057,6519,151538,139897,11641,14744,169032,155144,3984,151160,142129,9031,13888,315318,291830,4942,286888,272039,14849,23488,311912,278486,2126,276360,258415,17945,33426,143674,118012,84,117928,108687,9241,25662,51060,36728,0,36728,34197,2531,14332,69820,42225,0,42225,38958,3267,27595,85872,35869,33410,2459,50003,53885,12916,12163,753,40969,85238,8206,7736,470,77032,1783875,116291,50280,289,49991,38440,11551,66011,62896,45151,901,44250,38807,5443,17745,93531,73715,633,73082,65956,7126,19816,163974,132388,663,131725,122033,9692,31586,161914,124786,528,124258,114718,9540,37128,304625,234818,611,234207,219596,14611,69807,318081,251322,248,251074,236206,14868,66759,154254,106130,0,106130,99555,6575,48124,52086,32582,0,32582,30709,1873,19504,72224,34508,0,34508,32845,1663,37716,96203,30746,28554,2192,65457,60947,9128,8420,708,51819,126849,7089,6848,241,119760
ACSSF,2012e1,co,000,0108,0000006,1623440,799925,55222,23207,81,23126,15345,7781,32015,38189,28456,663,27793,23909,3884,9733,52905,43821,1742,42079,38277,3802,9084,94752,86484,3502,82982,76311,6671,8268,88062,81179,1594,79585,74524,5061,6883,138950,126713,2121,124592,117039,7553,12237,127380,108939,866,108073,99166,8907,18441,59322,46135,0,46135,42516,3619,13187,20544,14471,0,14471,12681,1790,6073,28437,16066,0,16066,14731,1335,12371,34257,13425,12464,961,20832,23760,5243,4974,269,18517,38145,4263,4153,110,33882,823515,59500,26287,43,26244,18479,7765,33213,37526,25963,206,25757,22738,3019,11563,52327,41402,268,41134,36892,4242,10925,85625,69484,138,69346,63960,5386,16141,81959,63413,299,63114,58150,4964,18546,132171,100531,217,100314,94433,5881,31640,127504,97640,0,97640,91365,6275,29864,61771,42191,0,42191,39869,2322,19580,22680,15093,0,15093,14052,1041,7587,30858,14182,0,14182,13284,898,16676,41088,13334,12332,1002,27754,27258,4346,3977,369,22912,63248,3309,3136,173,59939
ACSSF,2012e1,co,000,0108,0000007,1908174,947814,67025,28094,1353,26741,19253,7488,38931,32630,25737,3755,21982,18876,3106,6893,43156,36936,2903,34033,28866,5167,6220,78049,71573,3017,68556,63586,4970,6476,80970,73965,2390,71575,67605,3970,7005,176368,165117,2821,162296,155000,7296,11251,184532,169547,1260,168287,159249,9038,14985,84352,71877,84,71793,66171,5622,12475,30516,22257,0,22257,21516,741,8259,41383,26159,0,26159,24227,1932,15224,51615,22444,20946,1498,29171,30125,7673,7189,484,22452,47093,3943,3583,360,43150,960360,56791,23993,246,23747,19961,3786,32798,25370,19188,695,18493,16069,2424,6182,41204,32313,365,31948,29064,2884,8891,78349,62904,525,62379,58073,4306,15445,79955,61373,229,61144,56568,4576,18582,172454,134287,394,133893,125163,8730,38167,190577,153682,248,153434,144841,8593,36895,92483,63939,0,63939,59686,4253,28544,29406,17489,0,17489,16657,832,11917,41366,20326,0,20326,19561,765,21040,55115,17412,16222,1190,37703,33689,4782,4443,339,28907,63601,3780,3712,68,59821
ACSSF,2012e1,co,000,0108,0000008,225238,119333,6220,3332,0,3332,2679,653,2888,3719,3100,0,3100,2235,865,619,6578,4667,0,4667,3709,958,1911,11167,9277,74,9203,8990,213,1890,13246,8732,73,8659,8097,562,4514,20842,16627,36,16591,16235,356,4215,20359,17191,54,17137,16335,802,3168,10065,8161,0,8161,7675,486,1904,4030,2849,0,2849,2597,252,1181,5133,2926,0,2926,2865,61,2207,6511,2850,2433,417,3661,4998,1635,1541,94,3363,6465,325,325,0,6140,105905,6549,2510,0,2510,1714,796,4039,2864,2350,0,2350,2088,262,514,6267,4638,0,4638,4452,186,1629,7581,6321,0,6321,6192,129,1260,8407,6291,0,6291,5833,458,2116,17612,14483,0,14483,13445,1038,3129,18260,14326,0,14326,13516,810,3934,10571,7461,0,7461,7212,249,3110,3795,2005,0,2005,1892,113,1790,4802,2013,0,2013,1782,231,2789,6951,2085,2018,67,4866,4182,504,481,23,3678,8064,108,63,45,7956
ACSSF,2012e1,co,000,0108,0000009,73460,36440,2348,1265,0,1265,950,315,1083,2177,1887,0,1887,1354,533,290,2368,1118,0,1118,886,232,1250,3782,3387,74,3313,3221,92,395,3556,2872,0,2872,2760,112,684,6421,5572,36,5536,5326,210,849,5539,4209,0,4209,3902,307,1330,2251,1824,0,1824,1746,78,427,746,293,0,293,218,75,453,1321,508,0,508,508,0,813,2106,669,669,0,1437,1320,324,324,0,996,2505,61,61,0,2444,37020,2675,1098,0,1098,776,322,1577,1579,1252,0,1252,1169,83,327,2828,2153,0,2153,2002,151,675,2615,2342,0,2342,2265,77,273,3110,2217,0,2217,2017,200,893,5837,4871,0,4871,4372,499,966,5237,4254,0,4254,4182,72,983,3178,2089,0,2089,2040,49,1089,1174,849,0,849,849,0,325,1416,517,0,517,517,0,899,2156,783,783,0,1373,1250,150,150,0,1100,3965,0,0,0,3965
ACSSF,2012e1,co,000,0108,0000010,151778,82893,3872,2067,0,2067,1729,338,1805,1542,1213,0,1213,881,332,329,4210,3549,0,3549,2823,726,661,7385,5890,0,5890,5769,121,1495,9690,5860,73,5787,5337,450,3830,14421,11055,0,11055,10909,146,3366,14820,12982,54,12928,12433,495,1838,7814,6337,0,6337,5929,408,1477,3284,2556,0,2556,2379,177,728,3812,2418,0,2418,2357,61,1394,4405,2181,1764,417,2224,3678,1311,1217,94,2367,3960,264,264,0,3696,68885,3874,1412,0,1412,938,474,2462,1285,1098,0,1098,919,179,187,3439,2485,0,2485,2450,35,954,4966,3979,0,3979,3927,52,987,5297,4074,0,4074,3816,258,1223,11775,9612,0,9612,9073,539,2163,13023,10072,0,10072,9334,738,2951,7393,5372,0,5372,5172,200,2021,2621,1156,0,1156,1043,113,1465,3386,1496,0,1496,1265,231,1890,4795,1302,1235,67,3493,2932,354,331,23,2578,4099,108,63,45,3991
