ACSSF,2012e1,co,000,0042,0000001,2370579,90838,78662,123276,211660,250616,367316,315054,249024,132689,150609,74965,30961,157320,137589,2370579,84345,252414,337861,378388,360036,152017,331534,65847,89680,165984,104348,48125,2370579,90838,78662,123276,211660,250616,367316,315054,249024,132689,551444,2370579,336759,337861,378388,360036,152017,331534,155527,165984,152473
ACSSF,2012e1,co,000,0042,0000002,2067651,78182,67398,105540,182176,214347,317964,270396,220577,117448,133246,66866,28128,140127,125256,2067651,63089,217299,302311,340387,322903,135846,295592,54755,76454,133707,85694,39614,2067651,78182,67398,105540,182176,214347,317964,270396,220577,117448,493623,2067651,280388,302311,340387,322903,135846,295592,131209,133707,125308
ACSSF,2012e1,co,000,0042,0000003,302928,12656,11264,17736,29484,36269,49352,44658,28447,15241,17363,8099,2833,17193,12333,302928,21256,35115,35550,38001,37133,16171,35942,11092,13226,32277,18654,8511,302928,12656,11264,17736,29484,36269,49352,44658,28447,15241,57821,302928,56371,35550,38001,37133,16171,35942,24318,32277,27165
ACSSF,2012e1,co,000,0042,0000004,2202005,84190,73442,115267,198403,232990,342517,287996,229617,122692,140735,69342,28356,146734,129724,2202005,63275,211709,310675,357729,346105,147692,317833,62601,86273,157668,96641,43804,2202005,84190,73442,115267,198403,232990,342517,287996,229617,122692,514891,2202005,274984,310675,357729,346105,147692,317833,148874,157668,140445
ACSSF,2012e1,co,000,0042,0000005,2077655,79462,69911,106967,188304,220969,323876,271283,217230,115265,131847,64553,27022,136134,124832,2077655,55247,186964,286478,336552,333363,140932,307812,61124,84597,152286,92012,40288,2077655,79462,69911,106967,188304,220969,323876,271283,217230,115265,484388,2077655,242211,286478,336552,333363,140932,307812,145721,152286,132300
ACSSF,2012e1,co,000,0042,0000006,940871,33504,29458,45291,77179,92080,138778,126613,99749,56151,60933,33213,13463,69587,64872,940871,26308,93556,146809,171136,154895,60715,133388,20136,30346,50160,36629,16793,940871,33504,29458,45291,77179,92080,138778,126613,99749,56151,242068,940871,119864,146809,171136,154895,60715,133388,50482,50160,53422
ACSSF,2012e1,co,000,0042,0000007,1136784,45958,40453,61676,111125,128889,185098,144670,117481,59114,70914,31340,13559,66547,59960,1136784,28939,93408,139669,165416,178468,80217,174424,40988,54251,102126,55383,23495,1136784,45958,40453,61676,111125,128889,185098,144670,117481,59114,242320,1136784,122347,139669,165416,178468,80217,174424,95239,102126,78878
ACSSF,2012e1,co,000,0042,0000008,124350,4728,3531,8300,10099,12021,18641,16713,12387,7427,8888,4789,1334,10600,4892,124350,8028,24745,24197,21177,12742,6760,10021,1477,1676,5382,4629,3516,124350,4728,3531,8300,10099,12021,18641,16713,12387,7427,30503,124350,32773,24197,21177,12742,6760,10021,3153,5382,8145
ACSSF,2012e1,co,000,0042,0000009,39531,1444,1056,1611,3302,4308,4675,5605,4010,2330,2406,2068,513,3853,2350,39531,3295,11361,8434,6101,3493,618,1905,0,170,1448,1570,1136,39531,1444,1056,1611,3302,4308,4675,5605,4010,2330,11190,39531,14656,8434,6101,3493,618,1905,170,1448,2706
ACSSF,2012e1,co,000,0042,0000010,84819,3284,2475,6689,6797,7713,13966,11108,8377,5097,6482,2721,821,6747,2542,84819,4733,13384,15763,15076,9249,6142,8116,1477,1506,3934,3059,2380,84819,3284,2475,6689,6797,7713,13966,11108,8377,5097,19313,84819,18117,15763,15076,9249,6142,8116,2983,3934,5439
ACSSF,2012e1,co,000,0042,0000011,168574,6648,5220,8009,13257,17626,24799,27058,19407,9997,9874,5623,2605,10586,7865,168574,21070,40705,27186,20659,13931,4325,13701,3246,3407,8316,7707,4321,168574,6648,5220,8009,13257,17626,24799,27058,19407,9997,36553,168574,61775,27186,20659,13931,4325,13701,6653,8316,12028
ACSSF,2012e1,co,000,0042,0000012,292924,11376,8751,16309,23356,29647,43440,43771,31794,17424,18762,10412,3939,21186,12757,292924,29098,65450,51383,41836,26673,11085,23722,4723,5083,13698,12336,7837,292924,11376,8751,16309,23356,29647,43440,43771,31794,17424,67056,292924,94548,51383,41836,26673,11085,23722,9806,13698,20173
ACSSF,2012e1,co,000,0042,0000013,209487,13114,9827,13834,25383,21710,31680,21275,16721,7091,10079,4484,2181,18944,13164,209487,2389,13630,21201,25789,29700,16995,41250,9211,12391,21018,10628,5285,209487,13114,9827,13834,25383,21710,31680,21275,16721,7091,48852,209487,16019,21201,25789,29700,16995,41250,21602,21018,15913
ACSSF,2012e1,co,000,0042,0000014,281276,10645,9597,15674,26894,28478,44168,33973,28615,15075,17159,9450,3447,20166,17935,281276,5818,16894,30972,37424,49524,22491,54083,10550,13790,20971,14010,4749,281276,10645,9597,15674,26894,28478,44168,33973,28615,15075,68157,281276,22712,30972,37424,49524,22491,54083,24340,20971,18759
ACSSF,2012e1,co,000,0042,0000015,142964,2748,2245,5267,9651,9702,15536,21461,20968,11401,15546,5567,3469,11040,8363,142964,4821,17836,26140,24285,21380,8290,16688,3070,5143,7727,5339,2245,142964,2748,2245,5267,9651,9702,15536,21461,20968,11401,43985,142964,22657,26140,24285,21380,8290,16688,8213,7727,7584
ACSSF,2012e1,co,000,0042,0000016,308254,9467,8468,13382,23675,30138,52047,40431,37904,20028,19803,11121,4316,21155,16319,308254,7696,23479,38642,52562,55683,22726,52491,6569,10932,19971,11736,5767,308254,9467,8468,13382,23675,30138,52047,40431,37904,20028,72714,308254,31175,38642,52562,55683,22726,52491,17501,19971,17503
ACSSF,2012e1,co,000,0042,0000017,134724,3112,3418,4701,13404,15861,24335,19381,17196,8930,7510,3956,1381,5391,6148,134724,3016,10697,17108,18805,20148,8963,19071,5078,6021,15662,7365,2790,134724,3112,3418,4701,13404,15861,24335,19381,17196,8930,24386,134724,13713,17108,18805,20148,8963,19071,11099,15662,10155
ACSSF,2012e1,co,000,0042,0000018,286150,10619,13701,17937,22573,32467,48864,40935,25099,14062,15066,7954,3752,17454,15667,286150,9592,29008,47416,55551,51974,20695,35613,5911,7587,10977,7946,3880,286150,10619,13701,17937,22573,32467,48864,40935,25099,14062,59893,286150,38600,47416,55551,51974,20695,35613,13498,10977,11826
ACSSF,2012e1,co,000,0042,0000019,262049,8393,8454,11823,25304,30276,43052,30852,30851,14186,18425,8444,3623,15702,12664,262049,4704,20655,29882,39653,43926,17780,39704,10117,13759,26433,11203,4233,262049,8393,8454,11823,25304,30276,43052,30852,30851,14186,58858,262049,25359,29882,39653,43926,17780,39704,23876,26433,15436
ACSSF,2012e1,co,000,0042,0000020,144837,5472,3432,7247,12013,15243,18509,21284,13607,9882,11722,5165,1388,8302,11571,144837,5329,17554,27438,26953,20612,7213,14602,3449,4698,7145,6892,2952,144837,5472,3432,7247,12013,15243,18509,21284,13607,9882,38148,144837,22883,27438,26953,20612,7213,14602,8147,7145,9844
