ACSSF,2012e1,co,000,0103,0000001,31326,36589,50509,11277,26244,40402,10172,32236,38595,51488,11570,27187,41064,10349,25668,28546,40903,10071,22367,34586,8632,19365,23933,39562,9141,14184,32102,7689,32333,37328,56157,11069,27170,42095,11009,19423,18061,32297,11464,21012,26056,6793,20085,22427,30968,9943,16277,27009,8980,22412,26902,42439,8704,18156,36232,8674,35350,41616,55633,11517,29442,42454,10723,22144,24989,33505,11065,19107,30641,8257,740849,377781,181892,0,181892,4629,28192,42823,59069,28378,18801,195889,86279,109610,50828,28097,16879,9114,2471,2221,363068,124268,0,124268,4813,27257,27736,42296,14512,7654,238800,137618,101182,57454,26528,10498,4730,1463,509
ACSSF,2012e1,co,000,0103,0000002,31343,36387,50498,11105,26438,40578,10190,32337,38357,51525,11369,27486,41318,10407,25758,28654,40868,9845,22517,34566,8624,19503,26845,41234,10408,12464,31764,6266,32556,37885,56170,11438,27225,42169,10842,24044,26328,45442,11661,22605,27257,6650,19717,21920,30590,9886,16129,27280,8720,22681,27273,42281,8728,18904,35947,8710,35612,41769,56062,11263,30057,43443,10791,22227,24980,33638,11076,19212,30919,8320,680232,346314,168884,0,168884,3890,26516,39389,55221,26833,17035,177430,76614,100816,46709,26012,15771,8603,2102,1619,333918,114611,0,114611,4631,24756,24880,39874,13340,7130,219307,127063,92244,52037,24439,9614,4318,1347,489
ACSSF,2012e1,co,000,0103,0000003,31220,38557,50593,12484,25017,38341,10063,31681,40039,51252,13078,25504,38765,10043,21836,24522,45368,14317,20365,37801,10086,19092,17745,24072,7532,22861,35488,10000,22690,16533,49714,5793,26715,38940,23889,15998,15509,15694,2499,16477,16326,.,23287,30546,37199,11373,18326,22701,11577,19285,24204,47652,7829,11402,48839,8540,32839,41016,52276,13342,26501,40231,10391,21201,25075,31904,10943,18591,25642,7728,60617,31467,13008,0,13008,739,1676,3434,3848,1545,1766,18459,9665,8794,4119,2085,1108,511,369,602,29150,9657,0,9657,182,2501,2856,2422,1172,524,19493,10555,8938,5417,2089,884,412,116,20
ACSSF,2012e1,co,000,0103,0000004,31734,37198,51034,11352,26683,40794,10238,33023,39849,52074,11656,27829,41519,10411,25997,29477,41156,10061,22546,34603,8523,18104,23337,39057,9643,12965,33397,7548,32918,38637,57184,11117,27423,42221,11081,20429,19696,32297,12230,20655,25897,6793,20306,22335,30585,10099,16845,27259,9649,22751,27192,42427,8992,18489,36230,8855,35982,42290,56793,11540,30139,43719,10770,22497,25289,33900,11356,19851,31112,8429,676571,343450,168792,0,168792,3927,25767,39503,54739,26850,18006,174658,74744,99914,45189,25804,15693,8754,2335,2139,333121,116345,0,116345,4661,24850,24714,40458,14041,7621,216776,125800,90976,51035,23602,9981,4421,1428,509
ACSSF,2012e1,co,000,0103,0000005,31918,37647,51419,11196,26873,41112,10212,33502,40272,52491,11440,28238,41932,10382,26237,29894,41375,10192,22873,34720,8434,20601,26164,41265,9536,12801,32962,7001,32931,38758,57184,11170,27375,42221,10966,25167,26444,40905,12297,21202,28000,6793,20234,22189,30347,10521,16819,27221,9784,23231,28307,42369,8878,18687,36239,9013,36337,43252,57667,11375,30340,45011,10705,22512,25268,33674,11163,19857,31086,8603,637848,321376,159711,0,159711,3514,24541,37848,50871,25497,17440,161665,69468,92197,42080,24302,14058,7981,2076,1700,316472,109201,0,109201,4433,23487,22911,37744,13446,7180,207271,121420,85851,47461,22580,9528,4345,1428,509
ACSSF,2012e1,co,000,0103,0000006,29302,32338,47211,10729,25305,39376,9287,30984,35529,50387,11081,26536,40740,9407,25386,27814,40298,9993,21734,33427,8849,21413,24512,39368,10090,13375,31540,4848,28623,34825,48799,11060,21919,41323,9531,28557,46705,48286,6818,25641,28015,6198,19091,20889,27119,9380,16205,27138,9569,22353,27228,41738,8620,19876,35415,8998,32507,39897,53390,10950,28001,42201,9797,21428,23007,31362,10631,18952,30615,8235,345666,176337,83996,0,83996,2131,16899,19603,25592,13015,6756,92341,39998,52343,25022,12915,8188,3813,1261,1144,169329,55531,0,55531,2453,11439,12716,18695,6615,3613,113798,68202,45596,26101,12153,4071,2457,599,215
ACSSF,2012e1,co,000,0103,0000007,35482,41543,55464,11636,29124,42418,10858,36186,42370,56355,11748,30120,43800,10998,32329,35853,47330,10680,26046,39077,6545,19705,29856,49604,8893,12763,35537,8771,37546,42063,61634,11271,32722,42757,12417,14583,13910,18676,13397,20476,27451,12317,22520,25773,37280,14515,18828,27346,10074,24266,30798,44437,9208,17035,40437,9027,38520,47195,60788,11738,31203,46258,11321,24670,27571,36499,11757,20508,31642,9104,292182,145039,75715,0,75715,1383,7642,18245,25279,12482,10684,69324,29470,39854,17058,11387,5870,4168,815,556,147143,53670,0,53670,1980,12048,10195,19049,6831,3567,93473,53218,40255,21360,10427,5457,1888,829,294
ACSSF,2012e1,co,000,0103,0000008,27838,31923,41283,14799,23172,35943,10619,30070,34446,41854,15783,24531,36113,10797,,,,,,,,11981,11705,12127,9870,13358,35755,8750,,,,,,,,16682,16204,.,2499,17152,17152,.,21478,25828,33138,7062,17195,40008,8489,15964,16358,60047,11723,2499,35341,2499,30752,35842,43682,15071,25446,36416,11600,22366,25667,35020,15067,19761,32318,6162,38723,22074,9081,0,9081,413,1226,1655,3868,1353,566,12993,5276,7717,3109,1502,1635,773,259,439,16649,7144,0,7144,228,1363,1803,2714,595,441,9505,4380,5125,3574,1022,453,76,0,0
ACSSF,2012e1,co,000,0103,0000009,23456,27860,39071,12035,21237,31646,11628,26163,33122,40149,13113,22563,32151,12081,,,,,,,,10951,21338,.,20404,5625,.,5625,,,,,,,,.,.,.,.,.,.,.,12990,9297,27873,4333,13510,13692,9792,,,,,,,,26068,33608,45929,11544,22696,31722,13304,21331,23235,33784,14778,18721,32379,5958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,co,000,0103,0000010,30193,32403,41939,16443,24701,37090,9872,30923,35484,42579,17142,25281,37110,9829,,,,,,,,12277,11280,11941,8029,19980,35755,13218,,,,,,,,16227,16204,.,2499,.,.,.,25919,26386,33992,7142,24067,45115,7000,18084,18739,60816,12121,3929,35341,2499,31798,36341,43251,16524,26807,37497,10589,23434,26019,36546,15796,20542,32260,6426,24787,14595,5084,0,5084,339,569,762,1907,1077,430,9511,4249,5262,2323,442,1477,322,259,439,10192,4121,0,4121,70,508,1393,1466,595,89,6071,2824,3247,2217,809,145,76,0,0
