ACSSF,2012e1,co,000,0011,0000001,1722998,233,199,118,52550,8557,801,244,103,3685,159,131,1148,1077,1387,1956,111,2173,13357,1132,5036,1161,17488,678,1327,7667,0,1032,3714,0,25825,3214,32108,72616,4045,384325,440,32057,10022,130796,16080,747664,322,12941,0,14277,401,1257,487028,416,181524,1192,8117,456,112,33,315,2544,81554,1112,95155,7230,2881,38524,10273,41480,96691,1837,2023,4937,2942,0,6802,0,722,575,0,0,690,51,0,60,237,0,35,0,4785,213,91684,16721,880,6890,39208,4584,453,129,205,28,0,1268,373,1410,312,46,548,0,4068,462755,1722998,52550,8557,17488,25825,32108,72616,384325,32057,130796,16080,747664,12941,14277,487028,181524,8117,81554,95155,7230,38524,41480,96691,4937,6802,91684,16721,6890,39208,4584,553434
ACSSF,2012e1,co,000,0011,0000002,1482546,0,199,0,47353,7453,566,244,35,3343,159,131,744,1077,1332,1741,111,1938,10807,1029,3932,1161,15755,158,867,6627,0,809,3279,0,22444,2759,26640,60389,3704,322176,440,27880,8739,112569,13306,633761,322,10955,0,11958,341,1069,414283,398,158828,1192,7291,353,112,33,315,2403,69248,907,83325,6285,2552,34321,9028,33603,81363,1735,1459,4262,2504,0,6666,0,722,575,0,0,690,51,0,60,237,0,35,0,4756,106,78345,13882,578,6146,32314,4353,453,129,205,28,0,1073,373,1410,276,46,548,0,3553,412139,1482546,47353,7453,15755,22444,26640,60389,322176,27880,112569,13306,633761,10955,11958,414283,158828,7291,69248,83325,6285,34321,33603,81363,4262,6666,78345,13882,6146,32314,4353,489293
ACSSF,2012e1,co,000,0011,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240452,5197,1104,1733,3381,5468,12227,62149,4177,18227,2774,113903,1986,2319,72745,22696,826,12306,11830,945,4203,7877,15328,675,136,13339,2839,744,6894,231,64141
ACSSF,2012e1,co,000,0011,0000004,1602547,233,199,118,49604,7998,801,244,35,3281,159,131,1061,1077,1387,1843,111,2075,12346,1127,4500,1111,16515,678,1180,7095,0,960,3548,0,23413,3065,30352,66986,3835,356260,440,30161,9427,122293,14908,690715,322,11872,0,13639,377,1181,452746,416,170195,1119,7307,456,112,33,315,2369,76798,1020,90934,6879,2604,36250,9963,37228,88973,1754,1815,4816,2667,0,6679,0,722,575,0,0,690,51,0,60,237,0,35,0,4769,106,84415,15782,880,6638,35989,4353,453,129,205,28,0,1073,373,1410,276,46,548,0,4034,430653,1602547,49604,7998,16515,23413,30352,66986,356260,30161,122293,14908,690715,11872,13639,452746,170195,7307,76798,90934,6879,36250,37228,88973,4816,6679,84415,15782,6638,35989,4353,515981
ACSSF,2012e1,co,000,0011,0000005,1511998,233,199,118,47519,7904,801,244,35,3187,159,131,1061,1077,1387,1819,111,2075,11750,966,4053,1111,15795,678,1163,6886,0,960,3420,0,21588,2993,27980,62791,3510,333008,440,29117,9279,114123,14360,648678,322,11359,0,12106,377,1173,424077,416,163167,1119,7205,456,112,33,315,2369,73213,1020,87850,6656,2280,33907,9109,34177,82305,1754,1643,4706,2333,0,6308,0,722,575,0,0,690,51,0,60,237,0,35,0,4398,106,80828,14809,880,6560,32198,4353,453,129,205,28,0,1073,373,1410,276,46,548,0,3971,410084,1511998,47519,7904,15795,21588,27980,62791,333008,29117,114123,14360,648678,11359,12106,424077,163167,7205,73213,87850,6656,33907,34177,82305,4706,6308,80828,14809,6560,32198,4353,491530
ACSSF,2012e1,co,000,0011,0000006,662651,0,127,0,22470,3766,267,113,35,1380,112,0,474,345,1158,773,0,1066,5103,478,2061,801,6280,130,645,2656,0,598,1467,0,8920,1671,10889,24980,1785,139627,310,12539,3431,48866,6268,273829,133,4450,0,4833,199,423,177503,46,67452,712,3272,197,0,33,153,1560,28201,404,38693,3185,1199,16985,3475,16170,37554,794,670,2313,981,0,4732,0,685,85,0,0,219,51,0,29,195,0,35,0,3547,35,30642,5816,171,3584,13307,1636,403,0,76,0,0,0,177,662,0,46,272,0,1567,200400,662651,22470,3766,6280,8920,10889,24980,139627,12539,48866,6268,273829,4450,4833,177503,67452,3272,28201,38693,3185,16985,16170,37554,2313,4732,30642,5816,3584,13307,1636,236219
ACSSF,2012e1,co,000,0011,0000007,849347,233,72,118,25049,4138,534,131,0,1807,47,131,587,732,229,1046,111,1009,6647,488,1992,310,9515,548,518,4230,0,362,1953,0,12668,1322,17091,37811,1725,193381,130,16578,5848,65257,8092,374849,189,6909,0,7273,178,750,246574,370,95715,407,3933,259,112,0,162,809,45012,616,49157,3471,1081,16922,5634,18007,44751,960,973,2393,1352,0,1576,0,37,490,0,0,471,0,0,31,42,0,0,0,851,71,50186,8993,709,2976,18891,2717,50,129,129,28,0,1073,196,748,276,0,276,0,2404,209684,849347,25049,4138,9515,12668,17091,37811,193381,16578,65257,8092,374849,6909,7273,246574,95715,3933,45012,49157,3471,16922,18007,44751,2393,1576,50186,8993,2976,18891,2717,255311
ACSSF,2012e1,co,000,0011,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90549,2085,94,720,1825,2372,4195,23252,1044,8170,548,42037,513,1533,28669,7028,102,3585,3084,223,2343,3051,6668,110,371,3587,973,78,3791,0,24451
ACSSF,2012e1,co,000,0011,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27750,733,33,86,514,507,1558,6099,637,2573,218,11969,180,640,9452,2260,84,1015,1016,142,1172,930,3181,58,0,958,317,30,377,0,7633
ACSSF,2012e1,co,000,0011,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62799,1352,61,634,1311,1865,2637,17153,407,5597,330,30068,333,893,19217,4768,18,2570,2068,81,1171,2121,3487,52,371,2629,656,48,3414,0,16818
