ACSSF,2012m1,co,000,0079,0000001,10500,6137,4240,3729,1519,2417,2277,2148,5100,2381,2261,946,904,1828,1251,4597,4106,1713,2328,2936,1750,3511,2698,2180,1062,1147,1471,1347,1977,1264,1008,570,216,780,650,1559,1349,363,698,1124,601,3668,3203,2773,1254,1586,1750,1538,2195,1361,1198,702,358,836,791,2051,1825,865,693,1528,917,9970,10305,7069,3690,3606,5688,9402,6187,3689,2825,1669,771,2354,2713,4659,3591,1428,1364,3262,3311,10500,5656,3409,1909,1970,2286,815,4599,2108,1304,1691,878,241,4188,1596,2898,1934,842,11072,11729,9379,8074,4579,980,6532,4051,3413,3229,554,36,5615,4263,3972,1774,616,2557,20406,20875,14752,16898,7599,15870,7975,20336,24429,32607,23738,13652,20390,13156,10500,6137,4240,5100,2381,4597,3511,2698,1977,1264,1559,3668,3203,2195,1361,2051,9970,10305,6187,3689,4659,10500,5656,3409,1909,2972,4599,2108,1304,1962,4188,1596,3776,11072,11729,9379,8004,6532,4051,3413,3127,5615,4263,4514
ACSSF,2012m1,co,000,0079,0000002,9536,5794,4003,3681,1510,2263,2149,1819,4974,2294,2137,914,858,1725,1207,4518,4123,1607,2341,2815,1640,3356,2531,2134,1059,1125,1437,1132,1881,1198,939,570,196,696,652,1504,1329,356,717,1072,582,3472,3096,2480,1270,1438,1537,1568,2111,1295,1095,663,359,680,811,1998,1740,840,679,1508,869,9400,9711,6583,3598,3307,5274,8633,5790,3513,2637,1573,747,2282,2585,4517,3613,1348,1366,3164,3196,9536,5162,3130,1505,1982,2146,754,4443,1979,1258,1579,798,235,4055,1538,2878,1862,780,10757,11468,8890,7686,4691,928,6070,3896,3273,3007,498,189,5329,4058,3922,1855,616,13777,19366,19517,13718,16914,7251,15714,7631,24422,26344,33321,23053,13691,19533,12745,9536,5794,4003,4974,2294,4518,3356,2531,1881,1198,1504,3472,3096,2111,1295,1998,9400,9711,5790,3513,4517,9536,5162,3130,1505,2841,4443,1979,1258,1777,4055,1538,3723,10757,11468,8890,7592,6070,3896,3273,2914,5329,4058,4388
ACSSF,2012m1,co,000,0079,0000003,4642,1918,1357,1139,309,743,827,995,1376,659,582,265,190,468,294,1304,1115,494,464,791,614,925,791,634,126,338,479,508,478,332,333,189,77,324,26,377,327,54,150,290,184,1232,1036,797,156,564,706,741,706,589,507,192,25,457,247,338,340,152,101,280,182,4617,4620,3139,1192,1270,2334,3793,1442,908,689,444,154,595,651,1047,750,415,131,684,723,4642,1574,1172,881,631,601,345,1100,524,215,431,318,52,1088,646,648,416,183,4572,4722,3844,2898,1281,306,1830,1218,784,932,341,36,1422,975,916,352,189,13631,5986,5625,4316,3538,1946,3392,1947,13457,13500,13910,5318,3240,4501,4347,4642,1918,1357,1376,659,1304,925,791,478,332,377,1232,1036,706,589,338,4617,4620,1442,908,1047,4642,1574,1172,881,989,1100,524,215,514,1088,646,847,4572,4722,3844,3223,1830,1218,784,1010,1422,975,978
ACSSF,2012m1,co,000,0079,0000004,10495,5980,3842,3647,1537,2223,2175,1848,5052,2401,2234,863,841,1806,1227,4549,4167,1609,2213,2991,1608,3441,2576,2176,1053,1083,1434,1207,1999,1207,981,570,211,743,607,1582,1405,350,716,1130,593,3472,3072,2526,1238,1484,1612,1572,2074,1216,1078,663,349,659,784,2038,1822,850,693,1529,864,9603,9955,6779,3677,3459,5563,9037,5870,3584,2718,1596,762,2344,2616,4400,3472,1378,1349,3154,3289,10495,5464,3088,1499,1933,2088,774,4500,2045,1247,1618,822,239,4151,1461,2928,1844,792,10854,11477,9039,7740,4495,960,6304,3867,3298,3181,506,36,5389,4068,3835,1779,616,4077,19459,20400,13807,16809,7399,15889,7483,19826,24490,32590,22900,13194,19339,13662,10495,5980,3842,5052,2401,4549,3441,2576,1999,1207,1582,3472,3072,2074,1216,2038,9603,9955,5870,3584,4400,10495,5464,3088,1499,2834,4500,2045,1247,1855,4151,1461,3798,10854,11477,9039,7534,6304,3867,3298,3061,5389,4068,4394
ACSSF,2012m1,co,000,0079,0000005,10201,5883,3669,3383,1465,2127,2014,1808,4980,2435,2236,866,841,1802,1168,4552,4088,1563,2261,2932,1606,3238,2434,2092,1010,1054,1427,1113,1991,1199,974,570,196,743,607,1579,1403,350,683,1141,589,3443,2997,2446,1164,1420,1616,1558,1998,1201,1061,649,346,657,787,1986,1780,831,680,1521,859,9004,9444,6424,3656,3348,5185,8676,5750,3358,2512,1578,743,2174,2518,4288,3484,1286,1349,3110,3093,10201,5308,3045,1489,1914,2016,772,4373,2028,1198,1611,810,237,4078,1458,2813,1837,780,10241,10711,8734,7177,4281,943,5988,3691,3263,2999,496,36,5129,3800,3917,1666,616,4111,18608,18863,13327,16147,7236,15567,7581,19200,23226,30216,21495,12677,18141,13447,10201,5883,3669,4980,2435,4552,3238,2434,1991,1199,1579,3443,2997,1998,1201,1986,9004,9444,5750,3358,4288,10201,5308,3045,1489,2732,4373,2028,1198,1828,4078,1458,3696,10241,10711,8734,6864,5988,3691,3263,2870,5129,3800,4435
ACSSF,2012m1,co,000,0079,0000006,6904,3442,2649,2467,996,1826,1437,1126,3448,1641,1554,726,618,1266,583,3174,2858,1151,1543,2062,1196,2349,1470,1275,650,794,770,742,1504,700,543,379,196,329,476,1280,1140,331,707,863,506,2851,2086,1797,1092,752,1084,1080,1624,950,713,394,324,381,673,1374,1231,467,560,1012,631,6049,5717,3999,2358,1966,3344,5639,3513,2226,1858,1147,400,1690,1655,2912,2499,967,929,1777,2055,6904,3062,1996,984,1451,1378,618,3032,1282,831,989,491,202,2741,1068,2195,1358,638,6737,6547,5836,4491,2550,467,4168,2722,2220,1980,411,189,3586,2377,2761,1249,510,2985,13102,12345,10599,11935,5651,10679,6607,13491,15495,18440,15238,8806,13444,9176,6904,3442,2649,3448,1641,3174,2349,1470,1504,700,1280,2851,2086,1624,950,1374,6049,5717,3513,2226,2912,6904,3062,1996,984,1929,3032,1282,831,1098,2741,1068,2650,6737,6547,5836,4633,4168,2722,2220,1927,3586,2377,3063
ACSSF,2012m1,co,000,0079,0000007,6347,4204,2368,2271,1116,1294,1337,1344,3132,1703,1413,480,631,1079,1013,2562,2377,1010,1405,1837,939,2414,2152,1846,787,698,1283,840,1213,907,762,349,189,668,378,877,822,150,287,752,277,2376,2136,1644,606,1138,1123,1069,1639,835,788,529,203,532,340,1463,1392,540,448,1165,609,7417,7258,4766,2785,2688,4278,6292,4242,2824,2211,1017,666,1749,1826,3183,2201,876,1051,2232,2148,6347,3695,2074,1001,1290,1491,400,2648,1506,888,984,661,129,2238,1060,1592,999,474,6915,7503,6149,5318,3265,858,4829,2906,2193,2309,262,36,4085,2801,2739,1379,346,3795,14523,13261,8401,9868,5219,8964,4732,15317,17124,21891,16682,9891,13901,8915,6347,4204,2368,3132,1703,2562,2414,2152,1213,907,877,2376,2136,1639,835,1463,7417,7258,4242,2824,3183,6347,3695,2074,1001,1893,2648,1506,888,1220,2238,1060,1936,6915,7503,6149,5001,4829,2906,2193,2279,4085,2801,3082
ACSSF,2012m1,co,000,0079,0000008,2986,1173,1008,869,461,568,601,573,945,456,283,201,189,258,373,827,839,333,223,789,216,688,631,490,327,261,121,397,234,59,59,189,59,189,189,235,223,189,174,124,70,649,631,465,286,284,247,527,351,115,79,61,40,18,73,318,310,185,79,240,73,3083,2620,1563,858,832,1507,2151,1606,971,628,134,204,591,702,1260,840,483,189,715,813,2986,1170,829,515,560,459,55,837,405,304,215,167,34,757,154,605,362,133,3287,2812,2189,1682,877,83,1735,1054,861,621,101,189,1365,934,738,438,189,3271,4694,4162,3301,2891,1287,2537,1744,5486,6730,7220,5489,3718,4107,3909,2986,1173,1008,945,456,827,688,631,234,59,235,649,631,351,115,318,3083,2620,1606,971,1260,2986,1170,829,515,717,837,405,304,261,757,154,737,3287,2812,2189,1697,1735,1054,861,629,1365,934,825
ACSSF,2012m1,co,000,0079,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5657,3334,3155,2280,2070,829,1897,1217,5789,5975,5707,2596,1354,2224,2209,1966,859,649,649,343,570,434,358,215,189,215,369,317,189,189,189,1854,1694,826,433,695,1966,836,457,275,389,651,343,295,170,580,189,580,2131,1922,1328,1236,873,475,150,408,718,507,463
ACSSF,2012m1,co,000,0079,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2670,802,693,421,495,374,189,477,207,48,145,167,34,470,154,397,105,133,2803,2499,2046,1320,626,83,1504,977,851,507,101,189,1102,818,619,388,189,6412,3636,3104,2774,1799,906,1568,1511,6704,6926,6538,4977,3571,3219,3163,2670,926,813,704,359,611,528,505,116,59,102,647,616,312,115,274,2495,2242,1424,912,1039,2670,802,693,421,617,477,207,48,189,470,154,452,2803,2499,2046,1511,1504,977,851,513,1102,818,692
