ACSSF,2012e1,co,000,0028,0000012,,,,,,,,,,,,402470,335166,66102,18202,10034,8168,5436,2373,3063,42464,1202,,,,,,,,,678063,560976,115117,30563,30563,0,84554,30506,54048,29852,24196,2980,5448,6956,8812,1970,0,0,1970,,,,,,,,,,,,,,,,,,402470,335166,66102,18202,10034,8168,5436,42464,1202,678063,560976,115117,30563,84554,30506,54048,29852,24196,1970,0,1970,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452538,367063,82624,19866,16694,3172,62758,24509,38249,28660,9589,1211,2149,2972,3257,2851,252,219,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,452538,367063,82624,19866,62758,24509,38249,28660,9589,2851,252,2599,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587919,468874,115495,35509,32480,3029,79986,20010,59976,36590,23386,1174,5197,6844,10171,3550,0,0,3550,,,,,,,,,,,,,,,,,,,,,,,,,,,587919,468874,115495,35509,79986,20010,59976,36590,23386,3550,0,3550,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302247,231727,67131,29636,29636,0,37495,9427,28068,14633,13435,2472,3243,2732,4988,3389,0,168,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,302247,231727,67131,29636,37495,9427,28068,14633,13435,3389,0,3389,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624608,480648,139240,64434,64434,0,74806,0,74806,47408,27398,4584,8092,6980,7742,4720,0,0,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,624608,480648,139240,64434,74806,0,74806,47408,27398,4720,0,4720,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294175,252898,39910,9387,9387,0,30523,6737,23786,12626,11160,1148,2390,3201,4421,1367,0,0,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,294175,252898,39910,9387,30523,6737,23786,12626,11160,1367,0,1367,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636198,489892,135167,56665,56665,0,78502,23069,55433,14264,41169,3003,7335,20199,10632,11139,276,0,10863,,,,,,,,,,,,,,,,,,,,,,,,,,,636198,489892,135167,56665,78502,23069,55433,14264,41169,11139,276,10863,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540963,456799,81595,19040,18796,244,62555,20345,42210,25577,16633,2854,2505,4566,6708,2569,224,0,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,540963,456799,81595,19040,62555,20345,42210,25577,16633,2569,224,2345,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307132,242001,63174,25880,25880,0,37294,11926,25368,11588,13780,1854,2909,4673,4344,1957,70,0,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,307132,242001,63174,25880,37294,11926,25368,11588,13780,1957,70,1887,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146068,121966,23465,7572,7572,0,15893,5990,9903,3915,5988,75,359,1159,4395,637,322,0,315,,,,,,,,,,,,,,,,,,,,,,,,,,,146068,121966,23465,7572,15893,5990,9903,3915,5988,637,322,315,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158595,131781,26633,15200,15200,0,11433,4853,6580,3316,3264,315,566,973,1410,181,0,0,181,,,,,,,,,,,,,,,,,,,,,,,,,,,158595,131781,26633,15200,11433,4853,6580,3316,3264,181,0,181,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260811,211931,48191,13035,13035,0,35156,11822,23334,14006,9328,378,1100,3399,4451,689,0,0,689,,,,,,,,,,,,,,,,,,,,,,,,,,,260811,211931,48191,13035,35156,11822,23334,14006,9328,689,0,689,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108196,93600,14166,4258,4258,0,9908,2328,7580,4582,2998,374,510,832,1282,430,0,0,430,,,,,,,,,,,,,,,,,,,,,,,,,,,108196,93600,14166,4258,9908,2328,7580,4582,2998,430,0,430,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333951,257941,73082,33378,28948,4430,39704,7341,32363,18673,13690,375,2591,4754,5970,2928,0,169,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,333951,257941,73082,33378,39704,7341,32363,18673,13690,2928,0,2928,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100927,61649,37368,19786,19786,0,17582,2193,15389,6965,8424,1913,2161,1694,2656,1910,0,168,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,100927,61649,37368,19786,17582,2193,15389,6965,8424,1910,0,1910,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102436,88384,13768,2094,2094,0,11674,4371,7303,4308,2995,387,488,965,1155,284,0,0,284,,,,,,,,,,,,,,,,,,,,,,,,,,,102436,88384,13768,2094,11674,4371,7303,4308,2995,284,0,284,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426130,321046,98412,53399,53399,0,45013,9235,35778,10675,25103,2002,5238,9745,8118,6672,276,0,6396,,,,,,,,,,,,,,,,,,,,,,,,,,,426130,321046,98412,53399,45013,9235,35778,10675,25103,6672,276,6396,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624608,480648,139240,64434,64434,0,74806,0,74806,47408,27398,4584,8092,6980,7742,4720,0,0,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,624608,480648,139240,64434,74806,0,74806,47408,27398,4720,0,4720,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146628,104913,40278,20642,20642,0,19636,3060,16576,8455,8121,769,1827,2912,2613,1437,70,0,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,146628,104913,40278,20642,19636,3060,16576,8455,8121,1437,70,1367,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94194,70158,23933,10759,10759,0,13174,3632,9542,5764,3778,84,288,1784,1622,103,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,94194,70158,23933,10759,13174,3632,9542,5764,3778,103,0,103,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100393,86524,13499,3183,3183,0,10316,1904,8412,4062,4350,340,1326,1317,1367,370,0,0,370,,,,,,,,,,,,,,,,,,,,,,,,,,,100393,86524,13499,3183,10316,1904,8412,4062,4350,370,0,370,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144359,116347,27129,9216,9216,0,17913,4130,13783,8588,5195,895,1250,1006,2044,883,224,0,659,,,,,,,,,,,,,,,,,,,,,,,,,,,144359,116347,27129,9216,17913,4130,13783,8588,5195,883,224,659,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87529,71844,15303,6539,6539,0,8764,3613,5151,3534,1617,59,387,226,945,382,0,0,382,,,,,,,,,,,,,,,,,,,,,,,,,,,87529,71844,15303,6539,8764,3613,5151,3534,1617,382,0,382,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69788,58744,10935,4862,4862,0,6073,1765,4308,1252,3056,670,629,463,1294,109,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,69788,58744,10935,4862,6073,1765,4308,1252,3056,109,0,109,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105747,85061,20570,13725,13725,0,6845,1517,5328,2711,2617,315,537,891,874,116,0,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,105747,85061,20570,13725,6845,1517,5328,2711,2617,116,0,116,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121736,100361,21103,8665,8665,0,12438,5097,7341,4952,2389,808,400,705,476,272,0,0,272,,,,,,,,,,,,,,,,,,,,,,,,,,,121736,100361,21103,8665,12438,5097,7341,4952,2389,272,0,272,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108278,90103,17983,4691,2676,2015,13292,3928,9364,6349,3015,432,86,987,1510,192,0,50,142,,,,,,,,,,,,,,,,,,,,,,,,,,,108278,90103,17983,4691,13292,3928,9364,6349,3015,192,0,192,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100927,61649,37368,19786,19786,0,17582,2193,15389,6965,8424,1913,2161,1694,2656,1910,0,168,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,100927,61649,37368,19786,17582,2193,15389,6965,8424,1910,0,1910,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426130,321046,98412,53399,53399,0,45013,9235,35778,10675,25103,2002,5238,9745,8118,6672,276,0,6396,,,,,,,,,,,,,,,,,,,,,,,,,,,426130,321046,98412,53399,45013,9235,35778,10675,25103,6672,276,6396,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333951,257941,73082,33378,28948,4430,39704,7341,32363,18673,13690,375,2591,4754,5970,2928,0,169,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,333951,257941,73082,33378,39704,7341,32363,18673,13690,2928,0,2928,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624608,480648,139240,64434,64434,0,74806,0,74806,47408,27398,4584,8092,6980,7742,4720,0,0,4720,,,,,,,,,,,,,,,,,,,,,,,,,,,624608,480648,139240,64434,74806,0,74806,47408,27398,4720,0,4720,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146628,104913,40278,20642,20642,0,19636,3060,16576,8455,8121,769,1827,2912,2613,1437,70,0,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,146628,104913,40278,20642,19636,3060,16576,8455,8121,1437,70,1367,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69788,58744,10935,4862,4862,0,6073,1765,4308,1252,3056,670,629,463,1294,109,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,,,69788,58744,10935,4862,6073,1765,4308,1252,3056,109,0,109,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94194,70158,23933,10759,10759,0,13174,3632,9542,5764,3778,84,288,1784,1622,103,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,94194,70158,23933,10759,13174,3632,9542,5764,3778,103,0,103,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105747,85061,20570,13725,13725,0,6845,1517,5328,2711,2617,315,537,891,874,116,0,0,116,,,,,,,,,,,,,,,,,,,,,,,,,,,105747,85061,20570,13725,6845,1517,5328,2711,2617,116,0,116,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739804,577776,156774,66973,66973,0,89801,3126,86675,55951,30724,5053,8324,8275,9072,5254,0,0,5254,,,,,,,,,,,,,,,,,,,,,,,,,,,739804,577776,156774,66973,89801,3126,86675,55951,30724,5254,0,5254,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735817,585907,144083,52066,52066,0,92017,24788,67229,34531,32698,5068,6945,9597,11088,5827,70,168,5589,,,,,,,,,,,,,,,,,,,,,,,,,,,735817,585907,144083,52066,92017,24788,67229,34531,32698,5827,70,5757,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000049,,,,,,,,,,,,270977,221571,48550,12430,7378,5052,3663,1537,2126,32457,856,,,,,,,,,711595,587323,122184,41254,41254,0,80930,29947,50983,25038,25945,2356,4154,7245,12190,2088,322,0,1766,,,,,,,,,,,,,,,,,,270977,221571,48550,12430,7378,5052,3663,32457,856,711595,587323,122184,41254,80930,29947,50983,25038,25945,2088,322,1766,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000050,,,,,,,,,,,,100722,86469,13920,4449,2274,2175,1296,424,872,8175,333,,,,,,,,,730250,608505,119048,33101,33101,0,85947,26628,59319,35702,23617,1570,5575,6212,10260,2697,0,0,2697,,,,,,,,,,,,,,,,,,100722,86469,13920,4449,2274,2175,1296,8175,333,730250,608505,119048,33101,85947,26628,59319,35702,23617,2697,0,2697,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731092,571150,148671,60672,60672,0,87999,26347,61652,17640,44012,3217,7886,21515,11394,11271,276,0,10995,,,,,,,,,,,,,,,,,,18038,15793,2245,710,0,710,453,1082,0,731092,571150,148671,60672,87999,26347,61652,17640,44012,11271,276,10995,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738157,601622,131636,42113,37683,4430,89523,22069,67454,38806,28648,1214,7139,9039,11256,4899,0,169,4730,,,,,,,,,,,,,,,,,,,,,,,,,,,738157,601622,131636,42113,89523,22069,67454,38806,28648,4899,0,4899,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737229,599074,134585,32428,30413,2015,102157,37570,64587,45171,19416,3781,3531,4368,7736,3570,476,50,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,737229,599074,134585,32428,102157,37570,64587,45171,19416,3570,476,3094,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000054,,,,,,,,,,,,49216,41902,7072,2967,1498,1469,1024,164,860,3081,242,,,,,,,,,107194,89750,17167,4802,4802,0,12365,3546,8819,6703,2116,114,883,489,630,277,0,0,277,,,,,,,,,,,,,,,,,,49216,41902,7072,2967,1498,1469,1024,3081,242,107194,89750,17167,4802,12365,3546,8819,6703,2116,277,0,277,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118672,102807,15663,5170,5170,0,10493,3945,6548,1697,4851,943,906,1291,1711,202,0,0,202,,,,,,,,,,,,,,,,,,,,,,,,,,,118672,102807,15663,5170,10493,3945,6548,1697,4851,202,0,202,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188460,139194,47511,20710,20710,0,26801,7981,18820,9891,8929,911,2003,3382,2633,1755,70,0,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,188460,139194,47511,20710,26801,7981,18820,9891,8929,1755,70,1685,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000057,,,,,,,,,,,,100621,81079,19037,4316,2448,1868,1246,438,808,13475,505,,,,,,,,,100621,81079,19037,5344,5344,0,13693,6230,7463,3502,3961,71,459,1619,1812,505,0,0,505,,,,,,,,,,,,,,,,,,100621,81079,19037,4316,2448,1868,1246,13475,505,100621,81079,19037,5344,13693,6230,7463,3502,3961,505,0,505,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181389,141426,39512,12392,12392,0,27120,10282,16838,10151,6687,297,834,2226,3330,451,0,0,451,,,,,,,,,,,,,,,,,,,,,,,,,,,181389,141426,39512,12392,27120,10282,16838,10151,6687,451,0,451,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000059,,,,,,,,,,,,30158,26276,3794,1183,668,515,186,58,128,2425,88,,,,,,,,,108718,91638,16571,2358,2358,0,14213,5219,8994,4009,4985,1705,562,1067,1651,509,0,0,509,,,,,,,,,,,,,,,,,,30158,26276,3794,1183,668,515,186,2425,88,108718,91638,16571,2358,14213,5219,8994,4009,4985,509,0,509,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103648,88243,15363,4332,4332,0,11031,3597,7434,3853,3581,332,1170,1314,765,42,0,0,42,,,,,,,,,,,,,,,,,,27611,24028,3583,898,47,851,675,2010,0,103648,88243,15363,4332,11031,3597,7434,3853,3581,42,0,42,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149725,123636,25908,15120,15120,0,10788,4536,6252,3108,3144,315,566,973,1290,181,0,0,181,,,,,,,,,,,,,,,,,,,,,,,,,,,149725,123636,25908,15120,10788,4536,6252,3108,3144,181,0,181,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000062,,,,,,,,,,,,96761,83121,13514,4503,3016,1487,620,519,101,8391,126,,,,,,,,,99612,85455,14031,4221,4221,0,9810,2718,7092,4812,2280,218,636,448,978,126,0,0,126,,,,,,,,,,,,,,,,,,96761,83121,13514,4503,3016,1487,620,8391,126,99612,85455,14031,4221,9810,2718,7092,4812,2280,126,0,126,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107351,96074,10557,1336,1336,0,9221,3288,5933,2029,3904,1238,362,1460,844,720,0,0,720,,,,,,,,,,,,,,,,,,,,,,,,,,,107351,96074,10557,1336,9221,3288,5933,2029,3904,720,0,720,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156382,133990,21769,8297,8297,0,13472,4111,9361,5775,3586,299,578,1274,1435,623,0,0,623,,,,,,,,,,,,,,,,,,,,,,,,,,,156382,133990,21769,8297,13472,4111,9361,5775,3586,623,0,623,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117912,77333,38993,19226,19226,0,19767,3084,16683,7466,9217,1913,2241,1795,3268,1586,0,168,1418,,,,,,,,,,,,,,,,,,,,,,,,,,,117912,77333,38993,19226,19767,3084,16683,7466,9217,1586,0,1586,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147032,123553,22357,4184,4053,131,18173,2812,15361,10399,4962,458,1129,1423,1952,1122,0,0,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,147032,123553,22357,4184,18173,2812,15361,10399,4962,1122,0,1122,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119689,97876,21655,5131,3395,1736,16524,4434,12090,8849,3241,271,392,1178,1400,158,0,50,108,,,,,,,,,,,,,,,,,,,,,,,,,,,119689,97876,21655,5131,16524,4434,12090,8849,3241,158,0,158,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139580,114433,24523,7251,7251,0,17272,8331,8941,6641,2300,808,400,511,581,624,252,0,372,,,,,,,,,,,,,,,,,,,,,,,,,,,139580,114433,24523,7251,17272,8331,8941,6641,2300,624,252,372,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155466,126699,27878,4212,4177,35,23666,11258,12408,10168,2240,69,664,747,760,889,0,0,889,,,,,,,,,,,,,,,,,,,,,,,,,,,155466,126699,27878,4212,23666,11258,12408,10168,2240,889,0,889,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105786,86683,18001,3253,3253,0,14748,6182,8566,4636,3930,91,708,1243,1888,1102,0,0,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,105786,86683,18001,3253,14748,6182,8566,4636,3930,1102,0,1102,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115955,89434,25885,13810,13021,789,12075,1564,10511,6099,4412,38,1043,1421,1910,636,0,0,636,,,,,,,,,,,,,,,,,,,,,,,,,,,115955,89434,25885,13810,12075,1564,10511,6099,4412,636,0,636,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119663,87025,31242,15327,11686,3641,15915,2876,13039,7790,5249,122,436,1950,2741,1396,0,0,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,119663,87025,31242,15327,15915,2876,13039,7790,5249,1396,0,1396,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111052,94278,16189,2975,2975,0,13214,3553,9661,5630,4031,343,1073,577,2038,585,0,0,585,,,,,,,,,,,,,,,,,,,,,,,,,,,111052,94278,16189,2975,13214,3553,9661,5630,4031,585,0,585,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161899,130347,30831,16694,16694,0,14137,0,14137,8101,6036,1479,2164,1223,1170,721,0,0,721,,,,,,,,,,,,,,,,,,,,,,,,,,,161899,130347,30831,16694,14137,0,14137,8101,6036,721,0,721,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100416,74465,24839,11166,11166,0,13673,0,13673,8308,5365,885,1244,579,2657,1112,0,0,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,100416,74465,24839,11166,13673,0,13673,8308,5365,1112,0,1112,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108267,77972,29177,12242,12242,0,16935,0,16935,8051,8884,1446,2341,2792,2305,1118,0,0,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,108267,77972,29177,12242,16935,0,16935,8051,8884,1118,0,1118,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161864,116120,44097,15435,15435,0,28662,1547,27115,19508,7607,852,2421,2398,1936,1647,0,0,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,161864,116120,44097,15435,28662,1547,27115,19508,7607,1647,0,1647,,,,,,,,,
ACSSF,2012e1,co,000,0028,0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122720,104685,17779,8897,8882,0,8882,7119,1763,256,0,256,,,,,,,,,
