ACSSF,2012e1,co,000,0107,0000001,1996088,186217,39307,146910,1809871,580181,1229690,1996088,186217,104646,39528,63467,12516,50951,1651,81571,12050,13902,3210,10692,55619,1809871,536035,393950,137550,43754,93796,4535,1273836,529542,88275,32816,55459,656019,1996088,186217,95999,90218,1809871,154515,1655356,1751085,136373,1614712,72416,18618,53798,15410,3607,11803,46156,3932,42224,1682,159,1523,66659,16717,49942,42680,6811,35869,1532181,92162,1440019,307342,66353,240989,1278264,128947,51578,6478,19674,17066,13323,3743,8360,7014,1346,77369,15726,2141,10529,2319,737,61643,15029,33736,9924,2954,1149317,923492,108557,231249,487312,461380,25932,96374,88579,7795,225825,76570,5054,40732,24865,5919,149255,12297,84742,42031,10185,56765,20173,61465,1996088,186217,76674,109543,1809871,331403,1478468,1996088,186217,1809871,1996088,186217,104646,81571,1809871,536035,1273836,1278264,128947,51578,6478,19674,25426,77369,15726,2141,10529,3056,61643,15029,33736,12878,1149317,923492,108557,231249,583686,225825,76570,5054,40732,30784,149255,12297,84742,52216
ACSSF,2012e1,co,000,0107,0000002,1718594,166528,34268,132260,1552066,471169,1080897,1718594,166528,94610,34223,58828,11318,47510,1559,71918,10038,12030,2990,9040,49850,1552066,469443,339532,125940,39031,86909,3971,1082623,419966,78320,28829,49491,584337,1718594,166528,85281,81247,1552066,135753,1416313,1487190,118680,1368510,71169,18307,52862,12513,3186,9327,44778,3913,40865,1487,139,1348,61945,16097,45848,39512,6206,33306,1286821,78632,1208189,282834,61227,221607,1078877,115119,44261,5539,16757,14682,11430,3252,7283,6121,1162,70858,14308,2028,9494,2049,737,56550,13968,31307,8520,2755,963758,759498,83864,189829,403320,381893,21427,82485,75570,6915,204260,67860,3892,36372,21987,5609,136400,11117,78090,38235,8958,56218,20211,61095,1718594,166528,68331,98197,1552066,277203,1274863,1718594,166528,1552066,1718594,166528,94610,71918,1552066,469443,1082623,1078877,115119,44261,5539,16757,21965,70858,14308,2028,9494,2786,56550,13968,31307,11275,963758,759498,83864,189829,485805,204260,67860,3892,36372,27596,136400,11117,78090,47193
ACSSF,2012e1,co,000,0107,0000003,277494,19689,5039,14650,257805,109012,148793,277494,19689,10036,5305,4639,1198,3441,92,9653,2012,1872,220,1652,5769,257805,66592,54418,11610,4723,6887,564,191213,109576,9955,3987,5968,71682,277494,19689,10718,8971,257805,18762,239043,263895,17693,246202,1247,311,936,2897,421,2476,,,,,,,4714,620,4094,3168,605,2563,245360,13530,231830,24508,5126,19382,199387,13828,7317,939,2917,2384,1893,491,1077,893,184,6511,1418,113,1035,270,0,5093,1061,2429,1404,199,185559,163994,24693,41420,83992,79487,4505,13889,13009,880,21565,8710,1162,4360,2878,310,12855,1180,6652,3796,1227,60791,19848,65001,277494,19689,8343,11346,257805,54200,203605,277494,19689,257805,277494,19689,10036,9653,257805,66592,191213,199387,13828,7317,939,2917,3461,6511,1418,113,1035,270,5093,1061,2429,1603,185559,163994,24693,41420,97881,21565,8710,1162,4360,3188,12855,1180,6652,5023
ACSSF,2012e1,co,000,0107,0000004,1833802,166667,34388,132279,1667135,520800,1146335,1833802,166667,96002,35486,58931,11522,47409,1585,70665,9741,12124,2918,9206,48800,1667135,499580,366783,128640,40119,88521,4157,1167555,481071,82214,30356,51858,604270,1833802,166667,83524,83143,1667135,141277,1525858,1600507,120130,1480377,71715,18465,53250,13167,3172,9995,45386,3913,41473,1604,159,1445,60680,14575,46105,40743,6253,34490,1401207,80816,1320391,280361,58908,221453,1174990,116282,45227,5290,17531,15051,11403,3648,7355,6124,1231,71055,14440,1877,9674,2152,737,56615,13643,31106,9130,2736,1058708,847854,96980,211776,448942,425456,23486,90156,82660,7496,210854,70475,4474,37026,23115,5860,140379,11366,79605,39750,9658,58099,20787,62357,1833802,166667,66292,100375,1667135,299511,1367624,1833802,166667,1667135,1833802,166667,96002,70665,1667135,499580,1167555,1174990,116282,45227,5290,17531,22406,71055,14440,1877,9674,2889,56615,13643,31106,11866,1058708,847854,96980,211776,539098,210854,70475,4474,37026,28975,140379,11366,79605,49408
ACSSF,2012e1,co,000,0107,0000005,1728374,156803,32556,124247,1571571,484479,1087092,1728374,156803,91158,33455,56118,11187,44931,1585,65645,9252,11471,2781,8690,44922,1571571,475024,348559,122781,38457,84324,3684,1096547,447781,77652,28217,49435,571114,1728374,156803,79252,77551,1571571,132329,1439242,1502119,111424,1390695,71080,18269,52811,11573,2859,8714,45151,3913,41238,1442,159,1283,57470,14290,43180,39539,5889,33650,1312983,74155,1238828,266467,56274,210193,1107069,110296,42707,5004,16285,14418,10894,3524,7000,5864,1136,67589,13968,1812,9339,2080,737,53621,13404,29452,8097,2668,996773,796340,88840,199293,422160,400113,22047,86047,78664,7383,200433,66674,4196,35532,21627,5319,133759,10852,75974,37785,9148,58786,20706,63027,1728374,156803,61815,94988,1571571,280616,1290955,1728374,156803,1571571,1728374,156803,91158,65645,1571571,475024,1096547,1107069,110296,42707,5004,16285,21418,67589,13968,1812,9339,2817,53621,13404,29452,10765,996773,796340,88840,199293,508207,200433,66674,4196,35532,26946,133759,10852,75974,46933
ACSSF,2012e1,co,000,0107,0000006,812878,92636,19282,73354,720242,212031,508211,812878,92636,52166,18081,33392,5803,27589,693,40470,4908,6957,1489,5468,28605,720242,194177,134370,58156,18251,39905,1651,526065,171981,38366,14144,24222,315718,812878,92636,49802,42834,720242,77367,642875,666457,56796,609661,56729,16128,40601,6024,1853,4171,22052,2613,19439,986,139,847,37573,11314,26259,23057,3793,19264,567432,35505,531927,148485,35837,112648,466211,63338,22989,3120,9122,7275,5650,1625,3472,2819,653,40349,7292,1353,4161,1314,464,33057,7650,18777,5372,1258,402873,306351,35230,79249,160848,151605,9243,31024,28499,2525,96522,32395,1556,17430,10638,2771,64127,5848,37255,17035,3989,50626,19262,55471,812878,92636,35159,57477,720242,131375,588867,812878,92636,720242,812878,92636,52166,40470,720242,194177,526065,466211,63338,22989,3120,9122,10747,40349,7292,1353,4161,1778,33057,7650,18777,6630,402873,306351,35230,79249,191872,96522,32395,1556,17430,13409,64127,5848,37255,21024
ACSSF,2012e1,co,000,0107,0000007,915496,64167,13274,50893,851329,272448,578881,915496,64167,38992,15374,22726,5384,17342,892,25175,4344,4514,1292,3222,16317,851329,280847,214189,64625,20206,44419,2033,570482,275800,39286,14073,25213,255396,915496,64167,29450,34717,851329,54962,796367,835662,54628,781034,14351,2141,12210,5549,1006,4543,23099,1300,21799,,,,19897,2976,16921,16482,2096,14386,745551,38650,706901,117982,20437,97545,640858,46958,19718,1884,7163,7143,5244,1899,3528,3045,483,27240,6676,459,5178,766,273,20564,5754,10675,2725,1410,593900,489989,53610,120044,261312,248508,12804,55023,50165,4858,103911,34279,2640,18102,10989,2548,69632,5004,38719,20750,5159,67088,22684,70943,915496,64167,26656,37511,851329,149241,702088,915496,64167,851329,915496,64167,38992,25175,851329,280847,570482,640858,46958,19718,1884,7163,10671,27240,6676,459,5178,1039,20564,5754,10675,4135,593900,489989,53610,120044,316335,103911,34279,2640,18102,13537,69632,5004,38719,25909
ACSSF,2012e1,co,000,0107,0000008,105428,9864,1832,8032,95564,36321,59243,105428,9864,4844,2031,2813,335,2478,0,5020,489,653,137,516,3878,95564,24556,18224,5859,1662,4197,473,71008,33290,4562,2139,2423,33156,105428,9864,4272,5592,95564,8948,86616,98388,8706,89682,635,196,439,1594,313,1281,,,,,,,3210,285,2925,1204,364,840,88224,6661,81563,13894,2634,11260,67921,5986,2520,286,1246,633,509,124,355,260,95,3466,472,65,335,72,0,2994,239,1654,1033,68,61935,51514,8140,12483,26782,25343,1439,4109,3996,113,10421,3801,278,1494,1488,541,6620,514,3631,1965,510,51020,23797,54104,105428,9864,4477,5387,95564,18895,76669,105428,9864,95564,105428,9864,4844,5020,95564,24556,71008,67921,5986,2520,286,1246,988,3466,472,65,335,72,2994,239,1654,1101,61935,51514,8140,12483,30891,10421,3801,278,1494,2029,6620,514,3631,2475
ACSSF,2012e1,co,000,0107,0000009,34930,4504,915,3589,30426,11412,19014,34930,4504,2115,720,1395,0,1395,0,2389,0,355,137,218,2034,30426,7975,6043,1784,532,1252,148,22451,10312,929,213,716,11210,34930,4504,1972,2532,30426,3443,26983,33212,4152,29060,,,,,,,,,,,,,,,,,,,29071,3279,25792,4982,1145,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47540,19583,51420,34930,4504,2540,1964,30426,6121,24305,34930,4504,30426,34930,4504,2115,2389,30426,7975,22451,21538,2470,720,48,313,359,1750,137,65,0,72,1613,96,1143,374,19068,16355,3223,3308,9824,2713,745,0,532,213,1968,93,984,891
ACSSF,2012e1,co,000,0107,0000010,70498,5360,917,4443,65138,24909,40229,70498,5360,2729,1311,1418,335,1083,0,2631,489,298,0,298,1844,65138,16581,12181,4075,1130,2945,325,48557,22978,3633,1926,1707,21946,70498,5360,2300,3060,65138,5505,59633,65176,4554,60622,,,,1138,233,905,,,,,,,2699,245,2454,767,132,635,59153,3382,55771,8912,1489,7423,46383,3516,1800,238,933,328,301,27,301,238,63,1716,335,0,335,0,0,1381,143,511,659,68,42867,35159,4917,9175,18207,17226,981,2860,2804,56,7708,3056,278,962,1275,541,4652,421,2647,1096,488,52170,25858,55623,70498,5360,1937,3423,65138,12774,52364,70498,5360,65138,70498,5360,2729,2631,65138,16581,48557,46383,3516,1800,238,933,629,1716,335,0,335,0,1381,143,511,727,42867,35159,4917,9175,21067,7708,3056,278,962,1816,4652,421,2647,1584
