ACSSF,2012m1,co,000,0106,0000001,7745,3188,2676,558,3281,1094,4062,934,369,1913,592,1831,3400,2461,411,95,3847,7758,1976,3937,5409,5201,8419,8905,12129,12346,15303,341,888,844,2392,465,773,416,3246,3812,3423,3199,2955,928,1344,4650,7819,9396,5509,7625,3437,5241,4915,4652,1402,2249,6421,8168,9241,4309,6554,2185,4043,3429,3312,1363,2056,4273,5401,5361,2116,5084,2983,4134,3418,1517,405,1448,3229,884,3070,4828,7801,2251,7280,8792,3242,9137,3590,5308,1440,737,1240,4929,1649,4815,6059,6186,3116,4981,7902,4921,9068,2134,4084,1337,768,1037,3984,1687,3594,4132,3764,2344,2881,4889,3140,5742,1720,3810,1395,983,1052,3830,3017,3375,4145,2566,1681,2093,4857,3715,4989,7745,7060,4218,910,2074,1784,1550,1871,1190,3246,6963,6937,6522,2516,2980,7769,11685,14136,8011,11343,2983,3285,7005,2477,1163,2124,7069,2538,6649,7744,11159,4402,9592,12174,7418,13547,1720,3810,1395,983,1052,3830,3017,3375,4145,2566,1681,2093,4857,3715,4989,7745,7060,4218
ACSSF,2012m1,co,000,0106,0000002,7239,3220,2489,552,3154,1030,4006,893,368,1729,543,1687,3017,2195,402,95,9700,7294,1646,3623,5290,4585,11234,8410,10203,11995,14460,471,946,987,2565,539,857,436,9846,6037,3077,2981,2673,890,1316,6335,8161,9006,5206,7344,6468,4849,4555,4232,1368,2025,7566,8313,9324,3918,5858,3846,3811,3197,3011,1196,1927,4594,5311,5070,1915,4717,9411,6128,3079,1484,405,1414,2947,873,2904,6333,7148,2138,6695,8573,3073,9388,6270,4863,1252,725,1112,4536,1516,4325,7625,5687,2978,4606,8800,4762,9579,3928,3847,1073,539,915,3654,1545,3454,4569,3395,2129,2595,4889,3151,5433,4214,3891,1309,917,985,3837,2725,3364,4494,2149,1525,1765,4750,3602,4648,7239,6666,3903,837,1807,1799,1452,1719,1038,9846,6302,6117,5574,2181,2883,11432,12781,14292,7542,10730,9411,9427,6295,2158,1016,1961,6342,2460,6115,11228,10443,4137,9123,14284,7239,15076,4214,3891,1309,917,985,3837,2725,3364,4494,2149,1525,1765,4750,3602,4648,7239,6666,3903
ACSSF,2012m1,co,000,0106,0000003,3371,888,813,117,1138,446,1731,282,91,836,208,631,1491,1031,86,189,8875,3361,862,1646,2170,2016,8712,3029,4722,4741,5379,539,2305,2298,13043,1411,1757,854,9522,5136,1103,1070,1043,220,331,5108,4589,3975,1639,2313,6263,1945,1684,1653,513,811,5986,5262,5300,1179,3162,3657,1538,1213,1217,586,946,3578,3296,3221,750,2339,9248,4940,1096,261,189,261,1080,219,1055,4887,2205,511,2048,4808,884,4592,6065,1890,527,150,479,1824,699,1650,5600,1705,892,1412,5650,1746,5330,3647,1569,737,517,511,1504,734,1385,3553,1223,760,1099,3704,1080,3578,4294,1911,552,372,349,1856,1160,1454,3554,1274,533,1189,3736,1776,3072,3371,3146,1621,267,881,659,640,544,532,9522,2690,2314,2303,822,1240,9438,7632,7445,2147,5039,9248,9159,2684,905,549,748,2642,944,2369,8989,3290,1234,2920,8911,2391,8129,4294,1911,552,372,349,1856,1160,1454,3554,1274,533,1189,3736,1776,3072,3371,3146,1621
ACSSF,2012m1,co,000,0106,0000004,7450,3135,2576,556,3187,1109,4001,893,371,1771,600,1837,3364,2359,348,95,3938,7514,1890,3815,5319,5135,8175,8624,11697,12033,14719,234,844,856,2692,497,506,448,3567,3252,3320,3138,2877,922,1342,4018,7693,9144,5343,7221,3560,5223,4921,4681,1335,2228,6174,8003,8985,4296,6302,1991,4095,3386,3218,1354,2056,4031,5423,5507,2008,4820,3983,3872,3320,1529,405,1458,3115,874,2986,4361,7114,2231,6587,8202,3050,8546,3663,5268,1433,683,1274,4868,1629,4739,5960,5857,2797,4739,7575,4695,8862,2074,4110,1262,744,978,3912,1660,3528,3937,3476,2042,2725,4861,3073,5584,1959,3630,1353,938,1007,3706,2990,3283,4046,2259,1506,1924,4221,3401,4656,7450,6700,4023,885,2103,1783,1543,1698,1043,3567,6913,6790,6345,2376,3137,7655,11363,13710,7653,10793,3983,4008,6924,2463,1125,2077,6845,2539,6444,7765,9940,4113,8414,11598,7045,13011,1959,3630,1353,938,1007,3706,2990,3283,4046,2259,1506,1924,4221,3401,4656,7450,6700,4023
ACSSF,2012m1,co,000,0106,0000005,7433,3041,2558,556,3177,1088,3840,871,339,1623,559,1744,3408,2288,348,95,2815,7428,1829,3705,5293,5020,8271,8140,11209,11683,14272,244,860,887,2866,525,518,462,2803,2844,3193,3057,2798,929,1295,4101,7485,8950,5228,6743,2329,5299,4921,4665,1349,2169,5277,7358,8559,4188,6181,1336,3798,3262,3065,1373,1936,3633,4991,4914,1885,4681,3705,3596,3171,1346,354,1285,3032,874,2905,4387,7083,2150,6449,7979,2908,8309,2915,5304,1426,680,1235,4937,1614,4734,5556,5998,2834,4879,7352,4438,8693,1454,3820,1248,746,965,3650,1590,3352,3500,3316,1927,2509,4418,2944,5120,1313,3700,1241,822,961,3807,2921,3122,3746,2263,1457,1890,4146,3258,4145,7433,6719,3834,830,2068,1741,1510,1679,1053,2803,6940,6910,6420,2393,2940,7670,10848,13297,7455,10840,3705,3630,6926,2353,1111,1976,6859,2499,6536,8002,9728,4047,8286,11601,6578,12769,1313,3700,1241,822,961,3807,2921,3122,3746,2263,1457,1890,4146,3258,4145,7433,6719,3834
ACSSF,2012m1,co,000,0106,0000006,5648,2617,2130,247,2098,787,3276,562,258,1098,393,1345,2513,1422,242,65,7333,5557,1255,2968,4022,3364,8035,6668,7840,8515,9437,351,1460,1329,4650,387,771,521,6042,6644,2851,2608,2466,624,1125,6799,6819,7497,4097,5006,6387,3380,3114,2810,993,1361,6646,6691,6884,2535,4732,3908,2674,2183,2043,943,1443,4292,4698,4506,1221,2916,6604,6935,2842,927,329,891,2622,709,2485,6828,5908,1653,5756,8548,2091,8201,6679,3380,1089,540,900,3124,1253,2988,6927,4729,2231,3843,6847,2872,6851,3775,2669,839,363,760,2622,990,2338,4227,2233,1472,1677,4402,2402,4537,4613,2757,768,486,621,2756,2042,2242,3680,1749,1329,1418,3904,2478,3552,5648,5057,2619,462,1641,1434,1225,1112,596,6042,4806,4480,3926,1534,2276,7554,7945,8698,5354,7316,6604,6936,4808,1647,754,1369,4584,1768,4508,8156,7782,2944,7204,10807,4926,10206,4613,2757,768,486,621,2756,2042,2242,3680,1749,1329,1418,3904,2478,3552,5648,5057,2619
ACSSF,2012m1,co,000,0106,0000007,5982,2457,1945,499,2387,675,2825,610,203,1413,335,1150,2542,1899,286,70,7036,5990,1301,2922,3752,3658,8291,5117,8833,8846,10664,762,1408,1589,4843,369,626,486,5963,5998,2373,2206,1982,651,745,5971,7285,7500,3399,5522,6297,4142,3690,3471,887,1551,6464,8094,7861,3129,4925,4178,2512,2182,2121,837,1527,4362,4632,4526,1463,3368,6385,5958,2358,866,103,867,2204,457,2185,6050,5456,1253,5023,7278,1723,7277,6538,4099,884,461,824,3889,1200,3581,6681,3793,1690,3401,7251,3232,7944,4081,2521,830,569,614,2399,1126,2184,4309,2499,1176,2017,4344,1979,4402,4339,3125,956,653,691,3073,2089,2671,4209,1751,845,1467,4288,2473,3979,5982,5008,3004,728,1456,1097,1019,1551,894,5963,5698,4961,4736,1457,2384,7539,10475,11394,4884,8759,6385,6886,5631,1547,754,1387,5400,1853,4824,8343,8119,2721,7131,11435,4311,11959,4339,3125,956,653,691,3073,2089,2671,4209,1751,845,1467,4288,2473,3979,5982,5008,3004
ACSSF,2012m1,co,000,0106,0000008,1897,616,483,189,704,186,1195,155,142,500,198,438,751,564,189,189,2495,1861,447,780,1346,1053,2783,2016,2693,3460,3278,985,3385,4689,8425,1019,1701,1008,1893,2272,747,710,685,108,275,2307,2123,2215,1369,2214,2600,876,793,791,55,527,2644,2716,2653,921,2215,1264,896,714,702,141,483,1355,1817,1833,532,1379,3260,2258,726,472,162,444,565,189,565,2194,1686,389,1614,2680,654,2551,2423,843,202,61,204,850,373,814,2355,1472,583,1356,2565,1469,2908,1303,890,170,75,150,883,285,819,1388,931,698,692,1670,735,1570,1440,1135,379,321,288,1112,632,1005,1447,590,460,453,1505,1252,1259,1897,1750,775,223,343,329,250,359,295,1893,1377,1191,1170,177,762,2125,3474,3350,1870,3232,3260,2977,1319,510,185,480,1261,474,1167,2874,2771,1090,2433,3580,1801,3693,1440,1135,379,321,288,1112,632,1005,1447,590,460,453,1505,1252,1259,1897,1750,775
ACSSF,2012m1,co,000,0106,0000009,1097,349,404,189,315,133,560,73,142,313,95,294,399,386,189,189,4057,1072,311,389,744,637,3863,1350,1555,2294,2000,2169,9486,8773,15034,1336,5965,1696,4597,2908,514,480,457,108,191,2818,2603,2685,908,1409,2809,451,295,295,189,379,2803,2526,2482,535,1036,1363,425,305,305,189,293,1230,1168,1156,200,846,4213,2728,498,472,162,444,198,189,198,2675,1462,247,1442,2507,436,2444,2730,391,189,189,189,391,246,295,2749,696,496,460,2811,572,2623,1396,429,189,189,189,429,133,419,1264,533,364,360,1288,367,1223,1507,724,239,206,144,757,414,690,1218,451,397,301,1173,438,1057,,,,,,,,,,4597,771,580,579,108,496,4506,4081,3946,1074,2102,4213,4495,686,472,162,444,559,280,509,4505,1766,699,1468,4296,878,3945,1507,724,239,206,144,757,414,690,1218,451,397,301,1173,438,1057,1097,1035,385
ACSSF,2012m1,co,000,0106,0000010,1475,480,293,189,612,121,1065,108,189,426,168,322,628,435,189,189,4686,1460,394,691,1073,783,4589,1794,2536,2959,3194,1796,4385,5668,21545,1681,1681,1593,4817,3081,532,500,500,189,211,3019,2326,2305,1048,1901,3118,817,764,759,55,350,3190,2918,2864,682,1914,1651,804,648,634,141,418,1588,1629,1657,520,1356,4950,2728,510,189,189,189,510,189,510,2637,1171,340,1084,2370,503,2311,2876,771,202,61,204,772,278,765,2871,1268,279,1190,2762,1355,2894,1624,793,170,75,150,769,225,720,1558,911,608,608,1625,662,1482,1597,893,356,249,255,871,486,795,1519,449,252,342,1514,1148,1319,1475,1422,652,200,307,300,136,302,293,4817,1184,1095,1075,153,548,4872,4146,4143,1482,3000,4950,4776,1168,259,98,259,1150,369,1104,4698,2224,772,2027,4615,1677,4435,1597,893,356,249,255,871,486,795,1519,449,252,342,1514,1148,1319,1475,1422,652
