ACSSF,2012e1,co,000,0175,0000001,5187582,10475,5177107,5187582,58927,5128655,5187582,100914,5086668,5187582,91984,5095598,5187582,4681224,191775,4489449,506358,34697,471661,586680,80322,11457,68865,506358,59680,446678,,,,,,,,201312,35806,165506,5187582,421415,4766167,5123944,280559,4843385,5123944,992587,119506,16676,102830,873081,4131357,2538793,191237,2347556,2538793,235566,29474,206092,2303227,2538793,2134981,187603,1947378,403812,2538793,2370579,321433,2049146,168214,2538793,2370579,262831,2107748,168214,2513773,25802,2487971
ACSSF,2012e1,co,000,0175,0000002,4480934,9268,4471666,4480934,49115,4431819,4480934,88680,4392254,4480934,78883,4402051,4480934,4007675,160675,3847000,473259,32904,440355,545427,72168,10018,62150,473259,55495,417764,,,,,,,,186966,33984,152982,4480934,361480,4119454,4423628,237625,4186003,4423628,897621,107867,14439,93428,789754,3526007,2200061,163967,2036094,2200061,203612,26408,177204,1996449,2200061,1856867,161956,1694911,343194,2200061,2067651,278980,1788671,132410,2200061,2067651,228994,1838657,132410,2179722,20026,2159696
ACSSF,2012e1,co,000,0175,0000003,706648,1207,705441,706648,9812,696836,706648,12234,694414,706648,13101,693547,706648,673549,31100,642449,33099,1793,31306,41253,8154,1439,6715,33099,4185,28914,,,,,,,,14346,1822,12524,706648,59935,646713,700316,42934,657382,700316,94966,11639,2237,9402,83327,605350,338732,27270,311462,338732,31954,3066,28888,306778,338732,278114,25647,252467,60618,338732,302928,42453,260475,35804,338732,302928,33837,269091,35804,334051,5776,328275
ACSSF,2012e1,co,000,0175,0000004,4780840,9346,4771494,4780840,52041,4728799,4780840,94808,4686032,4780840,85922,4694918,4780840,4300226,176911,4123315,480614,33610,447004,558360,77746,11092,66654,480614,56699,423915,,,,,,,,193289,34324,158965,4780840,389759,4391081,4721474,258229,4463245,4721474,925283,111979,15135,96844,813304,3796191,2354971,176561,2178410,2354971,219001,28227,190774,2135970,2354971,1989508,175193,1814315,365463,2354971,2202005,300135,1901870,152966,2354971,2202005,245437,1956568,152966,2331614,23370,2308244
ACSSF,2012e1,co,000,0175,0000005,4501758,8863,4492895,4501758,45492,4456266,4501758,85025,4416733,4501758,79945,4421813,4501758,4044745,165048,3879697,457013,30675,426338,532016,75003,10567,64436,457013,51867,405146,,,,,,,,185601,33372,152229,4501758,366014,4135744,4445881,240223,4205658,4445881,875500,105696,13217,92479,769804,3570381,2221257,163528,2057729,2221257,204660,27108,177552,2016597,2221257,1879595,162413,1717182,341662,2221257,2077655,281451,1796204,143602,2221257,2077655,229291,1848364,143602,2198777,21159,2177618
ACSSF,2012e1,co,000,0175,0000006,2046943,3621,2043322,2046943,20269,2026674,2046943,40429,2006514,2046943,36645,2010298,2046943,1801109,71160,1729949,245834,15458,230376,282362,36528,5103,31425,245834,28994,216840,,,,,,,,91295,18562,72733,2046943,155856,1891087,2019243,104989,1914254,2019243,485970,52498,6555,45943,433472,1533273,997861,69721,928140,997861,82182,7531,74651,915679,997861,818307,67855,750452,179554,997861,940871,122648,818223,56990,997861,940871,101595,839276,56990,987748,7990,979758
ACSSF,2012e1,co,000,0175,0000007,2454815,5242,2449573,2454815,25223,2429592,2454815,44596,2410219,2454815,43300,2411515,2454815,2243636,93888,2149748,211179,15217,195962,249654,38475,5464,33011,211179,22873,188306,,,,,,,,94306,14810,79496,2454815,210158,2244657,2426638,135234,2291404,2426638,389530,53198,6662,46536,336332,2037108,1223396,93807,1129589,1223396,122478,19577,102901,1100918,1223396,1061288,94558,966730,162108,1223396,1136784,158803,977981,86612,1223396,1136784,127696,1009088,86612,1211029,13169,1197860
ACSSF,2012e1,co,000,0175,0000008,279082,483,278599,279082,6549,272533,279082,9783,269299,279082,5977,273105,279082,255481,11863,243618,23601,2935,20666,26344,2743,525,2218,23601,4832,18769,,,,,,,,7688,952,6736,279082,23745,255337,275593,18006,257587,275593,49783,6283,1918,4365,43500,225810,133714,13033,120681,133714,14341,1119,13222,119373,133714,109913,12780,97133,23801,133714,124350,18684,105666,9364,133714,124350,16146,108204,9364,132837,2211,130626
ACSSF,2012e1,co,000,0175,0000009,91910,102,91808,91910,1061,90849,91910,3425,88485,91910,1375,90535,91910,84067,2536,81531,7843,1651,6192,8974,1131,87,1044,7843,1650,6193,,,,,,,,2093,431,1662,91910,6754,85156,90800,4858,85942,90800,19277,1598,98,1500,17679,71523,42190,4041,38149,42190,4585,429,4156,37605,42190,35339,4209,31130,6851,42190,39531,5458,34073,2659,42190,39531,4625,34906,2659,41651,150,41501
ACSSF,2012e1,co,000,0175,0000010,187172,381,186791,187172,5488,181684,187172,6358,180814,187172,4602,182570,187172,171414,9327,162087,15758,1284,14474,17370,1612,438,1174,15758,3182,12576,,,,,,,,5595,521,5074,187172,16991,170181,184793,13148,171645,184793,30506,4685,1820,2865,25821,154287,91524,8992,82532,91524,9756,690,9066,81768,91524,74574,8571,66003,16950,91524,84819,13226,71593,6705,91524,84819,11521,73298,6705,91186,2061,89125
