ACSSF,2012e1,co,000,0129,0000001,2559194,67433,185028,181911,65492,278105,117919,71898,174049,346783,527677,282732,131018,129149,1022761,28062,36876,75158,13361,32349,19069,40308,77536,205718,345383,57086,33768,58087,449141,3421,956,2396,711,11798,3185,1257,5623,52753,105473,178930,45679,36959,618564,6045,11919,29839,35268,192735,31103,22451,83236,67535,64167,32722,15950,25594,243041,24034,127472,9260,3125,13509,10302,5939,4741,7603,4328,4395,23006,5327,225687,5871,7805,65258,13027,27714,54260,1943,2913,13174,8326,9599,12615,3182
ACSSF,2012e1,co,000,0129,0000002,2217862,38782,152393,160003,58455,246370,97529,66263,154985,309328,461060,250252,114066,108376,883986,14578,30015,66168,12392,28366,16070,37177,68636,182119,300683,48684,29495,49603,396115,1335,711,2136,711,10134,2895,1181,4671,47756,93399,161248,40039,29899,545447,4158,9768,26063,30848,171732,26371,21044,74469,60220,56551,28500,13783,21940,197196,14579,105618,7744,2221,12561,7876,5127,4394,6926,3585,3003,19393,4169,195118,4132,6281,57892,12283,23577,44317,1734,2815,12307,6842,8817,11356,2765
ACSSF,2012e1,co,000,0129,0000003,341332,28651,32635,21908,7037,31735,20390,5635,19064,37455,66617,32480,16952,20773,138775,13484,6861,8990,969,3983,2999,3131,8900,23599,44700,8402,4273,8484,53026,2086,245,260,0,1664,290,76,952,4997,12074,17682,5640,7060,73117,1887,2151,3776,4420,21003,4732,1407,8767,7315,7616,4222,2167,3654,45845,9455,21854,1516,904,948,2426,812,347,677,743,1392,3613,1158,30569,1739,1524,7366,744,4137,9943,209,98,867,1484,782,1259,417
ACSSF,2012e1,co,000,0129,0000004,2371248,49220,165572,175821,62220,258528,106884,68819,164170,333749,490522,257283,121479,116981,962589,20864,33600,73540,13141,31058,17720,39115,74145,199279,324018,51577,30825,53707,412731,2635,793,2396,711,10652,3059,1044,4910,50666,96723,163067,42798,33277,574715,4835,11099,29152,33271,178710,28870,21374,77640,64022,58572,30032,14902,22236,212153,16773,113132,8630,2858,12183,8411,5420,4593,7112,3848,3416,20761,5016,209060,4113,6948,62103,12239,25925,48824,1866,2882,12670,7361,9191,12193,2745
ACSSF,2012e1,co,000,0129,0000005,2234844,42221,155026,167165,60215,242581,101233,67316,156064,320438,465087,233218,115358,108922,917381,17947,31974,71900,12872,29329,17328,38225,70478,192725,307887,45320,29712,51684,382071,2371,793,2009,711,10237,2894,984,4586,47092,91551,148974,40792,29077,544575,4546,10276,27891,32084,167313,27358,20974,74343,62159,55497,27319,13687,21128,194209,13759,105445,8101,2673,10892,7577,5381,4002,6566,3177,2508,19453,4675,196608,3598,6538,57264,11875,24810,46076,1752,2655,11896,6975,9097,11714,2358
ACSSF,2012e1,co,000,0129,0000006,1008757,14322,66543,63967,24142,110072,43490,29924,69115,145974,220477,120231,52239,48261,399774,4439,12029,25975,4541,13835,7400,15814,28119,82081,144208,21379,14184,25770,190676,255,527,960,373,5283,1320,398,2556,26333,45820,78875,17877,10099,248123,2256,4105,9715,12512,75844,12090,10515,35066,29185,25918,14469,6747,9701,83468,5886,46963,3549,940,3916,3434,2272,1703,2835,1476,1112,7298,2084,86716,1486,2919,23768,5776,11194,19246,925,1671,5540,3055,4396,6133,607
ACSSF,2012e1,co,000,0129,0000007,1226087,27899,88483,103198,36073,132509,57743,37392,86949,174464,244610,112987,63119,60661,517607,13508,19945,45925,8331,15494,9928,22411,42359,110644,163679,23941,15528,25914,191395,2116,266,1049,338,4954,1574,586,2030,20759,45731,70099,22915,18978,296452,2290,6171,18176,19572,91469,15268,10459,39277,32974,29579,12850,6940,11427,110741,7873,58482,4552,1733,6976,4143,3109,2299,3731,1701,1396,12155,2591,109892,2112,3619,33496,6099,13616,26830,827,984,6356,3920,4701,5581,1751
ACSSF,2012e1,co,000,0129,0000008,136404,6999,10546,8656,2005,15947,5651,1503,8106,13311,25435,24065,6121,8059,45208,2917,1626,1640,269,1729,392,890,3667,6554,16131,6257,1113,2023,30660,264,0,387,0,415,165,60,324,3574,5172,14093,2006,4200,30140,289,823,1261,1187,11397,1512,400,3297,1863,3075,2713,1215,1108,17944,3014,7687,529,185,1291,834,39,591,546,671,908,1308,341,12452,515,410,4839,364,1115,2748,114,227,774,386,94,479,387
ACSSF,2012e1,co,000,0129,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,co,000,0129,0000010,93357,5363,8134,4926,1610,10713,4098,1027,5713,8873,16609,16982,4183,5126,31094,2430,1420,1480,187,808,247,656,2387,4389,10278,4758,828,1226,20951,218,0,261,0,374,39,60,324,2327,3302,9660,1668,2718,20662,289,759,743,1045,7735,1077,272,2261,1083,2209,1834,710,645,12910,2176,5545,313,185,974,495,39,514,415,577,701,685,291,7740,250,410,2129,193,822,2240,0,227,659,243,29,292,246
ACSSF,2012e1,co,000,0129,0000011,187946,18213,19456,6090,3272,19577,11035,3079,9879,13034,37155,25449,9539,12168,60172,7198,3276,1618,220,1291,1349,1193,3391,6439,21365,5509,2943,4380,36410,786,163,0,0,1146,126,213,713,2087,8750,15863,2881,3682,43849,1210,820,687,1997,14025,2233,1077,5596,3513,5595,2690,1048,3358,30888,7261,14340,630,267,1326,1891,519,148,491,480,979,2245,311,16627,1758,857,3155,788,1789,5436,77,31,504,965,408,422,437
ACSSF,2012e1,co,000,0129,0000012,324350,25212,30002,14746,5277,35524,16686,4582,17985,26345,62590,49514,15660,20227,105380,10115,4902,3258,489,3020,1741,2083,7058,12993,37496,11766,4056,6403,67070,1050,163,387,0,1561,291,273,1037,5661,13922,29956,4887,7882,73989,1499,1643,1948,3184,25422,3745,1477,8893,5376,8670,5403,2263,4466,48832,10275,22027,1159,452,2617,2725,558,739,1037,1151,1887,3553,652,29079,2273,1267,7994,1152,2904,8184,191,258,1278,1351,502,901,824
