ACSSF,2012e1,co,000,0062,0000053,193029,68309,3945,2582,5296,5428,4100,4374,4708,3946,3562,4599,3459,3854,3028,4415,10381,632,124720,627252,160786,18188,66966,32294,43338,466466,8624,3067,195,1109,287,1476,5557,7263,2272,13,1326,755,178,4991,23910,6986,921,2225,1149,2691,16924,,,,,,,,25521,7742,617,4626,1372,1127,17779,23283,9992,1418,3933,2157,2484,13291,473772,106428,13181,38093,20033,35121,367344,193029,68309,6527,36013,14756,11013,124720
ACSSF,2012e1,co,000,0062,0000054,23119,7412,534,269,636,696,274,456,359,447,662,327,801,347,292,627,661,24,15707,94982,23050,3096,10089,5943,3922,71932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580,1090,411,448,188,43,1490,74253,16224,2334,6638,3942,3310,58029,23119,7412,803,3857,2067,685,15707
ACSSF,2012e1,co,000,0062,0000055,,,,,,,,,,,,,,,,,,,,107064,24084,3108,10371,6002,4603,82980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,1648,145,737,273,493,1669,102514,22105,2865,9013,5624,4603,80409,10421,4251,388,2513,1143,207,6170
ACSSF,2012e1,co,000,0062,0000056,21517,8576,726,242,348,318,481,203,554,142,450,511,321,343,482,184,2921,350,12941,165930,57373,4937,13656,6276,32504,108557,2570,1189,229,592,41,327,1381,,,,,,,,4585,2314,94,395,59,1766,2271,,,,,,,,,,,,,,,6663,3458,168,1203,616,1471,3205,150246,51034,4100,11481,5291,30162,99212,21517,8576,968,3007,1330,3271,12941
ACSSF,2012e1,co,000,0062,0000057,18719,8176,472,582,573,426,424,535,523,234,458,444,99,183,616,741,1866,0,10543,84644,21751,2268,10159,4780,4544,62893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8036,3420,578,1523,551,768,4616,1486,739,106,175,104,354,747,75426,17704,1853,8163,3967,3721,57722,18719,8176,1054,3617,1639,1866,10543
ACSSF,2012e1,co,000,0062,0000058,53605,20504,1498,875,1382,1947,1749,1628,1244,1552,758,526,1267,1487,742,1316,2533,0,33101,143792,44272,4496,17614,7711,14451,99520,,,,,,,,,,,,,,,1916,1009,189,164,0,656,907,,,,,,,,20413,7282,852,4710,1492,228,13131,4870,2895,500,818,481,1096,1975,113690,32542,3297,11923,4663,12659,81148,53605,20504,2373,10786,4812,2533,33101
ACSSF,2012e1,co,000,0062,0000059,19539,7123,534,240,293,291,545,595,491,212,284,466,706,320,445,119,1283,299,12416,97981,21386,2891,8172,4424,5899,76595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5808,1830,52,721,738,319,3978,,,,,,,,84737,16554,2404,5787,3629,4734,68183,19539,7123,774,3177,1590,1582,12416
ACSSF,2012e1,co,000,0062,0000060,15734,4212,275,149,490,229,577,109,158,65,132,622,96,85,147,301,621,156,11522,89582,17265,2001,8090,3875,3299,72317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486,1358,31,585,710,32,1128,78468,14363,1719,6105,3455,3084,64105,15734,4212,424,2382,629,777,11522
ACSSF,2012e1,co,000,0062,0000061,62559,20243,1241,1183,898,1179,1338,1051,966,1455,1082,1460,1080,989,1060,1697,3066,498,42316,116743,30500,2742,11242,6569,9947,86243,3133,884,168,248,186,282,2249,2447,992,95,330,308,259,1455,,,,,,,,,,,,,,,16765,5284,831,2471,1329,653,11481,6652,2410,205,1365,432,408,4242,77578,18229,1400,5711,3593,7525,59349,62559,20243,2424,9429,4826,3564,42316
ACSSF,2012e1,co,000,0062,0000062,39159,12867,1176,488,840,389,532,934,677,990,701,673,430,610,250,978,2757,442,26292,86024,22572,2877,8879,4178,6638,63452,861,519,0,196,119,204,342,,,,,,,,,,,,,,,,,,,,,,5148,1251,154,470,365,262,3897,2624,1211,100,410,397,304,1413,54853,12292,1467,4427,2616,3782,42561,39159,12867,1664,5736,2268,3199,26292
ACSSF,2012e1,co,000,0062,0000063,,,,,,,,,,,,,,,,,,,,101678,22985,2784,9694,5595,4912,78693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99146,21826,2784,9327,5236,4479,77320,3427,1720,139,400,514,667,1707
ACSSF,2012e1,co,000,0062,0000064,28834,10614,719,917,707,441,531,1053,750,716,595,594,754,589,399,1010,839,0,18220,135137,36403,5057,16072,7882,7392,98734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6069,2046,106,1056,810,74,4023,2805,1585,186,944,276,179,1220,114309,29028,3565,12568,6152,6743,85281,28834,10614,1636,5387,2752,839,18220
ACSSF,2012e1,co,000,0062,0000065,,,,,,,,,,,,,,,,,,,,105972,43419,2502,7507,2829,30581,62553,,,,,,,,,,,,,,,3756,1918,25,268,68,1557,1838,,,,,,,,,,,,,,,3150,1914,0,307,155,1452,1236,98922,39200,1737,6761,2421,28281,59722,9760,5410,765,1153,562,2930,4350
