ACSSF,2012m1,co,000,0062,0000001,2697,4504,2333,2514,2615,2292,2379,2431,1883,2649,2111,2686,1931,1683,1949,2875,3992,1441,5067,16228,11413,6575,6309,4769,8332,12994,5046,3884,1161,2277,1662,2273,3844,3989,1962,406,1245,783,988,3122,4204,2804,858,1618,1337,1804,3430,1240,819,242,430,288,356,846,12024,5969,1544,4090,2043,2114,7762,8178,5790,1926,3209,2132,2433,4386,3957,7808,4965,4234,3288,7923,7952,2697,4504,3415,3627,3504,4240,5067
ACSSF,2012m1,co,000,0062,0000002,6524,5191,2327,2472,2471,2200,2389,2281,1859,2584,2032,2667,1884,1646,1941,2748,4036,1410,6429,19412,12095,6190,6756,5155,8365,15625,4834,3966,1196,2318,1681,2260,3498,3766,1733,366,1118,732,730,2952,4250,2750,834,1617,1326,1834,3393,1233,824,242,430,288,342,820,11361,5647,1542,3952,1873,2063,7571,7940,5609,1878,3276,1990,2442,4282,12142,9255,4531,5145,3874,7882,11965,6524,5191,3389,3458,3245,4330,6429
ACSSF,2012m1,co,000,0062,0000003,5835,2993,590,556,613,669,411,647,407,466,511,538,692,347,346,645,1046,271,3641,11859,6545,1927,3690,2782,2445,8687,1468,992,294,534,232,373,1194,1551,968,140,396,330,649,1207,1128,586,220,377,187,210,827,,,,,,,,3044,1349,275,1060,488,536,2114,2138,1306,339,973,519,397,1466,11079,5817,1836,3445,2574,2128,8322,5835,2993,885,1992,1133,1088,3641
ACSSF,2012m1,co,000,0062,0000004,2737,4516,2209,2418,2545,2204,2305,2430,1896,2592,2004,2572,1889,1655,1909,2612,3994,1383,5128,15369,10952,6495,6383,4344,8375,12781,4998,3839,1157,2181,1651,2199,3847,3793,1783,311,982,747,949,3043,3934,2737,858,1600,1310,1820,3239,1210,821,242,430,288,357,827,11516,5653,1549,4013,1843,2027,7650,8075,5863,1930,3238,2092,2427,4197,4302,7927,4982,4390,3086,7951,8073,2737,4516,3248,3575,3151,4262,5128
ACSSF,2012m1,co,000,0062,0000005,2521,4369,2161,2335,2433,2121,2332,2338,1847,2558,1986,2515,1847,1649,1844,2519,3816,1326,4733,14603,11028,6302,6104,4282,8433,12341,4853,3848,1169,2194,1650,2196,3607,3376,1504,246,951,722,662,2821,3909,2720,858,1600,1291,1819,3216,984,594,242,384,182,321,783,10882,5356,1530,3852,1820,1865,7385,8173,5915,1907,3274,2088,2391,4111,3483,8024,4831,4102,3071,7674,7928,2521,4369,3172,3351,3070,4157,4733
ACSSF,2012m1,co,000,0062,0000006,7654,5040,1717,1762,1761,1884,1762,1418,1346,1831,1527,1882,1266,1394,1334,1835,3074,807,5883,14207,9317,4049,5381,3449,7255,10780,5872,3731,1142,1975,1521,1814,3944,2310,1296,177,854,468,581,1716,3927,2133,434,1324,917,1402,2955,,,,,,,,9943,5198,1149,3851,1701,1606,6474,5565,4258,1380,2267,1282,2086,3345,9309,7865,2837,3845,2529,6434,8523,7654,5040,2565,3199,2603,3246,5883
ACSSF,2012m1,co,000,0062,0000007,7573,5197,1317,1560,1612,1529,1466,1828,1299,1663,1381,1308,1570,1250,1235,1645,2224,948,5138,9953,8833,3865,5753,4153,5498,8986,4275,2807,659,1745,895,1129,2518,2682,1156,206,713,491,372,2251,3340,2035,775,1040,806,1335,2678,,,,,,,,7275,3038,1105,2252,849,921,4793,5575,3907,1242,2334,1497,1413,3089,8989,7402,3442,4633,3413,4693,7865,7573,5197,2091,3512,2327,2574,5138
ACSSF,2012m1,co,000,0062,0000008,1460,1940,516,619,532,436,466,537,467,433,543,445,449,320,376,457,1001,586,1833,3474,2851,1331,1957,1216,1782,3489,,,,,,,,1094,1006,155,285,169,804,930,,,,,,,,,,,,,,,2254,1216,82,719,420,676,1771,1478,981,437,237,294,490,942,2611,2053,1009,1371,1079,1509,2761,1460,1940,777,1292,707,1199,1833
ACSSF,2012m1,co,000,0062,0000009,3249,1799,324,234,442,251,286,398,345,148,421,157,229,106,168,422,646,578,2465,5662,3008,912,1748,961,1565,3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,2401,772,1249,808,1243,3214,3249,1799,420,1216,490,932,2465
ACSSF,2012m1,co,000,0062,0000010,3107,1629,400,574,379,406,427,414,415,400,372,419,370,293,344,193,807,110,2272,6680,3110,1023,1673,1340,1184,4884,,,,,,,,879,847,155,269,161,660,683,,,,,,,,,,,,,,,2102,1124,82,598,420,662,1699,1374,900,437,214,151,480,722,4880,2298,707,1347,1150,1096,4041,3107,1629,719,1057,575,816,2272
