ACSSF,2011m1,co,000,0107,0000001,9057,6275,3037,6312,10896,6572,11099,9057,6275,5255,3263,4231,2247,3777,553,3980,1773,1697,652,1621,3241,10896,10355,10260,5899,4286,4096,1006,12186,8850,4335,2924,3688,10687,9057,6275,4639,4613,10896,6207,11577,11052,5506,11339,3638,2366,3780,1713,894,1608,2633,676,2616,417,139,457,4695,2139,4017,3036,1428,2778,8700,4583,9777,5304,4086,5892,12018,5648,3681,947,2908,2323,2234,972,1492,1313,608,4699,2324,670,1926,892,469,4182,2420,2676,1767,664,12278,12125,3709,7578,10662,10507,2508,4502,4143,1570,7110,5012,1210,3531,2923,779,5355,1961,4937,3677,1973,605,933,793,9057,6275,4248,5754,10896,9388,12602,9057,6275,10896,9057,6275,5255,3980,10896,10355,12186,12018,5648,3681,947,2908,2609,4699,2324,670,1926,999,4182,2420,2676,1876,12278,12125,3709,7578,10946,7110,5012,1210,3531,3061,5355,1961,4937,4157
ACSSF,2011m1,co,000,0107,0000002,9991,6133,2855,6107,11028,6598,11529,9991,6133,5026,3114,4054,1951,3606,534,3661,1430,1654,637,1539,3039,11028,9175,8175,5316,3367,3978,840,10853,8080,4218,2859,3558,9096,9991,6133,4466,4487,11028,5820,11575,12658,5357,11953,4251,2377,3948,1563,889,1330,2347,597,2373,426,139,453,4399,2089,3612,3117,1359,2783,9971,4056,9983,5178,4212,5731,12680,5544,3599,835,2642,2181,2056,959,1347,1237,548,4628,2044,688,1677,872,466,4017,2333,2600,1552,647,12293,11037,3252,5364,8682,8353,2047,3322,3212,1207,6746,4285,1123,3078,2568,761,5312,1818,4507,3736,1865,712,1009,654,9991,6133,3897,5257,11028,9186,12089,9991,6133,11028,9991,6133,5026,3661,11028,9175,10853,12680,5544,3599,835,2642,2481,4628,2044,688,1677,987,4017,2333,2600,1633,12293,11037,3252,5364,9131,6746,4285,1123,3078,2693,5312,1818,4507,4247
ACSSF,2011m1,co,000,0107,0000003,7275,2068,1028,1805,7367,4290,7802,7275,2068,1722,1081,1406,868,1194,100,1543,1052,496,246,460,1086,7367,5740,5462,2741,2241,1801,465,7822,5051,1888,867,1645,5330,7275,2068,1328,1950,7367,3063,7418,6720,2085,6765,2397,516,2377,902,180,915,1216,277,1194,,,,1715,441,1703,1515,414,1519,6254,1964,6285,3676,881,3447,6084,1862,1655,479,1162,872,788,251,484,410,269,1358,911,226,889,178,41,1248,522,878,858,59,6179,6090,2091,4511,6355,6304,1145,2948,2824,945,3321,2414,392,2074,1094,279,2325,918,1679,1508,567,1886,3306,2036,7275,2068,1798,1844,7367,4165,7817,7275,2068,7367,7275,2068,1722,1543,7367,5740,7822,6084,1862,1655,479,1162,931,1358,911,226,889,184,1248,522,878,866,6179,6090,2091,4511,7086,3321,2414,392,2074,1094,2325,918,1679,1601
ACSSF,2011m1,co,000,0107,0000004,8099,6280,2880,6153,9923,6539,10032,8099,6280,5217,3273,4200,2092,3803,534,3632,1661,1659,635,1572,2962,9923,10007,9651,5617,4198,3888,924,11656,8450,4294,2877,3633,10324,8099,6280,4585,4413,9923,5941,11097,10480,5500,10493,3621,2375,3756,1655,840,1476,2588,656,2602,410,139,450,4704,2042,4063,3071,1404,2843,8076,4510,8965,5213,4074,5561,11305,5545,3575,865,2766,2242,2123,984,1446,1271,600,4649,2157,640,1812,891,469,4192,2368,2592,1766,649,11604,11136,3523,7483,9777,9650,2414,4338,4075,1574,7011,4929,1193,3565,2940,766,5132,1889,4842,3402,1933,608,1040,579,8099,6280,4137,5443,9923,9090,11680,8099,6280,9923,8099,6280,5217,3632,9923,10007,11656,11305,5545,3575,865,2766,2525,4649,2157,640,1812,1005,4192,2368,2592,1867,11604,11136,3523,7483,9965,7011,4929,1193,3565,3080,5132,1889,4842,3895
ACSSF,2011m1,co,000,0107,0000005,7614,6070,2818,5962,9572,6407,10140,7614,6070,5050,3136,4208,1962,3813,497,3356,1436,1636,614,1522,2931,9572,9577,9191,5600,4120,3854,911,11187,8056,4296,2733,3574,9735,7614,6070,4374,4419,9572,5628,10009,9240,5446,9735,3568,2345,3714,1564,824,1397,2479,656,2522,411,139,451,4321,1988,3772,3104,1375,2881,7448,4454,8664,4788,3898,5251,11280,5515,3545,718,2550,2195,2088,937,1389,1209,600,4659,2032,646,1714,891,466,4159,2373,2584,1758,641,11104,10566,3361,6927,9341,9107,2370,4254,3874,1564,6976,4684,1186,3505,2830,768,5110,1928,4741,3318,1848,667,1069,641,7614,6070,3993,5227,9572,8919,11347,7614,6070,9572,7614,6070,5050,3356,9572,9577,11187,11280,5515,3545,718,2550,2514,4659,2032,646,1714,1002,4159,2373,2584,1840,11104,10566,3361,6927,9730,6976,4684,1186,3505,2996,5110,1928,4741,3756
ACSSF,2011m1,co,000,0107,0000006,6415,4054,2084,4318,7362,5005,7406,6415,4054,3262,2019,2891,1637,2615,371,2622,1034,1220,483,1238,2424,7362,5807,5458,3447,2331,2817,438,7774,5122,2646,1675,2254,6348,6415,4054,3486,3084,7362,4299,7141,8457,3199,8772,3279,2241,2932,1209,824,1113,2029,531,2188,431,128,462,3410,1850,2705,2517,989,2300,7264,2488,7683,4273,2787,4320,6743,3579,2256,698,1779,1494,1437,610,990,791,503,3200,1618,356,1351,633,462,2943,1766,1759,1369,546,6789,6512,2453,4725,6367,6140,1605,2286,2228,564,4389,2805,670,2307,1792,470,3857,1407,3149,2419,1287,1125,984,1131,6415,4054,2951,3763,7362,6326,8424,6415,4054,7362,6415,4054,3262,2622,7362,5807,7774,6743,3579,2256,698,1779,1709,3200,1618,356,1351,794,2943,1766,1759,1486,6789,6512,2453,4725,6421,4389,2805,670,2307,1750,3857,1407,3149,2649
ACSSF,2011m1,co,000,0107,0000007,6376,3929,1894,3450,7529,5535,6760,6376,3929,3051,2054,2636,954,2312,397,2268,1059,988,404,879,1910,7529,7380,6388,5300,3561,3364,811,9949,6632,3358,1729,2713,8230,6376,3929,2774,3085,7529,4486,7740,6418,3666,6922,2502,822,2514,1033,477,923,2314,286,2283,,,,2244,857,2138,2143,879,1991,6538,3166,6804,3563,2211,3775,8407,3400,2356,499,1520,1359,1308,749,772,736,237,2870,1092,503,951,487,59,2510,1331,1838,1061,376,8434,8071,2423,5241,6761,7156,1726,3571,3262,1475,5980,3961,995,2952,1823,664,3902,1276,3493,2358,1081,1105,2271,1424,6376,3929,2492,3228,7529,5986,8465,6376,3929,7529,6376,3929,3051,2268,7529,7380,9949,8407,3400,2356,499,1520,1505,2870,1092,503,951,494,2510,1331,1838,1134,8434,8071,2423,5241,6944,5980,3961,995,2952,2050,3902,1276,3493,2665
ACSSF,2011m1,co,000,0107,0000008,3936,1397,483,1337,3947,1835,3688,3936,1397,1022,828,554,337,470,218,1133,935,393,154,365,648,3947,2508,2314,1588,884,1313,51,3699,2407,955,488,749,3061,3936,1397,784,1296,3947,1778,4054,4028,1417,3918,,,,651,219,617,,,,,,,1240,241,1246,582,332,505,3200,1361,3283,1830,653,1811,2726,1433,1154,392,881,592,525,302,393,393,201,675,368,183,330,201,41,631,208,434,337,89,2691,2820,1139,1951,2628,2552,823,1283,1319,190,1763,1060,188,935,442,25,1444,318,1118,940,270,2923,2327,2016,3936,1397,696,1303,3947,1998,3952,3936,1397,3947,3936,1397,1022,1133,3947,2508,3699,2726,1433,1154,392,881,722,675,368,183,330,41,631,208,434,355,2691,2820,1139,1951,2726,1763,1060,188,935,446,1444,318,1118,972
ACSSF,2011m1,co,000,0107,0000009,2300,1198,443,1123,2171,1292,2099,2300,1198,709,499,396,248,371,171,1052,938,62,201,62,550,2171,1321,1242,909,420,833,201,1815,1524,614,402,464,1596,2300,1198,594,1069,2171,1327,2310,2119,1179,1795,,,,,,,,,,,,,1046,190,1066,,,,1828,1144,1583,1429,437,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5429,5238,5283,2300,1198,501,1082,2171,1299,2036,2300,1198,2171,2300,1198,709,1052,2171,1321,1815,2367,1053,995,226,866,370,396,248,201,248,201,378,56,370,62,2180,2055,666,909,1712,1183,576,109,519,354,1071,207,1005,397
ACSSF,2011m1,co,000,0107,0000010,3972,1000,250,965,4018,1790,3680,3972,1000,762,641,406,219,314,137,684,336,391,154,357,425,4018,2235,1860,1376,727,1082,51,3470,2144,668,277,591,2475,3972,1000,634,819,4018,1279,3958,3691,927,3652,,,,669,73,674,,,,,,,,,,446,328,304,3186,771,3222,1735,511,1678,2726,880,720,337,178,470,423,213,361,361,201,561,250,183,198,201,41,503,201,290,328,89,2724,2597,972,1690,2292,2206,395,900,897,190,1486,801,158,715,303,25,1180,282,643,857,252,2897,5999,2953,3972,1000,648,752,4018,1403,3916,3972,1000,4018,3972,1000,762,684,4018,2235,3470,2726,880,720,337,178,613,561,250,183,198,41,503,201,290,346,2724,2597,972,1690,2423,1486,801,158,715,305,1180,282,643,904
