ACSSF,2011e1,co,000,0058,0000001,4020272,1195375,669306,476410,408198,68212,192896,526069,380422,335298,45124,145647,2080784,1061419,832479,784836,47643,228940,1019365,641244,596774,44470,378121,69275,29956,22629,19580,3049,7327,39319,28524,24170,4354,10795,188820,44079,12576,10692,1884,31503,144741,31386,28532,2854,113355,486018,202059,148168,128994,19174,53891,283959,204507,186027,18480,79452,28.4,26.3,,,,,,,,,,,,,,,,,,,4087156,2040728,703147,1337581,44725,1292856,2046428,558945,1487483,41472,1446011,4087156,2040728,703147,1337581,6119,1331462,2046428,558945,1487483,13390,1474093,4087156,2040728,703147,1337581,21597,1315984,2046428,558945,1487483,23319,1464164,17.4,17.3,17.9,10.7,14.0,17.5,18.0,13.3,11.9,4087156,2040728,703147,1337581,982779,285090,69712,2046428,558945,1487483,1089221,313426,84836
ACSSF,2011e1,co,000,0058,0000002,3117620,994309,552704,401192,342749,58443,151512,441605,322045,282926,39119,119560,1518623,774760,612721,575160,37561,162039,743863,467514,433554,33960,276349,58378,24291,18410,15870,2540,5881,34087,24632,21350,3282,9455,152488,34971,9905,8544,1361,25066,117517,23320,20965,2355,94197,393822,162823,120294,103971,16323,42529,230999,164952,149309,15643,66047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000003,902652,201066,116602,75218,65449,9769,41384,84464,58377,52372,6005,26087,562161,286659,219758,209676,10082,66901,275502,173730,163220,10510,101772,10897,5665,4219,3710,509,1446,5232,3892,2820,1072,1340,36332,9108,2671,2148,523,6437,27224,8066,7567,499,19158,92196,39236,27874,25023,2851,11362,52960,39555,36718,2837,13405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000004,3694027,1110091,614111,442418,380835,61583,171693,495980,360756,318306,42450,135224,1903531,970766,768785,723847,44938,201981,932765,589436,548404,41032,343329,63817,27686,21129,18534,2595,6557,36131,26769,22976,3793,9362,168248,39625,11236,9594,1642,28389,128623,26892,24205,2687,101731,448340,183738,137414,119674,17740,46324,264602,190118,173773,16345,74484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000005,3468617,1047344,573584,416786,357824,58962,156798,473760,344812,304409,40403,128948,1779716,905725,721192,678631,42561,184533,873991,554109,515838,38271,319882,60463,26086,19984,17982,2002,6102,34377,25534,21855,3679,8843,158029,37381,10723,9116,1607,26658,120648,25299,22655,2644,95349,423065,172080,130088,113359,16729,41992,250985,181301,165473,15828,69684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000006,1591997,570445,306772,221446,187954,33492,85326,263673,192492,170456,22036,71181,714320,366135,289297,268879,20418,76838,348185,213692,197959,15733,134493,33104,15079,11483,10166,1317,3596,18025,12904,10726,2178,5121,75193,17281,5415,4902,513,11866,57912,10644,9272,1372,47268,198935,79248,58119,50349,7770,21129,119687,81838,74560,7278,37849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000007,1876620,476899,266812,195340,169870,25470,71472,210087,152320,133953,18367,57767,1065396,539590,431895,409752,22143,107695,525806,340417,317879,22538,185389,27359,11007,8501,7816,685,2506,16352,12630,11129,1501,3722,82836,20100,5308,4214,1094,14792,62736,14655,13383,1272,48081,224130,92832,71969,63010,8959,20863,131298,99463,90913,8550,31835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000008,225410,62747,40527,25632,23011,2621,14895,22220,15944,13897,2047,6276,123815,65041,47593,45216,2377,17448,58774,35327,32566,2761,23447,3354,1600,1145,552,593,455,1754,1235,1121,114,519,10219,2244,513,478,35,1731,7975,1593,1550,43,6382,25275,11658,7326,6315,1011,4332,13617,8817,8300,517,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000009,74699,20933,12724,9334,8202,1132,3390,8209,6052,5321,731,2157,39397,20387,15309,14547,762,5078,19010,11287,10110,1177,7723,1436,769,757,277,480,12,667,568,550,18,99,4033,885,47,47,0,838,3148,485,485,0,2663,8900,3440,1812,1510,302,1628,5460,3593,3466,127,1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000010,150711,41814,27803,16298,14809,1489,11505,14011,9892,8576,1316,4119,84418,44654,32284,30669,1615,12370,39764,24040,22456,1584,15724,1918,831,388,275,113,443,1087,667,571,96,420,6186,1359,466,431,35,893,4827,1108,1065,43,3719,16375,8218,5514,4805,709,2704,8157,5224,4834,390,2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000011,326245,85284,55195,33992,27363,6629,21203,30089,19666,16992,2674,10423,177253,90653,63694,60989,2705,26959,86600,51808,48370,3438,34792,5458,2270,1500,1046,454,770,3188,1755,1194,561,1433,20572,4454,1340,1098,242,3114,16118,4494,4327,167,11624,37678,18321,10754,9320,1434,7567,19357,14389,12254,2135,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0058,0000012,551655,148031,95722,59624,50374,9250,36098,52309,35610,30889,4721,16699,301068,155694,111287,106205,5082,44407,145374,87135,80936,6199,58239,8812,3870,2645,1598,1047,1225,4942,2990,2315,675,1952,30791,6698,1853,1576,277,4845,24093,6087,5877,210,18006,62953,29979,18080,15635,2445,11899,32974,23206,20554,2652,9768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
