ACSSF,2011e1,co,000,0176,0000001,2462381,148700,2313681,2462381,2307427,317719,1989708,154954,2462381,2307427,225443,2081984,154954,2434825,26201,2408624
ACSSF,2011e1,co,000,0176,0000002,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000003,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000004,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000005,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000006,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000007,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000008,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000009,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000010,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000011,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000012,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0176,0000013,165438,8618,156820,165438,158026,23866,134160,7412,165438,158026,15599,142427,7412,164818,1847,162971
ACSSF,2011e1,co,000,0176,0000014,279480,11612,267868,279480,264866,23747,241119,14614,279480,264866,16256,248610,14614,279201,3253,275948
ACSSF,2011e1,co,000,0176,0000015,179746,7470,172276,179746,162188,16995,145193,17558,179746,162188,10969,151219,17558,178284,1136,177148
ACSSF,2011e1,co,000,0176,0000016,457494,23961,433533,457494,439711,62541,377170,17783,457494,439711,43803,395908,17783,454118,4426,449692
ACSSF,2011e1,co,000,0176,0000017,103877,5260,98617,103877,91321,12574,78747,12556,103877,91321,8587,82734,12556,103547,1037,102510
ACSSF,2011e1,co,000,0176,0000018,301000,17136,283864,301000,283912,36171,247741,17088,301000,283912,25795,258117,17088,289121,2524,286597
ACSSF,2011e1,co,000,0176,0000019,226755,14069,212686,226755,207676,30547,177129,19079,226755,207676,20639,187037,19079,225449,2934,222515
ACSSF,2011e1,co,000,0176,0000020,143628,14091,129537,143628,132858,20969,111889,10770,143628,132858,17154,115704,10770,141055,2165,138890
ACSSF,2011e1,co,000,0176,0000021,64668,6332,58336,64668,61884,11861,50023,2784,64668,61884,8779,53105,2784,63600,1737,61863
ACSSF,2011e1,co,000,0176,0000022,65634,3782,61852,65634,63511,8287,55224,2123,65634,63511,5648,57863,2123,65145,633,64512
ACSSF,2011e1,co,000,0176,0000023,98671,12595,86076,98671,92529,21183,71346,6142,98671,92529,17959,74570,6142,98190,1528,96662
ACSSF,2011e1,co,000,0176,0000024,24529,1211,23318,24529,21987,3323,18664,2542,24529,21987,2015,19972,2542,24442,208,24234
ACSSF,2011e1,co,000,0176,0000025,118351,6138,112213,118351,113121,11518,101603,5230,118351,113121,8528,104593,5230,118152,1065,117087
ACSSF,2011e1,co,000,0176,0000026,97271,4110,93161,97271,90983,9700,81283,6288,97271,90983,5848,85135,6288,96007,507,95500
ACSSF,2011e1,co,000,0176,0000027,49571,1903,47668,49571,45554,3689,41865,4017,49571,45554,2731,42823,4017,49523,497,49026
ACSSF,2011e1,co,000,0176,0000028,218256,12450,205806,218256,209228,28513,180715,9028,218256,209228,19848,189380,9028,217070,2263,214807
ACSSF,2011e1,co,000,0176,0000029,457494,23961,433533,457494,439711,62541,377170,17783,457494,439711,43803,395908,17783,454118,4426,449692
ACSSF,2011e1,co,000,0176,0000030,85100,8215,76885,85100,80589,11898,68691,4511,85100,80589,9630,70959,4511,83602,1625,81977
ACSSF,2011e1,co,000,0176,0000031,44832,5036,39796,44832,43417,9219,34198,1415,44832,43417,8148,35269,1415,44468,328,44140
ACSSF,2011e1,co,000,0176,0000032,24324,1338,22986,24324,20615,2993,17622,3709,24324,20615,2240,18375,3709,24270,197,24073
ACSSF,2011e1,co,000,0176,0000033,77670,5608,72062,77670,74145,10328,63817,3525,77670,74145,7572,66573,3525,77257,1195,76062
ACSSF,2011e1,co,000,0176,0000034,31597,1156,30441,31597,28746,3397,25349,2851,31597,28746,2259,26487,2851,31501,33,31468
ACSSF,2011e1,co,000,0176,0000035,31789,3969,27820,31789,29716,5910,23806,2073,31789,29716,4887,24829,2073,31574,181,31393
ACSSF,2011e1,co,000,0176,0000036,51991,2518,49473,51991,50805,6428,44377,1186,51991,50805,3986,46819,1186,51630,364,51266
ACSSF,2011e1,co,000,0176,0000037,24510,645,23865,24510,22381,3869,18512,2129,24510,22381,1525,20856,2129,24408,250,24158
ACSSF,2011e1,co,000,0176,0000038,40532,3334,37198,40532,37394,5318,32076,3138,40532,37394,3593,33801,3138,40482,350,40132
