ACSSF,2011e1,co,000,0023,0000001,5048443,272688,887536,140208,360701,376385,368566,344615,364932,356438,372591,341161,287125,191287,137298,246912,4048042,207133,731855,86296,201134,229564,261496,280975,306301,307378,331398,307116,263700,177268,129552,226876,498820,36053,90148,20798,84906,65333,51296,31557,29499,24720,19920,15942,10600,5623,3494,8931,264413,16372,36465,17866,40224,42502,29701,16211,15886,13187,11455,9343,5821,2732,2069,4579,202124,11109,24573,13743,28965,33393,22206,13436,11395,9883,8646,7118,6213,5181,1863,4400,35044,2021,4495,1505,5472,5593,3867,2436,1851,1270,1172,1642,791,483,320,2126,5048443,272688,887536,500909,744951,709547,729029,628286,328585,246912,4048042,207133,731855,287430,491060,587276,638776,570816,306820,226876,498820,36053,90148,105704,116629,61056,44640,26542,9117,8931,264413,16372,36465,58090,72203,32097,24642,15164,4801,4579,202124,11109,24573,42708,55599,24831,18529,13331,7044,4400,35044,2021,4495,6977,9460,4287,2442,2433,803,2126
ACSSF,2011e1,co,000,0023,0000002,3905045,213152,672104,114381,310077,313292,290748,268359,270855,269415,280527,250434,211060,137343,102677,200621,3084396,158961,550918,67031,167354,183485,205938,217159,224125,233325,249071,225480,194307,127527,96622,183093,416030,29403,73105,17579,76885,58613,41602,25984,24384,18970,14529,11351,9281,3830,2631,7883,218859,13630,27682,16276,35832,38008,24478,12656,13186,9635,8994,7094,3967,2248,1657,3516,154430,9177,16543,12107,25153,28110,15156,10548,7632,6263,6984,5155,2790,3289,1447,4076,31330,1981,3856,1388,4853,5076,3574,2012,1528,1222,949,1354,715,449,320,2053,3905045,213152,672104,424458,604040,539214,549942,461494,240020,200621,3084396,158961,550918,234385,389423,441284,482396,419787,224149,183093,416030,29403,73105,94464,100215,50368,33499,20632,6461,7883,218859,13630,27682,52108,62486,25842,18629,11061,3905,3516,154430,9177,16543,37260,43266,18180,13247,7945,4736,4076,31330,1981,3856,6241,8650,3540,2171,2069,769,2053
ACSSF,2011e1,co,000,0023,0000003,1143398,59536,215432,25827,50624,63093,77818,76256,94077,87023,92064,90727,76065,53944,34621,46291,963646,48172,180937,19265,33780,46079,55558,63816,82176,74053,82327,81636,69393,49741,32930,43783,82790,6650,17043,3219,8021,6720,9694,5573,5115,5750,5391,4591,1319,1793,863,1048,45554,2742,8783,1590,4392,4494,5223,3555,2700,3552,2461,2249,1854,484,412,1063,47694,1932,8030,1636,3812,5283,7050,2888,3763,3620,1662,1963,3423,1892,416,324,3714,40,639,117,619,517,293,424,323,48,223,288,76,34,0,73,1143398,59536,215432,76451,140911,170333,179087,166792,88565,46291,963646,48172,180937,53045,101637,145992,156380,151029,82671,43783,82790,6650,17043,11240,16414,10688,11141,5910,2656,1048,45554,2742,8783,5982,9717,6255,6013,4103,896,1063,47694,1932,8030,5448,12333,6651,5282,5386,2308,324,3714,40,639,736,810,747,271,364,34,73
ACSSF,2011e1,co,000,0023,0000004,4645153,250337,822226,128306,339323,351208,344898,320965,337186,328776,340767,311534,256377,170769,121716,220765,3719493,191252,679708,79774,188168,213190,244436,262060,283218,284627,303244,279531,235031,158312,114768,202174,461515,32121,82297,18296,80587,62254,47978,29853,27746,21508,17857,14842,9610,4954,3188,8424,245116,15102,34306,15799,38025,39850,27745,14854,14044,12608,10460,8918,5120,2436,1763,4086,185246,9881,21601,13049,27320,30601,20939,11942,10327,8771,8100,6601,5825,4584,1677,4028,33783,1981,4314,1388,5223,5313,3800,2256,1851,1262,1106,1642,791,483,320,2053,4645153,250337,822226,467629,696106,658151,669543,567911,292485,220765,3719493,191252,679708,267942,457626,545278,587871,514562,273080,202174,461515,32121,82297,98883,110232,57599,39365,24452,8142,8424,245116,15102,34306,53824,67595,28898,23068,14038,4199,4086,185246,9881,21601,40369,51540,22269,16871,12426,6261,4028,33783,1981,4314,6611,9113,4107,2368,2433,803,2053
ACSSF,2011e1,co,000,0023,0000005,4370500,237707,779116,121463,320753,331340,323673,299619,318904,310074,319106,290740,239976,157887,113775,206367,3498151,180829,645246,75208,177085,200199,229522,245980,268526,268827,284979,260160,219613,146170,106967,188840,433258,30607,77344,17262,76345,59389,44512,26501,25491,20183,16532,14186,9212,4720,3111,7863,233700,14582,32263,15200,36197,38090,26639,14063,13420,12095,10108,8416,4641,2278,1700,4008,173110,9708,20009,12494,25910,28349,19661,11073,9837,7841,6575,6418,5719,4236,1677,3603,32281,1981,4254,1299,5216,5313,3339,2002,1630,1128,912,1560,791,483,320,2053,4370500,237707,779116,442216,655013,618523,629180,530716,271662,206367,3498151,180829,645246,252293,429721,514506,553806,479773,253137,188840,433258,30607,77344,93607,103901,51992,36715,23398,7831,7863,233700,14582,32263,51397,64729,27483,22203,13057,3978,4008,173110,9708,20009,38404,48010,20910,14416,12137,5913,3603,32281,1981,4254,6515,8652,3632,2040,2351,803,2053
ACSSF,2011e1,co,000,0023,0000006,1982548,117422,317838,65188,178806,183838,164397,142849,132219,121446,126749,117757,102552,65821,47615,98051,1485772,84647,251234,32894,85979,99835,110183,113394,106274,100968,110245,105235,92558,59453,43927,88946,256873,19238,39230,11227,53342,40043,25696,15610,13808,11575,6938,5620,6241,2724,1428,4153,126486,7053,16405,12078,20373,22986,13593,6753,6958,4752,5899,3474,1807,1169,1277,1909,95942,5611,8602,8309,15989,17728,13055,6060,4336,3614,3355,3066,1539,2253,773,1652,17475,873,2367,680,3123,3246,1870,1032,843,537,312,362,407,222,210,1391,1982548,117422,317838,243994,348235,275068,248195,220309,113436,98051,1485772,84647,251234,118873,210018,219668,211213,197793,103380,88946,256873,19238,39230,64569,65739,29418,18513,11861,4152,4153,126486,7053,16405,32451,36579,13711,10651,5281,2446,1909,95942,5611,8602,24298,30783,10396,6969,4605,3026,1652,17475,873,2367,3803,5116,1875,849,769,432,1391
ACSSF,2011e1,co,000,0023,0000007,2387952,120285,461278,56275,141947,147502,159276,156770,186685,188628,192357,172983,137424,92066,66160,108316,2012379,96182,394012,42314,91106,100364,119339,132586,162252,167859,174734,154925,127055,86717,63040,99894,176385,11369,38114,6035,23003,19346,18816,10891,11683,8608,9594,8566,2971,1996,1683,3710,107214,7529,15858,3122,15824,15104,13046,7310,6462,7343,4209,4942,2834,1109,423,2099,77168,4097,11407,4185,9921,10621,6606,5013,5501,4227,3220,3352,4180,1983,904,1951,14806,1108,1887,619,2093,2067,1469,970,787,591,600,1198,384,261,110,662,2387952,120285,461278,198222,306778,343455,380985,310407,158226,108316,2012379,96182,394012,133420,219703,294838,342593,281980,149757,99894,176385,11369,38114,29038,38162,22574,18202,11537,3679,3710,107214,7529,15858,18946,28150,13772,11552,7776,1532,2099,77168,4097,11407,14106,17227,10514,7447,7532,2887,1951,14806,1108,1887,2712,3536,1757,1191,1582,371,662
ACSSF,2011e1,co,000,0023,0000008,274653,12630,43110,6843,18570,19868,21225,21346,18282,18702,21661,20794,16401,12882,7941,14398,221342,10423,34462,4566,11083,12991,14914,16080,14692,15800,18265,19371,15418,12142,7801,13334,28257,1514,4953,1034,4242,2865,3466,3352,2255,1325,1325,656,398,234,77,561,11416,520,2043,599,1828,1760,1106,791,624,513,352,502,479,158,63,78,12136,173,1592,555,1410,2252,1278,869,490,930,1525,183,106,348,0,425,1502,0,60,89,7,0,461,254,221,134,194,82,0,0,0,0,274653,12630,43110,25413,41093,39628,40363,37195,20823,14398,221342,10423,34462,15649,27905,30772,34065,34789,19943,13334,28257,1514,4953,5276,6331,5607,2650,1054,311,561,11416,520,2043,2427,2866,1415,865,981,221,78,12136,173,1592,1965,3530,1359,2455,289,348,425,1502,0,60,96,461,475,328,82,0,0
ACSSF,2011e1,co,000,0023,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91341,4406,14117,11113,12254,11287,13584,12047,6026,6507,72988,3394,11985,6256,8900,8461,11494,11020,5755,5723,9721,776,622,3232,1792,1640,717,507,81,354,3856,116,587,1220,597,608,270,373,80,5,4322,120,863,362,965,578,834,65,110,425,454,0,60,43,0,0,269,82,0,0
ACSSF,2011e1,co,000,0023,0000010,183312,8224,28993,3721,10579,12998,15841,14999,13342,13045,13734,12969,12179,8978,5819,7891,148354,7029,22477,2882,6511,8267,10738,11234,11077,10984,11587,11978,11791,8470,5718,7611,18536,738,4331,220,1824,1599,2940,2402,1565,944,989,424,123,192,38,207,7560,404,1456,132,1075,1314,955,527,280,289,306,403,205,78,63,73,7814,53,729,441,1162,1818,747,582,199,769,852,164,60,238,0,0,1048,0,0,46,7,0,461,254,221,59,0,0,0,0,0,0,183312,8224,28993,14300,28839,28341,26779,25148,14797,7891,148354,7029,22477,9393,19005,22311,22571,23769,14188,7611,18536,738,4331,2044,4539,3967,1933,547,230,207,7560,404,1456,1207,2269,807,595,608,141,73,7814,53,729,1603,2565,781,1621,224,238,0,1048,0,0,53,461,475,59,0,0,0
