ACSSF,2011e1,co,000,0018,0000089,46224,4166,2424,1812,104,508,1742,1393,349,8524,5321,3772,630,919,3203,3157,46,33534,28363,23720,1736,2907,5171,4899,272,12488,4843,7645,2418,1392,947,185,552,337,1814,165736,153248,12488,46224,12690,10134,2556,33534,28619,4915,12488,4843,7645,3810,1684,2151
ACSSF,2011e1,co,000,0018,0000090,28144,9288,2047,1291,756,0,7241,6991,250,10979,7293,4982,2176,135,3686,2906,780,7877,5083,3804,841,438,2794,2714,80,11797,7372,4425,864,801,598,139,223,566,1234,108768,96971,11797,28144,20267,16170,4097,7877,6518,1359,11797,7372,4425,1665,960,1800
ACSSF,2011e1,co,000,0018,0000091,,,,,,,,,,,,,,,,,,,,,,,,,,5010,3321,1689,245,0,316,291,427,0,410,110000,104990,5010,17549,6429,6204,225,11120,10452,668,5010,3321,1689,245,1034,410
ACSSF,2011e1,co,000,0018,0000092,,,,,,,,,,,,,,,,,,,,,,,,,,8058,2900,5158,1722,853,338,213,484,520,1028,100919,92861,8058,26673,3194,2506,688,23479,19774,3705,8058,2900,5158,2575,1035,1548
ACSSF,2011e1,co,000,0018,0000093,59525,16158,7023,2153,4238,632,9135,3699,5436,22058,13728,5643,5700,2385,8330,5365,2965,21309,14055,7508,4017,2530,7254,6662,592,50783,39330,11453,5062,2135,1613,423,752,279,1189,215096,164313,50783,59525,38216,16860,21356,21309,14170,7139,50783,39330,11453,7197,2788,1468
ACSSF,2011e1,co,000,0018,0000094,39352,4448,431,257,174,0,4017,2688,1329,4921,3948,1913,1280,755,973,931,42,29983,25214,21063,1194,2957,4769,4707,62,19523,11545,7978,2217,961,1130,988,384,499,1799,215730,196207,19523,39352,9369,5789,3580,29983,25770,4213,19523,11545,7978,3178,2502,2298
ACSSF,2011e1,co,000,0018,0000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76540,69198,7342,20955,6555,2523,4032,14400,12655,1745,7342,4159,3183,2500,545,138
ACSSF,2011e1,co,000,0018,0000096,66571,7946,4191,2251,1524,416,3755,3151,604,8979,5147,2134,2632,381,3832,2705,1127,49646,40794,30882,5352,4560,8852,8270,582,38813,21178,17635,6032,2304,2821,1835,1178,1689,1776,271252,232439,38813,66571,16925,10241,6684,49646,39152,10494,38813,21178,17635,8336,5834,3465
ACSSF,2011e1,co,000,0018,0000097,48022,11544,5400,2473,2885,42,6144,5861,283,11781,7227,5242,959,1026,4554,4476,78,24697,19023,17007,897,1119,5674,5538,136,16337,8014,8323,2153,1533,1098,248,378,603,2310,227849,211512,16337,48022,23325,18052,5273,24697,22545,2152,16337,8014,8323,3686,1724,2913
ACSSF,2011e1,co,000,0018,0000098,129285,32374,11002,2519,6303,2180,21372,14574,6798,34777,22921,4770,16012,2139,11856,7431,4425,62134,48933,37058,6837,5038,13201,11742,1459,101085,68676,32409,8940,7828,5283,2235,3153,1210,3760,619968,518883,101085,129285,67151,29294,37857,62134,48800,13334,101085,68676,32409,16768,10671,4970
ACSSF,2011e1,co,000,0018,0000099,85536,4656,1055,883,6,166,3601,2721,880,6002,4496,2960,252,1284,1506,1506,0,74878,65154,57216,3259,4679,9724,9664,60,19440,10254,9186,2624,565,1414,1317,1158,1220,888,294043,274603,19440,85536,10658,8070,2588,74878,66880,7998,19440,10254,9186,3189,3889,2108
ACSSF,2011e1,co,000,0018,0000100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81868,77415,4453,23519,6988,5989,999,16531,13423,3108,4453,1333,3120,1539,738,843
ACSSF,2011e1,co,000,0018,0000101,34208,5115,1744,1136,608,0,3371,2621,750,4067,1832,1409,83,340,2235,2073,162,25026,20706,19246,294,1166,4320,3843,477,10167,5982,4185,1917,475,182,247,578,134,652,185062,174895,10167,34208,9182,7239,1943,25026,23089,1937,10167,5982,4185,2392,1007,786
ACSSF,2011e1,co,000,0018,0000102,,,,,,,,,,,,,,,,,,,,,,,,,,5766,2636,3130,1128,261,271,131,400,67,872,144424,138658,5766,32697,12319,11356,963,20378,18901,1477,5766,2636,3130,1389,802,939
ACSSF,2011e1,co,000,0018,0000103,29541,9627,4479,1222,1643,1614,5148,4464,684,10283,6865,4415,1906,544,3418,3140,278,9631,8073,6016,1663,394,1558,1407,151,,,,,,,,,,,118223,106611,11612,29541,19910,13241,6669,9631,7423,2208,11612,8694,2918,1220,1404,294
ACSSF,2011e1,co,000,0018,0000104,,,,,,,,,,,,,,,,,,,,,,,,,,8423,5592,2831,564,347,570,112,113,157,968,75944,67521,8423,20156,15271,12671,2600,4885,4114,771,8423,5592,2831,911,795,1125
ACSSF,2011e1,co,000,0018,0000105,113828,13663,3946,2480,1069,397,9717,9233,484,17232,8169,6842,1018,309,9063,8718,345,82933,66633,58218,2852,5563,16300,15299,1001,31411,16428,14983,2802,2812,1890,1510,1341,1158,3470,542623,511212,31411,113828,30895,27273,3622,82933,73517,9416,31411,16428,14983,5614,4741,4628
ACSSF,2011e1,co,000,0018,0000106,21759,1967,438,367,71,0,1529,655,874,4218,2957,2008,562,387,1261,1212,49,15574,12763,10757,812,1194,2811,2811,0,7546,4001,3545,1508,785,363,64,300,0,525,97565,90019,7546,21759,6185,4242,1943,15574,13568,2006,7546,4001,3545,2293,727,525
ACSSF,2011e1,co,000,0018,0000107,37455,3952,1459,0,1381,78,2493,1875,618,7541,4658,2856,836,966,2883,2137,746,25962,21172,17282,2367,1523,4790,4790,0,19348,13854,5494,2368,816,1229,156,328,149,448,153022,133674,19348,37455,11493,6868,4625,25962,22072,3890,19348,13854,5494,3184,1713,597
ACSSF,2011e1,co,000,0018,0000108,26594,3099,1281,1281,0,0,1818,1818,0,8625,7102,5392,1487,223,1523,1523,0,14870,12738,11314,773,651,2132,2132,0,,,,,,,,,,,109442,102997,6445,26594,11724,10014,1710,14870,13446,1424,6445,3860,2585,243,1471,871
ACSSF,2011e1,co,000,0018,0000109,,,,,,,,,,,,,,,,,,,,,,,,,,4969,2857,2112,459,241,374,271,254,204,309,110001,105032,4969,23778,14271,13332,939,9507,8758,749,4969,2857,2112,700,899,513
ACSSF,2011e1,co,000,0018,0000110,55753,9952,4226,2382,1107,737,5726,4027,1699,6852,4202,1526,1521,1155,2650,1822,828,38949,31936,26730,2977,2229,7013,6652,361,21510,11948,9562,1948,1903,1542,1832,493,452,1392,210736,189226,21510,55753,16804,9757,7047,38949,33382,5567,21510,11948,9562,3851,3867,1844
ACSSF,2011e1,co,000,0018,0000111,16358,4779,2470,685,1785,0,2309,2038,271,6080,3242,850,1977,415,2838,2177,661,5499,3437,2016,1377,44,2062,1703,359,13111,10451,2660,297,723,665,0,255,69,651,71819,58708,13111,16358,10859,5750,5109,5499,3719,1780,13111,10451,2660,1020,920,720
