ACSSF,2011m1,co,000,0121,0000001,545,809,1914,1145,1615,2005,1768,2135,4627,1091,2381,8960,1975,2025,2506,1421,3016,579,1132,3827,3619,3756,895,956,1748,784,1643,867,886,3196,1502,1080,1213,1203,1940,1342,545,398,1066,2318,2247,4414,1774,2815,3338,5487,2959,2197,19419,3301,4719,6871,14636,3915,736,5668,5213,5052,4467,1087,1850,2124,1301,3654,1453,802,3766,1802,1154,592,2011,1634,1612,664,1306,807,1026,2310,5068,3550,10752,7337,914,2057,2330,1136,3588,1125,1691,2543,588,1160,4400,4359,6257,1247,1518,1274,667,1406,938,10454,5314,3629,18203,1142,2088,4175,7023,10855,6981,9218,5365,7827,5914,5344,8181,9499,5689,8286,1788,2987,7169,5012,3289,4706,3014,4597,3617,5020,3264,4913,4460,705,2456
ACSSF,2011m1,co,000,0121,0000002,661,381,1142,1363,1425,1330,4041,5124,5358,1090,2615,8202,1989,1577,1918,3362,2831,587,880,4205,3955,5649,904,1124,2174,968,1737,1049,1788,4664,1076,3207,1566,1896,1887,1701,661,911,1725,1638,3146,2573,3147,3596,4803,7074,3553,2576,16467,1554,6219,6721,13666,10720,820,5409,5102,6820,5477,1085,1769,5571,2439,2207,1725,1680,4850,1061,3223,683,1451,2882,1722,750,1406,1944,1195,1703,3817,4460,10520,10273,1087,2365,2595,2718,3361,1452,2856,2605,686,857,5771,6846,7787,1225,1387,1936,861,2359,890,4277,7180,3376,5620,1453,2169,4660,9862,12289,7990,8258,4399,7568,5211,4705,8154,8436,4978,6621,1066,2325,9050,5953,3013,4364,3021,4305,3431,5408,3145,4156,4012,627,2502
ACSSF,2011m1,co,000,0121,0000003,1551,2642,1491,4697,2728,5000,5515,8397,7719,3806,7089,34999,2916,13075,3966,5648,4290,1873,2761,11982,7311,4216,2673,4534,2283,1097,3822,1467,3252,6577,2865,4757,2598,4276,5910,5949,1551,1422,3554,3236,5057,6842,4885,5548,8036,15813,6109,5990,29092,6355,4096,23519,22468,34718,5396,25296,3329,22157,6468,7565,10449,12257,1935,6126,7498,3100,5660,2901,3898,2561,7275,4496,9757,985,2205,2573,6757,3974,4015,10837,8058,24879,2076,9032,10921,3071,11390,2455,4514,3791,1227,2648,3823,6837,15242,2978,4902,1198,1506,2803,2247,24144,9312,15168,69858,4018,20063,6246,9430,11450,6641,5941,3202,3207,3377,2707,7391,5265,3463,4985,1262,1627,5589,3700,1947,1436,1624,1963,1343,3199,1395,2167,2118,232,671
ACSSF,2011m1,co,000,0121,0000004,391,1150,1094,2164,1759,2377,1789,2446,4602,1131,2582,9584,1966,2007,2770,1485,2913,653,1302,4913,3679,3739,859,1117,1815,798,1637,862,1016,4592,1236,1108,1130,1248,2261,1433,391,404,1291,2306,1695,4712,2414,3077,3115,6200,3348,1876,17995,3641,4834,5529,14140,3301,772,5969,2001,5206,2203,1087,1767,2366,1296,2824,1537,899,4601,1582,1166,614,2080,1849,1649,687,851,842,1636,2771,3623,3489,10469,7738,1148,1990,2671,1368,3867,996,1668,2687,612,1415,4063,4948,9525,1154,1591,1772,697,1655,1003,11488,5580,3347,20716,1480,2879,5130,6307,10894,7049,8815,4939,7335,5614,5501,8420,9423,5381,8042,1737,2913,6961,4935,3317,4618,2859,4510,3557,4983,2953,4920,4382,628,2455
ACSSF,2011m1,co,000,0121,0000005,410,1011,801,1504,1807,2227,1946,2499,5131,1344,2754,9547,1996,3238,2998,1506,2825,634,1185,5722,3706,2616,929,1253,1906,782,1486,901,1063,4520,1283,1214,1430,1372,2634,1617,410,424,1503,1495,3819,4945,2947,3535,3034,6725,2655,1441,18396,4061,5198,6947,14859,3048,849,5575,2475,5029,4764,1203,1766,2471,1243,1810,1707,993,4782,1665,1290,644,2236,1998,1685,702,796,825,2300,2559,3693,3509,10766,7670,1334,2051,2772,1460,4115,1030,1865,2729,621,1246,3777,3791,9415,1023,1425,1724,687,1709,1008,12678,5645,3318,24607,1822,3304,5084,6771,10604,6585,8244,4481,7081,5404,5144,8389,9669,4929,7950,1708,2881,7094,4727,3219,3972,2752,4321,3365,5050,2894,5105,4261,636,2446
ACSSF,2011m1,co,000,0121,0000006,486,563,2301,4867,1267,3118,2883,7186,5026,1693,3676,10569,3086,3968,4327,2680,3161,770,1063,4249,6286,9978,1163,1422,2100,977,2308,1176,1049,6545,2767,3337,1561,2410,1583,2046,486,788,1475,2714,3218,4138,3392,4257,13872,13535,2348,4877,32145,2024,8277,9853,20513,12840,1788,5479,7837,6587,8148,1710,2318,3658,1984,2920,2425,1031,11438,2524,3838,2290,1763,1866,1748,793,1884,3151,3176,3473,7388,8617,7733,5917,2539,2570,3664,1577,5191,1518,2904,3031,852,1302,9056,6034,16965,1960,1662,1576,1459,2836,1336,6114,13229,2897,8447,1586,1906,5555,4928,8352,5246,5511,3402,4422,3148,2926,6693,6184,3675,4964,563,1506,5859,3717,2244,2972,2067,2843,2460,4452,2191,3744,2940,427,1689
ACSSF,2011m1,co,000,0121,0000007,1143,1435,1629,1749,1700,3545,1674,4103,5665,2132,3379,14470,2032,5861,3083,3086,3454,1223,1809,1640,9966,5858,1563,2831,1746,611,1292,829,2232,5966,1801,4011,1355,2205,3104,2106,1143,1592,2662,2180,5119,5159,1387,2394,2174,12905,1176,5945,19944,4257,7048,9767,9864,4661,1957,11517,6891,11615,3485,1602,2803,4157,2424,4565,3124,2017,5701,1835,4171,1893,4397,3949,2764,599,1063,2547,4264,2471,2474,5777,7755,3887,1473,3240,5786,3929,4512,2987,3519,4099,952,1967,7287,8463,6331,839,2709,3099,889,2177,1313,9917,5203,11543,28719,4034,5420,7618,11706,9696,6216,6016,3711,5217,4395,4111,7210,6581,4089,6503,1544,2706,4801,3951,2441,2494,2153,3068,2328,3474,2075,3299,2861,482,1638
ACSSF,2011m1,co,000,0121,0000008,1366,5312,4544,3874,16707,7779,6863,31333,10814,2719,4037,21694,9455,4303,11396,8767,14550,3032,5008,6737,21898,8775,1842,10337,4130,2169,2773,3478,5320,8643,7871,4664,4732,5628,7560,9155,1366,2293,5064,4864,4393,22305,6743,7272,43533,13556,3009,12745,207212,11833,4770,29308,50512,26407,6216,1906,8115,28457,8006,5867,19863,22231,4189,4907,4530,5396,10476,7937,4643,6138,10346,8371,5441,2017,4786,10722,9824,21327,35415,27908,62671,32666,5707,9273,45058,10289,18799,17368,6771,15308,2098,4976,15536,34809,23357,2468,7899,2382,2249,7133,3338,35011,90174,38629,37719,2541,7296,3286,13297,3574,2343,2000,1574,1365,2148,1349,2473,2202,1587,1670,316,416,2396,2014,1052,1923,937,1343,932,1413,547,1176,701,148,581
ACSSF,2011m1,co,000,0121,0000009,3376,4815,5911,5405,16698,16435,41607,67252,78307,6021,8462,39155,12783,5329,25401,20491,7588,4047,11370,10945,30368,8487,7283,2595,19493,5857,13297,4452,18353,3718,13050,27614,4540,7010,2948,25620,3376,4438,4984,8685,5875,34605,24411,85401,93477,124054,6901,3014,184574,42611,7026,75748,132873,.,5964,.,8850,18060,12765,8569,25979,27099,9491,17549,14953,18611,2394,14362,37087,6326,7058,14872,21287,3434,8562,24015,24665,22244,46159,22780,.,.,4171,16264,5290,11063,28567,27614,16643,7370,7924,11370,21694,27678,13992,11618,3713,9667,9628,13605,3184,47413,.,.,30480,2191,9461,692,16538,3063,1851,1698,928,813,772,599,1962,1250,1112,1223,122,129,2727,1988,362,1831,247,653,422,1595,351,1197,305,201,560
ACSSF,2011m1,co,000,0121,0000010,2481,6233,7849,6558,17866,9637,7508,4950,32907,4066,9152,10841,7662,16185,8307,16162,28563,1957,5022,9844,24704,9582,5595,7759,4682,2495,2019,3226,4599,6036,7409,4551,6140,14899,6534,8633,2481,1719,13673,11486,9941,62585,7320,7157,15633,10907,5124,15654,.,11162,24189,73810,88736,27261,6949,1906,10562,26205,9737,12844,20344,21737,4403,2843,2436,4895,5369,7460,4567,5987,14869,5772,7357,3530,5512,13958,11827,33064,43527,98078,11211,22575,6938,9323,23460,10096,26274,10167,5144,34855,2945,8973,38938,54923,16768,5078,6720,2826,3708,3806,4696,98283,143777,45100,28539,14995,27005,30601,10365,4149,2548,1626,1333,1212,1854,1279,2300,1904,1166,1376,287,411,2785,1595,945,649,952,1297,816,1570,514,1213,693,148,152
ACSSF,2011m1,co,000,0121,0000011,698,1328,4468,3782,9314,11467,15003,4833,30895,1924,6131,43564,2080,14337,13044,6663,6930,1340,2270,4042,9779,6386,4608,2254,923,1910,4230,1879,2928,4769,3714,7267,3966,4354,9075,14870,698,1304,1980,2267,2019,17809,5211,25383,3388,13686,6808,4150,310325,9863,20197,104417,173576,12911,3802,15496,5667,10596,7642,5885,2941,8403,2024,4573,9821,2226,5289,3598,7678,4858,6729,5260,17148,1420,3397,2234,3928,2610,26695,52697,36126,47012,3738,5958,13986,5484,14270,16080,2033,6187,2182,2251,6742,16325,19847,5485,4836,813,1611,3152,1590,6388,9867,11028,1697,2108,9000,1420,12275,4181,2584,2141,1822,1660,1920,1209,2781,2304,1635,2302,358,668,2017,1354,692,890,962,1049,703,1253,1020,938,701,241,358
ACSSF,2011m1,co,000,0121,0000012,659,1472,3477,3036,11237,2048,2755,22439,13179,1396,3893,22425,2610,2036,5632,5167,7667,1570,3746,3265,10133,3140,1575,4200,2466,1431,2499,1480,2512,6373,4414,3882,2369,3802,5464,10347,659,1080,1412,1780,2260,12427,2588,3810,19851,9015,3738,8889,186309,6590,3360,57488,66977,10051,4064,18879,3532,12771,3580,4312,3745,9943,2933,5021,5839,1790,5525,4043,3889,3772,2975,4839,8777,1358,1957,2575,3310,8360,13671,51699,72076,9913,3276,4666,9499,5305,9794,16634,2910,6266,1288,3874,13168,25327,7764,2059,10439,879,1366,2891,1268,8590,12754,15695,15800,3450,5747,3877,9536,4769,3133,2922,2448,2454,2691,1753,3393,3026,2424,2833,489,788,2802,2294,1264,2032,1376,1663,1172,1809,1113,1463,932,280,624
ACSSF,2011m1,co,000,0121,0000013,1077,1623,2572,7528,3505,6490,10515,10909,47853,5332,9738,9968,5833,14755,3031,4608,13063,2765,3706,12964,22305,14035,2428,3417,6073,1541,3216,1823,4449,11460,4249,7285,1765,3775,4282,4132,1077,3946,6238,16063,16170,23919,5594,9164,8352,84771,4916,9041,132868,8417,3757,29027,42526,39525,2705,21013,4758,15082,29327,3121,4799,8412,5651,10301,8386,4784,9836,4196,7295,2546,5199,6390,3404,2492,3063,4971,11602,4111,7242,17742,27767,27032,7643,14288,10563,9912,14137,3861,4295,12555,2737,3918,10820,18364,34094,3198,3677,5752,2295,4256,1427,18892,4716,40477,47074,5417,9224,10242,10220,3468,2144,2297,1724,1892,1630,1729,2406,2300,1940,2486,512,899,2930,2336,1248,1584,1223,2165,1728,1687,1330,1748,1644,419,1270
ACSSF,2011m1,co,000,0121,0000014,1127,3423,4161,7753,3863,4609,5396,18920,32012,3313,10383,15166,6605,10157,4059,14133,8551,2006,3593,15371,9718,14537,2495,1727,5303,966,2384,1330,2276,17784,3789,5715,3915,10394,3189,4317,1127,1224,5757,7954,8971,4175,6268,7716,15281,96145,7726,8238,58283,7293,34430,38810,47018,100144,5327,5571,16484,15189,9081,4974,7234,3888,2217,4243,3635,2243,10585,4269,6213,4035,9724,2720,3596,1298,1825,1483,12185,4280,11161,4437,6854,10320,4843,9248,19345,6955,8743,3651,12552,8991,1876,3043,17349,14850,11058,3960,1877,6336,2259,4188,2412,18409,44443,9495,20971,3079,14022,13532,4938,4548,2677,2581,1295,2137,1992,1814,3008,2990,1848,2341,277,773,2270,1389,1339,1237,1008,1408,1087,1689,1219,1516,1879,381,877
ACSSF,2011m1,co,000,0121,0000015,3000,4526,12585,10333,14723,8176,11816,17951,14456,7242,7884,78518,5618,10522,3792,12492,10629,3145,8172,32922,37906,43619,2110,4646,1793,2333,5012,3452,6270,7173,9308,5564,6106,9759,7340,6456,3000,4969,7261,12055,12951,11996,11008,10215,22180,26236,7750,11749,51672,18822,18583,36467,18049,15016,6230,70446,52724,59922,43619,4600,15134,14704,5675,8125,14402,6047,8520,9153,5628,6380,8857,26359,8321,1832,5356,6702,11685,3990,9250,10730,67479,14951,3692,11509,123769,5489,12044,8986,5117,6483,1872,8876,45253,45253,.,1650,2351,1731,3014,6807,3278,25039,8522,.,60644,15790,160502,7882,.,3104,2113,2559,1421,2011,1203,1027,2365,2286,1334,1674,174,520,1523,1013,960,945,601,641,710,1056,592,830,983,106,752
