ACSSF,2011e1,co,000,0108,0000001,4020272,2006819,142959,58848,3162,55686,37724,17962,84111,72986,53864,4154,49710,38652,11058,19122,115028,95474,4182,91292,80251,11041,19554,194171,171969,4956,167013,153433,13580,22202,189186,169978,3938,166040,150836,15204,19208,363285,332018,4659,327359,305355,22004,31267,364101,325366,574,324792,298840,25952,38735,167830,136776,264,136512,126001,10511,31054,61269,43455,0,43455,40665,2790,17814,79325,44707,0,44707,41444,3263,34618,89503,36950,32460,4490,52553,67371,14229,12714,1515,53142,99805,8628,8036,592,91177,2013453,129302,59238,302,58936,43572,15364,70064,69357,52397,1109,51288,43550,7738,16960,103330,83313,941,82372,72030,10342,20017,182214,144542,954,143588,131596,11992,37672,179380,138741,489,138252,126277,11975,40639,346262,270819,764,270055,250092,19963,75443,364928,283321,234,283087,261379,21708,81607,173331,127665,0,127665,120122,7543,45666,58945,34772,0,34772,32301,2471,24173,87586,43322,0,43322,40190,3132,44264,101784,32360,30527,1833,69424,69927,10521,9687,834,59406,147107,5072,4685,387,142035
ACSSF,2011e1,co,000,0108,0000002,3117620,1549549,111643,47241,2673,44568,29421,15147,64402,64418,46820,4077,42743,32858,9885,17598,98804,81684,3869,77815,69059,8756,17120,159527,142510,3549,138961,126777,12184,17017,148820,135476,3581,131895,119459,12436,13344,278628,253490,2870,250620,231549,19071,25138,274570,244935,567,244368,223437,20931,29635,122240,100354,264,100090,92235,7855,21886,45289,32284,0,32284,29939,2345,13005,57148,33894,0,33894,31260,2634,23254,62817,27341,23914,3427,35476,47744,9699,8734,965,38045,77901,6794,6202,592,71107,1568071,100569,47474,258,47216,34605,12611,53095,59586,44932,1109,43823,37583,6240,14654,87269,69506,835,68671,59482,9189,17763,153765,122054,722,121332,111174,10158,31711,141928,109067,230,108837,98358,10479,32861,260586,204550,140,204410,188016,16394,56036,275372,215389,59,215330,198616,16714,59983,128194,94034,0,94034,88334,5700,34160,44143,26316,0,26316,24456,1860,17827,64480,32644,0,32644,30217,2427,31836,74526,23555,22080,1475,50971,54933,8805,7999,806,46128,122720,4137,3831,306,118583
ACSSF,2011e1,co,000,0108,0000003,902652,457270,31316,11607,489,11118,8303,2815,19709,8568,7044,77,6967,5794,1173,1524,16224,13790,313,13477,11192,2285,2434,34644,29459,1407,28052,26656,1396,5185,40366,34502,357,34145,31377,2768,5864,84657,78528,1789,76739,73806,2933,6129,89531,80431,7,80424,75403,5021,9100,45590,36422,0,36422,33766,2656,9168,15980,11171,0,11171,10726,445,4809,22177,10813,0,10813,10184,629,11364,26686,9609,8546,1063,17077,19627,4530,3980,550,15097,21904,1834,1834,0,20070,445382,28733,11764,44,11720,8967,2753,16969,9771,7465,0,7465,5967,1498,2306,16061,13807,106,13701,12548,1153,2254,28449,22488,232,22256,20422,1834,5961,37452,29674,259,29415,27919,1496,7778,85676,66269,624,65645,62076,3569,19407,89556,67932,175,67757,62763,4994,21624,45137,33631,0,33631,31788,1843,11506,14802,8456,0,8456,7845,611,6346,23106,10678,0,10678,9973,705,12428,27258,8805,8447,358,18453,14994,1716,1688,28,13278,24387,935,854,81,23452
ACSSF,2011e1,co,000,0108,0000004,3694027,1835926,130403,53756,3162,50594,34132,16462,76647,67605,49226,4154,45072,35191,9881,18379,108314,89777,4177,85600,75771,9829,18537,179724,161179,4956,156223,143774,12449,18545,176630,159978,3885,156093,142124,13969,16652,335611,308601,4659,303942,283489,20453,27010,333706,299813,574,299239,274757,24482,33893,152486,125457,264,125193,115501,9692,27029,54551,39457,0,39457,36914,2543,15094,69833,40330,0,40330,37362,2968,29503,78905,33280,29260,4020,45625,59388,12664,11322,1342,46724,88770,7464,7056,408,81306,1858101,119340,55073,302,54771,40563,14208,64267,65066,49079,1109,47970,40964,7006,15987,98338,79151,941,78210,68902,9308,19187,171484,136441,893,135548,124527,11021,35043,168268,130253,489,129764,118528,11236,38015,322540,252397,764,251633,233262,18371,70143,335837,260919,234,260685,240299,20386,74918,159048,117527,0,117527,110638,6889,41521,53424,32212,0,32212,29891,2321,21212,78569,38396,0,38396,35578,2818,40173,91864,28883,27114,1769,62981,62328,9220,8445,775,53108,131995,4420,4221,199,127575
ACSSF,2011e1,co,000,0108,0000005,3468617,1714856,123523,51897,3162,48735,32853,15882,71626,65373,47315,4154,43161,33787,9374,18058,99167,81558,4177,77381,68303,9078,17609,168756,152200,4956,147244,135314,11930,16556,164287,151185,3825,147360,134385,12975,13102,313633,290399,4481,285918,266062,19856,23234,312211,282089,574,281515,258240,23275,30122,142049,117589,264,117325,108408,8917,24460,51239,37089,0,37089,34563,2526,14150,64600,37933,0,37933,35218,2715,26667,72359,30714,26978,3736,41645,55204,11684,10425,1259,43520,82455,7121,6783,338,75334,1753761,112880,52086,295,51791,38148,13643,60794,62451,47031,1109,45922,39240,6682,15420,93762,75910,941,74969,66205,8764,17852,162584,129542,893,128649,118153,10496,33042,159386,122782,489,122293,111710,10583,36604,304890,239420,764,238656,221516,17140,65470,316969,247337,234,247103,227429,19674,69632,148691,110131,0,110131,104014,6117,38560,49821,29967,0,29967,27682,2285,19854,74316,36707,0,36707,33967,2740,37609,85528,26937,25210,1727,58591,58571,9038,8263,775,49533,123912,4167,3968,199,119745
ACSSF,2011e1,co,000,0108,0000006,1591997,784515,56598,21913,116,21797,13994,7803,34685,38453,25077,533,24544,16962,7582,13376,51278,41336,1299,40037,35752,4285,9942,93898,84707,2769,81938,74837,7101,9191,84281,77216,2413,74803,66538,8265,7065,144026,132561,2081,130480,120320,10160,11465,122003,106796,372,106424,96589,9835,15207,56400,45335,31,45304,41119,4185,11065,20483,14986,0,14986,14093,893,5497,28013,15980,0,15980,14703,1277,12033,29658,12461,10776,1685,17197,21895,4332,3998,334,17563,37529,3060,2955,105,34469,807482,53299,25208,37,25171,17876,7295,28091,37113,26432,293,26139,22712,3427,10681,51962,40047,485,39562,34273,5289,11915,89940,72297,434,71863,66536,5327,17643,80116,60497,281,60216,54897,5319,19619,131042,101772,442,101330,93576,7754,29270,126192,95338,165,95173,86883,8290,30854,61357,44570,0,44570,42257,2313,16787,21208,12628,0,12628,11391,1237,8580,32848,15970,0,15970,14535,1435,16878,36163,11451,10934,517,24712,25720,3442,3158,284,22278,60522,1918,1808,110,58604
ACSSF,2011e1,co,000,0108,0000007,1876620,930341,66925,29984,3046,26938,18859,8079,36941,26920,22238,3621,18617,16825,1792,4682,47889,40222,2878,37344,32551,4793,7667,74858,67493,2187,65306,60477,4829,7365,80006,73969,1412,72557,67847,4710,6037,169607,157838,2400,155438,145742,9696,11769,190208,175293,202,175091,161651,13440,14915,85649,72254,233,72021,67289,4732,13395,30756,22103,0,22103,20470,1633,8653,36587,21953,0,21953,20515,1438,14634,42701,18253,16202,2051,24448,33309,7352,6427,925,25957,44926,4061,3828,233,40865,946279,59581,26878,258,26620,20272,6348,32703,25338,20599,816,19783,16528,3255,4739,41800,35863,456,35407,31932,3475,5937,72644,57245,459,56786,51617,5169,15399,79270,62285,208,62077,56813,5264,16985,173848,137648,322,137326,127940,9386,36200,190777,151999,69,151930,140546,11384,38778,87334,65561,0,65561,61757,3804,21773,28613,17339,0,17339,16291,1048,11274,41468,20737,0,20737,19432,1305,20731,49365,15486,14276,1210,33879,32851,5596,5105,491,27255,63390,2249,2160,89,61141
ACSSF,2011e1,co,000,0108,0000008,225410,121070,6880,1859,0,1859,1279,580,5021,2232,1911,0,1911,1404,507,321,9147,8219,0,8219,7468,751,928,10968,8979,0,8979,8460,519,1989,12343,8793,60,8733,7739,994,3550,21978,18202,178,18024,17427,597,3776,21495,17724,0,17724,16517,1207,3771,10437,7868,0,7868,7093,775,2569,3312,2368,0,2368,2351,17,944,5233,2397,0,2397,2144,253,2836,6546,2566,2282,284,3980,4184,980,897,83,3204,6315,343,273,70,5972,104340,6460,2987,7,2980,2415,565,3473,2615,2048,0,2048,1724,324,567,4576,3241,0,3241,2697,544,1335,8900,6899,0,6899,6374,525,2001,8882,7471,0,7471,6818,653,1411,17650,12977,0,12977,11746,1231,4673,18868,13582,0,13582,12870,712,5286,10357,7396,0,7396,6624,772,2961,3603,2245,0,2245,2209,36,1358,4253,1689,0,1689,1611,78,2564,6336,1946,1904,42,4390,3757,182,182,0,3575,8083,253,253,0,7830
ACSSF,2011e1,co,000,0108,0000009,74699,38205,2495,716,0,716,530,186,1779,863,770,0,770,605,165,93,4057,3817,0,3817,3217,600,240,3311,2964,0,2964,2825,139,347,2645,1748,60,1688,1591,97,897,6694,6402,0,6402,5924,478,292,7157,5864,0,5864,5593,271,1293,3193,2399,0,2399,2118,281,794,840,672,0,672,672,0,168,1160,461,0,461,346,115,699,2032,799,525,274,1233,988,407,407,0,581,2770,240,170,70,2530,36494,2508,1578,0,1578,1249,329,930,1143,899,0,899,823,76,244,1928,1323,0,1323,1076,247,605,3559,3069,0,3069,2867,202,490,2739,2321,0,2321,2303,18,418,4593,3269,0,3269,2867,402,1324,6427,4723,0,4723,4348,375,1704,4632,3147,0,3147,2764,383,1485,1146,375,0,375,375,0,771,1076,506,0,506,506,0,570,1872,586,565,21,1286,1134,49,49,0,1085,3737,140,140,0,3597
ACSSF,2011e1,co,000,0108,0000010,150711,82865,4385,1143,0,1143,749,394,3242,1369,1141,0,1141,799,342,228,5090,4402,0,4402,4251,151,688,7657,6015,0,6015,5635,380,1642,9698,7045,0,7045,6148,897,2653,15284,11800,178,11622,11503,119,3484,14338,11860,0,11860,10924,936,2478,7244,5469,0,5469,4975,494,1775,2472,1696,0,1696,1679,17,776,4073,1936,0,1936,1798,138,2137,4514,1767,1757,10,2747,3196,573,490,83,2623,3545,103,103,0,3442,67846,3952,1409,7,1402,1166,236,2543,1472,1149,0,1149,901,248,323,2648,1918,0,1918,1621,297,730,5341,3830,0,3830,3507,323,1511,6143,5150,0,5150,4515,635,993,13057,9708,0,9708,8879,829,3349,12441,8859,0,8859,8522,337,3582,5725,4249,0,4249,3860,389,1476,2457,1870,0,1870,1834,36,587,3177,1183,0,1183,1105,78,1994,4464,1360,1339,21,3104,2623,133,133,0,2490,4346,113,113,0,4233
