ACSSF,2011m1,co,000,0129,0000001,12726,4609,6365,6938,4462,9677,5606,5210,7067,9900,11078,9498,5248,7124,15297,2523,3210,4827,1835,3440,2880,3898,5313,7615,9553,3621,2754,4881,11577,1130,693,687,398,2265,768,578,1371,3851,5504,7848,3621,3257,13141,1083,2081,2717,3231,8331,3295,2478,4816,4292,3798,3542,2175,2669,8008,2586,5936,2027,972,2281,1538,2168,1243,2073,1118,943,2092,978,8770,1945,1522,4100,2578,3411,4452,1294,1025,2205,1525,2207,1995,826
ACSSF,2011m1,co,000,0129,0000002,15735,3221,5218,5545,3824,8897,5236,4508,6086,8714,10630,8492,4983,5825,13647,1782,2388,3597,1392,2860,2175,3505,4353,6130,8355,3253,2465,4079,10605,565,523,656,340,2066,677,538,1373,3547,5067,7147,3062,2901,12425,970,1643,2097,2800,8117,2439,2337,4314,4124,3355,2803,1920,1982,6541,1813,5007,1855,651,1619,1168,1591,1230,1837,987,752,1953,768,7811,1552,1414,3497,2312,3066,3950,1227,969,1869,1150,1924,2012,784
ACSSF,2011m1,co,000,0129,0000003,13667,3462,3887,3853,2398,4173,3615,2530,3992,4639,5638,4416,2884,3876,9945,2007,2035,3294,1030,1777,1443,1647,2921,3578,5203,2039,1214,2797,5110,1018,382,161,211,734,325,273,276,1531,2964,3115,1873,1778,6981,643,1045,1837,1698,3328,2237,1068,2851,2233,1811,1619,992,1586,4084,2052,2894,849,737,1317,1023,1325,183,943,466,625,887,626,3220,1101,724,1904,917,1175,2096,327,231,1198,1006,747,486,257
ACSSF,2011m1,co,000,0129,0000004,12512,4269,6204,6735,4446,9541,5751,5081,6559,9519,10754,9195,4795,6746,15395,2452,3147,4667,1758,3305,2822,3855,5193,7500,9191,3626,2759,4603,10952,1090,652,682,395,2186,776,573,1327,3746,5282,7530,3600,3083,12704,1100,1996,2665,3138,8085,3197,2443,4624,4208,3626,3243,2003,2541,7482,2205,5453,1905,923,2122,1516,2103,1176,2124,1105,914,1998,955,8741,1692,1427,3975,2585,3398,4420,1293,1016,2056,1536,2110,2041,808
ACSSF,2011m1,co,000,0129,0000005,12415,4021,6102,6718,4385,9256,5508,4916,6136,9568,10360,8662,4741,6472,15320,2379,2810,4548,1707,3283,2701,3794,5138,7524,9162,3319,2631,4543,10738,1002,510,679,395,2191,749,506,1333,3670,5216,7030,3383,2948,12562,1061,1850,2642,3064,7861,3130,2408,4266,4288,3609,2993,1990,2558,7660,1879,5181,1847,913,2136,1441,2103,1176,2137,1071,837,1966,937,8366,1625,1354,3865,2567,3260,4274,1293,1021,1881,1505,1874,2033,814
ACSSF,2011m1,co,000,0129,0000006,10324,2629,4267,3650,2935,6665,3424,2885,4922,6027,7811,6548,3988,4169,9735,2217,1691,2302,919,1987,1229,2241,3249,4541,6322,2586,1883,3103,8495,194,288,350,336,1612,652,203,1161,2857,3672,5761,2342,2052,8406,664,1028,1685,2413,5708,1734,1812,2958,2583,2818,1990,1384,1729,4633,1053,3749,1301,368,1109,848,1338,714,1476,764,223,1527,532,4664,870,867,2511,1809,2073,2604,508,643,1014,975,1320,1349,454
ACSSF,2011m1,co,000,0129,0000007,10007,3092,5149,5012,3421,7005,4352,4101,4920,6726,8234,5273,3597,4379,10449,1280,2511,3561,1359,2553,2199,2830,3958,5343,7173,2399,2103,3329,6558,971,458,574,213,1412,411,464,620,2817,3484,4028,2314,2057,9787,839,1764,2167,2332,5074,2614,1748,3241,3399,2363,2400,1502,1937,6097,1653,3842,1497,878,1637,1261,1615,858,1296,785,850,1781,879,6293,1389,1016,2807,1497,2494,2979,1149,803,1480,1159,1203,1386,642
ACSSF,2011m1,co,000,0129,0000008,4510,2036,2315,1675,904,1994,1063,1073,1948,2583,2462,2908,1349,1484,3338,794,1193,634,267,815,382,716,1293,1579,1949,1498,739,994,3160,502,403,92,201,398,118,247,134,1296,1379,2537,1041,1120,2679,274,438,460,807,1748,452,524,1213,765,715,1006,344,505,2544,1355,2041,370,116,317,318,321,201,221,189,387,603,161,1925,496,391,1211,268,803,577,201,163,797,271,591,202,116
ACSSF,2011m1,co,000,0129,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0129,0000010,5313,1916,2027,1159,414,1608,825,792,1769,1814,2434,2462,1146,1125,3026,811,768,514,241,570,204,553,1233,1072,1834,1430,416,820,2312,477,403,50,201,394,118,159,118,803,1274,1556,835,784,2480,201,411,390,214,1484,406,520,971,561,495,954,310,477,2252,1186,1874,355,22,317,274,19,201,221,84,379,556,120,1634,449,391,871,250,563,486,201,163,790,270,572,183,103
