ACSSF,2011e1,co,000,0079,0000001,1256471,165611,74405,50736,7880,20871,21985,23669,91206,19978,15258,3112,3611,8535,4720,71228,60999,13775,16794,30430,10229,37880,24304,15286,2321,5657,7308,9018,13576,3320,2363,713,288,1362,957,10256,7698,832,1282,5584,2558,66333,43997,27473,5097,10020,12356,16524,22336,7073,5089,1687,840,2562,1984,15263,9837,1598,1671,6568,5426,986647,827850,346619,70250,55783,220586,481231,158797,57423,34704,9509,3193,22002,22719,101374,55563,9469,4423,41671,45811,1256471,114546,45650,15603,18245,9067,2735,68896,13492,4315,7039,1828,310,55404,10873,30538,12470,1523,1141925,924906,534831,307350,76309,6416,217019,74302,32806,37933,3431,132,142717,70981,65211,6401,124,5002128,674195,462749,199869,262880,54859,208021,211446,4327933,3588354,2908916,679438,227967,451471,739579,1256471,165611,74405,91206,19978,71228,37880,24304,13576,3320,10256,66333,43997,22336,7073,15263,986647,827850,158797,57423,101374,1256471,114546,45650,15603,30047,68896,13492,4315,9177,55404,10873,44531,1141925,924906,534831,390075,217019,74302,32806,41496,142717,70981,71736
ACSSF,2011e1,co,000,0079,0000002,944510,137691,58790,41484,7032,17483,16969,17306,78901,16781,13301,2630,3355,7316,3480,62120,53110,12399,14544,26167,9010,31720,19234,12922,2046,5173,5703,6312,12486,3254,2297,673,288,1336,957,9232,6858,733,1195,4930,2374,51387,33142,21547,3587,8009,9951,11595,18245,5290,3550,723,536,2291,1740,12955,8308,1420,1144,5744,4647,723712,592983,247777,51119,39419,157239,345206,130729,46770,26714,6462,2807,17445,20056,83959,46202,8413,4239,33550,37757,944510,95709,36165,11331,15177,7674,1983,59544,11116,3515,6052,1239,310,48428,9693,25854,11358,1523,848801,667984,384204,224969,54755,4056,180817,60979,28257,29627,2963,132,119838,58966,55533,5339,0,3861865,576766,390437,160625,229812,45706,184106,186329,3285099,2673349,2111480,561869,184090,377779,611750,944510,137691,58790,78901,16781,62120,31720,19234,12486,3254,9232,51387,33142,18245,5290,12955,723712,592983,130729,46770,83959,944510,95709,36165,11331,24834,59544,11116,3515,7601,48428,9693,38735,848801,667984,384204,283780,180817,60979,28257,32722,119838,58966,60872
ACSSF,2011e1,co,000,0079,0000003,311961,27920,15615,9252,848,3388,5016,6363,12305,3197,1957,482,256,1219,1240,9108,7889,1376,2250,4263,1219,6160,5070,2364,275,484,1605,2706,1090,66,66,40,0,26,0,1024,840,99,87,654,184,14946,10855,5926,1510,2011,2405,4929,4091,1783,1539,964,304,271,244,2308,1529,178,527,824,779,262935,234867,98842,19131,16364,63347,136025,28068,10653,7990,3047,386,4557,2663,17415,9361,1056,184,8121,8054,311961,18837,9485,4272,3068,1393,752,9352,2376,800,987,589,0,6976,1180,4684,1112,0,293124,256922,150627,82381,21554,2360,36202,13323,4549,8306,468,0,22879,12015,9678,1062,124,1140263,97429,72312,39244,33068,9153,23915,25117,1042834,915005,797436,117569,43877,73692,127829,311961,27920,15615,12305,3197,9108,6160,5070,1090,66,1024,14946,10855,4091,1783,2308,262935,234867,28068,10653,17415,311961,18837,9485,4272,5213,9352,2376,800,1576,6976,1180,5796,293124,256922,150627,106295,36202,13323,4549,8774,22879,12015,10864
ACSSF,2011e1,co,000,0079,0000004,1152645,149219,65664,45752,7307,19232,19213,19912,83555,18073,13800,2576,3248,7976,4273,65482,55916,12450,15826,27640,9566,34841,21966,14079,2166,5425,6488,7887,12875,3080,2123,473,288,1362,957,9795,7301,756,1282,5263,2494,59086,38346,24555,4624,9199,10732,13791,20740,6456,4845,1616,714,2515,1611,14284,9261,1456,1571,6234,5023,909499,761253,323429,66152,52213,205064,437824,148246,53314,31794,8477,2940,20377,21520,94932,52402,9273,4367,38762,42530,1152645,103422,40149,13109,16157,8351,2532,63273,12217,4020,6337,1799,61,51056,10074,27698,11811,1473,1049223,847080,484957,286221,69754,6148,202143,68706,30772,34583,3219,132,133437,66228,61077,6008,124,4611745,616014,422132,179418,242714,49186,193528,193882,3995731,3311510,2677934,633576,210904,422672,684221,1152645,149219,65664,83555,18073,65482,34841,21966,12875,3080,9795,59086,38346,20740,6456,14284,909499,761253,148246,53314,94932,1152645,103422,40149,13109,27040,63273,12217,4020,8197,51056,10074,40982,1049223,847080,484957,362123,202143,68706,30772,37934,133437,66228,67209
ACSSF,2011e1,co,000,0079,0000005,1084095,138892,60591,41939,6813,18616,16510,18652,78301,16294,12911,2477,3107,7327,3383,62007,52966,11943,14207,26816,9041,32041,19731,12986,2070,4857,6059,6745,12310,2958,2061,411,288,1362,897,9352,6858,756,1211,4891,2494,53647,34133,22175,3677,8979,9519,11958,19514,6076,4552,1509,621,2422,1524,13438,8868,1396,1571,5901,4570,859515,716806,308610,62562,50262,195786,408196,142709,51503,30625,7990,2940,19695,20878,91206,50562,9204,4275,37083,40644,1084095,96231,36788,12051,14356,7884,2497,59443,11350,3764,5853,1672,61,48093,9564,26324,10917,1288,987864,794473,451458,270760,66437,5818,193391,65481,28983,33187,3179,132,127910,63306,58660,5820,124,4350208,576575,393337,163989,229348,46508,182840,183238,3773633,3130966,2521814,609152,201676,407476,642667,1084095,138892,60591,78301,16294,62007,32041,19731,12310,2958,9352,53647,34133,19514,6076,13438,859515,716806,142709,51503,91206,1084095,96231,36788,12051,24737,59443,11350,3764,7586,48093,9564,38529,987864,794473,451458,343015,193391,65481,28983,36498,127910,63306,64604
ACSSF,2011e1,co,000,0079,0000006,452136,75361,32573,22621,4031,10664,7926,9952,42788,8121,6238,1193,1653,3392,1883,34667,29423,6913,9522,12988,5244,17272,10225,7369,1433,2621,3315,2856,7047,1802,1344,249,288,807,458,5245,3671,392,851,2428,1574,29286,18093,11902,1563,5233,5106,6191,11193,3983,2803,1230,236,1337,1180,7210,4965,953,1057,2955,2245,330217,269972,110551,26607,19391,64553,159421,60245,21397,11891,3569,1502,6820,9506,38848,21223,4777,2087,14359,17625,452136,53536,20333,6122,8502,4479,1230,33203,5757,1882,3149,665,61,27446,5677,14061,6884,824,398600,310530,178180,103525,26579,2246,88070,29546,14211,13879,1324,132,58524,29429,26077,3018,0,1960853,344724,220256,90213,130043,24220,105823,124468,1616129,1260282,978340,281942,92822,189120,355847,452136,75361,32573,42788,8121,34667,17272,10225,7047,1802,5245,29286,18093,11193,3983,7210,330217,269972,60245,21397,38848,452136,53536,20333,6122,14211,33203,5757,1882,3875,27446,5677,21769,398600,310530,178180,132350,88070,29546,14211,15335,58524,29429,29095
ACSSF,2011e1,co,000,0079,0000007,631959,63531,28018,19318,2782,7952,8584,8700,35513,8173,6673,1284,1454,3935,1500,27340,23543,5030,4685,13828,3797,14769,9506,5617,637,2236,2744,3889,5263,1156,717,162,0,555,439,4107,3187,364,360,2463,920,24361,16040,10273,2114,3746,4413,5767,8321,2093,1749,279,385,1085,344,6228,3903,443,514,2946,2325,529298,446834,198059,35955,30871,131233,248775,82464,30106,18734,4421,1438,12875,11372,52358,29339,4427,2188,22724,23019,631959,42695,16455,5929,5854,3405,1267,26240,5593,1882,2704,1007,0,20647,3887,12263,4033,464,589264,483943,273278,167235,39858,3572,105321,35935,14772,19308,1855,0,69386,33877,32583,2802,124,2389355,231851,173081,73776,99305,22288,77017,58770,2157504,1870684,1543474,327210,108854,218356,286820,631959,63531,28018,35513,8173,27340,14769,9506,5263,1156,4107,24361,16040,8321,2093,6228,529298,446834,82464,30106,52358,631959,42695,16455,5929,10526,26240,5593,1882,3711,20647,3887,16760,589264,483943,273278,210665,105321,35935,14772,21163,69386,33877,35509
ACSSF,2011e1,co,000,0079,0000008,68550,10327,5073,3813,494,616,2703,1260,5254,1779,889,99,141,649,890,3475,2950,507,1619,824,525,2800,2235,1093,96,568,429,1142,565,122,62,62,0,0,60,443,443,0,71,372,0,5439,4213,2380,947,220,1213,1833,1226,380,293,107,93,93,87,846,393,60,0,333,453,49984,44447,14819,3590,1951,9278,29628,5537,1811,1169,487,0,682,642,3726,1840,69,92,1679,1886,68550,7191,3361,1058,1801,467,35,3830,867,256,484,127,0,2963,510,1374,894,185,61359,52607,33499,15461,3317,330,8752,3225,1789,1396,40,0,5527,2922,2417,188,0,261537,39439,28795,15429,13366,2678,10688,10644,222098,180544,156120,24424,9228,15196,41554,68550,10327,5073,5254,1779,3475,2800,2235,565,122,443,5439,4213,1226,380,846,49984,44447,5537,1811,3726,68550,7191,3361,1058,2303,3830,867,256,611,2963,510,2453,61359,52607,33499,19108,8752,3225,1789,1436,5527,2922,2605
ACSSF,2011e1,co,000,0079,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87739,17952,14065,7129,6936,1819,5117,3887,69787,54894,48344,6550,2482,4068,14893,22616,5255,2413,2842,1025,1817,830,661,169,122,47,1327,1019,308,107,201,15204,13840,1364,233,1131,22616,3981,1840,459,1381,2141,518,172,346,1623,256,1367,18635,16093,10965,5128,2542,969,651,318,1573,1144,429
ACSSF,2011e1,co,000,0079,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45934,3210,1521,599,662,225,35,1689,349,84,265,0,0,1340,254,611,290,185,42724,36514,22534,10926,3054,0,6210,2256,1138,1078,40,0,3954,1778,1988,188,0,173798,21487,14730,8300,6430,859,5571,6757,152311,125650,107776,17874,6746,11128,26661,45934,5072,2660,2412,754,1658,1970,1574,396,0,396,4112,3194,918,273,645,34780,30607,4173,1578,2595,45934,3210,1521,599,922,1689,349,84,265,1340,254,1086,42724,36514,22534,13980,6210,2256,1138,1118,3954,1778,2176
