ACSSF,2011m1,co,000,0039,0000001,819937,779908,499567,640174,304126,13842,4818,4645,6455,8375,8137,10379,8104,9385,7266,6106,5049,3855,6902,7400,13390,4142,4142,5577,7257,7071,9269,7467,8174,6243,5949,4554,3416,5824,6592,7994,2252,2357,2337,2935,3122,3605,2926,3129,2189,1836,1628,973,2445,2153,4988,709,1110,1516,1241,1617,1650,1396,1611,1029,1042,916,1059,1620,1255,4928,555,387,613,717,890,1849,1591,1524,1702,1238,1160,484,1611,1720,4755,978,1344,612,1092,1149,958,1989,1763,1110,1006,1043,489,1707,1091,819937,331034,304496,262173,309234,279157,333379,218870,236571,188257,176653,187711,224024,202350,216476,13842,4818,4645,6455,8375,8137,10379,8104,9385,7266,13259,13390,4142,4142,5577,7257,7071,9269,7467,8174,6243,11590,7994,2252,2357,2337,2935,3122,3605,2926,3129,2189,4047,4988,709,1110,1516,1241,1617,1650,1396,1611,1029,2597,6991,1059,1445,836,1250,1370,2033,2471,2175,2010,4225,819937,331034,304496,262173,309234,279157,333379,218870,236571,188257,448341
ACSSF,2011m1,co,000,0039,0000002,692445,656643,405745,597521,271559,15356,3874,4880,5000,6831,7765,8432,7363,8486,6443,5409,4040,2953,6339,7075,14778,3415,4178,4193,5943,6548,7497,6344,7561,5776,4917,3727,2356,5143,6488,6408,1601,2106,2159,2574,2751,3483,2464,2540,1898,1984,1469,885,2342,1849,4803,675,1006,1408,1218,1567,1603,1310,1377,1029,1037,916,1059,1601,1274,4554,511,354,603,723,806,1686,1444,1428,1617,1088,1128,466,1488,1704,4486,957,623,519,1057,1035,904,1803,1759,1046,802,710,489,1689,1106,692445,246245,194554,234611,249323,258942,266864,203189,204496,163156,144179,135096,151311,176972,192322,15356,3874,4880,5000,6831,7765,8432,7363,8486,6443,12279,14778,3415,4178,4193,5943,6548,7497,6344,7561,5776,10261,6408,1601,2106,2159,2574,2751,3483,2464,2540,1898,3841,4803,675,1006,1408,1218,1567,1603,1310,1377,1029,2576,6430,1050,721,763,1242,1286,1928,2205,2140,1836,3991,692445,246245,194554,234611,249323,258942,266864,203189,204496,163156,351313
ACSSF,2011m1,co,000,0039,0000003,564585,527234,345521,378270,161207,13911,2626,2992,3381,4567,4170,5448,5480,4301,2664,3188,2693,2170,2994,2655,12645,2122,2210,3397,4114,3947,4797,5122,3495,2241,2938,2531,2131,2764,2522,5053,1519,1217,793,1481,1483,2174,1840,1799,1255,822,705,329,497,950,1575,402,273,400,360,347,360,408,853,201,114,201,201,477,126,1810,261,132,128,353,348,603,608,614,502,558,309,101,447,355,2519,148,1153,341,245,473,411,733,850,233,584,801,201,213,175,564585,179501,262029,117428,168942,136995,169013,159090,117853,70874,82476,117468,142855,92083,108782,13911,2626,2992,3381,4567,4170,5448,5480,4301,2664,6580,12645,2122,2210,3397,4114,3947,4797,5122,3495,2241,6368,5053,1519,1217,793,1481,1483,2174,1840,1799,1255,1448,1575,402,273,400,360,347,360,408,853,201,585,3197,311,1176,351,405,622,653,931,1005,584,1357,564585,179501,262029,117428,168942,136995,169013,159090,117853,70874,280486
ACSSF,2011m1,co,000,0039,0000004,800012,757775,499376,611939,297631,13048,4812,4557,6172,8246,8308,10097,7425,9001,6777,5956,5068,3767,6778,6825,13170,4045,3812,5665,7135,7258,9084,7180,7922,6025,5873,4652,3281,5864,6269,7332,2174,2335,1906,2834,2986,3636,2821,2698,2086,1846,1607,909,2450,2012,4952,730,1110,1504,1245,1560,1661,1312,1489,965,1034,916,824,1620,1267,4515,538,364,614,720,904,1757,1491,1521,1642,1011,1131,468,1401,1641,4392,965,1344,602,1104,1129,931,1971,1751,1080,957,1038,489,1431,1053,800012,321058,301045,240965,309347,279396,321747,216055,238219,181921,168575,189251,217435,205914,208286,13048,4812,4557,6172,8246,8308,10097,7425,9001,6777,13070,13170,4045,3812,5665,7135,7258,9084,7180,7922,6025,11668,7332,2174,2335,1906,2834,2986,3636,2821,2698,2086,3952,4952,730,1110,1504,1245,1560,1661,1312,1489,965,2442,6579,1061,1413,836,1288,1400,1993,2384,2178,1943,3769,800012,321058,301045,240965,309347,279396,321747,216055,238219,181921,444811
ACSSF,2011m1,co,000,0039,0000005,776800,737640,496376,572363,293270,12613,4855,4464,6171,7778,8234,9979,7700,8699,6424,5708,5227,3671,6804,6676,12986,4154,3780,5655,6487,7309,9105,7288,7664,5811,5488,4799,3157,5884,6132,7451,1972,2051,1787,2864,2760,3471,2635,2720,1903,1825,1529,887,2392,1866,4807,730,1112,1504,1196,1559,1468,1298,1394,966,1029,882,824,1566,1267,4076,526,335,606,724,835,1644,1498,1153,1474,950,1155,444,1418,1481,4269,964,1344,518,1080,959,947,1873,1716,1044,980,1042,444,1394,993,776800,314047,300509,233391,302052,277034,305862,216554,236429,174743,163079,191904,218114,202591,200722,12613,4855,4464,6171,7778,8234,9979,7700,8699,6424,12493,12986,4154,3780,5655,6487,7309,9105,7288,7664,5811,11416,7451,1972,2051,1787,2864,2760,3471,2635,2720,1903,3893,4807,730,1112,1504,1196,1559,1468,1298,1394,966,2409,6322,1035,1402,751,1259,1241,1924,2248,2004,1741,3912,776800,314047,300509,233391,302052,277034,305862,216554,236429,174743,443986
ACSSF,2011m1,co,000,0039,0000006,438281,396208,328907,322086,173968,9691,2910,3345,3928,4582,5882,6724,5179,6652,4936,3990,3696,2069,4790,5116,10447,2409,2612,3480,3735,4941,6438,4802,6229,4254,3471,3057,1760,4283,4331,5227,1276,1763,1381,1850,1916,2837,1725,1724,1134,1322,1407,508,2203,1201,3616,543,778,871,1000,873,1139,931,831,747,886,721,781,1141,1178,3123,500,176,593,572,763,919,1081,1004,1362,705,1046,405,935,1446,3134,723,507,440,727,742,792,1487,1066,988,715,1018,319,1117,915,438281,205945,143583,120176,197927,196933,196185,130799,177083,101527,108840,89219,113948,141388,137498,9691,2910,3345,3928,4582,5882,6724,5179,6652,4936,8901,10447,2409,2612,3480,3735,4941,6438,4802,6229,4254,7790,5227,1276,1763,1381,1850,1916,2837,1725,1724,1134,3125,3616,543,778,871,1000,873,1139,931,831,747,2249,4525,867,537,711,964,1072,1222,1809,1369,1551,3218,438281,205945,143583,120176,197927,196933,196185,130799,177083,101527,243167
ACSSF,2011m1,co,000,0039,0000007,652743,550694,379851,472796,232747,10471,3954,3246,4813,6407,5385,7855,6629,5490,4088,3710,3520,2874,4840,4179,10237,3387,3027,4490,5486,4879,7153,6253,4932,3870,3614,3593,2609,4344,3985,6192,1672,1377,1195,1958,1890,2502,2140,2098,1552,1478,896,621,1163,1599,3411,452,666,951,760,1465,943,679,1019,545,732,505,236,1201,497,1931,136,267,181,447,465,1680,1176,546,612,650,490,161,965,358,2845,795,1194,351,784,557,591,1194,1285,277,615,295,318,708,555,652743,221523,271497,205657,240269,200110,243025,188246,155549,136710,106356,161701,165149,134631,140173,10471,3954,3246,4813,6407,5385,7855,6629,5490,4088,8628,10237,3387,3027,4490,5486,4879,7153,6253,4932,3870,8509,6192,1672,1377,1195,1958,1890,2502,2140,2098,1552,2683,3411,452,666,951,760,1465,943,679,1019,545,1523,3562,799,1236,410,869,704,1779,1623,1379,650,1745,652743,221523,271497,205657,240269,200110,243025,188246,155549,136710,343891
ACSSF,2011m1,co,000,0039,0000008,177042,170604,103697,161202,74073,4320,1278,996,1284,1985,1553,2209,2258,2344,1871,1826,1122,1020,1683,1717,4843,1092,638,820,1901,1264,1663,2309,2052,1322,1785,779,1017,1553,1508,2792,768,819,989,570,1063,1057,849,331,956,381,569,118,229,552,1218,201,98,201,322,116,745,88,610,64,129,217,201,503,201,1843,121,164,72,27,190,277,321,800,450,440,539,171,506,560,1070,158,201,277,225,531,384,412,241,224,191,220,180,172,253,177042,90406,29767,90229,56060,39334,69006,62746,51371,37228,26999,20520,15903,34918,54056,4320,1278,996,1284,1985,1553,2209,2258,2344,1871,3772,4843,1092,638,820,1901,1264,1663,2309,2052,1322,3323,2792,768,819,989,570,1063,1057,849,331,956,853,1218,201,98,201,322,116,745,88,610,64,590,2249,195,164,288,227,557,518,557,831,501,1294,177042,90406,29767,90229,56060,39334,69006,62746,51371,37228,75308
ACSSF,2011m1,co,000,0039,0000009,109446,97807,69899,63386,47363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109446,40791,13129,29640,36341,14625,43404,29319,22285,15191,11536,11972,2454,10348,42582,4205,644,610,565,1389,855,1356,1547,1373,930,2252,3280,443,394,376,1293,625,1051,1519,1350,775,1574,1407,505,483,442,399,284,312,302,69,161,483,679,201,201,201,123,201,667,201,201,201,201,1643,166,201,201,101,531,383,336,190,466,1032,109446,40791,13129,29640,36341,14625,43404,29319,22285,15191,52960
ACSSF,2011m1,co,000,0039,0000010,168428,163643,102601,144521,54711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168428,79078,29436,84011,45556,38551,51016,62773,45321,36196,25210,15005,15996,32319,23291,4998,1112,917,1179,1368,1458,1739,2383,2099,1715,3272,5262,1005,543,743,1258,1152,1461,2281,1715,1134,3051,2429,481,717,894,378,1032,997,888,327,944,710,1042,201,98,201,307,116,376,88,610,64,590,1556,97,164,288,204,197,279,402,855,195,745,168428,79078,29436,84011,45556,38551,51016,62773,45321,36196,51717
