ACSSF,2011m1,co,000,0103,0000001,263,454,354,272,411,444,257,313,1169,369,297,453,449,297,2699,2990,5027,1803,2923,1791,1975,1938,3787,6430,3321,6798,3302,2809,2590,5540,9503,4847,3735,6156,1809,7010,13341,20056,7618,19650,17009,14911,1319,2018,2419,933,1546,2163,1065,2147,3171,5224,861,2743,3748,2004,663,429,988,313,590,666,302,783,937,1117,554,1157,1411,575,2842,2263,4807,201,4807,1796,2233,3149,4187,2690,2258,4865,4179,5254,3903,3410,2191,1965,729,629,2140,5238,201,5238,1405,3304,3214,4191,1872,1411,5360,5302,5393,3990,2865,1811,1367,938,776
ACSSF,2011m1,co,000,0103,0000002,285,621,868,259,521,918,274,319,612,444,296,538,541,312,1564,3361,2637,1821,2806,2731,3043,3699,5213,6464,3803,8168,3405,3024,1354,5069,4543,3624,2433,4737,1930,9025,18094,30208,12807,10508,20146,44355,1505,2022,2590,872,1554,2127,1219,2699,3480,6721,809,3828,2885,2019,786,454,1599,296,663,887,317,687,958,1182,561,1272,1654,641,7337,4528,4882,201,4882,1777,2214,2763,4261,2207,1829,5196,3811,5574,3938,3400,2073,1822,712,478,4399,5426,201,5426,1055,3149,3279,3937,1701,1224,5548,5277,5273,3711,2870,1577,1241,870,786
ACSSF,2011m1,co,000,0103,0000003,777,2649,2623,1451,993,778,482,819,1681,2676,1323,815,805,488,11403,14596,22743,39893,8440,9594,17702,2324,14518,20297,3089,3705,11288,14074,18123,24925,19080,14242,17816,16505,9673,2448,1269,42311,.,1487,32039,134,3215,11398,6818,16014,10111,15232,2238,3137,5158,23215,2991,4557,10073,3805,862,1583,2372,1451,1241,1176,540,1927,5555,5151,2582,2481,3998,1242,6750,4156,3161,201,3161,249,803,1595,1755,1951,1281,3293,2311,2181,1504,735,635,841,201,387,3864,2485,201,2485,1000,946,1208,1482,832,779,2954,2284,2215,1584,1184,963,414,332,71
ACSSF,2011m1,co,000,0103,0000004,295,491,362,282,438,436,281,509,667,390,319,508,462,320,2707,3058,5054,1796,2854,1807,1936,2760,4246,7344,3913,3586,3844,3886,2609,5607,9171,4614,3594,6084,1630,7378,14633,21323,9208,19760,15418,14911,1346,2019,2434,924,1651,2210,1114,2185,3247,5615,850,3093,3320,1702,470,471,957,343,887,1138,325,824,1025,1155,556,1143,1431,581,2787,2280,5071,201,5071,1766,2182,3076,3985,2592,2241,4864,3995,5144,3678,3341,2201,1989,726,493,2040,5255,201,5255,1351,3170,3258,4032,1830,1393,5219,5240,5201,3746,2764,1696,1222,930,774
ACSSF,2011m1,co,000,0103,0000005,319,861,379,286,460,463,285,732,480,1123,327,537,487,325,2720,3083,5238,1706,3179,2057,1912,3357,7151,12762,3468,3165,4440,4430,2723,5610,9349,4490,3543,5812,1865,7070,13363,18736,9208,20813,12383,14911,1473,1956,2044,992,1751,2102,1387,2160,3380,4941,824,3079,3732,2114,498,1193,991,354,916,1157,331,829,1175,1219,578,1126,1418,622,2315,1688,4659,201,4659,1554,2125,2745,3780,2537,2223,4738,3818,4944,3593,3258,1931,1933,730,409,1832,5183,201,5183,1009,3082,3000,3999,1770,1375,5276,5138,5433,3758,2728,1702,1235,928,774
ACSSF,2011m1,co,000,0103,0000006,819,588,1327,443,745,1373,505,526,876,850,510,822,684,546,1666,3361,2904,1977,2835,3277,2937,6496,13066,11408,5976,7986,7545,2707,3160,4464,6097,2501,2594,5563,2437,15163,37935,38617,1824,9160,23165,44355,2543,2214,3528,2647,1493,2256,1689,3197,4977,8389,861,4766,6206,3103,981,2012,1837,595,899,999,491,956,1244,729,836,1705,1731,872,5486,3665,3432,201,3432,1070,1651,1904,2822,1764,1383,4480,2734,4163,3051,2537,1391,1643,359,249,3847,3963,201,3963,657,2294,2331,2735,1246,692,4584,3655,3739,2884,1794,1120,1019,830,188
ACSSF,2011m1,co,000,0103,0000007,607,933,1174,738,995,644,350,636,1973,1093,985,1170,1088,363,2137,11425,11110,13544,3233,10490,9715,6235,16026,15875,4651,5823,5646,3651,5362,5582,12669,5983,3671,4509,3422,5124,8397,14139,234,4930,16875,134,2715,6695,2704,1732,3432,2159,2553,2468,5400,7581,2556,3663,4369,3267,842,1136,757,1001,1075,1231,387,1287,1307,1122,1434,1293,1412,1194,5446,3843,3688,201,3688,795,1565,2219,2596,2426,1761,4311,3345,3474,1940,1988,1416,1260,611,311,3533,3084,201,3084,756,1516,2095,2620,1195,1152,3884,3572,3681,2461,2006,1338,813,379,759
ACSSF,2011m1,co,000,0103,0000008,1330,1894,2912,1609,2099,3017,1086,1657,3546,3574,1516,2124,3154,1125,,,,,,,,10406,12258,18728,8841,17008,9548,7140,,,,,,,,40520,.,.,.,.,.,.,7771,2471,7126,4767,6884,34105,1438,9219,5083,20143,2157,13133,9626,.,1050,1778,2348,4779,1939,4000,1132,2512,4560,5719,2349,4417,5869,1804,1364,1478,2107,201,2107,804,914,1213,1041,811,334,1543,1236,1551,1170,822,742,400,55,323,1004,939,201,939,991,619,918,767,389,145,1440,1541,1128,977,751,473,133,21,201
ACSSF,2011m1,co,000,0103,0000009,2388,3499,5180,2067,1898,5388,1682,2961,4214,3410,1877,3666,6640,2135,8165,27314,.,1404,2483,4040,.,,,,,,,,12586,15722,244,28847,24798,59885,.,40520,.,.,.,.,.,.,13455,5779,10173,13859,5353,32697,8619,4027,13191,22129,16497,.,.,.,3103,8957,3106,4271,3662,8122,2464,6579,6420,5294,3035,2528,23966,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000010,1645,3532,5089,2448,2058,3882,1454,1426,3152,5265,4438,2186,3638,1680,71669,95867,7828,.,8652,6043,.,12296,14950,3318,13689,16537,9552,7457,,,,,,,,.,.,.,.,.,.,.,5291,5646,17142,4534,22506,18863,2749,4597,9286,45590,1978,28650,7079,10801,2287,1733,4456,7157,3804,4233,2282,3074,5841,8477,2865,4158,5803,3434,3003,1920,1547,201,1547,103,797,1059,713,750,252,1611,967,1450,1045,796,699,398,55,33,1792,1114,201,1114,159,581,866,609,337,128,1591,1418,946,626,529,446,68,201,201
ACSSF,2011m1,co,000,0103,0000011,1117,868,2843,798,992,1413,903,1112,1295,2598,847,1007,2048,1106,,,,,,,,4955,16857,7191,4435,3233,21540,1096,25956,40294,71285,17794,6936,27501,5800,38998,25172,2284,.,16957,16957,.,4188,8271,13197,854,2940,5888,4661,7808,15929,14136,6613,7746,7156,17595,2133,1862,3272,1186,1322,2686,936,2068,1906,5707,1940,2517,3908,2305,1246,1134,1532,201,1532,412,677,766,1123,695,488,1797,1122,1599,1181,739,464,412,86,331,841,1080,201,1080,361,575,641,900,220,88,1353,1216,1092,972,635,610,359,109,38
ACSSF,2011m1,co,000,0103,0000012,747,868,2720,693,911,1903,679,926,1544,2298,729,859,2108,825,,,,,,,,3746,8744,12674,7052,2834,9451,4493,12768,24626,56632,12098,5970,16120,9502,28954,68182,28473,.,7954,7954,.,3497,2325,6647,2035,6458,13180,1692,6017,5221,12151,2342,10189,14758,9382,1087,1215,2487,1484,1339,1772,607,1522,1408,3436,1629,2134,3794,1583,1481,1581,2124,201,2124,841,1128,1421,1613,1017,560,1871,1587,2053,1583,1051,797,551,102,480,1103,1384,201,1384,1048,820,1062,1208,446,170,1937,1927,1481,1397,1017,761,352,110,38
ACSSF,2011m1,co,000,0103,0000013,688,2118,3043,1586,1084,2035,801,798,3031,3651,2130,1174,2816,902,4929,4011,8114,14025,6150,6440,22423,10121,11068,16598,14451,26257,2749,6852,6079,9436,7914,7927,5080,4507,4453,.,.,.,.,.,.,.,3829,4278,9199,2794,9630,3882,3748,4502,8387,12481,6115,6722,10959,3422,1638,2142,998,2269,1963,3095,1322,1785,2596,5245,2323,2495,1885,1584,783,568,2192,201,2192,711,1206,1338,1594,1388,1037,2151,1747,1846,1295,1197,1034,822,329,217,553,1917,201,1917,386,854,1144,1697,738,260,2015,2026,2008,1623,1089,730,552,112,79
ACSSF,2011m1,co,000,0103,0000014,755,1161,976,845,1591,1317,923,2068,2754,2080,1055,2266,1858,1064,3692,4895,13032,2448,6738,3903,1975,6975,74471,54639,2195,6607,598,16644,8525,9896,12053,27470,6985,8858,6008,,,,,,,,2816,3836,3505,5757,5649,3063,2827,6734,9302,19547,11874,13706,2166,4842,1587,2288,3070,1328,1834,982,1338,1423,3820,3880,2330,3113,4577,2162,677,495,1524,201,1524,163,600,1003,1160,1018,719,1532,1203,1830,1257,1375,633,873,127,77,486,1861,201,1861,321,1090,1281,1307,561,551,1849,1496,1622,1384,962,715,587,727,43
ACSSF,2011m1,co,000,0103,0000015,2276,3171,4708,1319,2926,2645,914,2221,2710,5990,1588,2810,3413,861,,,,,,,,,,,,,,,5469,18531,25158,10048,9140,25642,4371,.,.,.,.,.,.,.,13670,16617,13193,8989,12882,4562,47005,9473,10787,38006,2760,19456,17419,3124,3258,1981,6461,1571,1398,4088,918,2333,7170,10050,7586,2593,3296,3778,308,482,1137,201,1137,275,748,537,647,1058,624,1261,1114,861,728,472,309,222,201,201,503,708,201,708,320,386,521,382,345,74,705,1139,1076,917,624,589,362,201,761
ACSSF,2011m1,co,000,0103,0000016,719,2188,3057,1539,1332,1521,676,1450,3697,1682,2417,1818,2701,886,3262,4983,7173,3508,4069,9085,4520,7283,4754,12254,9396,10572,37089,3953,5768,5833,29573,4050,6593,4740,8412,,,,,,,,3373,3114,3203,1855,2431,5559,1513,6384,14493,8128,2073,8595,6867,6313,1057,2192,3543,2896,1982,2839,2136,1716,1467,1226,1704,2475,2278,1001,832,633,2450,201,2450,1045,1040,1290,1948,938,581,2546,1786,2574,1783,1225,1018,742,362,135,695,2272,201,2272,548,1538,1307,1577,682,613,2371,2074,2134,1931,998,564,644,236,186
ACSSF,2011m1,co,000,0103,0000017,2942,4297,3022,4486,2088,5384,860,3101,4178,2587,5012,1813,5876,877,40216,20724,10050,.,1688,1688,.,37737,26068,26068,.,13148,20781,28024,11163,13905,36617,69320,36423,30065,65326,.,.,.,.,.,.,.,20662,11904,14245,.,65737,52866,34518,,,,,,,,2712,5205,6494,6038,2809,5781,1027,3707,10510,15780,5665,7053,36933,3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000018,1108,1345,2465,1085,1130,1236,1119,757,2606,2421,1167,1403,1371,1142,10141,8070,5421,4603,15333,5944,4858,7286,8092,32123,1258,12981,17045,11209,4778,16940,7151,12160,7322,9248,5672,4242,4106,4126,.,17115,12477,28265,1875,3905,6176,7841,1834,7644,10856,4982,9012,15368,1839,5513,3812,7671,889,2206,1938,1120,1442,3011,1119,2757,3237,4041,5601,3888,2645,3047,700,465,1916,201,1916,436,736,1339,1192,1209,779,1949,1305,1956,1661,976,686,713,460,198,533,1557,201,1557,25,818,871,1133,477,515,1595,1565,1705,1056,933,580,448,77,201
ACSSF,2011m1,co,000,0103,0000019,858,2475,2024,627,1213,1624,696,1029,2725,2598,646,1250,1653,676,,,,,,,,16428,26382,33020,2668,13407,7969,710,9501,20884,13429,7502,13679,4161,7398,,,,,,,,4029,5945,7247,1732,7854,13862,20032,8522,26936,7057,.,6908,11331,6404,1375,2255,1982,679,1811,2130,731,2293,2514,4634,2158,2722,3138,2482,324,227,1412,201,1412,76,484,975,995,930,602,1431,990,1357,1024,885,577,588,200,123,310,1404,201,1404,493,629,1056,1089,368,391,1364,1207,1236,748,933,421,245,155,99
ACSSF,2011m1,co,000,0103,0000020,1400,2306,1743,1744,1805,1818,2141,2549,2150,4050,1867,1829,1682,2513,8764,19601,4141,3431,8138,.,8138,2212,7365,320125,17322,3173,5832,4089,19223,26616,30458,23941,13679,12157,2836,.,.,.,.,.,.,.,5376,2723,17414,6910,2813,12481,5676,4232,4248,1179,1882,6179,19368,5571,2319,2965,4926,2066,2049,1823,2368,2199,1688,11170,2264,2369,2705,2705,331,274,879,201,879,76,690,706,736,661,288,988,432,812,560,542,180,153,70,143,187,799,201,799,230,476,514,304,297,284,879,1018,787,780,379,164,285,90,52
ACSSF,2011m1,co,000,0103,0000021,2936,3249,3904,2216,2370,3509,2768,3945,2656,4396,5860,2149,2974,1600,,,,,,,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,16946,58573,1646,2501,.,18766,.,,,,,,,,4032,2237,3907,5795,2105,3437,1603,5915,11085,8495,5493,12201,22461,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000022,1745,1710,5228,1051,1224,1512,1876,1789,2291,4784,884,1417,2908,2004,13823,37410,16439,678,1212,970,22824,6877,7940,30498,13112,16579,24344,3785,,,,,,,,.,.,.,.,.,.,.,6789,9124,5937,2899,3246,8262,1772,7273,15776,58653,2688,8747,8310,1342,2740,4636,4147,1106,1663,4638,2627,1952,6432,3309,4022,3322,2029,2259,601,467,1089,201,1089,143,595,543,868,629,420,1211,1160,1131,788,624,395,354,115,110,257,1216,201,1216,123,772,1051,658,484,138,1180,1059,1006,917,566,396,162,290,201
ACSSF,2011m1,co,000,0103,0000023,1795,2288,3441,3116,1542,1681,2112,1904,2297,3516,3122,1531,1678,2511,,,,,,,,,,,,,,,18875,35080,56812,56944,12898,59746,3748,.,.,.,.,.,.,.,15223,16505,42796,12057,21126,22517,8127,,,,,,,,2181,5166,3034,2165,2497,1907,2311,2284,4064,6888,3736,5647,5315,4064,481,323,1595,201,1595,298,623,847,1266,685,801,1656,1581,1602,986,1009,448,1094,264,201,393,1304,201,1304,262,857,799,1102,838,461,1386,1526,1274,979,719,620,149,201,201
ACSSF,2011m1,co,000,0103,0000024,3318,2335,4550,2653,3956,1923,1133,3014,1782,4619,2606,3669,1962,1238,,,,,,,,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.,.,.,9234,19997,19997,.,4848,2440,136,,,,,,,,3188,4176,4949,2526,4369,2314,1167,3458,6121,6116,6062,4278,9664,6870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000025,1196,2171,1755,971,1491,3056,1026,1939,2138,5258,1384,1700,4059,1558,4736,5156,3657,2953,4675,8617,1914,12333,79912,42436,2177,21390,732,2067,7329,18183,13282,10244,6011,10023,3099,,,,,,,,4198,2962,4528,7716,9181,2196,3433,7702,12153,26454,28509,21845,2679,2055,2092,2677,2167,2396,2419,3492,1871,1956,3270,1863,2213,3567,1759,2144,2814,2020,1953,201,1953,284,701,1054,1124,798,478,1913,1178,1908,1429,1274,506,946,145,201,1828,1803,201,1803,283,1032,1295,1092,455,82,2095,1665,1974,1468,838,702,587,727,43
ACSSF,2011m1,co,000,0103,0000026,2064,3242,12271,1163,3909,9464,1082,1960,4857,11796,1049,4337,9309,1520,305,.,.,.,849,.,849,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.,.,.,1862,.,.,.,2741,.,5646,1564,10500,47493,2149,9722,50467,1687,2366,4003,11440,1058,4751,8580,1409,6210,42589,98075,933,6371,4170,8435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000027,2164,4662,6564,2566,2693,5073,1281,2198,3892,8827,2564,3440,6723,1282,4029,20378,25790,5733,2370,54913,11910,21673,145,.,.,20450,.,20450,26434,21938,14939,70174,19725,33361,25341,.,.,.,.,.,.,.,13391,73387,73387,.,22322,10055,.,19072,51703,63012,37764,8956,15422,22718,2477,6985,9337,2395,3815,7037,1259,7095,11765,24880,11984,10966,9411,2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000028,1759,2053,2944,1279,929,1402,1360,973,2774,2711,1212,1187,2487,1353,4306,8007,6767,5082,7428,15164,5282,1904,9517,8495,1693,3134,11451,2222,4635,22246,9761,8122,2746,13775,5761,,,,,,,,1289,2066,7226,7763,1251,7729,10208,5649,13258,18312,1886,7855,5872,9307,1202,2479,2137,1346,1198,3639,1294,3344,5961,2622,4660,4218,2854,3195,3126,1915,1661,201,1661,370,662,1101,1086,1158,526,1995,1128,1751,1635,816,425,693,78,160,1621,1379,201,1379,201,679,750,1085,452,242,1446,1490,1410,945,904,410,356,201,201
ACSSF,2011m1,co,000,0103,0000029,719,2188,3057,1539,1332,1521,676,1450,3697,1682,2417,1818,2701,886,3262,4983,7173,3508,4069,9085,4520,7283,4754,12254,9396,10572,37089,3953,5768,5833,29573,4050,6593,4740,8412,,,,,,,,3373,3114,3203,1855,2431,5559,1513,6384,14493,8128,2073,8595,6867,6313,1057,2192,3543,2896,1982,2839,2136,1716,1467,1226,1704,2475,2278,1001,832,633,2450,201,2450,1045,1040,1290,1948,938,581,2546,1786,2574,1783,1225,1018,742,362,135,695,2272,201,2272,548,1538,1307,1577,682,613,2371,2074,2134,1931,998,564,644,236,186
ACSSF,2011m1,co,000,0103,0000030,2083,5618,2857,828,2676,2521,1258,3339,5271,2884,877,3034,2520,1193,,,,,,,,2085,6535,.,8144,1547,1527,.,12159,22356,70972,5615,14462,14268,15716,.,.,.,.,.,.,.,7565,7335,21148,22318,15832,35063,14656,5696,6504,12361,15813,9156,30668,6131,3971,4392,4821,930,3111,1819,1241,2503,4908,17595,10317,2931,2251,7707,2058,1401,1034,201,1034,201,436,429,572,374,303,923,383,682,431,452,180,153,201,201,1125,712,201,712,201,538,316,218,297,95,967,908,546,408,258,115,285,201,52
ACSSF,2011m1,co,000,0103,0000031,3675,6215,4466,1957,3584,2243,1381,4421,6430,4762,2645,3736,2306,1778,36638,35722,2324,.,.,.,.,,,,,,,,24412,10663,10663,.,2840,.,.,.,.,.,.,.,.,.,8328,3522,37504,10351,16831,23575,51237,,,,,,,,6071,8958,10391,2773,5242,4165,1545,4846,7285,5970,4790,9118,6746,6295,2700,1828,1282,201,1282,238,597,561,861,399,683,1770,1124,1400,566,958,422,924,180,201,1387,1354,201,1354,262,766,684,1015,604,74,1473,1369,860,585,224,576,149,201,201
ACSSF,2011m1,co,000,0103,0000032,6979,4854,10793,4367,7612,4465,1494,6336,7105,12425,4194,8247,5558,1694,6968,9436,9436,.,.,.,.,15630,17927,17927,.,31436,31436,.,17328,28566,39451,82074,41230,27351,.,.,.,.,.,.,.,.,15476,49471,49471,.,52411,52411,.,15798,8655,15808,.,177667,.,.,7251,5288,13014,4531,7812,5140,1538,22946,30763,25624,7438,29950,41112,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000033,3182,3068,2664,1345,2831,1138,1428,2642,2996,3120,1223,2775,1153,1382,29247,29798,34934,13692,948,948,.,,,,,,,,10454,18522,15735,34897,3549,4536,20576,.,.,.,.,.,.,.,14679,17885,15454,122711,18114,17261,.,,,,,,,,1930,2358,2945,2318,2685,3757,1568,4084,6750,3437,3850,4084,5533,3389,2577,1607,1026,201,1026,51,307,537,869,484,335,1215,587,1104,806,803,470,527,146,62,1333,956,201,956,317,319,646,696,268,157,1287,1020,773,440,674,277,178,69,201
ACSSF,2011m1,co,000,0103,0000034,3095,4890,5882,4984,2933,10452,2622,3602,4609,6321,5472,3377,10288,3060,206710,784,784,.,.,.,.,,,,,,,,,,,,,,,.,.,.,.,.,.,.,12662,13933,12293,8989,101600,9177,151102,,,,,,,,4780,6578,8815,5422,2543,8212,3343,2838,3194,7599,9311,1979,2857,5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000035,3252,5674,7288,2180,2394,4538,1323,3790,5496,15551,2135,2301,8957,1652,30009,13715,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.,.,.,9882,4741,7333,1780,23970,31615,.,6347,6654,3680,.,35760,53853,.,3834,5282,15488,2613,2333,10163,1752,3892,1157,1086,1911,18416,13820,15848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0103,0000036,1319,4089,2021,1260,1808,2145,1516,2650,3605,4965,1307,1511,2245,1833,15068,5849,54591,678,22347,49882,22824,5987,9113,13747,14364,11112,46736,3785,,,,,,,,.,.,.,.,.,.,.,2803,14708,3439,2922,2763,8243,7639,17274,18300,22940,2688,25794,10328,.,2412,4006,8210,1075,1582,5506,1461,1944,4106,3359,4054,3524,3116,2142,1657,906,1041,201,1041,145,595,451,779,445,397,1113,1103,1126,780,597,395,356,115,201,989,1196,201,1196,101,748,901,445,449,127,1199,986,980,870,459,396,155,240,201
ACSSF,2011m1,co,000,0103,0000037,2418,1630,1099,4168,2805,4663,5215,3085,3011,1282,4297,3376,5757,5921,,,,,,,,11657,26193,52007,2026,15708,2682,.,7031,13490,8478,19437,13007,9082,15560,.,.,.,.,.,.,.,19099,27258,16244,1329,17331,2748,11943,16842,4851,8826,18708,5448,23699,24103,3896,7601,7594,6753,3513,3514,7024,3058,7782,6434,3914,12748,2027,6133,2855,1752,1349,201,1349,98,422,569,767,785,338,1312,945,939,547,764,98,396,201,201,1624,864,201,864,201,302,135,690,371,173,1302,1013,867,548,587,359,434,201,201
ACSSF,2011m1,co,000,0103,0000038,2995,5019,1718,3715,2371,3707,1310,3632,3490,3104,3347,2575,4084,1315,12887,22274,40212,.,46322,17681,7463,,,,,,,,5115,19833,28209,.,6296,10073,10514,.,.,.,.,.,.,.,8800,3379,11143,10571,10963,16424,.,,,,,,,,3537,3548,9602,3773,4588,4774,1860,4802,4971,10847,3704,4084,2584,5658,2974,1870,1394,201,1394,160,805,589,556,489,299,1167,821,789,357,676,404,155,77,123,1783,1352,201,1352,311,312,817,703,187,145,1194,847,791,567,491,287,95,201,99
