ACSSF,2011m1,co,000,0007,0000001,0,1315,313,253,12154,4736,790,1307,1885,1168,2884,448,871,2001,1522,960,152,693,1948,757,1083,682,2375,1672,718,1606,201,257,1436,201,3192,1491,3438,4691,2353,11499,436,7222,1524,6367,2616,17094,259,2609,150,1776,565,1197,10970,935,11112,1758,1394,264,198,94,332,2020,5048,566,5584,1060,1403,4374,2332,4772,8539,784,1117,1484,1553,201,4872,101,2401,897,201,255,462,201,114,1634,955,1096,201,201,3355,1389,4721,2095,747,1932,3915,2222,201,65,201,201,103,178,543,2181,222,201,516,201,1823,18295,15103,0,12154,4736,2375,3192,3438,4691,11499,7222,6367,2616,17094,2609,1776,10970,11112,1394,5048,5584,1060,4374,4772,8539,1484,4872,4721,2095,1932,3915,2222,19507,15103
ACSSF,2011m1,co,000,0007,0000002,20954,965,313,201,9239,3140,790,1307,496,1118,677,438,653,1489,1522,842,152,721,1407,691,905,682,1773,493,718,1526,201,197,1046,201,3032,1190,3312,4784,2307,10327,432,6554,1468,5101,2013,16156,241,2619,150,1502,548,1165,10851,905,10171,653,1183,264,198,91,58,1654,4452,316,4609,932,1396,3590,2020,4471,5586,695,1079,1334,786,201,4522,101,2402,897,201,255,462,201,114,1634,955,1096,201,201,2824,1387,4059,1608,758,1584,2386,2212,201,65,201,201,103,85,543,2182,175,201,509,201,1637,20249,15055,20954,9239,3140,1773,3032,3312,4784,10327,6554,5101,2013,16156,2619,1502,10851,10171,1183,4452,4609,932,3590,4471,5586,1334,4522,4059,1608,1584,2386,2212,21727,15055
ACSSF,2011m1,co,000,0007,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20954,7398,3743,1455,1221,1243,2545,6408,2686,3336,2046,11212,806,884,5432,5690,683,2671,3506,585,2140,1999,5978,524,2282,3278,1326,1322,3031,228,16850,8726
ACSSF,2011m1,co,000,0007,0000004,4436,1315,313,253,11408,4765,790,1307,1885,1141,2884,448,865,2000,1571,956,152,691,1507,695,1109,682,2308,1672,718,1607,201,257,1401,201,3230,1443,3442,4512,2350,10727,432,6904,1508,6229,2548,17501,259,2533,150,1780,565,1197,10803,935,11035,1758,1322,264,198,94,58,1890,4479,564,5275,1060,1416,4050,2252,4513,8032,734,1121,1456,1548,201,4880,101,2402,897,201,255,462,201,114,1634,956,1096,201,201,3357,1389,4553,1929,747,1917,3862,2221,201,65,201,201,103,178,543,2182,222,201,509,201,1822,18717,15447,4436,11408,4765,2308,3230,3442,4512,10727,6904,6229,2548,17501,2533,1780,10803,11035,1322,4479,5275,1060,4050,4513,8032,1456,4880,4553,1929,1917,3862,2221,19868,15447
ACSSF,2011m1,co,000,0007,0000005,3689,1315,313,253,11378,4764,790,1307,1885,1126,2884,438,865,2000,1571,956,152,562,1500,680,964,682,2219,852,377,1597,201,222,1382,201,3208,1404,3424,4394,2354,10115,432,6839,1484,6117,2458,16446,245,2524,150,1779,565,1197,10519,935,10592,1740,1331,264,198,94,58,1882,4331,553,5148,951,1417,3917,2249,4318,8126,734,1121,1454,1418,201,4837,101,2402,897,201,255,462,201,114,1468,956,1096,201,201,3289,1389,4708,1903,742,1902,3793,2221,201,65,201,201,103,178,543,2182,222,201,509,201,1536,17807,15051,3689,11378,4764,2219,3208,3424,4394,10115,6839,6117,2458,16446,2524,1779,10519,10592,1331,4331,5148,951,3917,4318,8126,1454,4837,4708,1903,1902,3793,2221,18910,15051
ACSSF,2011m1,co,000,0007,0000006,578,982,77,201,6883,3717,642,910,443,700,2843,384,587,1268,936,812,98,494,674,311,568,517,1419,738,377,859,201,142,1164,201,1805,827,1994,2989,1755,7652,341,5116,1128,3610,1380,10258,116,2006,150,1182,382,647,7229,892,6848,1480,1087,264,143,56,58,1311,3405,132,3451,698,1268,2543,1142,3159,3711,463,441,587,473,201,3670,101,2363,799,201,255,335,201,114,1464,269,540,201,201,2243,1369,3600,1160,308,1098,3081,1571,201,65,201,201,103,201,438,1373,75,201,479,201,1012,14317,11973,578,6883,3717,1419,1805,1994,2989,7652,5116,3610,1380,10258,2006,1182,7229,6848,1087,3405,3451,698,2543,3159,3711,587,3670,3600,1160,1098,3081,1571,15183,11973
ACSSF,2011m1,co,000,0007,0000007,3736,925,304,253,9338,3132,395,920,1815,875,505,226,650,1414,1328,495,111,406,1212,591,798,482,1779,460,201,1348,201,140,822,201,2553,1133,2455,3923,1622,8804,213,4404,1035,5828,2135,13805,213,1943,201,1405,407,1063,8306,337,7769,742,846,201,138,78,201,1244,3251,540,4896,625,804,2716,1878,3097,6796,594,1024,1317,1390,201,2933,201,684,406,201,201,319,201,201,95,867,966,201,201,2639,171,3632,1512,666,1587,1950,1467,201,201,201,201,201,178,309,1420,210,201,158,201,1154,13813,11271,3736,9338,3132,1779,2553,2455,3923,8804,4404,5828,2135,13805,1943,1405,8306,7769,846,3251,4896,625,2716,3097,6796,1317,2933,3632,1512,1587,1950,1467,14059,11271
ACSSF,2011m1,co,000,0007,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,2082,197,430,223,363,1114,3082,799,1205,929,4719,259,213,3103,3450,166,1301,977,405,935,845,1162,109,849,1301,593,542,469,201,4738,4378
ACSSF,2011m1,co,000,0007,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7613,1345,171,134,131,114,666,2098,571,1039,278,2924,223,185,1841,2888,99,537,515,201,273,284,774,201,679,676,157,201,286,201,4975,2073
ACSSF,2011m1,co,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144,1612,108,429,182,366,869,2270,612,798,877,3879,157,88,2726,2120,134,1233,805,405,875,723,943,109,518,1185,574,542,380,201,5888,3718
