ACSSF,2011m1,co,000,0012,0000001,0,1455,903,838,13013,5080,790,1311,1885,1596,2884,451,971,2206,1526,1091,197,795,2888,915,1669,1137,2960,1704,1186,2097,201,372,1610,201,4229,1634,4368,6868,2544,14235,447,7797,1959,8334,3771,20046,554,3078,150,2571,718,1659,16075,935,11991,1787,2651,325,204,569,703,2184,7042,694,8253,1845,1666,5360,2715,5710,11224,1078,1133,1701,1797,201,5524,108,2420,864,276,255,581,201,114,1634,943,1096,60,201,4017,1450,6327,2805,895,2086,4733,2420,201,222,201,201,103,241,711,2194,483,201,829,201,2104,18320,15455,0,15110,24621,23344,15110,5445,14806,0,13013,5080,2960,4229,4368,6868,14235,7797,8334,3771,20046,3078,2571,16075,11991,2651,7042,8253,1845,5360,5710,11224,1701,5524,6327,2805,2086,4733,2420,19248,15455,0,15110,24621,23344,15110
ACSSF,2011m1,co,000,0012,0000002,20954,1010,346,201,10224,3558,790,1308,496,1525,677,438,774,1546,1526,957,197,803,2404,746,1471,1135,2327,762,1186,1873,201,342,1331,201,4165,1420,4315,6904,2520,11878,442,6979,1843,7166,2308,18688,249,2906,150,1837,701,1638,13685,905,10944,752,2163,294,204,569,134,1816,6058,381,6595,1631,1635,4528,2425,5412,7102,835,1090,1493,1195,201,5109,108,2421,864,276,255,581,201,114,1634,947,1096,60,201,3293,1410,5749,2117,901,1867,3787,2362,201,222,201,201,103,96,711,2194,175,201,708,201,1883,20473,15329,20954,22387,26917,19275,15051,4531,14192,20954,10224,3558,2327,4165,4315,6904,11878,6979,7166,2308,18688,2906,1837,13685,10944,2163,6058,6595,1631,4528,5412,7102,1493,5109,5749,2117,1867,3787,2362,21415,15329,20954,22387,26917,19275,15051
ACSSF,2011m1,co,000,0012,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20954,21315,16774,17899,8647,3209,8645,20954,7497,3874,1599,1617,1691,3631,8456,3201,4679,2952,14412,1057,1469,9424,7918,1492,2922,5131,765,2668,2399,7730,618,2581,4589,1940,1341,3181,671,17025,8865,20954,21315,16774,17899,8647
ACSSF,2011m1,co,000,0012,0000004,4436,1455,903,838,12189,5129,790,1311,1885,1576,2884,451,965,2205,1574,1087,197,771,2500,750,1712,1135,2807,1709,1186,2074,201,376,1570,201,4288,1602,4343,6743,2543,13546,442,7330,1994,8105,3667,19649,554,2976,150,2602,718,1659,16913,935,11746,1787,2557,325,204,569,134,2053,6450,692,7994,1864,1631,5052,2632,5308,10879,1023,1141,1672,1783,201,5439,108,2421,864,276,255,581,201,114,1634,946,1096,60,201,3895,1450,6239,2484,895,2112,4685,2390,201,222,201,201,103,241,711,2194,483,201,708,201,2128,19400,15716,4436,16328,24312,22187,15508,5398,15077,4436,12189,5129,2807,4288,4343,6743,13546,7330,8105,3667,19649,2976,2602,16913,11746,2557,6450,7994,1864,5052,5308,10879,1672,5439,6239,2484,2112,4685,2390,20344,15716,4436,16328,24312,22187,15508
ACSSF,2011m1,co,000,0012,0000005,3689,1455,903,838,12168,5122,790,1311,1885,1569,2884,438,965,2205,1574,1087,197,651,2486,733,1484,1135,2692,1039,951,2071,201,356,1551,201,4295,1557,4391,6577,2543,13014,442,7253,1888,8250,3574,19318,550,2965,150,2558,718,1659,16006,935,11377,1763,2531,325,204,569,134,2046,6181,670,7334,1784,1631,4904,2567,5072,10866,1023,1143,1590,1683,201,5436,108,2421,864,276,255,581,201,114,1468,946,1096,60,201,3888,1450,6290,2421,883,2075,4532,2390,201,222,201,201,103,241,711,2194,483,201,708,201,1884,18419,15303,3689,15617,23648,21963,15132,5217,14807,3689,12168,5122,2692,4295,4391,6577,13014,7253,8250,3574,19318,2965,2558,16006,11377,2531,6181,7334,1784,4904,5072,10866,1590,5436,6290,2421,2075,4532,2390,19446,15303,3689,15617,23648,21963,15132
ACSSF,2011m1,co,000,0012,0000006,578,1026,168,201,7311,3876,642,911,443,1028,2843,384,589,1288,950,818,158,584,1442,377,756,1051,1840,886,951,1155,201,242,1235,201,2369,880,2300,3653,1889,9037,353,5402,1302,5695,1781,12071,116,2275,150,1572,519,1219,10016,892,7365,1524,2275,260,155,56,58,1382,4217,232,4519,1360,1428,3076,1380,3771,4876,728,538,657,671,201,4038,108,2380,799,276,255,485,201,114,1464,309,540,60,201,2673,1431,4390,1367,300,1263,3388,1705,201,222,201,201,103,51,628,1367,75,201,680,201,1216,13963,12119,578,12000,14752,14437,11979,3204,11343,578,7311,3876,1840,2369,2300,3653,9037,5402,5695,1781,12071,2275,1572,10016,7365,2275,4217,4519,1360,3076,3771,4876,657,4038,4390,1367,1263,3388,1705,14908,12119,578,12000,14752,14437,11979
ACSSF,2011m1,co,000,0012,0000007,3736,925,884,838,9982,3470,395,923,1815,1142,505,226,744,1737,1319,680,111,454,1658,601,1294,519,2050,626,201,1792,201,223,1050,201,3568,1355,3444,5840,1751,9602,213,4702,1348,6693,3187,16405,536,2312,201,1943,444,1108,13279,337,8786,758,1116,206,138,569,121,1320,4948,632,7118,1243,873,3454,1934,3629,8348,782,1096,1429,1515,201,3378,201,684,466,201,201,319,201,201,95,867,966,201,201,3119,171,5106,2099,829,1703,2742,1542,201,201,201,201,201,262,339,1442,478,201,160,201,1435,15965,11387,3736,11586,18236,17683,11176,4312,10759,3736,9982,3470,2050,3568,3444,5840,9602,4702,6693,3187,16405,2312,1943,13279,8786,1116,4948,7118,1243,3454,3629,8348,1429,3378,5106,2099,1703,2742,1542,16238,11387,3736,11586,18236,17683,11176
ACSSF,2011m1,co,000,0012,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,5156,6399,6143,4366,1181,4232,2378,2199,203,451,353,563,1474,3877,1063,1486,998,5252,406,237,4262,3579,494,1691,2960,403,1018,1302,1618,429,865,1310,659,546,737,201,4535,4348,2378,5156,6399,6143,4366
ACSSF,2011m1,co,000,0012,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7613,7160,5651,4609,2061,740,1969,7613,1545,178,167,242,238,810,2717,660,1178,278,3388,223,202,3325,2938,99,879,2556,201,297,1055,985,201,696,801,179,201,588,201,5085,2079,7613,7160,5651,4609,2061
ACSSF,2011m1,co,000,0012,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144,8162,7596,5404,3704,855,3706,8144,1687,108,441,261,546,1210,2986,897,1174,950,4515,358,116,3692,2221,485,1440,1182,403,984,894,1365,429,518,1289,638,546,644,201,5897,3710,8144,8162,7596,5404,3704
ACSSF,2011m1,co,000,0012,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4436,5459,5846,6084,3859,1287,3676,4436,3374,392,1021,985,838,1354,3498,1783,2244,792,5479,715,364,4290,3241,228,2416,1798,196,1578,1355,2374,204,401,2148,1157,411,1231,365,5435,3745,4436,5459,5846,6084,3859
ACSSF,2011m1,co,000,0012,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3689,6456,8843,8232,5639,1610,5438,3689,3772,430,1151,1052,918,1882,5610,2250,2700,1316,6218,838,458,5697,4315,541,2822,3513,391,1871,2036,3043,468,852,2457,1334,677,1401,365,7018,5520,3689,6456,8843,8232,5639
ACSSF,2011m1,co,000,0012,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5959,8122,8488,5959,1074,5816,0,5948,516,694,944,1185,2578,3571,2150,2056,949,4816,723,716,4290,3350,313,1620,2585,237,1333,861,1809,119,2005,2246,1028,1149,900,456,6477,6017,0,5959,8122,8488,5959
ACSSF,2011m1,co,000,0012,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6308,9365,8685,6308,1719,5902,0,4231,2219,1219,1028,1554,2098,5866,1829,2919,972,7855,1345,823,6005,3094,1534,2430,2471,440,1962,1547,3204,478,3835,1738,819,1040,1302,2195,9097,6284,0,6308,9365,8685,6308
ACSSF,2011m1,co,000,0012,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3436,6416,6230,3436,1134,3322,0,2452,686,813,1241,846,1918,3424,2663,2594,1180,5015,932,903,4436,2906,936,1704,2543,278,1318,1096,1658,368,490,1401,653,546,1331,129,3733,3549,0,3436,6416,6230,3436
