ACSSF,2011e1,co,000,0065,0000001,3387310,29953,306,400,1133,4435,8730,6151,6334,37561,7924,32520,42521,45021,59951,48345,627471,130229,217976,555829,281428,789859,331369,70901,50963,1243092,63116,89485,54639,62756,98629,104646,10245,101159,248487,137446,57465,54865,48299,49851,62004,1243092,623348,193770,90914,9438,44321,3427,45670,332133,158707,17205,79308,19216,57697,97445,45968,4769,21669,11083,13956,619744,216260,79026,21753,34395,21639,59447,325648,93731,37107,63449,54974,76387,77836,15170,10887,5345,27107,19327,1362453,71086,95590,59354,70820,114025,107632,11909,111725,260840,147848,66240,64368,53782,55577,71657,3387310,29953,21155,43895,40444,42521,45021,59951,48345,627471,130229,217976,555829,281428,789859,331369,70901,50963,1243092,483516,101159,248487,137446,272484,1134076,433843,91129,226849,128532,253723,31500,11975,3302,7139,3500,5584,4409,1960,305,1160,269,715,41414,23187,3369,6963,1364,6531,,,,,,,9409,3763,773,1914,1064,1895,21758,8547,2181,4294,2717,4019,1075888,411850,87186,212730,122428,241694,73231,27497,5042,17387,8280,15025
ACSSF,2011e1,co,000,0065,0000002,2595331,25329,306,143,990,3553,6733,5526,5010,34414,6568,26247,37102,36633,49000,39583,465539,106476,168984,419262,210110,596689,255563,56809,38762,947823,47530,63976,40135,49604,77273,78980,8293,76290,188016,100964,45941,43638,38499,41593,47091,947823,476054,155749,71387,8286,35296,2639,38141,247980,116808,13437,59256,13321,45158,72325,32813,3444,16686,8677,10705,471769,169386,64087,15208,25083,15917,49091,242548,69449,27389,47232,39491,58987,59835,11247,8526,4463,20919,14680,1042365,53228,68957,43753,55826,89932,80774,9752,84307,198073,107774,53621,51556,43244,46496,55072,2595331,25329,17251,39424,32815,37102,36633,49000,39583,465539,106476,168984,419262,210110,596689,255563,56809,38762,947823,365791,76290,188016,100964,216762,862409,326773,69163,171068,94690,200715,23718,9419,1741,5798,2063,4697,3130,1183,288,798,229,632,32662,18326,2705,4753,1251,5627,,,,,,,7850,2927,412,1750,906,1855,17554,6931,1881,3681,1825,3236,816748,310045,66053,160390,89625,190635,57831,20687,3867,13508,6854,12915
ACSSF,2011e1,co,000,0065,0000003,791979,4624,0,257,143,882,1997,625,1324,3147,1356,6273,5419,8388,10951,8762,161932,23753,48992,136567,71318,193170,75806,14092,12201,295269,15586,25509,14504,13152,21356,25666,1952,24869,60471,36482,11524,11227,9800,8258,14913,295269,147294,38021,19527,1152,9025,788,7529,84153,41899,3768,20052,5895,12539,25120,13155,1325,4983,2406,3251,147975,46874,14939,6545,9312,5722,10356,83100,24282,9718,16217,15483,17400,18001,3923,2361,882,6188,4647,320088,17858,26633,15601,14994,24093,26858,2157,27418,62767,40074,12619,12812,10538,9081,16585,791979,4624,3904,4471,7629,5419,8388,10951,8762,161932,23753,48992,136567,71318,193170,75806,14092,12201,295269,117725,24869,60471,36482,55722,271667,107070,21966,55781,33842,53008,7782,2556,1561,1341,1437,887,,,,,,,8752,4861,664,2210,113,904,,,,,,,1559,836,361,164,158,40,4204,1616,300,613,892,783,259140,101805,21133,52340,32803,51059,15400,6810,1175,3879,1426,2110
ACSSF,2011e1,co,000,0065,0000004,3104961,28341,306,388,1133,3800,7679,5983,4901,34841,6717,27973,37741,39936,53565,45016,562252,116673,198835,505132,257719,737487,313717,66318,48508,1166030,61749,79968,51441,59159,91226,101174,9973,96054,235042,124168,52983,51324,45451,48245,58073,1166030,584047,185427,87363,9271,42051,3151,43591,310016,148895,16507,74650,16814,53150,88604,41793,4286,19470,10211,12844,581983,206704,75315,20958,33403,20250,56778,304194,87448,35016,60536,49408,71786,71085,13876,10016,4932,24334,17927,1277900,69109,85702,55773,66846,105740,104046,11423,106030,246746,133597,61494,59848,50627,53655,67264,3104961,28341,19289,39742,34690,37741,39936,53565,45016,562252,116673,198835,505132,257719,737487,313717,66318,48508,1166030,454690,96054,235042,124168,256076,1059259,406110,86225,213839,115500,237585,31433,11963,3302,7139,3475,5554,4127,1874,288,1030,231,704,40785,22862,3274,6754,1364,6531,,,,,,,8863,3525,735,1819,1012,1772,21046,8124,2130,4293,2586,3913,1004878,385356,82474,200510,110228,226310,68559,25928,4831,16500,7228,14072
ACSSF,2011e1,co,000,0065,0000005,2911461,25863,306,352,982,3051,6167,5619,3478,31052,6180,25591,35051,37319,50754,42090,522270,108312,186460,472776,243450,696864,298115,63357,46002,1104338,60115,74742,48487,56095,85660,96796,9368,89076,225462,115294,50412,48766,43271,45748,55046,1104338,553920,177200,84124,8225,39983,3082,41786,294370,141413,14995,71738,15543,50681,82350,38385,3995,18579,9087,12304,550418,195506,71292,19416,32192,19032,53574,288657,83394,33023,58222,46517,67501,66255,12655,9422,4748,22033,17397,1211616,67438,80167,52563,63628,99797,99268,10818,98634,236328,124324,58605,57050,48305,50935,63756,2911461,25863,16477,34530,31771,35051,37319,50754,42090,522270,108312,186460,472776,243450,696864,298115,63357,46002,1104338,431263,89076,225462,115294,243243,1000134,383926,79732,204674,106856,224946,31433,11963,3302,7139,3475,5554,3637,1633,288,853,231,632,39888,22258,3211,6661,1337,6421,,,,,,,8712,3492,735,1819,906,1760,20126,7759,1708,4257,2489,3913,947869,363560,76067,191724,101912,214606,66065,25345,4745,16070,6768,13137
ACSSF,2011e1,co,000,0065,0000006,1303294,14692,72,36,751,2116,4096,3480,2096,19033,4677,13328,21270,17450,23477,19014,214745,49791,81470,204935,104828,304593,141150,32126,24068,501937,22799,36782,19077,26967,44821,37716,4528,39563,93911,53131,26410,24201,24441,23608,23982,501937,249428,96336,43159,4532,21878,1695,25072,117950,55248,6103,25047,6901,24651,35142,15163,1614,8185,4274,5906,252509,104120,38408,9862,16583,10087,29180,117595,34615,12081,20353,20177,30369,30794,6097,5371,1865,9997,7464,554338,25768,39734,20937,30250,52045,38833,5176,44231,99714,56634,30965,28340,27450,26219,28042,1303294,14692,10551,21129,18005,21270,17450,23477,19014,214745,49791,81470,204935,104828,304593,141150,32126,24068,501937,192690,39563,93911,53131,122642,446858,168850,34600,83456,47667,112285,20734,8074,2241,4161,2680,3578,2233,1159,173,298,195,408,17414,9026,1637,2844,854,3053,,,,,,,4271,1151,250,886,626,1358,10094,4198,620,2207,1109,1960,420967,158895,32732,78157,44879,106304,33300,12334,2380,6755,3815,8016
ACSSF,2011e1,co,000,0065,0000007,1608167,11171,234,316,231,935,2071,2139,1382,12019,1503,12263,13781,19869,27277,23076,307525,58521,104990,267841,138622,392271,156965,31231,21934,602401,37316,37960,29410,29128,40839,59080,4840,49513,131551,62163,24002,24565,18830,22140,31064,602401,304492,80864,40965,3693,18105,1387,16714,176420,86165,8892,46691,8642,26030,47208,23222,2381,10394,4813,6398,297909,91386,32884,9554,15609,8945,24394,171062,48779,20942,37869,26340,37132,35461,6558,4051,2883,12036,9933,657278,41670,40433,31626,33378,47752,60435,5642,54403,136614,67690,27640,28710,20855,24716,35714,1608167,11171,5926,13401,13766,13781,19869,27277,23076,307525,58521,104990,267841,138622,392271,156965,31231,21934,602401,238573,49513,131551,62163,120601,553276,215076,45132,121218,59189,112661,10699,3889,1061,2978,795,1976,1404,474,115,555,36,224,22474,13232,1574,3817,483,3368,,,,,,,4441,2341,485,933,280,402,10032,3561,1088,2050,1380,1953,526902,204665,43335,113567,57033,108302,32765,13011,2365,9315,2953,5121
ACSSF,2011e1,co,000,0065,0000008,193500,2478,0,36,151,749,1512,364,1423,3789,537,2382,2690,2617,2811,2926,39982,8361,12375,32356,14269,40623,15602,2961,2506,61692,1634,5226,2954,3064,5566,4378,605,6978,9580,8874,2571,2558,2180,2497,3027,61692,30127,8227,3239,1046,2068,69,1805,15646,7482,1512,2912,1271,2469,6254,3408,291,891,1124,540,31565,11198,4023,1542,1211,1218,3204,15537,4054,1993,2314,2891,4285,4830,1221,594,184,2301,530,66284,1671,5535,3210,3218,5943,4778,605,7396,10418,9273,2889,2798,2322,2720,3508,193500,2478,2812,5212,2919,2690,2617,2811,2926,39982,8361,12375,32356,14269,40623,15602,2961,2506,61692,23427,6978,9580,8874,12833,59125,22184,6493,9165,8644,12639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57009,21796,6407,8786,8316,11704,2494,583,86,430,460,935
ACSSF,2011e1,co,000,0065,0000009,61705,1458,0,0,57,75,727,3,336,964,148,986,1253,912,1248,898,11634,3221,3917,10260,4217,11919,5677,1064,731,19391,479,1516,911,1281,1500,432,95,3366,3451,2324,965,584,582,713,1192,19391,9063,2418,798,526,468,0,626,4384,1679,704,1451,162,388,2261,1070,240,319,449,183,10328,2613,1044,462,150,148,809,5745,1328,1152,949,367,1949,1970,295,282,114,1198,81,21239,479,1712,953,1281,1753,432,95,3674,3702,2450,1049,699,640,821,1499,61705,1458,862,1300,1134,1253,912,1248,898,11634,3221,3917,10260,4217,11919,5677,1064,731,19391,6214,3366,3451,2324,4036,18470,5961,2944,3342,2297,3926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18135,5827,2944,3278,2263,3823,,,,,,
ACSSF,2011e1,co,000,0065,0000010,131795,1020,0,36,94,674,785,361,1087,2825,389,1396,1437,1705,1563,2028,28348,5140,8458,22096,10052,28704,9925,1897,1775,42301,1155,3710,2043,1783,4066,3946,510,3612,6129,6550,1606,1974,1598,1784,1835,42301,21064,5809,2441,520,1600,69,1179,11262,5803,808,1461,1109,2081,3993,2338,51,572,675,357,21237,8585,2979,1080,1061,1070,2395,9792,2726,841,1365,2524,2336,2860,926,312,70,1103,449,45045,1192,3823,2257,1937,4190,4346,510,3722,6716,6823,1840,2099,1682,1899,2009,131795,1020,1950,3912,1785,1437,1705,1563,2028,28348,5140,8458,22096,10052,28704,9925,1897,1775,42301,17213,3612,6129,6550,8797,40655,16223,3549,5823,6347,8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38874,15969,3463,5508,6053,7881,2159,449,86,366,426,832
