ACSSF,2011m1,co,000,0055,0000001,9057,12018,9939,8536,7574,5156,3998,3187,10654,9817,5956,2705,1453,704,378,224,9057,3842,9648,9057,12018,9939,8536,7574,6425,10654,9817,5956,2705,1453,845
ACSSF,2011m1,co,000,0055,0000002,9991,12680,8698,7465,6303,4374,3278,2142,8915,8365,5451,2303,1380,700,388,192,,,,9991,12680,8698,7465,6303,5642,8915,8365,5451,2303,1380,822
ACSSF,2011m1,co,000,0055,0000003,7275,6084,5560,4403,3756,2713,1992,2101,5397,4966,2488,1147,481,209,54,123,,,,7275,6084,5560,4403,3756,3705,5397,4966,2488,1147,481,238
ACSSF,2011m1,co,000,0055,0000004,8099,11305,9188,8381,7181,5169,3827,3155,10032,9484,5507,2670,1441,671,388,224,,,,8099,11305,9188,8381,7181,6277,10032,9484,5507,2670,1441,822
ACSSF,2011m1,co,000,0055,0000005,7614,11280,8780,8165,7092,4877,3730,3006,9622,9484,5297,2570,1437,512,331,224,,,,7614,11280,8780,8165,7092,6031,9622,9484,5297,2570,1437,667
ACSSF,2011m1,co,000,0055,0000006,6415,6743,6179,5493,4787,3133,2205,1986,6464,6012,4003,2172,1377,458,323,69,,,,6415,6743,6179,5493,4787,3886,6464,6012,4003,2172,1377,579
ACSSF,2011m1,co,000,0055,0000007,6376,8407,7797,5986,5328,3682,2666,2231,8241,8111,3515,1163,790,180,72,208,,,,6376,8407,7797,5986,5328,4545,8241,8111,3515,1163,790,278
ACSSF,2011m1,co,000,0055,0000008,3936,2726,2590,2124,1762,1210,605,791,3164,3047,1612,688,186,467,171,201,,,,3936,2726,2590,2124,1762,1403,3164,3047,1612,688,186,505
ACSSF,2011m1,co,000,0055,0000009,2300,2367,1728,1274,1270,703,364,298,1701,1611,791,337,201,467,171,201,,,,2300,2367,1728,1274,1270,764,1701,1611,791,337,201,505
ACSSF,2011m1,co,000,0055,0000010,3972,2726,2342,1661,1500,895,500,704,2464,2171,1205,590,186,201,201,201,,,,3972,2726,2342,1661,1500,1174,2464,2171,1205,590,186,201
ACSSF,2011m1,co,000,0055,0000011,3728,4054,2829,2333,2018,1189,816,518,3027,2771,1510,459,254,298,54,201,,,,3728,4054,2829,2333,2018,1293,3027,2771,1510,459,254,302
ACSSF,2011m1,co,000,0055,0000012,5861,5332,4220,3158,2852,1623,929,951,4690,4218,2319,897,311,530,176,201,,,,5861,5332,4220,3158,2852,1982,4690,4218,2319,897,311,557
ACSSF,2011m1,co,000,0055,0000013,2393,3401,2749,2686,1992,1519,1409,938,3521,3300,1267,586,326,111,201,176,,,,2393,3401,2749,2686,1992,2250,3521,3300,1267,586,326,206
ACSSF,2011m1,co,000,0055,0000014,2615,4110,3882,3103,2911,1747,1475,1151,4190,3803,1535,558,165,201,201,69,,,,2615,4110,3882,3103,2911,2650,4190,3803,1535,558,165,69
ACSSF,2011m1,co,000,0055,0000015,1791,2461,2030,1871,1924,1281,656,347,2301,2510,1798,937,578,397,201,201,,,,1791,2461,2030,1871,1924,1367,2301,2510,1798,937,578,397
ACSSF,2011m1,co,000,0055,0000016,2404,3681,3165,2179,2193,1788,1352,1048,3942,3857,2214,1191,312,92,323,201,,,,2404,3681,3165,2179,2193,2183,3942,3857,2214,1191,312,337
ACSSF,2011m1,co,000,0055,0000017,1513,2578,2436,2192,2241,1448,705,594,2480,2055,1670,356,551,138,201,201,,,,1513,2578,2436,2192,2241,1762,2480,2055,1670,356,551,138
ACSSF,2011m1,co,000,0055,0000018,2585,3826,2961,3410,3096,2309,1221,1296,3890,3588,1835,1271,243,180,72,201,,,,2585,3826,2961,3410,3096,2530,3890,3588,1835,1271,243,168
ACSSF,2011m1,co,000,0055,0000019,2194,3503,2994,2550,2576,1457,971,518,2946,2929,1700,576,297,114,201,201,,,,2194,3503,2994,2550,2576,1763,2946,2929,1700,576,297,114
ACSSF,2011m1,co,000,0055,0000020,2321,2866,2573,2014,2070,1436,1058,309,2708,3065,1752,1101,496,201,201,201,,,,2321,2866,2573,2014,2070,1640,2708,3065,1752,1101,496,201
ACSSF,2011m1,co,000,0055,0000021,1247,2175,1873,1939,1389,1281,464,548,2027,1903,1066,360,206,201,201,201,,,,1247,2175,1873,1939,1389,1474,2027,1903,1066,360,206,201
ACSSF,2011m1,co,000,0055,0000022,1640,2255,1543,1197,1251,736,671,515,1788,1688,1090,238,205,201,201,201,,,,1640,2255,1543,1197,1251,1190,1788,1688,1090,238,205,201
ACSSF,2011m1,co,000,0055,0000023,1826,2822,2685,2029,1591,1698,1513,1501,2516,2442,1076,547,957,201,201,201,,,,1826,2822,2685,2029,1591,2017,2516,2442,1076,547,957,201
ACSSF,2011m1,co,000,0055,0000024,1361,1285,1584,1032,1036,684,359,322,1375,1264,706,300,52,201,201,201,,,,1361,1285,1584,1032,1036,730,1375,1264,706,300,52,201
ACSSF,2011m1,co,000,0055,0000025,2957,2605,2576,2619,1793,1539,972,1110,3545,3130,1414,389,201,111,201,69,,,,2957,2605,2576,2619,1793,1810,3545,3130,1414,389,201,135
ACSSF,2011m1,co,000,0055,0000026,1841,1388,1199,1019,689,454,109,47,1812,1676,1473,849,546,397,201,201,,,,1841,1388,1199,1019,689,439,1812,1676,1473,849,546,397
ACSSF,2011m1,co,000,0055,0000027,1502,1195,1563,1143,1156,736,496,218,1438,1301,430,195,137,201,201,201,,,,1502,1195,1563,1143,1156,888,1438,1301,430,195,137,201
ACSSF,2011m1,co,000,0055,0000028,3051,3287,2992,2510,2390,1690,1015,1223,3698,3505,1726,1271,247,180,201,201,,,,3051,3287,2992,2510,2390,2058,3698,3505,1726,1271,247,180
ACSSF,2011m1,co,000,0055,0000029,2404,3681,3165,2179,2193,1788,1352,1048,3942,3857,2214,1191,312,92,323,201,,,,2404,3681,3165,2179,2193,2183,3942,3857,2214,1191,312,337
ACSSF,2011m1,co,000,0055,0000030,2420,1962,1797,1542,1198,896,573,243,1890,1830,1225,868,489,201,201,201,,,,2420,1962,1797,1542,1198,1001,1890,1830,1225,868,489,201
ACSSF,2011m1,co,000,0055,0000031,2053,1769,1689,1322,1165,926,672,614,2064,1896,776,51,955,201,201,201,,,,2053,1769,1689,1322,1165,1059,2064,1896,776,51,955,201
ACSSF,2011m1,co,000,0055,0000032,1931,1865,1608,1556,1424,965,568,251,1567,1358,894,201,348,201,201,201,,,,1931,1865,1608,1556,1424,1194,1567,1358,894,201,348,201
