ACSSF,2011e1,co,000,0042,0000001,2322794,93635,81620,115174,190679,247261,348243,307509,251937,135387,145607,72940,35365,157737,139700,2322794,83242,245839,336203,381134,353415,147999,321880,58378,84103,156155,104730,49716,2322794,93635,81620,115174,190679,247261,348243,307509,251937,135387,551349,2322794,329081,336203,381134,353415,147999,321880,142481,156155,154446
ACSSF,2011e1,co,000,0042,0000002,1814358,70201,60385,86793,142555,188840,259490,237006,198657,115516,118830,59625,28127,132407,115926,1814358,60829,198684,275903,310673,287720,109132,247180,40845,63242,111879,73033,35238,1814358,70201,60385,86793,142555,188840,259490,237006,198657,115516,454915,1814358,259513,275903,310673,287720,109132,247180,104087,111879,108271
ACSSF,2011e1,co,000,0042,0000003,508436,23434,21235,28381,48124,58421,88753,70503,53280,19871,26777,13315,7238,25330,23774,508436,22413,47155,60300,70461,65695,38867,74700,17533,20861,44276,31697,14478,508436,23434,21235,28381,48124,58421,88753,70503,53280,19871,96434,508436,69568,60300,70461,65695,38867,74700,38394,44276,46175
ACSSF,2011e1,co,000,0042,0000004,2158254,87063,75403,106010,179968,230997,322138,281889,232811,127210,135658,68074,32465,148158,130410,2158254,62585,209925,307259,360442,340210,141812,307766,55602,80571,148149,98554,45379,2158254,87063,75403,106010,179968,230997,322138,281889,232811,127210,514765,2158254,272510,307259,360442,340210,141812,307766,136173,148149,143933
ACSSF,2011e1,co,000,0042,0000005,2035193,81110,72096,101116,169266,222300,305503,261767,217596,120729,127612,64027,30068,139401,122602,2035193,54519,184118,284626,338459,328240,136806,296395,53466,79425,142698,94028,42413,2035193,81110,72096,101116,169266,222300,305503,261767,217596,120729,483710,2035193,238637,284626,338459,328240,136806,296395,132891,142698,136441
ACSSF,2011e1,co,000,0042,0000006,917390,32753,27846,44165,62552,94854,130827,117374,103234,62034,60202,31883,15708,72156,61802,917390,24568,102041,147589,168700,150696,52502,122650,19056,27706,48973,35873,17036,917390,32753,27846,44165,62552,94854,130827,117374,103234,62034,241751,917390,126609,147589,168700,150696,52502,122650,46762,48973,52909
ACSSF,2011e1,co,000,0042,0000007,1117803,48357,44250,56951,106714,127446,174676,144393,114362,58695,67410,32144,14360,67245,60800,1117803,29951,82077,137037,169759,177544,84304,173745,34410,51719,93725,58155,25377,1117803,48357,44250,56951,106714,127446,174676,144393,114362,58695,241959,1117803,112028,137037,169759,177544,84304,173745,86129,93725,83532
ACSSF,2011e1,co,000,0042,0000008,123061,5953,3307,4894,10702,8697,16635,20122,15215,6481,8046,4047,2397,8757,7808,123061,8066,25807,22633,21983,11970,5006,11371,2136,1146,5451,4526,2966,123061,5953,3307,4894,10702,8697,16635,20122,15215,6481,31055,123061,33873,22633,21983,11970,5006,11371,3282,5451,7492
ACSSF,2011e1,co,000,0042,0000009,40817,1864,922,1190,4105,2504,5312,5890,4771,2096,3007,1509,797,3498,3352,40817,2448,12835,9103,5840,3410,1111,2482,70,0,961,1493,1064,40817,1864,922,1190,4105,2504,5312,5890,4771,2096,12163,40817,15283,9103,5840,3410,1111,2482,70,961,2557
ACSSF,2011e1,co,000,0042,0000010,82244,4089,2385,3704,6597,6193,11323,14232,10444,4385,5039,2538,1600,5259,4456,82244,5618,12972,13530,16143,8560,3895,8889,2066,1146,4490,3033,1902,82244,4089,2385,3704,6597,6193,11323,14232,10444,4385,18892,82244,18590,13530,16143,8560,3895,8889,3212,4490,4935
ACSSF,2011e1,co,000,0042,0000011,164540,6572,6217,9164,10711,16264,26105,25620,19126,8177,9949,4866,2900,9579,9290,164540,20657,35914,28944,20692,13205,6187,14114,2776,3532,8006,6176,4337,164540,6572,6217,9164,10711,16264,26105,25620,19126,8177,36584,164540,56571,28944,20692,13205,6187,14114,6308,8006,10513
ACSSF,2011e1,co,000,0042,0000012,287601,12525,9524,14058,21413,24961,42740,45742,34341,14658,17995,8913,5297,18336,17098,287601,28723,61721,51577,42675,25175,11193,25485,4912,4678,13457,10702,7303,287601,12525,9524,14058,21413,24961,42740,45742,34341,14658,67639,287601,90444,51577,42675,25175,11193,25485,9590,13457,18005
ACSSF,2011e1,co,000,0042,0000013,199407,12155,9203,12283,23045,21402,31463,20893,17662,7072,9311,5886,1000,13796,14236,199407,1830,10970,20333,29905,28749,14753,41555,7111,12099,17824,10760,3518,199407,12155,9203,12283,23045,21402,31463,20893,17662,7072,44229,199407,12800,20333,29905,28749,14753,41555,19210,17824,14278
ACSSF,2011e1,co,000,0042,0000014,276756,10897,7889,14046,20493,31819,39965,34419,33474,12310,18242,10114,6571,18181,18336,276756,4793,20501,29255,41700,44110,23011,50582,7998,14578,19059,15207,5962,276756,10897,7889,14046,20493,31819,39965,34419,33474,12310,71444,276756,25294,29255,41700,44110,23011,50582,22576,19059,21169
ACSSF,2011e1,co,000,0042,0000015,137635,3516,2402,5398,7126,11347,17175,21839,18550,13571,14555,5606,1858,7046,7646,137635,4803,17406,23830,24183,19979,7339,16234,3646,3389,9005,5708,2113,137635,3516,2402,5398,7126,11347,17175,21839,18550,13571,36711,137635,22209,23830,24183,19979,7339,16234,7035,9005,7821
ACSSF,2011e1,co,000,0042,0000016,297253,9678,8359,11997,20589,26820,42186,41565,39651,22672,19803,9258,4641,22799,17235,297253,6730,23503,42162,50079,53129,19516,48848,7603,10686,19654,12060,3283,297253,9678,8359,11997,20589,26820,42186,41565,39651,22672,73736,297253,30233,42162,50079,53129,19516,48848,18289,19654,15343
ACSSF,2011e1,co,000,0042,0000017,138454,4476,3596,5404,13388,15568,25148,17214,14649,10556,8558,3093,3126,6766,6912,138454,1966,11220,17179,17231,22691,10136,20278,4229,8086,14459,7392,3587,138454,4476,3596,5404,13388,15568,25148,17214,14649,10556,28455,138454,13186,17179,17231,22691,10136,20278,12315,14459,10979
ACSSF,2011e1,co,000,0042,0000018,280944,11813,13052,15717,25276,30138,46562,37549,24217,12658,15003,8022,5232,20227,15478,280944,8716,27995,46936,53378,55969,20345,35026,4921,4439,11947,6958,4314,280944,11813,13052,15717,25276,30138,46562,37549,24217,12658,63962,280944,36711,46936,53378,55969,20345,35026,9360,11947,11272
ACSSF,2011e1,co,000,0042,0000019,258463,8891,9321,11451,26905,33780,36529,30394,27636,15225,15192,7493,2511,18045,15090,258463,8366,16547,29843,39731,43903,17670,43386,8512,12959,22457,11505,3584,258463,8891,9321,11451,26905,33780,36529,30394,27636,15225,58331,258463,24913,29843,39731,43903,17670,43386,21471,22457,15089
ACSSF,2011e1,co,000,0042,0000020,142736,3223,4280,7439,7656,16587,19569,21933,12555,10373,11458,5718,1460,12738,7747,142736,6301,17579,26235,29065,21430,5655,14190,2450,1921,7404,5135,5371,142736,3223,4280,7439,7656,16587,19569,21933,12555,10373,39121,142736,23880,26235,29065,21430,5655,14190,4371,7404,10506
ACSSF,2011e1,co,000,0042,0000021,64102,3637,1579,3371,3788,7903,9202,9031,6695,4858,3217,2095,965,4603,3158,64102,2594,9403,14803,11952,9038,3163,3297,693,982,1825,3431,2921,64102,3637,1579,3371,3788,7903,9202,9031,6695,4858,14038,64102,11997,14803,11952,9038,3163,3297,1675,1825,6352
ACSSF,2011e1,co,000,0042,0000022,63958,3973,2356,3711,5559,5735,8422,7805,5707,3467,4027,1587,883,6200,4526,63958,1919,8609,13584,14762,7784,3614,5188,1493,1359,3434,1416,796,63958,3973,2356,3711,5559,5735,8422,7805,5707,3467,17223,63958,10528,13584,14762,7784,3614,5188,2852,3434,2212
