ACSSF,2011e1,co,000,0163,0000001,115469
ACSSF,2011e1,co,000,0163,0000002,95965
ACSSF,2011e1,co,000,0163,0000003,19504
ACSSF,2011e1,co,000,0163,0000004,97803
ACSSF,2011e1,co,000,0163,0000005,82150
ACSSF,2011e1,co,000,0163,0000006,51068
ACSSF,2011e1,co,000,0163,0000007,31082
ACSSF,2011e1,co,000,0163,0000008,15653
ACSSF,2011e1,co,000,0163,0000009,4311
ACSSF,2011e1,co,000,0163,0000010,11342
ACSSF,2011e1,co,000,0163,0000011,17666
ACSSF,2011e1,co,000,0163,0000012,33319
ACSSF,2011e1,co,000,0163,0000013,4082
ACSSF,2011e1,co,000,0163,0000014,4248
ACSSF,2011e1,co,000,0163,0000015,9007
ACSSF,2011e1,co,000,0163,0000016,14131
ACSSF,2011e1,co,000,0163,0000017,685
ACSSF,2011e1,co,000,0163,0000018,17235
ACSSF,2011e1,co,000,0163,0000019,8282
ACSSF,2011e1,co,000,0163,0000020,8251
ACSSF,2011e1,co,000,0163,0000021,3417
ACSSF,2011e1,co,000,0163,0000022,5281
ACSSF,2011e1,co,000,0163,0000023,6482
ACSSF,2011e1,co,000,0163,0000024,503
ACSSF,2011e1,co,000,0163,0000025,2579
ACSSF,2011e1,co,000,0163,0000026,8143
ACSSF,2011e1,co,000,0163,0000027,818
ACSSF,2011e1,co,000,0163,0000028,6020
ACSSF,2011e1,co,000,0163,0000029,14131
ACSSF,2011e1,co,000,0163,0000030,6499
ACSSF,2011e1,co,000,0163,0000031,5142
ACSSF,2011e1,co,000,0163,0000032,
ACSSF,2011e1,co,000,0163,0000033,3682
ACSSF,2011e1,co,000,0163,0000034,616
ACSSF,2011e1,co,000,0163,0000035,522
ACSSF,2011e1,co,000,0163,0000036,4978
ACSSF,2011e1,co,000,0163,0000037,467
ACSSF,2011e1,co,000,0163,0000038,478
ACSSF,2011e1,co,000,0163,0000039,8143
ACSSF,2011e1,co,000,0163,0000040,6020
ACSSF,2011e1,co,000,0163,0000041,2579
ACSSF,2011e1,co,000,0163,0000042,14131
ACSSF,2011e1,co,000,0163,0000043,6499
ACSSF,2011e1,co,000,0163,0000044,522
ACSSF,2011e1,co,000,0163,0000045,5142
ACSSF,2011e1,co,000,0163,0000046,4978
ACSSF,2011e1,co,000,0163,0000047,14868
ACSSF,2011e1,co,000,0163,0000048,10779
ACSSF,2011e1,co,000,0163,0000049,19859
ACSSF,2011e1,co,000,0163,0000050,24691
ACSSF,2011e1,co,000,0163,0000051,29695
ACSSF,2011e1,co,000,0163,0000052,3626
ACSSF,2011e1,co,000,0163,0000053,11951
ACSSF,2011e1,co,000,0163,0000054,4027
ACSSF,2011e1,co,000,0163,0000055,1093
ACSSF,2011e1,co,000,0163,0000056,3153
ACSSF,2011e1,co,000,0163,0000057,6499
ACSSF,2011e1,co,000,0163,0000058,6482
ACSSF,2011e1,co,000,0163,0000059,9286
ACSSF,2011e1,co,000,0163,0000060,3155
ACSSF,2011e1,co,000,0163,0000061,5281
ACSSF,2011e1,co,000,0163,0000062,3831
ACSSF,2011e1,co,000,0163,0000063,2010
ACSSF,2011e1,co,000,0163,0000064,3677
ACSSF,2011e1,co,000,0163,0000065,755
ACSSF,2011e1,co,000,0163,0000066,7937
ACSSF,2011e1,co,000,0163,0000067,580
ACSSF,2011e1,co,000,0163,0000068,607
ACSSF,2011e1,co,000,0163,0000069,
ACSSF,2011e1,co,000,0163,0000070,2303
ACSSF,2011e1,co,000,0163,0000071,681
ACSSF,2011e1,co,000,0163,0000072,716
ACSSF,2011e1,co,000,0163,0000073,1459
ACSSF,2011e1,co,000,0163,0000074,1041
ACSSF,2011e1,co,000,0163,0000075,6002
ACSSF,2011e1,co,000,0163,0000076,2923
ACSSF,2011e1,co,000,0163,0000077,2723
ACSSF,2011e1,co,000,0163,0000078,1396
ACSSF,2011e1,co,000,0163,0000079,1212
ACSSF,2011e1,co,000,0163,0000080,792
ACSSF,2011e1,co,000,0163,0000081,2384
ACSSF,2011e1,co,000,0163,0000082,1674
ACSSF,2011e1,co,000,0163,0000083,1145
ACSSF,2011e1,co,000,0163,0000084,
ACSSF,2011e1,co,000,0163,0000085,
ACSSF,2011e1,co,000,0163,0000086,10599
ACSSF,2011e1,co,000,0163,0000087,929
ACSSF,2011e1,co,000,0163,0000088,4182
ACSSF,2011e1,co,000,0163,0000089,
ACSSF,2011e1,co,000,0163,0000090,1490
ACSSF,2011e1,co,000,0163,0000091,12358
ACSSF,2011e1,co,000,0163,0000092,4610
ACSSF,2011e1,co,000,0163,0000093,2435
ACSSF,2011e1,co,000,0163,0000094,8621
ACSSF,2011e1,co,000,0163,0000095,1524
ACSSF,2011e1,co,000,0163,0000096,1148
ACSSF,2011e1,co,000,0163,0000097,5359
ACSSF,2011e1,co,000,0163,0000098,14131
ACSSF,2011e1,co,000,0163,0000099,685
ACSSF,2011e1,co,000,0163,0000100,
ACSSF,2011e1,co,000,0163,0000101,6981
ACSSF,2011e1,co,000,0163,0000102,3153
ACSSF,2011e1,co,000,0163,0000103,4308
ACSSF,2011e1,co,000,0163,0000104,2899
ACSSF,2011e1,co,000,0163,0000105,8412
ACSSF,2011e1,co,000,0163,0000106,878
ACSSF,2011e1,co,000,0163,0000107,671
ACSSF,2011e1,co,000,0163,0000108,776
ACSSF,2011e1,co,000,0163,0000109,4978
ACSSF,2011e1,co,000,0163,0000110,604
ACSSF,2011e1,co,000,0163,0000111,409
