ACSSF,2011e1,co,000,0129,0000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0129,0000046,42880,251,2634,3286,942,5177,1445,1405,2378,4001,12264,5417,1728,1952,11843,100,221,748,0,368,505,267,730,1175,6246,460,375,648,12144,0,80,57,0,158,0,33,88,1262,3933,4519,826,1188,11146,0,183,357,267,3842,270,853,1490,1169,1906,438,255,116,3023,151,2001,169,0,129,120,36,70,136,83,0,128,0,4724,0,149,1955,675,680,550,216,0,259,96,0,144,0
ACSSF,2011e1,co,000,0129,0000047,351164,3327,22972,18162,11355,33673,15447,11316,28228,60234,71715,41934,17528,15273,152715,1907,4290,6352,2150,4652,2258,7033,15296,36945,51095,8470,4963,7304,64019,0,35,266,29,1631,390,0,1533,10180,11466,27722,5887,4880,78241,412,990,2729,5536,22517,4554,3016,10605,10301,6899,4806,3036,2840,25852,799,16616,566,287,1554,996,969,93,1283,663,53,1815,158,30337,209,1041,8249,3353,3319,7249,298,701,1525,1592,883,1827,91
ACSSF,2011e1,co,000,0129,0000048,391339,6828,26821,29957,9814,47871,17993,12364,24265,58660,76878,44098,19057,16733,166537,2069,5827,13121,1453,5663,3795,6937,12014,39755,51945,10205,4744,9009,62090,976,210,381,0,1272,311,348,649,7253,13882,25236,7166,4406,96847,336,1720,4944,6082,34060,3978,4193,11201,8889,8876,6287,3190,3091,31576,2761,18181,849,1185,1414,1516,792,140,452,701,764,2594,227,34289,686,883,10662,1094,5462,8393,94,261,2311,1474,1606,1363,0
ACSSF,2011e1,co,000,0129,0000049,317808,20123,27795,16938,6503,37721,14875,6804,18665,27259,69785,38452,15776,17112,104332,6268,5461,3990,757,4829,2815,2281,6367,13303,41918,6800,3567,5976,63514,1129,310,199,18,1393,210,217,930,5450,17278,23308,5578,7494,76385,1473,1120,2948,3502,26346,3146,2529,9933,5010,9151,6257,2168,2802,43906,8978,19747,1448,337,1253,3101,1153,1067,1250,821,759,3302,690,29671,2275,1157,8353,1889,3900,5603,624,368,2246,617,1328,1161,150
ACSSF,2011e1,co,000,0129,0000050,353687,19699,26905,37221,8142,39826,14164,7129,16168,42821,79087,31269,16804,14452,134541,6823,4799,14447,1539,4433,2610,3959,6282,23674,48492,6855,4092,6536,60627,497,431,718,220,1743,64,171,828,7951,18288,18082,6700,4934,78991,1243,1855,4864,4939,27595,2819,1473,8366,8237,9015,4405,1695,2485,39759,8104,18843,2879,263,1628,1127,1346,374,1043,896,388,2678,190,39769,3032,977,14313,1181,4427,7544,180,318,1916,2396,1539,1639,307
ACSSF,2011e1,co,000,0129,0000051,317237,4027,20130,19883,7254,35982,12448,9286,19886,37093,71534,33125,20029,26560,125958,1800,4461,9165,870,4809,2327,5191,8581,21139,45358,5867,5103,11287,64138,247,287,92,70,1942,248,288,611,5517,16272,22305,7291,8968,74207,374,1701,2669,4099,23356,3369,2420,9322,8064,8235,3092,3389,4117,26317,944,12464,1529,406,1789,1181,1268,1107,821,422,632,2546,1208,26617,662,1217,6428,1809,4086,5323,119,265,1552,1247,1229,1700,980
ACSSF,2011e1,co,000,0129,0000052,425596,4831,23940,29104,12339,46885,17998,20266,48452,65622,76058,36240,21560,22301,208158,2295,9167,17291,2023,5748,3991,12085,29334,43289,56247,8659,6507,11522,50547,233,217,130,121,2030,73,267,690,5386,8758,20322,7216,5104,116076,794,1886,5096,8148,33423,6390,5530,17718,13778,9574,5321,3993,4425,25220,1310,11590,921,255,1561,1615,1590,171,1476,721,424,2791,795,25595,199,1080,5666,1792,4123,5929,794,539,1693,758,1514,1053,455
ACSSF,2011e1,co,000,0129,0000053,335588,3923,28686,21199,10344,44079,25252,9067,21414,41247,60701,32871,19164,17641,108169,1814,4056,6108,2298,4560,3423,3635,8881,19620,35801,4190,3529,10254,60967,142,211,229,0,2506,927,158,774,9183,15686,21952,6736,2463,84533,331,1607,2959,4802,28727,7490,3187,9818,7719,6713,4614,2221,4345,41203,1096,21219,1619,857,3989,1873,1100,1021,2394,1206,165,4347,317,40716,540,1593,10284,2387,4297,11539,987,920,2331,1295,1950,2331,262
ACSSF,2011e1,co,000,0129,0000054,61316,4630,7352,1672,1294,7952,3361,866,4592,5537,10055,7893,3088,3024,18877,1472,1496,158,30,782,321,124,1788,1880,6961,1833,1008,1024,10276,114,131,0,0,395,25,0,86,1916,1916,3790,895,1008,16431,540,225,87,1208,5398,661,322,2323,1311,974,1652,844,886,10743,2040,5155,576,34,589,738,420,395,151,149,191,240,65,4989,464,345,851,22,788,1616,0,0,279,55,427,101,41
ACSSF,2011e1,co,000,0129,0000055,76037,2311,7746,9103,1547,8346,2050,1634,3196,10809,17186,5440,3663,3006,30767,890,1509,4835,62,1534,612,1148,1047,5693,10414,897,790,1336,13061,181,0,0,0,322,0,0,267,2672,4161,3162,1191,1105,16479,263,1002,1062,1308,5498,386,238,1667,1976,1751,717,199,412,7969,921,4775,305,45,151,41,248,65,38,188,58,1122,12,7761,56,460,2901,132,841,1011,0,150,430,672,606,361,141
ACSSF,2011e1,co,000,0129,0000056,66658,3956,4643,2898,1313,9401,4178,1455,4230,6314,14735,7640,2878,3017,22525,1141,1213,576,237,1431,928,569,1476,3389,9009,804,615,1137,11142,68,0,73,0,99,51,149,414,729,3527,4172,828,1032,16725,374,148,689,819,6482,799,162,1749,916,2182,1744,170,491,9283,1951,3252,200,149,89,727,190,252,727,17,453,919,357,6983,422,30,1360,108,1300,1673,385,339,553,0,467,346,0
ACSSF,2011e1,co,000,0129,0000057,73265,1551,3929,6320,1885,8673,1696,1667,3492,9159,20696,8663,3176,2358,35460,1055,1041,3267,393,1091,389,900,1778,6329,14526,2397,732,1562,10470,0,50,0,0,223,64,0,266,534,3071,4458,1522,282,17965,150,319,1067,1199,6082,476,632,1364,1740,2612,1275,535,514,4841,212,2519,682,71,443,131,68,84,200,129,98,204,0,4529,134,0,1304,222,834,636,67,0,356,358,435,183,0
ACSSF,2011e1,co,000,0129,0000058,118638,6807,9297,12400,3640,16181,6566,2562,6465,11530,25120,9312,4738,4020,40947,1513,1635,3243,1098,1251,1147,1251,2701,7529,14552,2266,831,1930,17685,244,0,396,185,665,0,40,164,1457,5662,5794,2028,1050,28300,415,246,2035,1550,11508,875,321,3542,1631,3724,999,414,1040,16272,3119,7095,1570,376,721,730,837,58,473,422,98,773,0,15434,1516,321,5156,431,2036,3814,113,0,440,760,155,692,0
ACSSF,2011e1,co,000,0129,0000059,62078,8650,4310,4964,879,7114,3456,871,2468,4735,11054,5113,3069,5395,18071,3217,599,969,109,918,576,299,1116,1590,6216,436,484,1542,12829,222,167,121,0,224,0,240,10,1389,3036,3341,995,3084,13833,647,193,348,476,4954,1089,288,1260,1390,1101,1087,470,530,8701,3634,2960,100,38,241,391,44,82,257,53,149,634,118,8644,930,391,3426,256,777,1400,0,0,109,648,100,486,121
ACSSF,2011e1,co,000,0129,0000060,35735,4343,2043,1307,1170,3711,2417,875,973,1443,10366,2499,1820,2768,10721,1247,126,302,91,438,122,456,453,569,5352,510,257,798,7460,132,68,25,18,410,33,35,22,394,3076,1471,437,1339,7000,151,91,227,494,2336,619,179,412,207,1223,392,198,471,6679,2301,1490,145,154,156,741,205,86,16,362,0,895,128,3875,512,268,608,413,371,902,0,0,257,353,126,33,32
ACSSF,2011e1,co,000,0129,0000061,64117,865,4545,5995,1337,8017,2133,1825,3109,6018,17408,6487,2518,3860,19885,216,738,1738,41,1119,689,422,1022,2199,9270,702,423,1306,15690,203,80,57,0,158,0,33,88,1581,5169,5047,1012,2262,16572,62,341,895,360,5662,615,1118,1929,1432,2757,738,477,186,5037,384,3237,275,0,129,214,36,70,189,89,0,338,76,6933,0,149,3030,936,949,615,216,0,617,123,0,268,30
ACSSF,2011e1,co,000,0129,0000062,76651,5916,7617,4725,1502,7559,2946,1788,3524,6761,15955,10469,3997,3892,26777,2081,1554,938,358,735,469,645,1625,3904,10116,1835,1138,1379,16075,612,53,44,0,331,101,0,253,1138,3489,6964,1350,1740,16435,283,273,871,734,5827,524,732,1617,1165,2066,1308,373,662,10259,2063,5340,252,0,290,575,411,0,134,204,115,811,64,7105,877,397,2620,410,376,1277,0,29,420,80,247,325,47
