ACSSF,2011e1,co,000,0028,0000001,,,,,,,,,,,,403290,328549,73480,17259,8321,8938,7415,2363,5052,48806,1261,,,,,,,,,5048443,4048042,965357,332330,325831,6499,633027,172989,460038,257914,202124,17129,43896,64104,76995,35044,476,57,34511,,,,,,,,,,,,,,,,,,403290,328549,73480,17259,8321,8938,7415,48806,1261,5048443,4048042,965357,332330,633027,172989,460038,257914,202124,35044,476,34568,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000002,,,,,,,,,,,,151047,115594,35257,8683,4934,3749,3242,1139,2103,23332,196,,,,,,,,,3905045,3084396,789319,299241,293085,6156,490078,122945,367133,212703,154430,13608,32194,45209,63419,31330,476,11,30843,,,,,,,,,,,,,,,,,,151047,115594,35257,8683,4934,3749,3242,23332,196,3905045,3084396,789319,299241,490078,122945,367133,212703,154430,31330,476,30854,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000003,,,,,,,,,,,,252243,212955,38223,8576,3387,5189,4173,1224,2949,25474,1065,,,,,,,,,1143398,963646,176038,33089,32746,343,142949,50044,92905,45211,47694,3521,11702,18895,13576,3714,0,46,3668,,,,,,,,,,,,,,,,,,252243,212955,38223,8576,3387,5189,4173,25474,1065,1143398,963646,176038,33089,142949,50044,92905,45211,47694,3714,0,3714,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645153,3719493,891877,313232,306733,6499,578645,154782,423863,238617,185246,15793,40936,60264,68253,33783,476,57,33250,,,,,,,,,,,,,,,,,,,,,,,,,,,4645153,3719493,891877,313232,578645,154782,423863,238617,185246,33783,476,33307,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370500,3498151,840068,302584,296085,6499,537484,137173,400311,227201,173110,15418,39632,56844,61216,32281,476,57,31748,,,,,,,,,,,,,,,,,,,,,,,,,,,4370500,3498151,840068,302584,537484,137173,400311,227201,173110,32281,476,31805,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982548,1485772,479301,226728,221924,4804,252573,34949,217624,121682,95942,9559,21933,30488,33962,17475,422,0,17053,,,,,,,,,,,,,,,,,,,,,,,,,,,1982548,1485772,479301,226728,252573,34949,217624,121682,95942,17475,422,17053,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387952,2012379,360767,75856,74161,1695,284911,102224,182687,105519,77168,5859,17699,26356,27254,14806,54,57,14695,,,,,,,,,,,,,,,,,,,,,,,,,,,2387952,2012379,360767,75856,284911,102224,182687,105519,77168,14806,54,14752,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274653,221342,51809,10648,10648,0,41161,17609,23552,11416,12136,375,1304,3420,7037,1502,0,0,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,274653,221342,51809,10648,41161,17609,23552,11416,12136,1502,0,1502,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91341,72988,17899,6788,6788,0,11111,2933,8178,3856,4322,294,112,1656,2260,454,0,0,454,,,,,,,,,,,,,,,,,,,,,,,,,,,91341,72988,17899,6788,11111,2933,8178,3856,4322,454,0,454,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183312,148354,33910,3860,3860,0,30050,14676,15374,7560,7814,81,1192,1764,4777,1048,0,0,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,183312,148354,33910,3860,30050,14676,15374,7560,7814,1048,0,1048,,,,,,,,,
ACSSF,2011e1,co,000,0028,0000011,,,,,,,,,,,,403290,328549,73480,17259,8321,8938,7415,2363,5052,48806,1261,,,,,,,,,403290,328549,73480,19098,19098,0,54382,18207,36175,19297,16878,1336,2960,3840,8742,1261,0,0,1261,,,,,,,,,,,,,,,,,,403290,328549,73480,17259,8321,8938,7415,48806,1261,403290,328549,73480,19098,54382,18207,36175,19297,16878,1261,0,1261,,,,,,,,,
