ACSSF,CO,040,00,0000001,,,,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04000US08,"Colorado",,,
ACSSF,CO,040,01,0000002,,,,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,04001US08,"Colorado -- Urban",,,
ACSSF,CO,040,43,0000003,,,,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,04043US08,"Colorado -- Rural",,,
ACSSF,CO,040,A0,0000004,,,,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040A0US08,"Colorado -- In metropolitan or micropolitan statistical area",,,
ACSSF,CO,040,C0,0000005,,,,,08,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,040C0US08,"Colorado -- In metropolitan statistical area",,,
ACSSF,CO,040,C1,0000006,,,,,08,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Y,,,,,040C1US08,"Colorado -- In metropolitan statistical area -- in principal city",,,
ACSSF,CO,040,C2,0000007,,,,,08,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,040C2US08,"Colorado -- In metropolitan statistical area -- not in principal city",,,
ACSSF,CO,040,E0,0000008,,,,,08,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,040E0US08,"Colorado -- In micropolitan statistical area",,,
ACSSF,CO,040,E1,0000009,,,,,08,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,Y,,,,,040E1US08,"Colorado -- In micropolitan statistical area -- in principal city",,,
ACSSF,CO,040,E2,0000010,,,,,08,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,040E2US08,"Colorado -- In micropolitan statistical area -- not in principal city",,,
ACSSF,CO,040,G0,0000011,,,,,08,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,040G0US08,"Colorado -- Not in metropolitan or micropolitan statistical area",,,
ACSSF,CO,040,H0,0000012,,,,,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040H0US08,"Colorado -- Not in metropolitan statistical area",,,
ACSSF,CO,050,00,0000013,,,,,08,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08001,"Adams County, Colorado",,,
ACSSF,CO,050,00,0000014,,,,,08,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08005,"Arapahoe County, Colorado",,,
ACSSF,CO,050,00,0000015,,,,,08,013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08013,"Boulder County, Colorado",,,
ACSSF,CO,050,00,0000016,,,,,08,031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08031,"Denver County, Colorado",,,
ACSSF,CO,050,00,0000017,,,,,08,035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08035,"Douglas County, Colorado",,,
ACSSF,CO,050,00,0000018,,,,,08,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08041,"El Paso County, Colorado",,,
ACSSF,CO,050,00,0000019,,,,,08,059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08059,"Jefferson County, Colorado",,,
ACSSF,CO,050,00,0000020,,,,,08,069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08069,"Larimer County, Colorado",,,
ACSSF,CO,050,00,0000021,,,,,08,077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08077,"Mesa County, Colorado",,,
ACSSF,CO,050,00,0000022,,,,,08,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08101,"Pueblo County, Colorado",,,
ACSSF,CO,050,00,0000023,,,,,08,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08123,"Weld County, Colorado",,,
ACSSF,CO,160,00,0000024,,,,,08,,,03455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0803455,"Arvada city, Colorado",,,
ACSSF,CO,160,00,0000025,,,,,08,,,04000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0804000,"Aurora city, Colorado",,,
ACSSF,CO,160,00,0000026,,,,,08,,,07850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0807850,"Boulder city, Colorado",,,
ACSSF,CO,160,00,0000027,,,,,08,,,12815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0812815,"Centennial city, Colorado",,,
ACSSF,CO,160,00,0000028,,,,,08,,,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0816000,"Colorado Springs city, Colorado",,,
ACSSF,CO,160,00,0000029,,,,,08,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0820000,"Denver city, Colorado",,,
ACSSF,CO,160,00,0000030,,,,,08,,,27425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0827425,"Fort Collins city, Colorado",,,
ACSSF,CO,160,00,0000031,,,,,08,,,32155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0832155,"Greeley city, Colorado",,,
ACSSF,CO,160,00,0000032,,,,,08,,,36410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0836410,"Highlands Ranch CDP, Colorado",,,
ACSSF,CO,160,00,0000033,,,,,08,,,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0843000,"Lakewood city, Colorado",,,
ACSSF,CO,160,00,0000034,,,,,08,,,45970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0845970,"Longmont city, Colorado",,,
ACSSF,CO,160,00,0000035,,,,,08,,,46465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0846465,"Loveland city, Colorado",,,
ACSSF,CO,160,00,0000036,,,,,08,,,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0862000,"Pueblo city, Colorado",,,
ACSSF,CO,160,00,0000037,,,,,08,,,77290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0877290,"Thornton city, Colorado",,,
ACSSF,CO,160,00,0000038,,,,,08,,,83835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000US0883835,"Westminster city, Colorado",,,
ACSSF,CO,312,00,0000039,,,,,08,,,07850,,,,,,,,,,14500,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US145000807850,"Boulder city, CO; Boulder, CO Metro Area",,,
ACSSF,CO,312,00,0000040,,,,,08,,,16000,,,,,,,,,,17820,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US178200816000,"Colorado Springs city, CO; Colorado Springs, CO Metro Area",,,
ACSSF,CO,312,00,0000041,,,,,08,,,04000,,,,,,,,,,19740,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US197400804000,"Aurora city, CO; Denver-Aurora-Broomfield, CO Metro Area",,,
ACSSF,CO,312,00,0000042,,,,,08,,,20000,,,,,,,,,,19740,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US197400820000,"Denver city, CO; Denver-Aurora-Broomfield, CO Metro Area",,,
ACSSF,CO,312,00,0000043,,,,,08,,,27425,,,,,,,,,,22660,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US226600827425,"Fort Collins city, CO; Fort Collins-Loveland, CO Metro Area",,,
ACSSF,CO,312,00,0000044,,,,,08,,,46465,,,,,,,,,,22660,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US226600846465,"Loveland city, CO; Fort Collins-Loveland, CO Metro Area",,,
ACSSF,CO,312,00,0000045,,,,,08,,,32155,,,,,,,,,,24540,,,,,,,,,,,,,,,,,,,,,Y,,,,,31200US245400832155,"Greeley city, CO; Greeley, CO Metro Area",,,
