ACSSF,2011m1,co,000,0006,0000001,0,0,0,12411,5344,1779,1763,5280,204,3275,2321,1606,1329,3015,121,3436,722,636,980,1931,487,72,2129,546,1424,201,9128,5630,5606,1569,5901,0,0,2129,4677,2813,3795,520,1544,6529,992,6493,0,16900,1593,4293,1647,427,15635,7644,4636,5878,0,0,0,0,0,0,12411,5344,1779,1763,5280,3436,9128,0,0,2129,4677,2813,3795,520,1544,6529,992,6493,0
ACSSF,2011m1,co,000,0006,0000002,20954,17927,11428,14083,3789,1257,1775,4793,204,3304,2196,919,1162,3019,201,2596,635,627,853,1208,454,72,1537,305,1413,201,7524,3787,4955,1525,5130,20954,17927,17664,8010,2800,4549,709,1521,6134,960,6112,11428,16795,1548,3773,1639,425,15422,7217,4523,5452,20954,17927,11428,20954,17927,11428,14083,3789,1257,1775,4793,2596,7524,20954,17927,17664,8010,2800,4549,709,1521,6134,960,6112,11428
ACSSF,2011m1,co,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20954,17929,17704,7410,1283,4014,513,225,3130,393,3149,11429,11106,515,1899,327,30,4734,2487,1326,1896,20954,17929,11429,20954,17929,11429,10771,3350,1053,128,2025,2168,5168,20954,17929,17704,7410,1283,4014,513,225,3130,393,3149,11429
ACSSF,2011m1,co,000,0006,0000004,4436,4442,1875,12489,5283,1782,1776,5185,204,3288,2307,1615,1335,2934,121,3449,726,627,978,1923,466,72,2129,546,1418,201,8789,5571,5430,1158,5438,4436,4442,5172,4473,2420,3699,514,1533,6424,992,6385,1875,16701,1585,4152,1681,425,15628,7529,4596,5742,4436,4442,1875,4436,4442,1875,12489,5283,1782,1776,5185,3449,8789,4436,4442,5172,4473,2420,3699,514,1533,6424,992,6385,1875
ACSSF,2011m1,co,000,0006,0000005,3689,3299,1059,12185,5261,1781,1776,4846,204,2982,2229,1609,1335,2842,121,3377,683,627,978,1927,466,72,2041,546,1418,201,8711,5387,5180,1159,5429,3689,3299,3912,4397,2105,3670,488,1440,6093,924,6106,1059,14831,1533,3970,1681,425,13840,7343,4609,5548,3689,3299,1059,3689,3299,1059,12185,5261,1781,1776,4846,3377,8711,3689,3299,3912,4397,2105,3670,488,1440,6093,924,6106,1059
ACSSF,2011m1,co,000,0006,0000006,578,8613,8633,11432,3443,1588,1637,4235,199,2977,2003,968,1140,2371,201,2111,541,556,624,988,405,201,1234,201,1218,201,6030,3618,2723,811,4081,578,8613,9167,6723,1582,4295,889,729,4898,890,4792,8633,14220,1300,3270,517,408,11894,6107,4245,3550,578,8613,8633,578,8613,8633,11432,3443,1588,1637,4235,2111,6030,578,8613,9167,6723,1582,4295,889,729,4898,890,4792,8633
ACSSF,2011m1,co,000,0006,0000007,3736,9602,8796,11606,4136,830,373,2607,151,253,1033,1377,687,1954,121,2678,452,221,663,1393,237,72,1604,546,721,201,7494,4413,4235,1099,4289,3736,9602,10308,5795,1782,4676,900,1188,4728,459,4705,8796,11648,884,2752,1459,117,7333,4067,2058,3511,3736,9602,8796,3736,9602,8796,11606,4136,830,373,2607,2678,7494,3736,9602,10308,5795,1782,4676,900,1188,4728,459,4705,8796
ACSSF,2011m1,co,000,0006,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,2428,2829,1202,937,652,184,625,1027,356,1039,1483,4885,341,983,201,201,4750,1241,835,1025,2378,2428,1483,2378,2428,1483,2634,498,307,201,1616,756,1314,2378,2428,2829,1202,937,652,184,625,1027,356,1039,1483
ACSSF,2011m1,co,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7613,6119,4576,,,,,,,,,,,7613,6119,5740,647,801,373,184,201,557,194,530,4576
ACSSF,2011m1,co,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144,6501,6177,1165,972,600,201,625,980,296,972,4462,4795,352,987,201,201,2513,1241,672,1019,8144,6501,4462,,,,,,,,,,,8144,6501,6177,1165,972,600,201,625,980,296,972,4462
