ACSSF,2011m1,co,000,0018,0000052,5486,4306,2557,2374,623,476,3283,2915,1411,4171,4031,3912,1409,1952,1986,2004,455,5898,6902,6976,2234,3004,4106,4004,385,5083,3765,4038,2298,1355,1555,1303,860,1117,772,9643,10181,5083,5486,5825,5683,2267,5898,5924,3863,5083,3765,4038,2823,2272,1407
ACSSF,2011m1,co,000,0018,0000053,6428,4647,3875,1934,1817,2691,3482,2673,2375,5192,3948,2815,2647,1748,3418,2977,1874,5830,5432,4397,2475,1896,3778,3821,818,6779,6031,3297,2707,1182,1037,590,714,730,861,10452,10572,6779,6428,6516,4962,5121,5830,4996,3076,6779,6031,3297,2744,1403,1211
ACSSF,2011m1,co,000,0018,0000054,1461,1044,818,562,739,201,750,724,171,1950,1603,1167,1043,201,1529,950,1314,2035,2025,1874,866,695,941,898,272,1747,1588,1216,714,348,588,201,175,409,377,3847,4382,1747,1461,1936,1372,1427,2035,1892,1219,1747,1588,1216,837,627,559
ACSSF,2011m1,co,000,0018,0000055,2447,2539,1057,798,707,201,2255,2140,877,2208,2111,1758,1191,460,808,808,201,2740,2740,2681,1006,1063,1222,1076,545,1957,1776,1026,440,260,327,129,752,164,553,4350,4037,1957,2447,2678,2529,1584,2740,2654,1373,1957,1776,1026,625,816,586
ACSSF,2011m1,co,000,0018,0000056,,,,,,,,,,,,,,,,,,,,,,,,,,1438,1069,1012,821,208,229,154,359,108,406,881,1701,1438,730,2279,2291,911,2286,2403,929,1438,1069,1012,852,426,442
ACSSF,2011m1,co,000,0018,0000057,2290,1187,947,875,201,201,705,699,96,2106,1858,1838,161,135,1110,1107,180,2484,2456,2422,265,405,1238,1216,87,1654,1387,963,639,237,209,234,380,134,265,3791,4174,1654,2290,2226,2190,392,2484,2467,475,1654,1387,963,687,451,295
ACSSF,2011m1,co,000,0018,0000058,1534,2963,2609,1208,1838,1754,2604,2705,707,5481,5316,5355,1321,1080,2025,1985,521,4729,4782,4538,1398,720,1731,1704,164,3280,3034,1798,984,379,699,412,396,308,337,0,3280,3280,1534,4993,5717,2972,4729,4450,1583,3280,3034,1798,1064,909,470
ACSSF,2011m1,co,000,0018,0000059,1491,2046,1700,1257,1084,329,1158,1020,557,1747,1541,1218,746,719,804,792,177,2030,1911,1796,667,993,603,603,201,2332,2175,718,374,389,188,55,124,259,254,2497,2792,2332,1491,2136,1725,1462,2030,1889,1085,2332,2175,718,514,233,340
ACSSF,2011m1,co,000,0018,0000060,1732,1206,1073,840,614,193,1058,1035,147,1583,1415,1308,631,670,602,607,137,1472,1437,1406,90,301,451,458,57,875,826,551,202,340,92,37,77,101,224,2823,2884,875,1732,1785,1928,1060,1472,1428,328,875,826,551,475,129,245
ACSSF,2011m1,co,000,0018,0000061,1415,1659,1015,999,132,244,1645,1656,219,2147,1790,1745,366,163,1567,1567,201,2264,2109,1969,433,413,1163,1168,154,1204,1040,725,323,193,360,203,282,251,217,1446,1819,1204,1415,2188,2198,513,2264,2158,558,1204,1040,725,356,517,332
ACSSF,2011m1,co,000,0018,0000062,1483,1686,1027,929,492,201,1396,1316,385,2273,2032,1636,581,969,1124,1123,368,2042,2023,1998,405,430,1040,1040,201,1491,1502,635,373,211,351,163,196,52,156,2576,2763,1491,1483,2349,1924,1324,2042,2006,652,1491,1502,635,456,413,149
ACSSF,2011m1,co,000,0018,0000063,1583,2409,1425,1001,866,714,1941,1853,1374,2402,2413,2050,851,201,847,789,348,2255,2253,2126,1545,833,977,946,174,2511,1991,1482,847,482,497,143,119,87,576,2913,3820,2511,1583,2576,2710,1557,2255,2032,1843,2511,1991,1482,984,566,572
ACSSF,2011m1,co,000,0018,0000064,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1045,1235,273,541,458,136,192,446,441,5449,4994,1495,2573,1621,1527,321,2366,2230,905,1495,1045,1235,622,562,635
ACSSF,2011m1,co,000,0018,0000065,2166,1975,1196,175,1186,64,1711,1611,464,1653,1220,718,576,890,962,791,624,2423,2462,2076,1009,1107,1173,1173,201,2298,2104,1355,1000,578,738,121,72,154,389,2743,3512,2298,2166,2200,1816,1603,2423,2074,1311,2298,2104,1355,1129,755,424
ACSSF,2011m1,co,000,0018,0000066,,,,,,,,,,,,,,,,,,,,,,,,,,1770,1659,943,378,293,398,505,183,241,512,1996,2420,1770,1713,1265,894,961,1490,1448,652,1770,1659,943,491,658,591
ACSSF,2011m1,co,000,0018,0000067,,,,,,,,,,,,,,,,,,,,,,,,,,2112,1806,1083,750,402,271,646,251,230,519,4641,5027,2112,2599,1646,1387,1021,2867,2912,1192,2112,1806,1083,858,670,542
