ACSSF,2011e1,co,000,0007,0000001,5116796,1556,225,154,248152,20390,1614,1163,1821,3609,2758,496,1361,3888,3680,1682,197,2004,9281,1463,4113,1177,17576,2475,1093,6284,0,326,4514,0,21073,5703,25400,54689,8182,349375,517,81247,6731,85772,20205,766100,359,15564,89,12053,888,3417,367587,1560,203784,2728,5149,371,202,98,246,8521,70458,883,85559,4245,4186,35439,13246,47754,86845,1820,2782,4865,4696,0,29005,60,6653,1246,0,191,664,0,67,1809,1861,1056,0,0,13867,1531,78951,14847,1488,7777,22423,5405,0,40,0,0,63,135,571,3738,224,0,634,0,5375,1662336,556139,5116796,248152,20390,17576,21073,25400,54689,349375,81247,85772,20205,766100,15564,12053,367587,203784,5149,70458,85559,4245,35439,47754,86845,4865,29005,78951,14847,7777,22423,5405,1772968,556139
ACSSF,2011e1,co,000,0007,0000002,3957683,784,225,0,176165,15161,1613,1151,437,3195,758,445,912,2970,3680,1225,197,1653,5803,1084,3124,1172,13251,994,1093,5360,0,182,3059,0,16491,4041,20236,40805,7405,261311,476,65304,5384,66068,14150,559725,243,13339,89,9544,819,3263,282808,1260,157447,1378,4320,371,202,77,35,6856,53199,478,64177,2826,3443,28758,10176,37816,59522,1417,2375,3835,2453,0,26381,60,6644,1246,0,191,664,0,67,1809,1621,1056,0,0,11587,1436,56354,10171,1334,6059,16330,5175,0,40,0,0,63,42,571,3726,141,0,592,0,4504,1369609,417312,3957683,176165,15161,13251,16491,20236,40805,261311,65304,66068,14150,559725,13339,9544,282808,157447,4320,53199,64177,2826,28758,37816,59522,3835,26381,56354,10171,6059,16330,5175,1453643,417312
ACSSF,2011e1,co,000,0007,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159113,71987,5229,4325,4582,5164,13884,88064,15943,19704,6055,206375,2225,2509,84779,46337,829,17259,21382,1419,6681,9938,27323,1030,2624,22597,4676,1718,6093,230,319325,138827
ACSSF,2011e1,co,000,0007,0000004,4709563,1556,225,154,224281,19961,1613,1163,1821,3435,2758,496,1318,3882,3475,1640,197,1889,7084,1128,3958,1172,16771,2475,1093,5947,0,313,4308,0,19468,5208,22682,50679,8125,317960,476,75276,6505,77567,18904,701016,359,14256,89,11472,888,3417,335474,1560,189900,2728,4905,371,202,98,35,7807,63573,842,79992,4001,3925,32666,11965,42987,77551,1600,2631,4650,4375,0,28866,60,6644,1246,0,191,664,0,67,1809,1802,1056,0,0,13796,1531,72831,13449,1488,7542,20375,5351,0,40,0,0,63,135,571,3726,224,0,592,0,5366,1543986,507972,4709563,224281,19961,16771,19468,22682,50679,317960,75276,77567,18904,701016,14256,11472,335474,189900,4905,63573,79992,4001,32666,42987,77551,4650,28866,72831,13449,7542,20375,5351,1647185,507972
ACSSF,2011e1,co,000,0007,0000005,4432039,1521,225,154,212591,19755,1613,1151,1821,3292,2758,445,1318,3882,3475,1640,197,1465,6855,1011,3560,1172,16148,1478,657,5676,0,239,4214,0,19128,4700,21904,47293,7987,296369,476,73487,6104,72722,17294,656575,251,13897,89,11315,888,3417,311852,1560,178731,2554,4721,371,202,98,35,7765,59947,731,76656,3492,3908,31226,11634,40637,73269,1600,2631,4515,3876,0,28102,60,6644,1246,0,191,664,0,67,1307,1802,1056,0,0,13534,1531,68503,12308,1414,7190,19527,5351,0,40,0,0,63,135,571,3726,224,0,592,0,4664,1461532,468983,4432039,212591,19755,16148,19128,21904,47293,296369,73487,72722,17294,656575,13897,11315,311852,178731,4721,59947,76656,3492,31226,40637,73269,4515,28102,68503,12308,7190,19527,5351,1558551,468983
ACSSF,2011e1,co,000,0007,0000006,2011423,794,44,0,79481,10921,1109,585,435,1400,2390,310,476,2201,2015,925,81,734,2423,427,1615,644,7430,867,657,2143,0,97,2523,0,6972,1881,7561,20128,3648,116119,256,36481,2685,29537,7195,255018,70,7277,89,5114,435,1481,128554,1253,77124,1337,2624,371,120,34,35,4259,27004,176,30752,1736,2362,14593,4588,18239,25929,812,750,1648,1264,0,18231,60,5752,930,0,191,383,0,67,1253,363,438,0,0,7365,1429,27844,5232,534,2938,9474,3316,0,40,0,0,63,0,385,2322,44,0,462,0,1867,778933,203737,2011423,79481,10921,7430,6972,7561,20128,116119,36481,29537,7195,255018,7277,5114,128554,77124,2624,27004,30752,1736,14593,18239,25929,1648,18231,27844,5232,2938,9474,3316,823214,203737
ACSSF,2011e1,co,000,0007,0000007,2420616,727,181,154,133110,8834,504,566,1386,1892,368,135,842,1681,1460,715,116,731,4432,584,1945,528,8718,611,0,3533,0,142,1691,0,12156,2819,14343,27165,4339,180250,220,37006,3419,43185,10099,401557,181,6620,0,6201,453,1936,183298,307,101607,1217,2097,0,82,64,0,3506,32943,555,45904,1756,1546,16633,7046,22398,47340,788,1881,2867,2612,0,9871,0,892,316,0,0,281,0,0,54,1439,618,0,0,6169,102,40659,7076,880,4252,10053,2035,0,0,0,0,0,135,186,1404,180,0,130,0,2797,682599,265246,2420616,133110,8834,8718,12156,14343,27165,180250,37006,43185,10099,401557,6620,6201,183298,101607,2097,32943,45904,1756,16633,22398,47340,2867,9871,40659,7076,4252,10053,2035,735337,265246
ACSSF,2011e1,co,000,0007,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277524,11690,206,623,340,778,3386,21591,1789,4845,1610,44441,359,157,23622,11169,184,3626,3336,509,1440,2350,4282,135,764,4328,1141,352,848,0,88634,38989
ACSSF,2011e1,co,000,0007,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92059,4679,112,140,130,129,1043,7278,751,2522,309,12994,172,97,7760,5515,57,1241,770,0,309,483,1897,0,502,1103,128,0,389,0,30781,10768
ACSSF,2011e1,co,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185465,7011,94,483,210,649,2343,14313,1038,2323,1301,31447,187,60,15862,5654,127,2385,2566,509,1131,1867,2385,135,262,3225,1013,352,459,0,57853,28221
