ACSSF,2011m1,co,000,0173,0000021,829,865,1246,1044,1012,864,850,2676,2355,2074,1062,1616,2444,2440,2295,1422,1333,2471,2396,2311,826,785,396,821,821,697,821,201,1008,1008,953,1001,201,987,994,1019,994,46,962,941,870,934,120,741,1718,3749,5055,3872,3271,1480,1002,830,819,319,530,1111,661,579,508,889,741,3038,4966,4936,5310,5552,2791,2986,511,350,220,200,454,4637,3340,3021,2522,1740,1512,1624,504,504,239,447,201,3768,3269,3004,1969,2372,727,833,486,429,222,669,2991,2027,1903,1747,1568,1622,866,1117,966,834,515,622,1498,1331,1085,817,761,979,4193,2166,2001,1210,2569,1782,1934,800,784,97,4141,2149,1118,1599,2370,918,2269,1022,1020,120,5206,2177,990,1980,3298,863,3206,1208,1093,280,5609,2512,211,2459,3620,713,3681,1108,1106,67
ACSSF,2011m1,co,000,0173,0000022,1663,1536,1439,1308,860,1182,774,1667,1558,1460,1061,843,2043,2295,1927,1292,1172,1928,1916,1888,512,627,442,796,796,687,796,201,1039,1039,784,1017,201,821,821,762,815,201,974,974,909,974,201,1736,2175,3156,3980,3530,2672,1216,725,649,480,467,353,990,626,595,288,723,1736,3516,5853,5864,5936,4893,3860,1786,234,184,67,129,111,5215,2683,2361,2095,1827,1024,677,591,545,360,309,230,5079,4430,4029,2701,2654,1288,1158,1061,528,908,331,2936,1788,1688,1591,1439,1136,698,1147,1002,941,595,569,1697,1423,1285,737,679,1862,3984,2156,1886,1558,2488,1781,1850,928,919,95,3184,1663,985,1377,1715,952,1583,1048,1038,131,4259,2005,872,1668,2895,1320,2775,1202,1184,137,3855,1478,168,1516,2822,632,2722,912,923,242
ACSSF,2011m1,co,000,0173,0000023,1624,1615,2954,2435,2172,1098,1721,3862,3530,3088,1465,1978,4201,3739,3656,1246,2070,3399,3116,2984,1249,1105,600,750,767,415,841,261,1313,1313,1213,1306,201,1093,1093,1092,1070,201,1100,1100,1068,1049,201,2309,3756,5037,7258,6816,3726,3298,1801,1829,1624,675,651,3035,2344,1357,1966,1866,2309,5041,8824,8750,8552,8726,5872,3361,1039,823,729,693,507,7336,5630,4667,4097,2867,2544,1506,1345,1032,1027,258,704,5663,5269,4749,3438,3288,1214,851,637,626,149,515,4928,2516,2442,2293,2037,1472,1350,1689,929,823,413,1297,3351,3253,3186,526,1081,2543,7946,4549,4483,2834,4028,2468,3341,1089,1077,157,8741,5071,1733,4646,4188,859,4037,1161,1154,236,8539,3880,797,3821,5620,860,5561,1252,1245,256,7666,4420,559,4378,4419,921,4283,1309,1333,263
ACSSF,2011m1,co,000,0173,0000024,2345,2215,835,785,597,544,255,1991,1963,1892,524,1022,2104,1893,1773,866,1065,2124,2134,2111,352,312,1696,501,501,314,501,201,955,955,937,950,201,816,816,702,823,201,1023,1023,950,996,201,1083,1576,2318,3140,2879,2326,1229,811,761,652,565,152,868,658,478,475,416,1083,2032,4211,4193,3851,3586,2206,1243,217,201,201,201,217,4305,3344,2538,2419,2258,1321,426,1326,982,982,201,505,3507,3143,2928,2393,1950,1222,846,403,403,201,558,2124,1375,1264,1239,1151,768,671,809,770,752,161,136,1162,762,762,313,608,1385,3309,1939,1615,1192,1648,1178,1369,463,454,115,2524,1265,722,1018,1451,432,1323,563,563,201,4173,1857,398,1812,2646,521,2448,1224,1223,166,3924,1734,189,1746,2998,488,3005,1243,1180,194
ACSSF,2011m1,co,000,0173,0000025,3700,3853,2765,2051,1418,1176,2282,3751,3188,2915,1221,2264,3713,3235,3065,1282,2352,3798,3216,3309,769,1735,2214,1077,992,777,934,407,1230,1230,822,1224,201,1370,1350,1209,1328,74,1329,1324,1199,1332,80,1583,4988,6133,5924,5247,5054,4744,2722,2297,2223,1146,1343,4554,3322,2684,2047,3566,1583,4521,9864,9765,8598,8121,5080,4933,1363,1274,527,1002,378,9947,5855,5113,3365,3149,1864,3414,1535,929,790,473,1017,9086,8772,7093,5966,3585,3445,1150,880,608,546,580,4752,3568,3104,2758,2558,1449,1390,1524,1224,1092,525,695,2118,1401,1291,571,1192,1759,7623,3597,3086,3390,4973,2409,4379,1267,1161,548,6572,3175,2593,2256,4044,1361,3585,599,597,80,8170,3662,1909,3475,5002,1345,4671,1583,1500,439,6521,2410,476,2267,5282,896,5200,1725,1749,114
ACSSF,2011m1,co,000,0173,0000026,2107,1996,560,198,173,136,549,823,565,344,396,696,1323,1210,1171,440,507,2167,2374,2355,427,991,1175,134,134,68,134,201,369,369,340,369,201,464,464,287,461,201,987,987,871,924,201,925,1760,2138,2743,1914,1815,1592,818,790,775,458,274,1498,1023,1009,190,983,925,3466,3531,3504,3671,3535,1244,1401,388,388,226,388,201,2632,1289,1125,984,861,429,331,306,306,306,201,201,2297,2119,1687,1419,1109,1026,556,400,377,145,360,3447,1812,1676,1579,1448,764,498,1500,1498,1398,553,733,2931,2894,2901,679,812,1310,2714,1059,925,602,2594,1036,2565,443,432,115,1508,532,106,521,1125,445,1087,186,186,201,2093,903,156,871,1615,425,1686,541,530,101,3547,1346,144,1360,2837,461,2829,1016,951,317
ACSSF,2011m1,co,000,0173,0000027,2365,1951,728,670,666,577,302,1511,1254,1165,459,730,1904,2036,2041,961,727,2162,2086,2165,627,576,1519,434,434,390,434,201,642,637,533,603,76,900,922,660,914,335,1021,1021,872,1055,201,390,2121,2325,2770,2386,1479,2013,1053,983,966,474,513,1686,1356,1354,121,1017,390,1940,3906,3791,3723,3944,2007,1493,483,393,393,375,256,3978,2277,1966,1697,1693,528,1129,643,427,427,201,220,3150,2567,2578,2487,1416,475,905,905,905,201,201,2015,1438,1301,1200,1180,798,572,521,487,496,148,229,968,870,758,509,402,458,2811,1598,814,1423,1820,1340,1167,581,570,99,1505,548,208,511,1084,401,939,446,446,201,4226,1721,714,1488,2532,824,2374,945,938,152,4262,1941,237,1926,2917,575,2843,1224,1321,456
ACSSF,2011m1,co,000,0173,0000028,4082,3540,2267,1316,757,1029,1947,3743,3141,3071,1732,2369,4012,3913,3608,1774,2019,4243,4207,3968,1492,1470,2054,972,972,738,975,201,1452,1463,1370,1464,171,1370,1369,1244,1322,80,1679,1684,1517,1705,68,1895,4498,6078,7893,6609,5932,4049,2888,2898,2566,1872,589,2687,1366,1206,844,2375,1895,6316,8773,8734,8354,8207,5280,3938,940,650,326,533,552,9163,6537,3791,3173,2394,2317,2463,4035,1838,418,1800,2332,7091,6606,5641,4388,3922,3199,1179,936,854,455,905,6124,3631,3306,2950,2806,1883,1627,2212,1566,1495,515,1517,3598,2875,2907,814,1362,2842,7615,4336,3985,2898,4389,2550,3851,1338,1326,241,6602,3255,1924,2259,4011,2045,3453,1017,1017,201,9488,4761,1599,4236,5492,2011,5244,2104,2057,200,8815,3354,1140,3393,5726,1742,5617,2199,2204,470
ACSSF,2011m1,co,000,0173,0000029,1281,1268,3386,3163,2447,2128,2636,4284,3395,2688,2175,3084,4594,3756,3346,2316,2288,4886,4960,4708,1993,2205,547,2029,2043,933,2013,273,1887,1875,1658,1852,103,1445,1445,1245,1403,201,1828,1804,1483,1733,177,1234,6643,6893,7451,6827,5937,6428,3319,3065,2998,2360,1311,5499,4000,2442,3335,4843,1234,6902,12338,12221,11510,9424,7698,5538,788,555,436,384,660,10005,4860,4393,3397,2700,2211,2103,973,736,672,334,678,9719,9226,7684,4203,6661,3468,1345,1102,978,486,746,7027,3964,3868,3727,3477,2205,2038,2444,2162,2202,956,1544,5012,4112,3818,1432,2440,1925,10687,4837,4501,3041,6847,4006,5807,1781,1778,456,9083,4310,3721,2185,5231,2323,4841,1418,1417,379,9669,3958,2354,3418,6712,2884,6537,2065,2052,284,8026,3000,1128,2903,5910,1436,5920,2009,2060,623
ACSSF,2011m1,co,000,0173,0000030,3170,2965,1060,777,672,457,784,1385,1201,1089,646,689,2371,1860,1991,754,1254,3322,3280,3311,660,560,1662,355,354,178,344,40,895,895,831,892,201,820,820,612,808,201,1013,1013,900,1007,201,1217,2258,3203,4384,3303,2346,1848,1092,1047,987,403,255,1499,1370,1358,639,933,1217,3668,4702,4689,4697,4854,2512,1683,353,157,133,87,316,4371,1687,1372,1314,1230,456,315,483,479,475,36,130,4232,4058,3830,2992,2609,885,374,374,348,127,201,3561,1890,1830,1598,1600,963,707,1423,1404,1390,248,634,3293,3302,3267,465,922,1633,4534,1885,1698,938,3160,1288,2810,721,718,40,3768,2089,638,2009,2285,648,2133,587,587,201,4984,2110,1042,1992,3374,761,3029,1110,1107,55,5416,1942,232,1930,4039,618,3975,1031,1003,191
ACSSF,2011m1,co,000,0173,0000031,2699,2363,1798,1369,1160,854,1198,2275,2099,1779,1139,1240,3685,2880,2640,935,1591,1845,1766,1691,385,535,1388,797,754,213,787,238,965,965,777,962,201,832,832,673,800,201,1014,1014,1009,995,201,1559,3308,3628,4141,3693,2201,2832,1643,1661,1392,524,494,2706,2199,1093,1851,1507,1559,3819,4949,4841,4819,4721,3750,2064,392,371,329,371,145,4623,3225,2728,2434,1257,1558,1009,664,167,73,154,645,4110,3813,3430,2248,2231,936,615,313,272,149,504,3927,2064,1896,1653,1321,1230,782,1282,621,507,274,1121,2781,2749,2681,513,765,1758,4862,3057,2901,1431,2513,1546,2123,807,795,79,3023,1176,739,825,1894,380,1802,933,915,236,4562,1983,317,1965,3237,535,3114,791,728,238,3631,971,158,964,3027,287,2977,1300,1304,130
