ACSSF,2011e1,co,000,0100,0000001,98922,49015,19552,0,19552,113,386,185,157,239,496,591,479,1117,1023,1571,1851,1172,1292,675,1461,1467,1614,2281,1382,29463,13126,16337,4091,1362,3181,1889,1134,560,650,0,360,484,260,499,190,551,430,112,110,124,20,330,49907,15910,0,15910,108,46,304,47,464,190,284,689,785,994,2183,1339,2344,1042,1309,584,896,777,1021,504,33997,16737,17260,4884,2390,1654,774,1329,674,914,904,662,365,743,466,423,126,113,392,83,178,115,71,2938738,1458527,760224,41,760183,2911,1297,4447,4320,13900,5198,11182,11310,23987,16309,37150,49943,44671,51635,42376,57645,69819,58297,100017,153769,698303,333978,364325,55352,43018,31369,25020,35403,13569,17866,11526,16518,8438,15636,16963,12209,11171,6582,8885,8897,6021,7014,12868,1480211,538914,23,538891,1638,1963,3663,3923,14490,8574,14310,14117,23036,17485,40745,48786,43526,48991,37612,36972,50372,35750,51794,41144,941297,484264,457033,77345,53504,49920,32145,47296,21418,23925,15456,22843,13977,22701,17334,10580,10769,5914,7108,8959,4966,4606,6267
ACSSF,2011e1,co,000,0100,0000002,80857,39621,15739,0,15739,103,386,185,157,239,466,433,359,1056,951,982,1583,1032,993,610,1457,793,1398,1394,1162,23882,10242,13640,3663,1127,2763,1702,635,456,627,0,218,209,153,489,14,551,430,112,107,123,1,260,41236,13011,0,13011,108,46,269,47,274,107,198,610,278,654,2008,1102,2110,1002,1129,426,706,675,787,475,28225,13747,14478,4082,2178,1499,548,906,570,664,747,638,280,727,357,423,105,0,392,73,178,40,71,2206046,1088883,564458,0,564458,2076,912,3376,3177,11057,3737,9220,9120,17808,12172,29267,37228,33437,39933,32835,42694,51666,43478,70228,111037,524425,242979,281446,42672,34609,25256,20001,28454,9085,13858,9072,12536,6399,12670,12510,9479,8958,4308,6568,6593,3729,5151,9538,1117163,408041,0,408041,684,1127,2664,3143,10604,6929,10378,10998,17528,13531,31026,37280,33113,36644,28935,27807,39393,27488,36360,32409,709122,363633,345489,59244,41703,37424,25027,35558,16527,16944,11258,18793,10061,16525,13552,7584,7469,4438,5198,6895,3707,3640,3942
ACSSF,2011e1,co,000,0100,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732692,369644,195766,41,195725,835,385,1071,1143,2843,1461,1962,2190,6179,4137,7883,12715,11234,11702,9541,14951,18153,14819,29789,42732,173878,90999,82879,12680,8409,6113,5019,6949,4484,4008,2454,3982,2039,2966,4453,2730,2213,2274,2317,2304,2292,1863,3330,363048,130873,23,130850,954,836,999,780,3886,1645,3932,3119,5508,3954,9719,11506,10413,12347,8677,9165,10979,8262,15434,8735,232175,120631,111544,18101,11801,12496,7118,11738,4891,6981,4198,4050,3916,6176,3782,2996,3300,1476,1910,2064,1259,966,2325
ACSSF,2011e1,co,000,0100,0000004,94565,47132,19088,0,19088,113,386,185,157,239,482,591,422,1117,1023,1481,1786,1161,1207,561,1457,1457,1609,2272,1382,28044,12425,15619,3957,1186,3135,1838,986,515,650,0,348,484,210,489,145,551,430,112,110,123,20,330,47433,15288,0,15288,108,46,269,47,274,190,284,689,696,929,2054,1339,2300,1042,1252,584,896,777,1021,491,32145,15941,16204,4563,2285,1654,774,1262,674,863,606,560,365,727,466,423,105,113,392,83,178,40,71,2687448,1329124,702372,0,702372,2417,1148,3877,3783,12687,4426,10134,10235,21614,15098,34307,44397,40208,47450,39198,51920,64776,54474,93759,146464,626752,297314,329438,50124,39672,28161,22998,31220,12400,16218,9807,15012,7607,14490,14917,11196,9878,5588,8240,8273,5808,6384,11445,1358324,500354,0,500354,1219,1770,3261,3287,12575,7652,12830,12790,20993,15412,37112,44167,40001,45886,36245,34274,46483,34465,50131,39801,857970,439491,418479,70082,48488,45882,28957,42822,19447,21967,14468,20923,13064,20708,16070,9551,10157,5630,6628,8661,4695,4295,5984
ACSSF,2011e1,co,000,0100,0000005,89705,44808,18523,0,18523,113,386,185,157,239,482,568,272,1070,1023,1388,1786,1091,1207,500,1457,1457,1609,2272,1261,26285,11201,15084,3949,1125,3097,1638,851,515,578,0,348,484,210,489,145,551,430,112,107,123,20,312,44897,14974,0,14974,108,46,269,47,274,190,284,689,696,908,2054,1339,2277,969,1252,487,818,777,999,491,29923,14491,15432,4166,2200,1532,774,1228,674,863,544,536,365,727,439,423,105,113,392,62,178,40,71,2516631,1240410,660194,0,660194,1783,1148,3210,3531,12200,4078,9320,9738,19751,14370,31317,41215,36936,43698,35978,46990,61250,51964,90729,140988,580216,273144,307072,46147,37712,26460,20925,29880,11964,15020,8898,14254,7015,12403,13972,10084,8860,5407,7751,7780,5173,6141,11226,1276221,471961,0,471961,996,1678,3205,2801,11539,7498,11126,11679,19342,14209,34490,41412,38320,43847,34311,32671,44115,32607,47743,38372,804260,410035,394225,66111,45618,42936,27324,40603,18522,20181,13930,19980,12478,19507,14672,8692,9474,5417,6459,7801,4669,4049,5802
ACSSF,2011e1,co,000,0100,0000006,47057,23724,8607,0,8607,113,0,96,113,55,234,230,114,774,626,742,739,549,504,224,572,286,833,1241,562,15117,6106,9011,1905,887,2298,1091,187,235,517,0,67,209,131,401,14,332,313,0,107,77,19,221,23333,8029,0,8029,0,46,68,47,204,107,130,479,442,420,1027,800,1432,446,555,354,438,463,412,159,15304,8035,7269,1667,1408,669,425,475,260,622,493,268,118,134,155,159,105,0,168,0,72,0,71,1052895,515939,261195,0,261195,799,442,1372,1429,4352,2079,4832,4321,7132,5983,15289,17041,15952,18301,17241,18014,24262,18904,33008,50442,254744,112840,141904,22640,18859,13967,9527,13920,5750,8114,3972,6652,2914,5508,5387,4584,4213,1931,2352,2820,1640,1834,5320,536956,194629,0,194629,595,524,852,1443,4590,3867,4804,6181,9181,5739,13533,17652,15855,18625,15308,14356,18088,12970,15670,14796,342327,172222,170105,30418,22615,19359,10168,16037,8095,9469,5650,8180,4798,8417,5062,4332,3613,2125,2819,3012,1856,2070,2010
ACSSF,2011e1,co,000,0100,0000007,42648,21084,9916,0,9916,0,386,89,44,184,248,338,158,296,397,646,1047,542,703,276,885,1171,776,1031,699,11168,5095,6073,2044,238,799,547,664,280,61,0,281,275,79,88,131,219,117,112,0,46,1,91,21564,6945,0,6945,108,0,201,0,70,83,154,210,254,488,1027,539,845,523,697,133,380,314,587,332,14619,6456,8163,2499,792,863,349,753,414,241,51,268,247,593,284,264,0,113,224,62,106,40,0,1463736,724471,398999,0,398999,984,706,1838,2102,7848,1999,4488,5417,12619,8387,16028,24174,20984,25397,18737,28976,36988,33060,57721,90546,325472,160304,165168,23507,18853,12493,11398,15960,6214,6906,4926,7602,4101,6895,8585,5500,4647,3476,5399,4960,3533,4307,5906,739265,277332,0,277332,401,1154,2353,1358,6949,3631,6322,5498,10161,8470,20957,23760,22465,25222,19003,18315,26027,19637,32073,23576,461933,237813,224120,35693,23003,23577,17156,24566,10427,10712,8280,11800,7680,11090,9610,4360,5861,3292,3640,4789,2813,1979,3792
ACSSF,2011e1,co,000,0100,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170817,88714,42178,0,42178,634,0,667,252,487,348,814,497,1863,728,2990,3182,3272,3752,3220,4930,3526,2510,3030,5476,46536,24170,22366,3977,1960,1701,2073,1340,436,1198,909,758,592,2087,945,1112,1018,181,489,493,635,243,219,82103,28393,0,28393,223,92,56,486,1036,154,1704,1111,1651,1203,2622,2755,1681,2039,1934,1603,2368,1858,2388,1429,53710,29456,24254,3971,2870,2946,1633,2219,925,1786,538,943,586,1201,1398,859,683,213,169,860,26,246,182
ACSSF,2011e1,co,000,0100,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56136,27477,13486,0,13486,90,0,360,204,294,197,301,113,1018,218,1000,740,472,1062,1481,1653,1352,684,531,1716,13991,7660,6331,1214,833,286,747,274,191,548,318,450,390,152,118,61,413,109,137,90,0,0,0,28659,9820,0,9820,67,53,0,475,363,93,983,576,494,642,1008,441,604,619,652,242,856,496,454,702,18839,10396,8443,2014,1270,870,555,891,244,712,46,198,253,111,475,36,19,110,0,489,0,150,0
ACSSF,2011e1,co,000,0100,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114681,61237,28692,0,28692,544,0,307,48,193,151,513,384,845,510,1990,2442,2800,2690,1739,3277,2174,1826,2499,3760,32545,16510,16035,2763,1127,1415,1326,1066,245,650,591,308,202,1935,827,1051,605,72,352,403,635,243,219,53444,18573,0,18573,156,39,56,11,673,61,721,535,1157,561,1614,2314,1077,1420,1282,1361,1512,1362,1934,727,34871,19060,15811,1957,1600,2076,1078,1328,681,1074,492,745,333,1090,923,823,664,103,169,371,26,96,182
