ACSSF,2011m1,co,000,0058,0000001,4291,14151,9778,8806,9208,5101,7443,8052,8574,8754,3807,5606,24020,13331,11344,11364,3533,6252,14076,11377,11210,3575,9240,5399,4242,3440,2960,1078,1840,3382,2838,2730,1269,1803,6157,3050,1812,1718,860,2602,5285,3146,3118,909,4193,13106,7986,7288,6488,2259,3215,9555,8178,7680,2168,4428,0.4,0.4,,,,,,,,,,,,,,,,,,,2841,3671,10297,10008,4017,9705,2836,8345,8385,3237,8378,2841,3671,10297,10008,1184,9985,2836,8345,8385,1464,8670,2841,3671,10297,10008,2420,10250,2836,8345,8385,2664,8734,0.3,0.3,0.3,1.3,1.7,0.3,0.3,2.1,1.3,2841,3671,10297,10008,10433,8437,3798,2836,8345,8385,10217,8107,4520
ACSSF,2011m1,co,000,0058,0000002,15801,12968,9322,8139,8275,4673,7276,8359,7812,7897,3617,5041,22644,11846,10619,10283,3170,5158,12850,10136,9410,3102,7233,4737,3595,3262,2773,1075,1331,3186,2769,2648,1056,1675,5424,2896,1530,1426,739,2396,4947,2497,2448,769,3946,10887,6869,5963,5370,2201,3262,8538,7517,6923,2045,3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000003,15105,9061,6902,5547,5103,1761,3651,6207,5091,4886,1462,3222,12000,7057,6534,6502,1558,3263,6098,6254,6355,1984,5032,1898,1722,1149,1089,314,1221,1104,1012,892,581,577,2888,1598,839,734,429,1290,2310,1823,1754,471,1709,5621,3966,3639,3409,666,1335,3725,3124,3142,799,1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000004,4993,14028,9481,8407,8839,4711,7216,8229,8763,8920,3689,5652,22187,11935,10780,10819,3414,5773,13314,10360,10359,3497,9111,5481,4180,3469,2942,1070,1772,3582,2858,2700,1202,1739,5808,2774,1612,1498,821,2553,5165,2850,2759,886,4069,12621,7772,6811,5975,2248,3030,9260,8033,7644,1969,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000005,4212,13579,8813,7781,8009,4508,6794,8125,9193,9193,3416,5347,21365,11349,10253,10203,3436,5548,12643,10234,9956,3253,8863,5163,3895,3258,2887,860,1717,3520,2883,2716,1184,1657,5480,2843,1622,1500,817,2544,4813,2749,2665,883,3784,12521,7526,6522,5798,2276,3038,9023,7926,7643,1954,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000006,7172,11598,7643,7053,6718,3589,4931,7350,7382,7205,2602,3928,13100,7650,6714,6556,2466,3972,7120,6559,6086,2339,6141,3872,3144,2538,2240,707,1572,2412,2052,1844,992,1287,3656,1807,1058,1055,381,1572,3103,1617,1555,702,2500,7981,5259,4284,4084,1470,2186,5781,5287,4851,1233,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000007,8095,10428,7567,6566,6468,2946,4956,6264,6510,6294,2541,4229,16659,8624,7791,7495,2764,3923,9753,8047,7844,2456,6498,3254,2113,1962,1870,482,843,2429,1962,1988,632,1235,4150,1800,1097,930,733,1615,3755,2266,2244,582,2924,9753,5878,5300,4588,1719,1896,6453,5440,5353,1569,2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000008,2326,4354,3102,3187,3090,839,2829,2643,2155,1953,863,1776,5590,2658,2760,2955,880,1763,3632,2771,2842,943,2847,1148,786,647,358,470,379,685,498,488,117,445,1381,486,274,267,59,467,1167,552,558,77,1014,2433,1703,1556,1476,538,711,1877,1589,1499,406,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000009,5776,2720,2236,2216,2214,477,1155,1452,1322,1222,440,789,5183,2625,2066,2085,523,1183,2789,2293,2163,615,1712,755,624,624,336,478,8,439,411,407,37,128,1076,388,75,75,201,383,870,323,323,201,819,1572,938,685,651,274,624,1335,1088,1079,120,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000010,5884,3711,2886,2325,2134,644,2586,2240,1714,1565,768,1652,5752,3012,2824,2823,623,1503,3210,2798,2850,761,1919,837,471,282,215,176,379,581,372,357,121,429,1046,374,281,274,59,315,956,428,427,77,847,2237,1482,1390,1338,468,601,1595,1192,1144,391,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000011,3850,4845,3413,2923,2584,1250,2480,2503,1926,1812,829,1578,7070,4155,3508,3561,800,2129,3606,3209,2916,994,2359,1009,708,527,409,322,356,794,536,413,386,616,1821,913,580,576,210,618,1617,1189,1194,169,1217,2872,1795,1541,1327,554,1181,1863,1871,1722,789,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000012,3627,6426,4545,4124,4038,1466,3289,3707,2847,2654,1209,2327,8948,5180,4430,4584,1177,2705,5105,4025,3806,1303,3576,1361,950,786,456,557,533,942,671,565,409,708,2316,1025,598,588,219,805,2001,1287,1307,183,1671,3718,2556,2321,2147,761,1514,2661,2468,2215,906,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000013,916,4612,3001,3232,2996,1527,1968,2690,3015,3018,1509,1743,6479,3427,3328,3412,1420,1855,3957,3385,3237,1369,2692,1533,922,871,829,264,306,1180,895,868,336,621,1878,1060,712,458,541,800,1585,1111,1026,379,1340,3868,2711,2659,2412,861,902,2433,1942,1864,559,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000014,1382,5874,3523,3508,3191,1699,1668,3315,3148,3459,1380,1752,8192,4296,3943,3811,1394,2370,4972,3717,3607,1217,3675,1963,1451,1431,1355,433,285,1280,1180,1049,657,543,2109,825,636,636,201,564,1773,1232,1192,215,1352,4794,2535,2416,2372,487,806,3341,2765,2659,619,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000015,804,3704,2510,2663,2832,1161,1926,2208,2230,2216,689,1601,4792,2646,2568,2524,661,1116,2789,2277,2301,767,2024,863,585,295,300,59,499,718,705,690,137,126,1169,614,504,445,232,433,925,603,543,237,734,2253,1310,1220,1197,471,647,1718,1536,1518,509,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011m1,co,000,0058,0000016,1090,6200,3345,3584,3300,1744,2475,3918,3796,3713,1317,2323,7476,4046,3675,3810,1485,1778,4460,3511,3172,1081,3032,2374,1808,1722,1306,628,729,1512,1248,1215,529,991,2017,1078,665,630,271,895,1629,885,700,577,1468,4351,2533,2371,2298,853,1260,3068,2907,2674,913,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
