ACSSF,2011e1,co,000,0039,0000001,56935645,55140955,27144285,27996670,1794690,2322794,93635,81620,115174,190679,247261,348243,307509,251937,135387,145607,72940,35365,157737,139700,1869617,75079,60884,92168,155204,203802,281104,255654,208430,107396,115318,56727,28015,119076,110760,241770,12326,13751,14715,21909,26334,40613,24403,20813,13761,13528,6739,2584,15419,14875,77042,2110,3564,5348,6433,8897,11465,6386,6993,3182,4891,2748,2387,8617,4021,72487,1224,779,1114,2547,3416,9772,12186,7022,6775,7795,4313,1414,8486,5644,61878,2896,2642,1829,4586,4812,5289,8880,8679,4273,4075,2413,965,6139,4400,56935645,3247170,2800390,3429005,5747825,6299940,9056300,6385665,5454155,2608975,2854285,1566365,1016280,3423235,3046040,2322794,93635,81620,115174,190679,247261,348243,307509,251937,135387,551349,1869617,75079,60884,92168,155204,203802,281104,255654,208430,107396,429896,241770,12326,13751,14715,21909,26334,40613,24403,20813,13761,53145,77042,2110,3564,5348,6433,8897,11465,6386,6993,3182,22664,134365,4120,3421,2943,7133,8228,15061,21066,15701,11048,45644,56935645,3247170,2800390,3429005,5747825,6299940,9056300,6385665,5454155,2608975,11906210
ACSSF,2011e1,co,000,0039,0000002,43012095,41799425,20439890,21359535,1212670,1814358,70201,60385,86793,142555,188840,259490,237006,198657,115516,118830,59625,28127,132407,115926,1442506,56419,45339,67365,113454,154192,206170,195198,165249,91423,93641,45413,21370,96594,90679,187805,8449,10131,12348,17097,19758,30039,17677,15219,11030,11394,5843,2114,14390,12316,71101,1686,3120,4773,5856,8080,10925,5843,5716,3182,4807,2748,2387,8087,3891,59765,957,538,957,1944,2720,7967,10247,5073,5899,5973,3803,1291,7541,4855,53181,2690,1257,1350,4204,4090,4389,8041,7400,3982,3015,1818,965,5795,4185,43012095,2280965,1880735,2522620,4113745,4685620,6723525,4837045,4253290,2196255,2304955,1193255,745735,2843340,2431000,1814358,70201,60385,86793,142555,188840,259490,237006,198657,115516,454915,1442506,56419,45339,67365,113454,154192,206170,195198,165249,91423,347697,187805,8449,10131,12348,17097,19758,30039,17677,15219,11030,46057,71101,1686,3120,4773,5856,8080,10925,5843,5716,3182,21920,112946,3647,1795,2307,6148,6810,12356,18288,12473,9881,39241,43012095,2280965,1880735,2522620,4113745,4685620,6723525,4837045,4253290,2196255,9518290
ACSSF,2011e1,co,000,0039,0000003,13923550,13341530,6704395,6637135,582020,508436,23434,21235,28381,48124,58421,88753,70503,53280,19871,26777,13315,7238,25330,23774,427111,18660,15545,24803,41750,49610,74934,60456,43181,15973,21677,11314,6645,22482,20081,53965,3877,3620,2367,4812,6576,10574,6726,5594,2731,2134,896,470,1029,2559,5941,424,444,575,577,817,540,543,1277,0,84,0,0,530,130,12722,267,241,157,603,696,1805,1939,1949,876,1822,510,123,945,789,8697,206,1385,479,382,722,900,839,1279,291,1060,595,0,344,215,13923550,966205,919655,906385,1634080,1614320,2332775,1548620,1200870,412720,549330,373110,270545,579895,615040,508436,23434,21235,28381,48124,58421,88753,70503,53280,19871,96434,427111,18660,15545,24803,41750,49610,74934,60456,43181,15973,82199,53965,3877,3620,2367,4812,6576,10574,6726,5594,2731,7088,5941,424,444,575,577,817,540,543,1277,0,744,21419,473,1626,636,985,1418,2705,2778,3228,1167,6403,13923550,966205,919655,906385,1634080,1614320,2332775,1548620,1200870,412720,2387920
ACSSF,2011e1,co,000,0039,0000004,53721840,52053475,25130595,26922880,1668365,2158254,87063,75403,106010,179968,230997,322138,281889,232811,127210,135658,68074,32465,148158,130410,1746165,69962,55634,86454,147109,190749,261726,234454,193782,101717,108352,52482,26317,112902,104525,218576,11276,12917,11819,20145,24168,36819,21864,18477,12676,12750,6500,2175,14096,12894,73349,2032,3564,4982,6251,8726,10902,5907,6334,3023,4789,2748,1766,8410,3915,62595,1038,646,1034,2072,3121,8025,11122,5763,5968,6064,4081,1242,7437,4982,57569,2755,2642,1721,4391,4233,4666,8542,8455,3826,3703,2263,965,5313,4094,53721840,3016450,2612030,3154310,5414075,5979750,8526585,6052145,5162010,2509650,2698835,1476175,938915,3279210,2901695,2158254,87063,75403,106010,179968,230997,322138,281889,232811,127210,514765,1746165,69962,55634,86454,147109,190749,261726,234454,193782,101717,404578,218576,11276,12917,11819,20145,24168,36819,21864,18477,12676,48415,73349,2032,3564,4982,6251,8726,10902,5907,6334,3023,21628,120164,3793,3288,2755,6463,7354,12691,19664,14218,9794,40144,53721840,3016450,2612030,3154310,5414075,5979750,8526585,6052145,5162010,2509650,11294830
ACSSF,2011e1,co,000,0039,0000005,51228280,49733160,23525670,26207490,1495120,2035193,81110,72096,101116,169266,222300,305503,261767,217596,120729,127612,64027,30068,139401,122602,1652152,65659,53867,83239,138045,184392,249557,217658,181549,97397,101824,49946,24278,106111,98630,202109,9845,11528,10390,19132,22729,34097,19761,17737,11196,12237,5783,2077,13652,11945,69833,2032,3507,4982,5914,8638,9824,5860,5201,2984,4713,2611,1766,7886,3915,57285,958,552,987,2051,2913,7789,10631,4953,5554,5313,3617,1097,6597,4273,53814,2616,2642,1518,4124,3628,4236,7857,8156,3598,3525,2070,850,5155,3839,51228280,2753290,2521665,3007460,5153385,5820260,8159585,5692785,4918000,2392500,2589480,1418865,907130,3143480,2750400,2035193,81110,72096,101116,169266,222300,305503,261767,217596,120729,483710,1652152,65659,53867,83239,138045,184392,249557,217658,181549,97397,380789,202109,9845,11528,10390,19132,22729,34097,19761,17737,11196,45694,69833,2032,3507,4982,5914,8638,9824,5860,5201,2984,20891,111099,3574,3194,2505,6175,6541,12025,18488,13109,9152,36336,51228280,2753290,2521665,3007460,5153385,5820260,8159585,5692785,4918000,2392500,10809350
ACSSF,2011e1,co,000,0039,0000006,21256275,20610780,11718715,8892065,645495,917390,32753,27846,44165,62552,94854,130827,117374,103234,62034,60202,31883,15708,72156,61802,719212,25250,20058,35334,48631,78004,103871,96100,85344,47926,46099,22570,11637,50725,47663,92945,3779,5108,4860,7904,9603,15981,8554,7991,4460,5712,3516,1028,9013,5436,38532,1248,1625,2382,3114,3072,5471,3473,2529,2226,2836,1407,1538,4831,2780,33285,834,128,730,923,1879,2919,4395,3337,4160,3008,2696,898,3991,3387,33416,1642,927,859,1980,2296,2585,4852,4033,3262,2547,1694,607,3596,2536,21256275,1064180,888235,1175285,1807565,2275990,3282820,2337720,2216620,1122570,1150230,590055,429845,1586635,1328520,917390,32753,27846,44165,62552,94854,130827,117374,103234,62034,241751,719212,25250,20058,35334,48631,78004,103871,96100,85344,47926,178694,92945,3779,5108,4860,7904,9603,15981,8554,7991,4460,24705,38532,1248,1625,2382,3114,3072,5471,3473,2529,2226,13392,66701,2476,1055,1589,2903,4175,5504,9247,7370,7422,24960,21256275,1064180,888235,1175285,1807565,2275990,3282820,2337720,2216620,1122570,5085290
ACSSF,2011e1,co,000,0039,0000007,29972005,29122380,11806960,17315425,849625,1117803,48357,44250,56951,106714,127446,174676,144393,114362,58695,67410,32144,14360,67245,60800,932940,40409,33809,47905,89414,106388,145686,121558,96205,49471,55725,27376,12641,55386,50967,109164,6066,6420,5530,11228,13126,18116,11207,9746,6736,6525,2267,1049,4639,6509,31301,784,1882,2600,2800,5566,4353,2387,2672,758,1877,1204,228,3055,1135,24000,124,424,257,1128,1034,4870,6236,1616,1394,2305,921,199,2606,886,20398,974,1715,659,2144,1332,1651,3005,4123,336,978,376,243,1559,1303,29972005,1689110,1633430,1832175,3345820,3544275,4876760,3355065,2701375,1269930,1439250,828805,477285,1556850,1421875,1117803,48357,44250,56951,106714,127446,174676,144393,114362,58695,241959,932940,40409,33809,47905,89414,106388,145686,121558,96205,49471,202095,109164,6066,6420,5530,11228,13126,18116,11207,9746,6736,20989,31301,784,1882,2600,2800,5566,4353,2387,2672,758,7499,44398,1098,2139,916,3272,2366,6521,9241,5739,1730,11376,29972005,1689110,1633430,1832175,3345820,3544275,4876760,3355065,2701375,1269930,5724060
ACSSF,2011e1,co,000,0039,0000008,2493555,2320315,1604925,715390,173245,123061,5953,3307,4894,10702,8697,16635,20122,15215,6481,8046,4047,2397,8757,7808,94013,4303,1767,3215,9064,6357,12169,16796,12233,4320,6528,2536,2039,6791,5895,16467,1431,1389,1429,1013,1439,2722,2103,740,1480,513,717,98,444,949,3516,0,57,0,337,88,1078,47,1133,39,76,137,0,524,0,5310,80,94,47,21,208,236,491,810,414,751,464,145,840,709,3755,139,0,203,267,605,430,685,299,228,178,193,115,158,255,2493555,263155,90365,146850,260690,159485,367005,359360,244010,117150,109355,57315,31785,135730,151295,123061,5953,3307,4894,10702,8697,16635,20122,15215,6481,31055,94013,4303,1767,3215,9064,6357,12169,16796,12233,4320,23789,16467,1431,1389,1429,1013,1439,2722,2103,740,1480,2721,3516,0,57,0,337,88,1078,47,1133,39,737,9065,219,94,250,288,813,666,1176,1109,642,3808,2493555,263155,90365,146850,260690,159485,367005,359360,244010,117150,485480
ACSSF,2011e1,co,000,0039,0000009,710080,656845,478935,177910,53230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710080,81665,20625,36095,95160,38525,97300,88400,54830,26065,34980,21540,4375,33365,77150,40817,1864,922,1190,4105,2504,5312,5890,4771,2096,12163,30759,872,484,747,3459,1648,3650,4860,4576,1469,8994,4636,845,438,443,481,261,544,495,36,144,949,796,0,0,0,85,0,711,0,0,0,0,4626,147,0,0,80,595,407,535,159,483,2220,710080,81665,20625,36095,95160,38525,97300,88400,54830,26065,171410
ACSSF,2011e1,co,000,0039,0000010,1783480,1663470,1125990,537480,120010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783480,181490,69740,110755,165530,120960,269705,270960,189180,91090,74375,35770,27410,102365,74145,82244,4089,2385,3704,6597,6193,11323,14232,10444,4385,18892,63254,3431,1283,2468,5605,4709,8519,11936,7657,2851,14795,11831,586,951,986,532,1178,2178,1608,704,1336,1772,2720,0,57,0,252,88,367,47,1133,39,737,4439,72,94,250,208,218,259,641,950,159,1588,1783480,181490,69740,110755,165530,120960,269705,270960,189180,91090,314070
