ACSSF,2011e1,co,000,0006,0000001,5116796,4046237,1070559,829837,25247,5834,2600,30795,306,7780,5869,2774,2621,11376,69,20831,2145,1025,1441,6147,912,44,6596,596,1925,0,155415,45562,46035,6575,57243,5116796,4046237,3560652,196454,27931,140122,5494,4848,110736,2765,107971,1070559,757535,6789,23746,3638,455,216359,62037,33249,28788,5116796,4046237,1070559,5116796,4046237,1070559,829837,25247,5834,2600,30795,20831,155415,5116796,4046237,3560652,196454,27931,140122,5494,4848,110736,2765,107971,1070559
ACSSF,2011e1,co,000,0006,0000002,3957683,3049319,908364,719184,18536,4461,2529,26750,306,7425,5337,1331,2143,10208,0,15613,1764,910,1082,4505,732,44,4505,315,1756,0,121291,33694,36456,5856,45285,3957683,3049319,2649793,165783,20197,115062,4902,4570,89012,2316,86696,908364,631142,6095,20532,3391,438,194431,52335,28455,23880,3957683,3049319,908364,3957683,3049319,908364,719184,18536,4461,2529,26750,15613,121291,3957683,3049319,2649793,165783,20197,115062,4902,4570,89012,2316,86696,908364
ACSSF,2011e1,co,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159113,996918,910859,30671,7734,25060,592,278,21724,449,21275,162195,126393,694,3214,247,17,21928,9702,4794,4908,1159113,996918,162195,1159113,996918,162195,110653,6711,1373,71,4045,5218,34124,1159113,996918,910859,30671,7734,25060,592,278,21724,449,21275,162195
ACSSF,2011e1,co,000,0006,0000004,4709563,3727672,981891,770138,24248,5650,2512,29875,306,7513,5828,2636,2590,10933,69,20055,1976,910,1427,6041,785,44,6405,596,1871,0,129413,40864,40161,5006,43382,4709563,3727672,3258598,192563,22198,137958,5404,4450,106501,2765,103736,981891,686094,6699,21534,3280,438,204939,58907,31688,27219,4709563,3727672,981891,4709563,3727672,981891,770138,24248,5650,2512,29875,20055,129413,4709563,3727672,3258598,192563,22198,137958,5404,4450,106501,2765,103736,981891
ACSSF,2011e1,co,000,0006,0000005,4432039,3507531,924508,723302,23841,5465,2512,27053,306,6447,5261,2600,2590,9780,69,19287,1701,910,1427,6030,785,44,5923,596,1871,0,123048,38372,37931,4883,41862,4432039,3507531,3055324,187991,17337,135507,5295,3968,102109,2459,99650,924508,646995,6410,20055,3280,438,190657,56673,30404,26269,4432039,3507531,924508,4432039,3507531,924508,723302,23841,5465,2512,27053,19287,123048,4432039,3507531,3055324,187991,17337,135507,5295,3968,102109,2459,99650,924508
ACSSF,2011e1,co,000,0006,0000006,2011423,1512290,499133,396847,11930,3346,2172,20411,184,6031,4119,1514,1702,6861,0,9269,1064,704,714,2708,557,0,2596,0,926,0,55158,17898,14649,2126,20485,2011423,1512290,1245825,140183,8065,65460,3721,1731,47305,1490,45815,499133,323291,3898,12524,852,345,126729,31494,18852,12642,2011423,1512290,499133,2011423,1512290,499133,396847,11930,3346,2172,20411,9269,55158,2011423,1512290,1245825,140183,8065,65460,3721,1731,47305,1490,45815,499133
ACSSF,2011e1,co,000,0006,0000007,2420616,1995241,425375,326455,11911,2119,340,6642,122,416,1142,1086,888,2919,69,10018,637,206,713,3322,228,44,3327,596,945,0,67890,20474,23282,2757,21377,2420616,1995241,1809499,47808,9272,70047,1574,2237,54804,969,53835,425375,323704,2512,7531,2428,93,63928,25179,11552,13627,2420616,1995241,425375,2420616,1995241,425375,326455,11911,2119,340,6642,10018,67890,2420616,1995241,1809499,47808,9272,70047,1574,2237,54804,969,53835,425375
ACSSF,2011e1,co,000,0006,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277524,220141,203274,4572,4861,2451,109,482,4392,306,4086,57383,39099,289,1479,0,0,14282,2234,1284,950,277524,220141,57383,277524,220141,57383,46836,407,185,0,2822,768,6365,277524,220141,203274,4572,4861,2451,109,482,4392,306,4086,57383
ACSSF,2011e1,co,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92059,71222,20837,,,,,,,,,,,92059,71222,66597,1127,1167,708,109,0,1514,140,1374,20837
ACSSF,2011e1,co,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185465,148919,136677,3445,3694,1743,0,482,2878,166,2712,36546,27055,182,1434,0,0,6333,1542,677,865,185465,148919,36546,,,,,,,,,,,185465,148919,136677,3445,3694,1743,0,482,2878,166,2712,36546
