ACSSF,2011e1,co,000,0001,0000001,76334,33188
ACSSF,2011e1,co,000,0001,0000002,56683,23832
ACSSF,2011e1,co,000,0001,0000003,19651,9356
ACSSF,2011e1,co,000,0001,0000004,66872,28225
ACSSF,2011e1,co,000,0001,0000005,62177,26074
ACSSF,2011e1,co,000,0001,0000006,28060,12085
ACSSF,2011e1,co,000,0001,0000007,34117,13989
ACSSF,2011e1,co,000,0001,0000008,4695,2151
ACSSF,2011e1,co,000,0001,0000009,1328,519
ACSSF,2011e1,co,000,0001,0000010,3367,1632
ACSSF,2011e1,co,000,0001,0000011,9462,4963
ACSSF,2011e1,co,000,0001,0000012,14157,7114
ACSSF,2011e1,co,000,0001,0000013,5521,2112
ACSSF,2011e1,co,000,0001,0000014,8403,3457
ACSSF,2011e1,co,000,0001,0000015,4587,1904
ACSSF,2011e1,co,000,0001,0000016,8503,3986
ACSSF,2011e1,co,000,0001,0000017,3228,1244
ACSSF,2011e1,co,000,0001,0000018,8758,3444
ACSSF,2011e1,co,000,0001,0000019,9051,3854
ACSSF,2011e1,co,000,0001,0000020,4013,1673
ACSSF,2011e1,co,000,0001,0000021,2043,887
ACSSF,2011e1,co,000,0001,0000022,2758,1191
ACSSF,2011e1,co,000,0001,0000023,3238,1268
ACSSF,2011e1,co,000,0001,0000024,1901,804
ACSSF,2011e1,co,000,0001,0000025,4471,1779
ACSSF,2011e1,co,000,0001,0000026,1573,636
ACSSF,2011e1,co,000,0001,0000027,1676,647
ACSSF,2011e1,co,000,0001,0000028,5868,2474
ACSSF,2011e1,co,000,0001,0000029,8503,3986
ACSSF,2011e1,co,000,0001,0000030,2195,893
ACSSF,2011e1,co,000,0001,0000031,1134,438
ACSSF,2011e1,co,000,0001,0000032,1138,415
ACSSF,2011e1,co,000,0001,0000033,2282,1022
ACSSF,2011e1,co,000,0001,0000034,1160,487
ACSSF,2011e1,co,000,0001,0000035,811,357
ACSSF,2011e1,co,000,0001,0000036,1917,845
ACSSF,2011e1,co,000,0001,0000037,1421,523
ACSSF,2011e1,co,000,0001,0000038,1560,675
ACSSF,2011e1,co,000,0001,0000039,1573,636
ACSSF,2011e1,co,000,0001,0000040,5868,2474
ACSSF,2011e1,co,000,0001,0000041,4471,1779
ACSSF,2011e1,co,000,0001,0000042,8503,3986
ACSSF,2011e1,co,000,0001,0000043,2195,893
ACSSF,2011e1,co,000,0001,0000044,811,357
ACSSF,2011e1,co,000,0001,0000045,1134,438
ACSSF,2011e1,co,000,0001,0000046,1917,845
ACSSF,2011e1,co,000,0001,0000047,9422,4428
ACSSF,2011e1,co,000,0001,0000048,9767,4436
ACSSF,2011e1,co,000,0001,0000049,12617,6164
ACSSF,2011e1,co,000,0001,0000050,12114,5027
ACSSF,2011e1,co,000,0001,0000051,10778,4377
ACSSF,2011e1,co,000,0001,0000052,11723,4657
ACSSF,2011e1,co,000,0001,0000053,9913,4099
ACSSF,2011e1,co,000,0001,0000054,1830,895
ACSSF,2011e1,co,000,0001,0000055,1804,742
ACSSF,2011e1,co,000,0001,0000056,1919,813
ACSSF,2011e1,co,000,0001,0000057,2084,854
ACSSF,2011e1,co,000,0001,0000058,3238,1268
ACSSF,2011e1,co,000,0001,0000059,4152,1721
ACSSF,2011e1,co,000,0001,0000060,2650,1399
ACSSF,2011e1,co,000,0001,0000061,2653,1138
ACSSF,2011e1,co,000,0001,0000062,3209,1563
ACSSF,2011e1,co,000,0001,0000063,1713,1341
ACSSF,2011e1,co,000,0001,0000064,2106,984
ACSSF,2011e1,co,000,0001,0000065,1976,815
ACSSF,2011e1,co,000,0001,0000066,1766,731
ACSSF,2011e1,co,000,0001,0000067,1764,716
ACSSF,2011e1,co,000,0001,0000068,1462,641
ACSSF,2011e1,co,000,0001,0000069,1680,634
ACSSF,2011e1,co,000,0001,0000070,1732,632
ACSSF,2011e1,co,000,0001,0000071,2229,806
ACSSF,2011e1,co,000,0001,0000072,1699,677
ACSSF,2011e1,co,000,0001,0000073,1667,680
ACSSF,2011e1,co,000,0001,0000074,1895,756
ACSSF,2011e1,co,000,0001,0000075,2030,830
ACSSF,2011e1,co,000,0001,0000076,1436,730
ACSSF,2011e1,co,000,0001,0000077,1556,826
ACSSF,2011e1,co,000,0001,0000078,2028,1067
ACSSF,2011e1,co,000,0001,0000079,1694,660
ACSSF,2011e1,co,000,0001,0000080,1933,811
ACSSF,2011e1,co,000,0001,0000081,1362,633
ACSSF,2011e1,co,000,0001,0000082,2444,1033
ACSSF,2011e1,co,000,0001,0000083,1958,887
ACSSF,2011e1,co,000,0001,0000084,1861,711
ACSSF,2011e1,co,000,0001,0000085,1909,744
ACSSF,2011e1,co,000,0001,0000086,2167,681
ACSSF,2011e1,co,000,0001,0000087,1441,686
ACSSF,2011e1,co,000,0001,0000088,1702,751
ACSSF,2011e1,co,000,0001,0000089,1857,693
ACSSF,2011e1,co,000,0001,0000090,1591,633
ACSSF,2011e1,co,000,0001,0000091,2137,1006
ACSSF,2011e1,co,000,0001,0000092,1320,442
ACSSF,2011e1,co,000,0001,0000093,2933,1113
