ACSSF,2011e1,co,000,0170,0000001,3798057,1688005,976089,947340,41530,905810,28749,23254,5495,711916,692677,24618,668059,19239,16269,2970,1085606,493956,454326,48381,405945,39630,37734,1896,591650,552553,65366,487187,39097,36964,2133,1024446,398779,216544,79825,136719,182235,179416,2819,625667,375385,101698,273687,250282,244855,5427,4981540,823267,607953,274712,423639,215314,1088843,828657,589545,377981,260186,950015,797550,693926,204906,152465,683126,623624,577450,107289,59502,1436289,1368223,1318446,139828,68066,3798057,1688005,1640017,66148,1573869,47988,39523,8465,1085606,1006879,113747,893132,78727,74698,4029,1024446,591929,181523,410406,432517,424271,8246
ACSSF,2011e1,co,000,0170,0000002,2949353,1294647,744014,723258,32390,690868,20756,16588,4168,550633,535310,20446,514864,15323,12792,2531,859625,396834,369368,40499,328869,27466,25834,1632,462791,434662,55674,378988,28129,26637,1492,795081,305262,170198,63927,106271,135064,132988,2076,489819,290663,85536,205127,199156,195245,3911,3847335,695032,512335,225660,361098,182697,882015,668833,470886,303535,213182,738562,613154,533385,156745,125408,511194,465019,427334,82544,46175,1020532,968915,932725,99115,51617,2949353,1294647,1258568,52836,1205732,36079,29380,6699,859625,804030,96173,707857,55595,52471,3124,795081,460861,149463,311398,334220,328233,5987
ACSSF,2011e1,co,000,0170,0000003,848704,393358,232075,224082,9140,214942,7993,6666,1327,161283,157367,4172,153195,3916,3477,439,225981,97122,84958,7882,77076,12164,11900,264,128859,117891,9692,108199,10968,10327,641,229365,93517,46346,15898,30448,47171,46428,743,135848,84722,16162,68560,51126,49610,1516,1134205,128235,95618,49052,62541,32617,206828,159824,118659,74446,47004,211453,184396,160541,48161,27057,171932,158605,150116,24745,13327,415757,399308,385721,40713,16449,848704,393358,381449,13312,368137,11909,10143,1766,225981,202849,17574,185275,23132,22227,905,229365,131068,32060,99008,98297,96038,2259
ACSSF,2011e1,co,000,0170,0000004,3494924,1570357,905735,880334,38059,842275,25401,20191,5210,664622,647149,22596,624553,17473,14746,2727,994267,450152,415300,43404,371896,34852,33020,1832,544115,509570,58827,450743,34545,32481,2064,930300,358964,197127,71647,125480,161837,159097,2740,571336,346319,93202,253117,225017,220205,4812,4592092,743611,550498,253469,377771,193113,984315,748709,532741,340402,235606,869443,729392,636849,185324,140051,630980,576007,533028,99571,54973,1363743,1300620,1255321,129523,63123,3494924,1570357,1527483,60655,1466828,42874,34937,7937,994267,924870,102231,822639,69397,65501,3896,930300,543446,164849,378597,386854,379302,7552
ACSSF,2011e1,co,000,0170,0000005,3289596,1481209,851860,828384,36763,791621,23476,18381,5095,629349,612768,21736,591032,16581,13974,2607,935391,420918,389108,41139,347969,31810,30057,1753,514473,482379,56061,426318,32094,30087,2007,872996,336007,185553,67567,117986,150454,147777,2677,536989,326180,89598,236582,210809,206273,4536,4330466,693934,517189,237583,354119,176745,915368,704462,499472,322699,210906,818766,688247,600791,175371,130519,596132,545019,504933,92068,51113,1306266,1245810,1204376,121731,60456,3289596,1481209,1441152,58499,1382653,40057,32355,7702,935391,871487,97200,774287,63904,60144,3760,872996,511733,157165,354568,361263,354050,7213
ACSSF,2011e1,co,000,0170,0000006,1515349,643691,361981,353359,19682,333677,8622,6674,1948,281710,273976,11786,262190,7734,7097,637,460164,218804,204956,24349,180607,13848,12890,958,241360,228440,32376,196064,12920,12083,837,411494,158784,94543,38104,56439,64241,63346,895,252710,156756,49418,107338,95954,94141,1813,1948995,405327,302084,132331,204921,103243,478858,362285,248358,167371,116573,355156,295436,253275,78179,59720,253832,227613,206963,43480,26219,455822,436092,419668,47805,19730,1515349,643691,627335,31468,595867,16356,13771,2585,460164,433396,56725,376671,26768,24973,1795,411494,251299,87522,163777,160195,157487,2708
ACSSF,2011e1,co,000,0170,0000007,1774247,837518,489879,475025,17081,457944,14854,11707,3147,347639,338792,9950,328842,8847,6877,1970,475227,202114,184152,16790,167362,17962,17167,795,273113,253939,23685,230254,19174,18004,1170,461502,177223,91010,29463,61547,86213,84431,1782,284279,169424,40180,129244,114855,112132,2723,2381471,288607,215105,105252,149198,73502,436510,342177,251114,155328,94333,463610,392811,347516,97192,70799,342300,317406,297970,48588,24894,850444,809718,784708,73926,40726,1774247,837518,813817,27031,786786,23701,18584,5117,475227,438091,40475,397616,37136,35171,1965,461502,260434,69643,190791,201068,196563,4505
ACSSF,2011e1,co,000,0170,0000008,205328,89148,53875,51950,1296,50654,1925,1810,115,35273,34381,860,33521,892,772,120,58876,29234,26192,2265,23927,3042,2963,79,29642,27191,2766,24425,2451,2394,57,57304,22957,11574,4080,7494,11383,11320,63,34347,20139,3604,16535,14208,13932,276,261626,49677,33309,15886,23652,16368,68947,44247,33269,17703,24700,50677,41145,36058,9953,9532,34848,30988,28095,7503,3860,57477,54810,50945,7792,2667,205328,89148,86331,2156,84175,2817,2582,235,58876,53383,5031,48352,5493,5357,136,57304,31713,7684,24029,25591,25252,339
ACSSF,2011e1,co,000,0170,0000009,70318,30602,18564,17959,378,17581,605,570,35,12038,11683,567,11116,355,283,72,19863,8590,7704,1069,6635,886,825,61,11273,10314,1519,8795,959,959,0,19853,8073,4027,1130,2897,4046,4046,0,11780,6876,973,5903,4904,4889,15,87688,22403,14580,6022,11277,7823,23133,16162,13063,5693,6971,16597,12634,11932,2521,3963,10261,9286,8438,2237,975,15294,14619,13651,1702,675,70318,30602,29642,945,28697,960,853,107,19863,18018,2588,15430,1845,1784,61,19853,10903,2103,8800,8950,8935,15
ACSSF,2011e1,co,000,0170,0000010,135010,58546,35311,33991,918,33073,1320,1240,80,23235,22698,293,22405,537,489,48,39013,20644,18488,1196,17292,2156,2138,18,18369,16877,1247,15630,1492,1435,57,37451,14884,7547,2950,4597,7337,7274,63,22567,13263,2631,10632,9304,9043,261,173938,27274,18729,9864,12375,8545,45814,28085,20206,12010,17729,34080,28511,24126,7432,5569,24587,21702,19657,5266,2885,42183,40191,37294,6090,1992,135010,58546,56689,1211,55478,1857,1729,128,39013,35365,2443,32922,3648,3573,75,37451,20810,5581,15229,16641,16317,324
