ACSSF,2011e1,co,000,0010,0000001,2832490,847,225,154,234568,14287,1089,1163,435,2357,1040,473,912,3254,3564,1203,153,822,3177,1228,1626,484,11384,1698,811,4306,0,226,1880,0,9956,3876,11396,26542,6651,154077,294,72155,2738,24026,9890,348891,308,7291,0,6211,328,2541,151770,955,89089,1064,3138,106,202,64,246,8277,34614,663,35911,2212,2771,16293,9031,26837,36454,955,2035,2701,3363,0,23955,60,5901,1139,0,191,383,0,67,1809,1012,1039,0,0,10973,1381,33970,6635,746,4855,7996,2776,0,0,0,0,63,135,431,1614,127,0,406,0,4134,1352422,2832490,234568,14287,11384,9956,11396,26542,154077,72155,24026,9890,348891,7291,6211,151770,89089,3138,34614,35911,2212,16293,26837,36454,2701,23955,33970,6635,4855,7996,2776,1422610
ACSSF,2011e1,co,000,0010,0000002,2228441,652,225,0,166765,12328,1089,1151,216,2150,420,422,688,2628,3564,952,153,594,2400,859,1366,479,8412,658,811,3526,0,139,1204,0,7730,2672,9785,19742,5914,112127,294,57751,1824,18941,7272,250523,214,6440,0,4858,259,2458,117077,887,67649,971,2505,106,202,43,35,6727,26955,302,26465,1462,2217,13682,7014,20925,26069,692,1707,2229,1570,0,21600,60,5901,1139,0,191,383,0,67,1809,772,1039,0,0,8858,1381,23222,4009,746,4245,5917,2588,0,0,0,0,63,42,431,1602,44,0,406,0,3435,1124861,2228441,166765,12328,8412,7730,9785,19742,112127,57751,18941,7272,250523,6440,4858,117077,67649,2505,26955,26465,1462,13682,20925,26069,2229,21600,23222,4009,4245,5917,2588,1179168
ACSSF,2011e1,co,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604049,67803,1959,2972,2226,1611,6800,41950,14404,5085,2618,98368,851,1353,34693,21440,633,7659,9446,750,2611,5912,10385,472,2355,10748,2626,610,2079,188,243442
ACSSF,2011e1,co,000,0010,0000004,2604199,847,225,154,211787,13989,1089,1163,435,2270,1040,473,912,3248,3359,1203,153,707,2651,903,1587,479,10954,1698,811,4113,0,213,1706,0,8709,3578,10160,24688,6618,136417,294,66955,2577,21622,9081,317603,308,6608,0,6012,328,2541,137591,955,81240,1064,3045,106,202,64,35,7563,30597,629,32953,2082,2562,15372,7839,24068,31747,866,1884,2526,3170,0,23861,60,5901,1139,0,191,383,0,67,1809,953,1039,0,0,10938,1381,31133,5904,746,4652,7492,2764,0,0,0,0,63,135,431,1602,127,0,406,0,4134,1257074,2604199,211787,13989,10954,8709,10160,24688,136417,66955,21622,9081,317603,6608,6012,137591,81240,3045,30597,32953,2082,15372,24068,31747,2526,23861,31133,5904,4652,7492,2764,1322587
ACSSF,2011e1,co,000,0010,0000005,2454093,812,225,154,200392,13814,1089,1151,435,2158,1040,422,912,3248,3359,1203,153,669,2533,786,1395,479,10569,701,375,3842,0,139,1706,0,8584,3178,9854,23062,6496,126798,294,65127,2492,19689,8539,294551,222,6595,0,5908,328,2541,127234,955,76260,1011,2990,106,202,64,35,7521,28917,592,31109,1856,2562,14476,7508,22640,30020,866,1884,2473,2814,0,23097,60,5901,1139,0,191,383,0,67,1307,953,1039,0,0,10676,1381,29676,5307,746,4482,7010,2764,0,0,0,0,63,135,431,1602,127,0,406,0,3586,1189125,2454093,200392,13814,10569,8584,9854,23062,126798,65127,19689,8539,294551,6595,5908,127234,76260,2990,28917,31109,1856,14476,22640,30020,2473,23097,29676,5307,4482,7010,2764,1250300
ACSSF,2011e1,co,000,0010,0000006,1171261,662,44,0,74734,8103,733,585,435,886,979,287,376,1923,1899,647,81,398,897,337,789,280,5374,277,375,1766,0,54,802,0,2846,1115,3738,10555,2627,48456,167,31374,750,8847,3983,116201,70,3855,0,2545,132,1141,51411,903,34697,379,1664,106,120,0,35,4181,11004,117,11845,953,1563,7665,3127,9592,12102,405,655,882,693,0,15659,60,5009,823,0,191,383,0,67,1253,289,438,0,0,5867,1279,11237,2096,352,2222,2861,2230,0,0,0,0,63,0,350,1497,44,0,276,0,1277,645206,1171261,74734,8103,5374,2846,3738,10555,48456,31374,8847,3983,116201,3855,2545,51411,34697,1664,11004,11845,953,7665,9592,12102,882,15659,11237,2096,2222,2861,2230,672530
ACSSF,2011e1,co,000,0010,0000007,1282832,150,181,154,125658,5711,356,566,0,1272,61,135,536,1325,1460,556,72,271,1636,449,606,199,5195,424,0,2076,0,85,904,0,5738,2063,6116,12507,3869,78342,127,33753,1742,10842,4556,178350,152,2740,0,3363,196,1400,75823,52,41563,632,1326,0,82,64,0,3340,17913,475,19264,903,999,6811,4381,13048,17918,461,1229,1591,2121,0,7438,0,892,316,0,0,0,0,0,54,664,601,0,0,4809,102,18439,3211,394,2260,4149,534,0,0,0,0,0,135,81,105,83,0,130,0,2309,543919,1282832,125658,5711,5195,5738,6116,12507,78342,33753,10842,4556,178350,2740,3363,75823,41563,1326,17913,19264,903,6811,13048,17918,1591,7438,18439,3211,2260,4149,534,577770
ACSSF,2011e1,co,000,0010,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150106,11395,175,385,125,306,1626,9619,1828,1933,542,23052,13,104,10357,4980,55,1680,1844,226,896,1428,1727,53,764,1457,597,170,482,0,72287
ACSSF,2011e1,co,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100944,6827,63,293,125,213,1327,6859,962,1218,440,16670,13,7,7521,3040,55,887,1582,226,791,1114,1273,53,262,1130,469,170,391,0,46963
