ACSSF,2011e1,co,000,0055,0000001,1975388,1256471,561985,275318,240285,109112,44230,25541,718917,568963,123279,18545,5742,1678,457,253,1975388,53951,1921437,1975388,1256471,561985,275318,240285,178883,718917,568963,123279,18545,5742,2388
ACSSF,2011e1,co,000,0055,0000002,1542044,944510,414544,213257,181490,81814,34375,19030,597534,468441,105480,16178,5292,1528,429,186,,,,1542044,944510,414544,213257,181490,135219,597534,468441,105480,16178,5292,2143
ACSSF,2011e1,co,000,0055,0000003,433344,311961,147441,62061,58795,27298,9855,6511,121383,100522,17799,2367,450,150,28,67,,,,433344,311961,147441,62061,58795,43664,121383,100522,17799,2367,450,245
ACSSF,2011e1,co,000,0055,0000004,1814073,1152645,508264,254832,223190,101323,41177,23859,661428,519237,117104,17568,5503,1334,429,253,,,,1814073,1152645,508264,254832,223190,166359,661428,519237,117104,17568,5503,2016
ACSSF,2011e1,co,000,0055,0000005,1707150,1084095,474090,241391,210175,96546,39465,22428,623055,488934,110783,16523,5305,942,315,253,,,,1707150,1084095,474090,241391,210175,158439,623055,488934,110783,16523,5305,1510
ACSSF,2011e1,co,000,0055,0000006,803693,452136,199478,99477,83382,41231,17597,10971,351557,268545,66756,11552,3647,746,271,40,,,,803693,452136,199478,99477,83382,69799,351557,268545,66756,11552,3647,1057
ACSSF,2011e1,co,000,0055,0000007,903457,631959,274612,141914,126793,55315,21868,11457,271498,220389,44027,4971,1658,196,44,213,,,,903457,631959,274612,141914,126793,88640,271498,220389,44027,4971,1658,453
ACSSF,2011e1,co,000,0055,0000008,106923,68550,34174,13441,13015,4777,1712,1431,38373,30303,6321,1045,198,392,114,0,,,,106923,68550,34174,13441,13015,7920,38373,30303,6321,1045,198,506
ACSSF,2011e1,co,000,0055,0000009,36715,22616,11226,5156,3535,1640,635,424,14099,11059,2167,367,0,392,114,0,,,,36715,22616,11226,5156,3535,2699,14099,11059,2167,367,0,506
ACSSF,2011e1,co,000,0055,0000010,70208,45934,22948,8285,9480,3137,1077,1007,24274,19244,4154,678,198,0,0,0,,,,70208,45934,22948,8285,9480,5221,24274,19244,4154,678,198,0
ACSSF,2011e1,co,000,0055,0000011,161315,103826,53721,20486,17095,7789,3053,1682,57489,49726,6175,977,239,344,28,0,,,,161315,103826,53721,20486,17095,12524,57489,49726,6175,977,239,372
ACSSF,2011e1,co,000,0055,0000012,268238,172376,87895,33927,30110,12566,4765,3113,95862,80029,12496,2022,437,736,142,0,,,,268238,172376,87895,33927,30110,20444,95862,80029,12496,2022,437,878
ACSSF,2011e1,co,000,0055,0000013,151973,106186,38137,26552,20145,10712,6506,4134,45787,38006,6275,934,356,70,0,146,,,,151973,106186,38137,26552,20145,21352,45787,38006,6275,934,356,216
ACSSF,2011e1,co,000,0055,0000014,224082,146656,59331,34880,29949,13085,5758,3653,77426,66180,9949,1087,170,0,0,40,,,,224082,146656,59331,34880,29949,22496,77426,66180,9949,1087,170,40
ACSSF,2011e1,co,000,0055,0000015,118559,71937,31357,16855,15734,5835,1510,646,46622,31995,10394,2564,1250,419,0,0,,,,118559,71937,31357,16855,15734,7991,46622,31995,10394,2564,1250,419
ACSSF,2011e1,co,000,0055,0000016,266624,125763,58883,25794,20565,11765,5264,3492,140861,108816,28090,3211,396,77,271,0,,,,266624,125763,58883,25794,20565,20521,140861,108816,28090,3211,396,348
