ACSSF,2011m1,co,000,0011,0000001,23344,1145,850,591,4244,3372,389,85,1815,1192,2149,69,550,1064,338,550,145,729,2613,419,1560,979,2127,933,862,1492,201,320,1222,201,3998,1142,3564,6346,1189,12277,243,3787,1660,7681,3142,18241,493,2357,150,2145,590,1154,15024,418,9908,1594,2165,261,56,563,406,659,5673,410,7842,1639,1325,4422,1769,4744,9966,815,711,1138,979,201,3224,34,1318,284,276,201,453,201,201,201,744,31,60,201,2583,465,5031,2146,804,1581,4098,2203,201,222,201,201,201,81,367,2055,356,201,693,201,1312,22245,23344,4244,3372,2127,3998,3564,6346,12277,3787,7681,3142,18241,2357,2145,15024,9908,2165,5673,7842,1639,4422,4744,9966,1138,3224,5031,2146,1581,4098,2203,22752
ACSSF,2011m1,co,000,0011,0000002,19275,414,142,201,3743,1729,389,39,358,1134,498,38,470,441,338,413,145,735,2123,332,1346,979,1757,640,862,1299,201,307,1116,201,3886,1074,3411,6022,1142,10358,232,3291,1628,6599,1578,15745,86,2094,150,1510,583,1133,11718,333,8414,453,1896,222,56,563,121,561,4826,285,6163,1484,1253,4022,1586,4141,5789,640,717,944,947,201,2748,34,1318,284,276,201,453,201,201,201,744,31,60,201,1924,217,4851,1889,786,1219,3520,2169,201,222,201,201,201,51,367,2055,159,201,541,201,1162,20026,19275,3743,1729,1757,3886,3411,6022,10358,3291,6599,1578,15745,2094,1510,11718,8414,1896,4826,6163,1484,4022,4141,5789,944,2748,4851,1889,1219,3520,2169,20071
ACSSF,2011m1,co,000,0011,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17899,2297,2925,1033,1422,1530,2648,7564,1510,4133,2628,12898,904,1292,8741,6147,988,2326,4485,710,2355,1701,7283,523,1318,3763,1282,1239,2931,526,10694
ACSSF,2011m1,co,000,0011,0000004,22187,1145,850,591,4197,3355,389,85,1815,1185,2149,69,543,1064,338,546,145,729,2242,332,1588,979,1894,946,862,1426,201,320,1201,201,3958,1092,3562,6341,1189,11831,232,3631,1698,7377,3023,17543,493,2394,150,2185,590,1154,15546,418,9488,1593,2114,261,56,563,121,659,5335,410,7602,1657,1269,4211,1773,4455,9836,797,717,1138,934,201,3196,34,1318,284,276,201,453,201,201,201,745,31,60,201,2560,465,5165,2052,804,1543,4105,2163,201,222,201,201,201,81,367,2055,356,201,541,201,1301,22778,22187,4197,3355,1894,3958,3562,6341,11831,3631,7377,3023,17543,2394,2185,15546,9488,2114,5335,7602,1657,4211,4455,9836,1138,3196,5165,2052,1543,4105,2163,23421
ACSSF,2011m1,co,000,0011,0000005,21963,1145,850,591,4233,3361,389,85,1815,1187,2149,38,543,1064,338,546,145,550,2220,332,1448,979,1877,946,745,1426,201,320,1185,201,3978,1105,3565,6031,1182,11670,232,3590,1574,7551,2862,17354,493,2340,150,2157,590,1154,14273,418,9232,1573,2052,261,56,563,121,659,5072,378,6953,1617,1266,4167,1735,4092,9666,797,715,1059,925,201,3198,34,1318,284,276,201,453,201,201,201,745,31,60,201,2555,465,5092,1960,790,1505,4089,2163,201,222,201,201,201,81,367,2055,356,201,541,201,1264,22935,21963,4233,3361,1877,3978,3565,6031,11670,3590,7551,2862,17354,2340,2157,14273,9232,2052,5072,6953,1617,4167,4092,9666,1059,3198,5092,1960,1505,4089,2163,23361
ACSSF,2011m1,co,000,0011,0000006,14437,414,142,201,3022,2415,332,39,201,827,2090,38,184,293,239,275,125,473,1478,245,660,787,1209,872,745,744,201,255,916,201,1997,600,1883,3001,926,7389,177,2641,1162,5277,1272,9737,201,1670,150,1457,392,1033,8671,320,5919,1474,1828,200,56,56,201,422,3516,222,4005,1258,1044,2765,1097,2859,3959,612,335,572,593,201,2518,34,1318,170,276,201,321,201,201,201,184,201,60,201,1955,465,3745,999,216,809,3268,1215,201,222,201,201,201,51,304,1017,201,201,531,201,860,14223,14437,3022,2415,1209,1997,1883,3001,7389,2641,5277,1272,9737,1670,1457,8671,5919,1828,3516,4005,1258,2765,2859,3959,572,2518,3745,999,809,3268,1215,14754
ACSSF,2011m1,co,000,0011,0000007,17683,918,831,591,3437,2306,200,76,1815,841,495,201,462,965,233,433,73,398,1385,198,1272,578,1494,426,201,1298,201,200,809,201,3430,959,2846,5051,695,8858,157,2127,976,5740,2810,14969,493,1861,201,1569,414,560,11860,292,6757,580,822,206,201,563,121,451,3997,310,6349,1190,569,2922,1238,3071,7696,564,636,849,605,201,1779,201,201,235,201,201,319,201,201,201,743,31,201,201,1568,201,4263,1754,761,1370,2387,1450,201,201,201,201,201,93,223,1436,356,201,25,201,962,16176,17683,3437,2306,1494,3430,2846,5051,8858,2127,5740,2810,14969,1861,1569,11860,6757,822,3997,6349,1190,2922,3071,7696,849,1779,4263,1754,1370,2387,1450,16581
ACSSF,2011m1,co,000,0011,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6143,797,77,293,312,540,1322,3433,661,1227,798,4360,406,147,3637,3101,492,1532,2816,316,646,1166,1351,423,94,1158,508,335,683,201,4963
ACSSF,2011m1,co,000,0011,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4609,747,57,155,242,194,712,2478,291,1097,239,3057,223,92,2770,2727,99,743,2518,201,291,1034,944,201,94,684,112,201,600,201,2716
ACSSF,2011m1,co,000,0011,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5404,427,53,235,197,508,1051,2645,612,820,731,3793,357,115,2998,1440,484,1343,858,316,545,607,1061,423,201,1181,500,335,574,201,4384
