ACSSF,2011e1,co,000,0062,0000001,1004523,360908,25087,21532,21990,21511,22807,23234,22409,21327,18030,18645,19409,20710,18275,20195,60160,5587,643615,4162872,1104574,124739,433131,214802,331902,3058298,194511,65494,5600,22140,13060,24694,129017,49240,16616,1913,7156,3381,4166,32624,138768,45160,5073,16590,8890,14607,93608,5434,1424,6,1075,174,169,4010,208385,67907,8244,30770,16971,11922,140478,159259,76628,12050,34483,14886,15209,82631,3451904,850521,92870,312792,160544,284315,2601383,1004523,360908,46619,169953,78589,65747,643615
ACSSF,2011e1,co,000,0062,0000002,852146,301542,19955,19324,18427,18261,18709,18413,20036,18542,15101,14152,15907,16733,15227,17071,51121,4563,550604,3161109,848306,92759,316624,159908,279015,2312803,164103,53380,5350,18808,10066,19156,110723,39194,14380,1607,6325,2862,3586,24814,114217,37866,4170,13585,7506,12605,76351,4831,1413,0,1075,174,164,3418,187080,61459,7693,27746,15559,10461,125621,130247,62627,10245,27332,11776,13274,67620,2568995,642070,66723,219216,116744,239387,1926925,852146,301542,39279,141641,64938,55684,550604
ACSSF,2011e1,co,000,0062,0000003,152377,59366,5132,2208,3563,3250,4098,4821,2373,2785,2929,4493,3502,3977,3048,3124,9039,1024,93011,1001763,256268,31980,116507,54894,52887,745495,30408,12114,250,3332,2994,5538,18294,10046,2236,306,831,519,580,7810,24551,7294,903,3005,1384,2002,17257,,,,,,,,21305,6448,551,3024,1412,1461,14857,29012,14001,1805,7151,3110,1935,15011,882909,208451,26147,93576,43800,44928,674458,152377,59366,7340,28312,13651,10063,93011
ACSSF,2011e1,co,000,0062,0000004,920372,333081,21878,20067,21007,19528,21481,21068,20927,20087,16854,16707,18486,19255,16617,18161,55819,5139,587291,3802161,1020934,114288,398086,194475,314085,2781227,190530,65111,5508,22076,13030,24497,125419,41999,14542,1662,6019,2994,3867,27457,136246,44481,5073,16273,8663,14472,91765,5333,1413,0,1075,174,164,3920,196917,64203,7641,29208,16451,10903,132714,152190,73360,11464,32771,14254,14871,78830,3158878,789239,86340,287338,145501,270060,2369639,920372,333081,41945,157659,72519,60958,587291
ACSSF,2011e1,co,000,0062,0000005,865628,315064,20740,19484,19587,18075,20549,19631,19471,18981,15732,15760,17410,18178,15760,17188,53543,4975,550564,3566895,967507,108977,375420,182168,300942,2599388,185729,64720,5450,21935,12881,24454,121009,35831,12895,1568,5300,2411,3616,22936,133803,44026,5043,16050,8557,14376,89777,5224,1413,0,1075,174,164,3811,182623,59755,7268,26397,15665,10425,122868,145751,70895,11103,31838,13701,14253,74856,2960562,747801,82087,271108,136172,258434,2212761,865628,315064,40224,147786,68536,58518,550564
ACSSF,2011e1,co,000,0062,0000006,467253,166467,10681,10802,9975,9640,10616,10457,9597,9752,7945,7779,8801,8297,7751,9742,30915,3717,300786,1508251,415418,43291,139571,64141,168415,1092833,137816,48446,4402,15815,9523,18706,89370,19695,7434,1011,2636,1584,2203,12261,63519,20035,1893,7069,3614,7459,43484,3702,1138,0,933,82,123,2564,119702,40700,5736,16449,11165,7350,79002,72582,33869,6556,12186,5183,9944,38713,1205029,309232,31527,88613,44073,145019,895797,467253,166467,21483,75761,34591,34632,300786
ACSSF,2011e1,co,000,0062,0000007,398375,148597,10059,8682,9612,8435,9933,9174,9874,9229,7787,7981,8609,9881,8009,7446,22628,1258,249778,2058644,552089,65686,235849,118027,132527,1506555,47913,16274,1048,6120,3358,5748,31639,16136,5461,557,2664,827,1413,10675,70284,23991,3150,8981,4943,6917,46293,,,,,,,,62921,19055,1532,9948,4500,3075,43866,73169,37026,4547,19652,8518,4309,36143,1755533,438569,50560,182495,92099,113415,1316964,398375,148597,18741,72025,33945,23886,249778
ACSSF,2011e1,co,000,0062,0000008,54744,18017,1138,583,1420,1453,932,1437,1456,1106,1122,947,1076,1077,857,973,2276,164,36727,235266,53427,5311,22666,12307,13143,181839,,,,,,,,6168,1647,94,719,583,251,4521,,,,,,,,,,,,,,,14294,4448,373,2811,786,478,9846,6439,2465,361,933,553,618,3974,198316,41438,4253,16230,9329,11626,156878,54744,18017,1721,9873,3983,2440,36727
ACSSF,2011e1,co,000,0062,0000009,20254,6470,389,172,1010,0,449,900,486,171,596,370,243,271,170,314,929,0,13784,76543,19361,1549,6839,4707,6266,57182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087,709,0,374,119,216,1378,64812,15388,1281,4645,3938,5524,49424,20254,6470,561,3982,998,929,13784
ACSSF,2011e1,co,000,0062,0000010,34490,11547,749,411,410,1453,483,537,970,935,526,577,833,806,687,659,1347,164,22943,158723,34066,3762,15827,7600,6877,124657,,,,,,,,4956,1405,94,719,362,230,3551,,,,,,,,,,,,,,,6555,2286,80,1180,647,379,4269,4352,1756,361,559,434,402,2596,133504,26050,2972,11585,5391,6102,107454,34490,11547,1160,5891,2985,1511,22943
