ACSSF,2010m1,co,000,0090,0000001,3865,2187,1089,279,1089,100,55,176,279,150,90,243,362,307,354,293,353,264,371,313,338,227,264,201,221,1894,1145,1493,916,564,269,462,258,242,375,385,219,119,154,404,70,141,129,279,201,98,279,69,2395,1299,279,1299,202,279,138,279,128,240,393,226,352,357,477,294,533,315,203,296,238,316,58,119,2088,1453,1253,762,366,327,493,431,402,76,292,94,189,115,86,102,279,279,279,279,279,279,62,3337,2997,2770,279,2770,585,1010,1603,1581,1216,994,3020,2486,2033,1707,1208,717,503,524,221,2352,2104,279,2104,449,962,1304,1514,1079,845,3138,2476,2277,1713,1546,841,667,380,176,3865,2187,1089,279,1089,201,486,528,737,490,304,1894,1145,1493,1270,613,314,426,263,69,2395,1299,279,1299,240,568,653,719,471,131,2088,1453,1253,978,652,232,129,279,62
ACSSF,2010m1,co,000,0090,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3617,2913,2704,279,2704,481,1042,1605,1587,1124,882,2729,2300,1940,1698,1190,647,500,544,221,2319,2014,279,2014,391,909,1184,1427,1023,832,3005,2352,2339,1682,1551,858,672,289,176,3690,2140,964,279,964,201,412,505,678,377,211,1865,1018,1459,1223,645,259,123,201,279,2169,1269,279,1269,237,558,626,688,433,119,1917,1341,1171,919,656,217,128,279,279
ACSSF,2010m1,co,000,0090,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,1094,529,279,529,279,261,149,258,249,240,884,597,633,367,225,153,417,98,69,982,420,279,420,43,71,246,215,217,58,841,493,518,466,93,145,21,279,62
ACSSF,2010m1,co,000,0090,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175,2745,2754,279,2754,585,1010,1607,1581,1216,994,2830,2260,2043,1724,1208,717,503,524,221,2350,2106,279,2106,449,962,1304,1510,1079,845,3136,2476,2263,1683,1547,841,667,380,176,3574,2028,1111,279,1111,201,476,540,747,415,304,1622,1160,1275,1096,574,301,422,111,69,2232,1260,279,1260,217,498,626,720,466,131,1944,1377,1215,964,640,225,129,279,279
ACSSF,2010m1,co,000,0090,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2635,2090,2268,279,2268,523,999,1218,1581,1216,1003,2688,2234,2019,1699,1215,717,503,524,221,1846,2087,279,2087,449,962,1274,1498,1065,845,2713,2087,2172,1632,1429,841,667,380,176,3396,1861,1002,279,1002,201,404,524,699,345,303,1564,1125,1282,1071,568,301,422,111,69,2120,1256,279,1256,217,498,597,721,469,119,1838,1341,1160,917,648,225,129,279,279
ACSSF,2010m1,co,000,0090,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3855,2322,2183,279,2183,406,899,1246,1441,1093,890,2467,2205,1638,1350,1012,586,480,495,199,2323,1950,279,1950,448,893,1141,1448,1003,614,2673,1990,2070,1444,1288,825,691,353,153,3051,1623,773,279,773,279,317,478,446,308,138,1499,900,1105,934,421,239,279,279,279,1886,879,279,879,215,293,506,620,313,279,1757,1176,1041,887,589,108,86,279,279
ACSSF,2010m1,co,000,0090,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344,1934,1478,279,1478,302,493,777,795,647,623,1674,1216,1253,896,570,625,298,230,93,1953,1119,279,1119,128,445,551,405,454,629,1502,1229,929,634,700,312,141,163,82,1666,1169,772,279,772,201,253,271,494,192,260,927,639,705,543,374,154,422,111,69,937,741,279,741,43,372,294,418,343,119,878,669,576,379,276,195,102,279,279
ACSSF,2010m1,co,000,0090,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0090,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,co,000,0090,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
